comparison_id,historical_relation,bm25_label,focused_vector,bm25_plus_vector_rrf
N0937,equivalent_to,True,True,True
N0457,equivalent_to,True,False,True
N1599,broader_than,True,False,True
N0458,equivalent_to,True,False,True
N0359,distinct_from,True,False,True
N1329,distinct_from,True,False,True
N0804,narrower_than,False,False,False
N1547,distinct_from,True,True,True
N1318,distinct_from,True,False,True
N1343,related_to,False,False,False
N0522,uncertain,True,False,True
N1038,uncertain,True,False,True
N0523,uncertain,True,True,True
N0524,uncertain,True,False,True
N0981,related_to,True,False,True
N0525,uncertain,True,False,True
N0721,related_to,True,False,False
N0526,uncertain,True,False,True
N0527,uncertain,True,False,True
N0528,uncertain,True,False,True
N1008,related_to,True,False,True
N1123,uncertain,True,False,True
N0529,uncertain,True,False,True
N0982,distinct_from,True,False,True
N0746,uncertain,True,True,True
N0918,related_to,True,True,True
N0110,uncertain,True,True,True
N1389,related_to,True,False,True
N1117,broader_than,True,True,True
N1349,equivalent_to,True,False,True
N0707,uncertain,True,True,True
N1132,related_to,True,False,True
N1249,related_to,True,False,False
N1635,related_to,False,True,False
N0799,equivalent_to,True,True,True
N0683,related_to,True,False,False
N0184,equivalent_to,True,True,True
N1023,broader_than,True,False,False
N0682,equivalent_to,True,False,True
N0185,equivalent_to,True,True,True
N0186,equivalent_to,True,True,True
N0812,equivalent_to,True,True,True
N1623,distinct_from,True,False,True
N1508,distinct_from,True,False,True
N1626,narrower_than,True,True,True
N0236,equivalent_to,True,True,True
N1690,equivalent_to,True,True,True
N0759,equivalent_to,True,True,True
N1347,narrower_than,True,False,True
N1058,uncertain,True,True,True
N1097,distinct_from,False,False,False
N0636,related_to,True,False,True
N0956,related_to,True,False,True
N0628,distinct_from,True,False,True
N1641,narrower_than,True,False,True
N1270,related_to,True,False,True
N1213,narrower_than,True,False,True
N1328,narrower_than,True,False,True
N0674,uncertain,True,False,True
N1108,uncertain,True,False,True
N1413,narrower_than,True,False,True
N1573,related_to,True,False,True
N0657,broader_than,True,False,True
N1219,related_to,True,False,True
N0913,distinct_from,True,True,True
N1216,broader_than,True,True,True
N0994,distinct_from,True,False,True
N0450,equivalent_to,True,True,True
N1431,uncertain,True,False,True
N1637,uncertain,False,False,False
N0773,uncertain,True,True,True
N0531,uncertain,True,True,True
N0532,uncertain,True,True,True
N0317,uncertain,True,True,True
N1303,related_to,True,False,True
N1496,related_to,False,False,False
N1505,related_to,False,False,False
N0874,related_to,False,False,False
N1515,related_to,False,False,False
N1567,distinct_from,True,True,True
N1174,distinct_from,True,False,True
N1261,distinct_from,False,False,False
N0841,narrower_than,True,True,True
N0811,broader_than,True,True,True
N0497,equivalent_to,True,False,True
N1441,broader_than,True,False,False
N0883,broader_than,True,False,True
N0834,equivalent_to,True,True,True
N1157,related_to,True,False,False
N1065,broader_than,True,False,True
N0406,related_to,True,False,True
N0667,equivalent_to,True,True,True
N1120,related_to,True,False,True
N1289,related_to,True,False,True
N1125,related_to,True,False,True
N1427,broader_than,True,True,True
N0963,distinct_from,True,False,False
N0194,distinct_from,True,True,True
N0715,distinct_from,True,False,True
N1185,distinct_from,True,True,True
N1032,distinct_from,True,False,True
N1583,distinct_from,True,False,True
N0965,equivalent_to,True,True,True
N0771,broader_than,True,True,True
N0801,equivalent_to,True,True,True
N1116,uncertain,False,False,False
N0610,uncertain,False,True,True
N1122,related_to,False,False,False
N0421,equivalent_to,True,True,True
N1033,equivalent_to,True,False,True
N1299,uncertain,True,False,True
N1375,distinct_from,False,False,False
N0889,related_to,False,False,False
N1072,related_to,True,True,True
N1250,related_to,True,False,True
N0647,related_to,False,False,False
N0401,equivalent_to,True,False,True
N0807,narrower_than,False,False,False
N1539,related_to,False,False,False
N0402,equivalent_to,True,True,True
N1619,distinct_from,False,False,False
N1448,related_to,False,False,False
N0648,equivalent_to,False,False,False
N0403,equivalent_to,True,False,True
N0404,equivalent_to,True,True,True
N0851,related_to,True,False,True
N1102,related_to,False,False,False
N1442,related_to,False,True,False
N1402,broader_than,False,False,False
N1015,related_to,False,False,False
N1024,related_to,True,False,False
N1137,uncertain,True,False,True
N0969,uncertain,True,False,False
N0948,uncertain,True,True,True
N0654,uncertain,True,False,True
N1593,broader_than,True,False,True
N1130,distinct_from,False,False,False
N0852,broader_than,True,True,True
N1315,related_to,False,False,False
N0316,uncertain,True,False,True
N1134,related_to,False,False,False
N1050,distinct_from,True,False,True
N0670,narrower_than,True,True,True
N1091,distinct_from,True,False,False
N1613,narrower_than,True,False,False
N1387,broader_than,True,False,True
N1133,distinct_from,False,False,False
N1425,related_to,True,False,True
N0894,distinct_from,True,False,True
N0754,distinct_from,True,False,True
N0622,uncertain,True,False,True
N1140,narrower_than,True,True,True
N1399,narrower_than,False,False,False
N0703,equivalent_to,False,False,False
N0673,uncertain,False,False,False
N0840,narrower_than,True,False,True
N0558,equivalent_to,True,True,True
N0559,equivalent_to,True,True,True
N1238,uncertain,True,True,True
N0560,equivalent_to,True,True,True
N1513,related_to,True,False,True
N1452,broader_than,False,False,False
N0689,broader_than,False,False,False
N0374,equivalent_to,True,True,True
N0375,equivalent_to,True,False,True
N0376,equivalent_to,True,False,True
N0377,equivalent_to,True,False,True
N1059,narrower_than,False,False,False
N0378,equivalent_to,True,False,True
N0379,equivalent_to,True,False,True
N0380,equivalent_to,True,True,True
N0381,equivalent_to,True,False,True
N0886,broader_than,True,False,True
N0629,equivalent_to,False,False,False
N0382,equivalent_to,True,False,True
N0383,equivalent_to,True,False,True
N1106,broader_than,True,False,True
N0384,equivalent_to,True,False,True
N0385,equivalent_to,True,True,True
N0386,equivalent_to,True,False,True
N0867,broader_than,True,False,True
N0387,equivalent_to,True,False,True
N0388,equivalent_to,True,True,True
N0389,equivalent_to,True,False,True
N0390,equivalent_to,True,True,True
N0391,equivalent_to,True,False,True
N0392,equivalent_to,True,True,True
N0393,equivalent_to,True,False,True
N0394,equivalent_to,True,False,True
N0395,equivalent_to,True,False,True
N1150,broader_than,True,False,True
N1188,related_to,True,False,True
N1617,distinct_from,True,False,True
N1482,equivalent_to,True,False,True
N0998,related_to,False,False,False
N0687,related_to,False,False,False
N0473,equivalent_to,True,True,True
N0709,distinct_from,False,False,False
N0597,equivalent_to,True,True,True
N0470,equivalent_to,True,True,True
N0212,equivalent_to,True,False,True
N0934,broader_than,True,True,True
N1148,broader_than,True,False,True
N0846,broader_than,True,False,True
N1563,related_to,True,False,True
N0213,equivalent_to,True,True,True
N0214,equivalent_to,True,False,True
N1266,equivalent_to,True,False,True
N1424,narrower_than,False,True,True
N0630,related_to,True,True,True
N1212,related_to,True,True,True
N1668,related_to,True,True,True
N0680,uncertain,True,False,True
N0761,related_to,True,False,True
N0645,equivalent_to,True,False,True
N1581,broader_than,True,True,True
N1487,related_to,True,False,False
N0471,uncertain,True,True,True
N0304,equivalent_to,True,True,True
N1670,distinct_from,True,True,True
N0684,distinct_from,True,False,True
N1017,distinct_from,False,False,False
N1005,related_to,True,False,True
N0533,uncertain,True,False,True
N0633,uncertain,True,False,True
N0688,uncertain,True,False,True
N0872,uncertain,True,False,True
N0520,equivalent_to,True,False,True
N1158,distinct_from,True,False,True
N0916,equivalent_to,True,False,True
N0615,equivalent_to,True,True,False
N0521,equivalent_to,True,True,True
N1390,related_to,True,False,True
N0663,related_to,True,False,True
N1671,equivalent_to,True,True,True
N1417,related_to,True,False,True
N0642,distinct_from,True,False,True
N0837,related_to,True,False,True
N1203,related_to,True,False,True
N0986,narrower_than,True,True,True
N1603,related_to,True,True,True
N1365,equivalent_to,True,False,True
N1616,related_to,True,False,True
N1383,related_to,True,True,True
N0364,equivalent_to,True,True,True
N0627,equivalent_to,True,True,True
N0365,equivalent_to,True,True,True
N0909,equivalent_to,True,True,True
N0105,equivalent_to,True,True,True
N0678,related_to,False,True,False
N0960,broader_than,True,False,False
N1575,distinct_from,False,False,False
N1473,uncertain,False,False,False
N0820,broader_than,True,False,False
N1160,broader_than,True,False,False
N0824,uncertain,False,False,False
N0788,related_to,False,False,False
N1549,narrower_than,False,False,False
N1331,narrower_than,False,False,False
N1166,broader_than,True,False,False
N1457,related_to,True,False,False
N1083,broader_than,True,True,True
N0397,equivalent_to,True,True,True
N0398,equivalent_to,True,True,True
N1119,related_to,True,False,True
N0399,equivalent_to,True,True,True
N1147,related_to,False,False,False
N1114,narrower_than,False,True,True
N1051,related_to,False,False,False
N1126,related_to,False,False,False
N0400,equivalent_to,True,True,True
N1538,related_to,True,True,True
N1495,related_to,False,False,False
N1222,related_to,False,False,False
N1469,related_to,False,False,False
N1532,related_to,False,False,False
N0416,distinct_from,True,True,True
N1439,distinct_from,True,False,True
N1335,equivalent_to,True,False,True
N1587,related_to,False,False,False
N0902,distinct_from,True,False,True
N1281,distinct_from,False,False,False
N1041,equivalent_to,True,False,False
N0596,equivalent_to,True,True,True
N1624,distinct_from,True,False,True
N1018,distinct_from,False,False,False
N1554,narrower_than,True,False,True
N0287,equivalent_to,True,True,True
N0358,equivalent_to,True,True,True
N1307,equivalent_to,True,False,False
N0299,related_to,True,True,True
N0300,uncertain,True,True,True
N0301,uncertain,True,True,True
N0302,uncertain,True,True,True
N0606,equivalent_to,True,True,True
N0854,uncertain,False,True,True
N0999,equivalent_to,True,True,True
N0474,equivalent_to,True,True,True
N1180,distinct_from,True,False,False
N0475,equivalent_to,True,False,True
N0692,related_to,True,False,True
N0717,related_to,False,True,False
N0866,broader_than,True,False,True
N1285,broader_than,True,False,True
N0996,related_to,True,False,False
N1507,related_to,True,False,False
N0693,equivalent_to,True,False,True
N0821,uncertain,True,True,True
N1292,distinct_from,False,True,False
N1207,uncertain,False,False,False
N0425,equivalent_to,True,False,True
N1301,distinct_from,True,False,True
N1170,related_to,True,False,True
N1271,broader_than,True,False,True
N0418,uncertain,True,True,True
N1471,distinct_from,False,False,False
N0967,uncertain,True,True,True
N1468,related_to,True,True,True
N1286,related_to,True,False,True
N1093,broader_than,True,False,True
N1477,broader_than,True,False,True
N1679,distinct_from,True,False,True
N1596,related_to,True,True,True
N1479,related_to,False,False,False
N0451,equivalent_to,True,True,True
N0901,distinct_from,True,True,True
N0634,uncertain,True,True,True
N0410,equivalent_to,True,True,True
N1236,related_to,True,True,True
N0600,equivalent_to,True,True,True
N0924,broader_than,True,False,True
N0828,related_to,True,False,False
N1564,distinct_from,False,True,True
N0984,uncertain,True,False,True
N0530,uncertain,True,False,True
N0679,equivalent_to,True,True,True
N1062,equivalent_to,True,False,True
N0500,uncertain,True,False,True
N0808,equivalent_to,True,False,True
N1356,broader_than,True,False,False
N1054,equivalent_to,True,True,True
N0501,uncertain,True,True,True
N0809,distinct_from,True,False,True
N1034,narrower_than,True,True,False
N1464,distinct_from,False,False,False
N1218,distinct_from,True,False,False
N1627,distinct_from,True,False,False
N1379,distinct_from,True,False,False
N0422,related_to,True,True,True
N0784,equivalent_to,True,True,True
N0861,related_to,True,False,True
N0516,uncertain,True,True,True
N0517,uncertain,True,True,True
N1103,related_to,True,False,True
N0518,uncertain,True,True,True
N1288,distinct_from,True,False,True
N0519,uncertain,True,True,True
N1435,broader_than,True,False,True
N0711,uncertain,True,True,True
N1639,related_to,True,False,True
N1199,uncertain,True,False,True
N1068,equivalent_to,True,False,True
N0200,equivalent_to,True,True,True
N0564,equivalent_to,True,False,True
N1611,distinct_from,True,False,True
N0853,related_to,True,True,True
N1656,equivalent_to,False,True,True
N1531,equivalent_to,True,False,True
N0768,related_to,True,True,True
N1674,equivalent_to,True,True,True
N1115,equivalent_to,True,False,True
N1231,broader_than,True,False,True
N1685,related_to,False,False,False
N0751,related_to,True,False,True
N1561,broader_than,False,False,False
N1200,related_to,True,True,True
N1615,narrower_than,True,True,True
N0296,uncertain,True,True,True
N0297,uncertain,True,True,True
N0859,broader_than,True,False,True
N0298,uncertain,True,False,True
N1019,equivalent_to,False,True,True
N0862,broader_than,True,True,True
N0652,broader_than,True,True,True
N1280,broader_than,True,False,True
N0617,equivalent_to,True,True,True
N1574,narrower_than,True,False,True
N0659,equivalent_to,True,False,True
N0997,related_to,True,True,True
N1491,distinct_from,True,False,False
N1273,distinct_from,True,False,True
N1657,related_to,True,False,True
N1415,related_to,True,True,True
N0408,related_to,True,False,True
N0409,related_to,True,True,True
N1518,related_to,True,True,True
N0468,uncertain,True,True,True
N0244,related_to,True,False,True
N1552,narrower_than,False,False,False
N0685,related_to,True,False,True
N0245,related_to,True,True,True
N1205,related_to,True,False,True
N1434,broader_than,True,True,True
N1265,distinct_from,True,True,True
N0985,narrower_than,True,True,True
N1388,equivalent_to,True,False,True
N1284,broader_than,False,False,False
N1438,narrower_than,True,False,True
N1191,related_to,False,True,True
N1374,broader_than,False,False,False
N1220,broader_than,False,False,False
N0925,equivalent_to,True,True,True
N0407,equivalent_to,True,True,True
N1648,distinct_from,True,False,True
N0608,equivalent_to,False,True,True
N0472,related_to,True,False,True
N0593,equivalent_to,True,True,True
N0557,equivalent_to,True,True,True
N0898,narrower_than,True,False,True
N0983,broader_than,True,False,True
N0211,equivalent_to,True,True,True
N1084,broader_than,True,False,True
N1527,narrower_than,True,False,True
N0106,uncertain,True,True,True
N0942,related_to,True,True,True
N0420,related_to,True,False,True
N0818,equivalent_to,True,True,True
N1673,broader_than,True,True,True
N1509,equivalent_to,True,True,True
N0103,equivalent_to,True,True,True
N0621,distinct_from,True,True,True
N1295,equivalent_to,True,False,True
N1045,related_to,True,True,True
N1055,distinct_from,True,False,True
N1633,narrower_than,True,True,True
N0696,distinct_from,False,False,False
N0938,broader_than,True,True,True
N0238,uncertain,True,False,True
N1498,related_to,True,False,True
N1447,broader_than,True,False,True
N0632,equivalent_to,True,True,True
N0651,equivalent_to,True,True,True
N0191,uncertain,True,True,True
N0192,uncertain,True,True,True
N0193,uncertain,True,False,True
N1663,related_to,True,False,True
N0814,narrower_than,False,False,False
N1551,related_to,False,False,False
N1632,distinct_from,False,False,False
N0430,related_to,True,True,True
N0431,related_to,True,False,True
N1175,broader_than,True,True,True
N0432,related_to,True,False,True
N0433,related_to,True,True,True
N0868,broader_than,True,True,True
N1394,broader_than,True,False,True
N0766,related_to,True,False,True
N1112,broader_than,True,False,True
N0434,related_to,True,True,True
N1000,related_to,True,False,True
N1342,related_to,True,True,True
N1568,related_to,True,False,False
N0195,related_to,True,True,True
N0858,equivalent_to,True,True,True
N1688,distinct_from,True,False,True
N1069,related_to,True,True,True
N1113,related_to,True,True,True
N0753,equivalent_to,True,True,True
N1689,uncertain,True,False,True
N0237,uncertain,True,True,True
N1154,broader_than,True,False,True
N1667,related_to,True,True,True
N1680,related_to,True,True,True
N0112,equivalent_to,True,False,True
N0781,equivalent_to,True,False,True
N1333,related_to,True,True,True
N1480,broader_than,True,True,True
N1138,broader_than,True,True,True
N1571,broader_than,True,True,True
N0958,broader_than,True,False,True
N0197,equivalent_to,True,True,True
N1146,broader_than,True,True,True
N0975,broader_than,True,True,True
N1646,related_to,False,False,False
N1600,equivalent_to,False,False,False
N0561,equivalent_to,True,True,True
N0618,equivalent_to,True,True,True
N0562,equivalent_to,True,False,True
N1601,related_to,False,False,False
N0196,equivalent_to,True,True,True
N1500,equivalent_to,True,False,True
N1372,distinct_from,True,False,True
N1432,related_to,True,False,False
N0456,equivalent_to,True,True,True
N0405,uncertain,True,True,True
N0922,related_to,True,True,True
N0830,related_to,True,True,True
N1257,equivalent_to,False,True,False
N1681,distinct_from,True,False,True
N1546,related_to,True,False,True
N0676,related_to,True,True,True
N0239,related_to,True,True,True
N0760,equivalent_to,False,True,True
N1090,related_to,True,True,True
N1582,broader_than,False,False,False
N1492,related_to,True,True,True
N1129,broader_than,False,False,False
N1410,distinct_from,True,False,True
N1152,broader_than,False,False,False
N1678,related_to,False,False,False
N0959,equivalent_to,True,False,True
N0217,equivalent_to,True,True,True
N1522,related_to,False,False,False
N0910,broader_than,False,False,False
N0218,equivalent_to,True,True,True
N1020,equivalent_to,True,True,True
N1080,equivalent_to,True,True,True
N0216,equivalent_to,True,True,True
N0229,equivalent_to,True,True,True
N1569,broader_than,True,False,True
N1171,related_to,True,False,True
N1580,narrower_than,True,False,True
N1640,equivalent_to,True,False,True
N1446,equivalent_to,True,True,True
N0656,equivalent_to,True,True,True
N1029,narrower_than,True,False,True
N1666,related_to,False,False,False
N1475,broader_than,True,True,True
N1589,narrower_than,False,False,False
N0308,equivalent_to,True,True,True
N1675,broader_than,True,True,True
N1651,broader_than,False,False,False
N1350,equivalent_to,True,True,True
N0786,equivalent_to,True,False,False
N1560,related_to,True,False,False
N0588,related_to,True,False,True
N1691,distinct_from,True,True,True
N1541,related_to,False,False,False
N0989,equivalent_to,True,False,True
N1642,related_to,True,True,True
N0102,equivalent_to,True,True,True
N0306,equivalent_to,True,True,True
N1369,distinct_from,True,True,True
N1124,related_to,True,True,True
N1628,narrower_than,True,False,True
N1142,narrower_than,True,True,True
N0189,equivalent_to,True,False,True
N0190,equivalent_to,True,True,True
N1577,distinct_from,False,False,False
N1179,equivalent_to,True,False,True
N0907,related_to,False,False,False
N1449,distinct_from,False,False,False
N1672,related_to,False,False,False
N0293,equivalent_to,True,False,True
N1003,equivalent_to,False,False,False
N1470,related_to,True,True,True
N0563,equivalent_to,True,True,True
N0995,equivalent_to,True,False,True
N1478,distinct_from,True,True,True
N1290,distinct_from,False,False,False
N0230,related_to,True,True,True
N0869,broader_than,True,True,True
N0424,uncertain,True,True,True
N0235,equivalent_to,True,True,True
N1248,distinct_from,False,True,False
N1247,equivalent_to,True,True,True
N0419,equivalent_to,True,True,True
N0625,narrower_than,True,True,True
N0602,equivalent_to,True,True,True
N0228,uncertain,True,True,True
N1420,distinct_from,True,False,True
N1110,broader_than,False,False,False
N1258,equivalent_to,False,False,False
N0903,broader_than,False,True,False
N1661,broader_than,False,False,False
N1276,related_to,False,False,False
N1049,broader_than,False,False,False
N0929,broader_than,False,False,False
N1652,related_to,False,False,False
N1092,broader_than,True,False,True
N1414,narrower_than,True,False,True
N1429,narrower_than,True,False,True
N1004,uncertain,True,False,True
N0188,uncertain,True,True,True
N1334,broader_than,True,False,True
N1607,broader_than,True,True,True
N1206,equivalent_to,True,True,True
N1127,related_to,True,False,True
N1053,equivalent_to,True,True,True
N1621,broader_than,True,True,True
N0591,equivalent_to,True,True,True
N1544,related_to,True,False,False
N1512,related_to,False,True,False
N1537,distinct_from,True,True,True
N0453,equivalent_to,True,True,True
N1570,related_to,True,False,True
N1089,related_to,True,True,True
N1586,related_to,True,False,False
N0880,equivalent_to,True,True,True
N0429,equivalent_to,True,True,True
N1095,broader_than,True,True,True
N0710,narrower_than,True,False,True
N0991,narrower_than,False,True,True
N1376,related_to,True,False,True
N0462,equivalent_to,True,True,True
N1557,distinct_from,False,False,False
N0722,narrower_than,True,True,True
N1256,related_to,True,False,True
N1052,equivalent_to,True,True,True
N0498,uncertain,True,False,True
N1453,related_to,False,False,False
N0499,uncertain,True,False,True
N1322,broader_than,True,False,True
N1239,related_to,True,False,True
N1143,related_to,False,False,False
N0449,equivalent_to,True,True,True
N0592,equivalent_to,True,True,True
N1040,equivalent_to,True,True,True
N1660,distinct_from,False,True,False
N1669,distinct_from,True,False,True
N0928,distinct_from,True,True,True
N0962,equivalent_to,True,False,False
N1077,narrower_than,True,False,True
N0764,equivalent_to,False,False,False
N0875,equivalent_to,False,True,False
N0896,broader_than,True,False,True
N1228,broader_than,True,True,True
N0305,equivalent_to,True,True,True
N1653,related_to,False,False,False
N1474,broader_than,False,False,False
N0946,equivalent_to,False,True,True
N0664,related_to,True,False,False
N0911,distinct_from,True,False,True
N0290,equivalent_to,True,False,True
N0660,related_to,True,True,True
N0291,equivalent_to,True,False,True
N0373,equivalent_to,True,True,True
N0611,equivalent_to,True,True,True
N0870,related_to,True,True,True
N1371,related_to,True,False,True
N0720,equivalent_to,True,True,True
N0865,equivalent_to,True,False,True
N0435,equivalent_to,True,True,True
N0697,equivalent_to,True,False,True
N1489,related_to,True,False,True
N1197,uncertain,True,False,True
N1107,equivalent_to,True,True,True
N0895,distinct_from,False,True,True
N0699,broader_than,True,True,True
N1036,related_to,True,True,True
N1514,equivalent_to,True,False,True
N1324,related_to,False,False,False
N0614,related_to,True,False,True
N0199,equivalent_to,True,True,True
N1585,related_to,False,False,False
N1526,related_to,True,False,True
N0864,narrower_than,True,True,True
N0816,uncertain,True,True,True
N1037,related_to,True,True,True
N1141,related_to,True,True,True
N0644,equivalent_to,True,True,True
N1484,related_to,False,False,False
N0952,related_to,True,True,True
N0971,equivalent_to,True,False,True
N0650,equivalent_to,True,False,True
N1460,related_to,True,False,True
N1139,related_to,False,False,False
N0993,distinct_from,True,False,False
N1463,related_to,True,False,True
N1193,equivalent_to,True,True,True
N0701,distinct_from,False,False,False
N0555,equivalent_to,True,True,True
N0556,equivalent_to,True,True,True
N1309,related_to,True,False,True
N0668,equivalent_to,True,True,True
N0452,equivalent_to,True,True,True
N1485,related_to,False,False,False
N1314,distinct_from,False,False,False
N0396,equivalent_to,True,False,True
N0780,broader_than,True,False,True
N1654,related_to,True,True,True
N0665,related_to,True,True,True
N0233,uncertain,True,True,True
N1044,uncertain,True,True,True
N0234,uncertain,True,True,True
N0695,uncertain,True,True,True
N1321,broader_than,True,True,True
N1687,related_to,True,False,True
N0881,narrower_than,True,True,True
N1418,related_to,True,True,True
N1664,related_to,False,False,False
N0423,equivalent_to,True,True,True
N1282,related_to,True,True,True
N0288,equivalent_to,True,True,True
N1602,related_to,True,True,True
N0845,narrower_than,True,True,True
N0794,broader_than,True,False,True
N1579,related_to,True,True,True
N1358,narrower_than,True,False,False
N0459,equivalent_to,True,False,True
N1419,broader_than,True,False,True
N0803,equivalent_to,True,False,True
N0310,equivalent_to,True,False,True
N0613,distinct_from,True,False,True
N1455,related_to,False,True,False
N0863,narrower_than,True,False,True
N0776,equivalent_to,False,False,False
N0974,equivalent_to,True,True,True
N1595,broader_than,True,True,True
N1341,related_to,True,False,True
N0631,equivalent_to,True,True,True
N1430,related_to,True,True,True
N0906,related_to,False,True,False
N0620,related_to,True,False,True
N0307,uncertain,True,False,True
N0763,broader_than,True,True,True
N0767,equivalent_to,True,True,True
N0372,equivalent_to,True,True,True
N1426,broader_than,False,True,True
N1351,uncertain,True,False,False
N0426,equivalent_to,True,True,True
N0635,equivalent_to,True,True,True
N1317,related_to,False,False,False
N0793,equivalent_to,True,True,True
N0286,equivalent_to,True,False,True
N1412,broader_than,True,False,True
N1104,distinct_from,True,True,True
N1562,related_to,True,True,True
N1536,distinct_from,True,False,True
N0704,related_to,True,True,True
N1677,distinct_from,True,True,True
N0833,broader_than,True,True,True
N1622,narrower_than,True,True,True
N0460,equivalent_to,True,True,True
N0706,narrower_than,True,False,True
N0785,related_to,True,False,False
N1397,distinct_from,False,False,False
N0242,equivalent_to,True,False,True
N0243,equivalent_to,True,True,True
N0639,broader_than,True,True,True
N1559,related_to,True,False,False
N1403,broader_than,True,True,True
N0111,equivalent_to,True,True,True
N0311,related_to,True,True,True
N1252,broader_than,True,False,True
N1162,narrower_than,True,False,True
N0943,distinct_from,True,False,True
N1604,equivalent_to,True,True,True
N0215,related_to,True,True,True
N1022,equivalent_to,False,False,False
N1163,related_to,True,True,True
N1297,related_to,True,True,True
N1384,distinct_from,True,False,True
N1323,broader_than,False,False,False
N1074,related_to,True,False,True
N0719,uncertain,True,False,True
N0292,uncertain,True,True,True
N0411,uncertain,True,True,True
N1511,related_to,False,False,False
N0371,equivalent_to,True,False,True
N0303,related_to,True,True,True
N1609,broader_than,True,True,True
N0363,related_to,True,True,True
N0878,distinct_from,False,True,False
N0603,uncertain,True,True,True
N0461,uncertain,True,True,True
N1416,equivalent_to,True,True,True
N0915,broader_than,True,True,True
N1088,related_to,True,False,True
N1232,equivalent_to,False,True,True
N0201,equivalent_to,True,True,True
N1268,equivalent_to,True,True,True
N1217,related_to,False,True,True
N1558,distinct_from,True,False,False
N1344,equivalent_to,True,False,True
N1245,equivalent_to,False,True,False
N0329,equivalent_to,True,True,True
N0330,equivalent_to,True,True,True
N0331,equivalent_to,True,True,True
N1528,related_to,True,True,True
N1279,narrower_than,True,True,True
N1178,uncertain,True,False,True
N0412,related_to,True,True,True
N0332,equivalent_to,True,True,True
N0333,equivalent_to,True,True,True
N1490,broader_than,True,True,True
N0289,equivalent_to,True,True,True
N1101,equivalent_to,True,True,True
N1153,uncertain,True,False,True
N0313,uncertain,True,True,True
N0789,broader_than,True,False,True
N0756,equivalent_to,True,True,True
N0885,narrower_than,True,False,True
N0843,narrower_than,True,False,True
N0415,equivalent_to,True,True,True
