method,source,source_label,source_role,target,target_label,target_role,rank,score,source_context,target_context
bm25,iTE:P1109:blocking,Inability of ions to cross the doped P3HT–metallic contact interface,mechanism_process,iTE:P1109:films,FeCl3-doped free-standing P3HT films,material_entity,4,10.764579081126527,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.",The present work demonstrates a totally radical change in conduction nature from typical p-type to n-type through ionic transport in FeCl3 doped free-standing poly(3-hexylthiophene) (P3HT) films.
bm25,iTE:P1109:blocking,Inability of ions to cross the doped P3HT–metallic contact interface,mechanism_process,iTE:P1801:mn2,Accumulation of Mn2+ near the interface,state_structure,5,10.740141469617873,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.","In contrast, the magnetic dead layer of 5 unit cell in proximity to the interface is found to be accompanied with the accumulation of Mn2+ induced by electronic reconstruction."
bm25,iTE:P1109:blocking,Inability of ions to cross the doped P3HT–metallic contact interface,mechanism_process,iTE:P0484:poem,Addition of hydrophilic POEM block to P3HT,design_strategy,6,10.656929484757429,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.","It is found that the addition of the hydrophilic block POEM greatly enhances the processability of P3HT, enabling homogeneous solution-mixing with LiTFSI."
bm25,iTE:P1109:blocking,Inability of ions to cross the doped P3HT–metallic contact interface,mechanism_process,iTE:P0887:p,P3HT,material_entity,7,10.577938474911305,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.","The temperature-dependent Seebeck coefficient based on power-law model suggests that P3HT shifts the Fermi energy of CNT yarn towards the valence band edge, and reduces the ionic scattering and carrier relaxation time."
bm25,iTE:P1109:blocking,Inability of ions to cross the doped P3HT–metallic contact interface,mechanism_process,iTE:P1109:generator,Thermoelectric generator fabricated using doped P3HT films,material_entity,8,10.003537398649373,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.",A thermoelectric power generator fabricated using these P3HT films delivered an output electrical power of 25 mW with open circuit voltage of 128 mV for a Delta T of 46 degrees C.
bm25,iTE:P1109:blocking,Inability of ions to cross the doped P3HT–metallic contact interface,mechanism_process,iTE:P0578:parameters,Intrinsic physical parameters of the ions,quantity,9,10.00010030692573,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.","This study highlights the role of ions in i-TE hydrogels employing a poly(vinyl alcohol) (PVA) polymer matrix and a number of ion providers, e.g., KOH, KNO3, KCl, KBr, NaI, KI, and CsI."
bm25,iTE:P1109:blocking,Inability of ions to cross the doped P3HT–metallic contact interface,mechanism_process,iTE:P0976:ions,Electrolyte ions at solid-liquid interface,material_entity,10,9.70951577573462,"Though continuous operation reduced the output power due to inability of the ions to pass through the interface between doped P3HT and metallic contact, yet the generated voltage was found to be quite stable over a period of 1 h under load.",The large enhancements achieved are attributed to the modification of the electrostatic environment of the porous solid by the ions in the electrolyte at the solid-liquid interface.
bm25,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P1187:n22,zT of vacancy-containing BiCuOSe,performance_function,1,22.429441219421516,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT."
bm25,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P1187:n21,Seebeck coefficients of vacancy-containing BiCuOSe,quantity,2,20.723070862376062,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT."
bm25,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P1428:ultra,Ultralow thermal conductivities,quantity,3,12.44473466596757,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","Due to large Gru??neisen parameters caused by strong phonon anharmonicity, ultralow thermal conductivities of LaCuOS, LaCuOSe, and LaCuOTe are found to be 2.58, 2.20, and 1.90 W/m K at 300 K, respectively."
bm25,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P0710:k,Reduced lattice thermal conductivities,quantity,4,11.32806743290311,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","The improved Seebeck coefficients and power factors, together with the reduced lattice thermal conductivities, imply that the partial introduction of more ionic dopants in Mg3Sb2 is a general solution for its n-type TE performance."
bm25,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P1297:tune,Individual tuning of thermal and ionic conductivities,design_strategy,5,10.669838591552823,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.",We furthermore show that thermal and ionic conductivities in all three compounds are independent of each other and can likely be tuned individually.
bm25,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P1041:kfree,Thermal conductivity of vacancy-free compounds,quantity,6,10.543929098831295,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","Further numerical analyses using fictitious physical parameters reveal that, with increasing ionic radius, the two-dimensionality of the phonons in the CoO2 layers, which are responsible for overall thermal conductivity, is enhanced, resulting in lower thermal conductivity in vacancy-free compounds as well as ineffectiveness of alkali-metal vacancies in lowering thermal conductivity."
bm25,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P1616:conduct,High electrical and thermal conductivities,quantity,7,10.395296484114219,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","Although its high electrical and thermal conductivities may reduce its thermoelectric efficiency, these properties are advantageous for hydrogen storage, as they facilitate effective heat dissipation and charge transport."
bm25,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P1041:drop,Magnitude of vacancy-induced thermal-conductivity decrease,quantity,8,9.798487081933164,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","Phonon thermal conductivity calculations for Li (x) CoO2, Na (x) CoO2, and K (x) CoO2 (x = 1, 0.5) have been carried out by perturbed molecular dynamics to clarify the dependence of thermal conductivity on alkali-metal vacancy concentration in these materials."
bm25,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P0829:gdkl,Low thermal conductivities of Gd- and Dy-doped samples,performance_function,9,9.348048894943204,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","The small average grain size and the nano-sized phases are observed in Gd and Dy doped samples, both of which contribute to scattering phonons, resulting in low thermal conductivities."
bm25,iTE:P1187:n20,Thermal conductivities of vacancy-containing BiCuOSe,quantity,iTE:P1663:n5,Electrical conductivities of silver delafossites,quantity,10,9.180930437201837,"Introduction of vacancies (Bi and O) in BiCuOSe lead to higher thermal conductivities and lower Seebeck coefficients, and result in adverse effect on zT.","While optical band gaps for silver delafossites were larger and visible light absorption was lower than values previously reported for polycrystalline powder samples of copper delafossites, the conductivities of silver delafossites are similar or lower."
bm25,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P0474:p2,Maintenance of temperature gradient,performance_function,1,15.410329892063515,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.",The obtained Seebeck coefficients of 2 mV K-1 allow for high power outputs while the polymer matrix maintains the temperature gradient by its low thermal conductivity.
bm25,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P0550:g,Temperature gradients,condition,2,13.68236667520983,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.",Two competing mechanisms driving charge transport by temperature gradients are identified.
bm25,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P1104:gradient,Temperature gradients,condition,3,13.68236667520983,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.","Temperature gradients drive directional ion migration, enabling direct thermal-to-electrical energy conversion and intrinsic self-powering capabilities."
bm25,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P0821:grad,Sustained temperature gradients,state_structure,4,12.333623773785876,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.",Copper slag sand additionally lowers thermal conductivity to sustain temperature gradients and introduces Fe-rich interfaces that intensify interfacial polarization and provide electronically assisted transport pathways.
bm25,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P1583:b,Substantial temperature gradients,state_structure,5,12.333623773785876,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.","It is shown experimentally, e.g. by thermovoltage measurements, impedance spectroscopy and infrared camera pictures, as well as by finite element modeling that substantial temperature gradients may arise in these experiments."
bm25,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P1046:n4,STEG internal temperature difference,quantity,6,11.278598391017283,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.","Herein, we reported a novel strategy for employing spinel-type Cu 1.5 Mn 1.5 O 4 PTC coating to adorn conventional TEG to construct the solar-thermoelectric generator (STEG) which exhibited excellent solar-thermoelectric conversion capability, and then integrating the STEG in series with a supercapacitor composed of synthetic ionic liquid electrolytes and carbon electrodes to fulfill the conversion and storage of solar-thermal energy into electrical energy."
bm25,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P0465:harvest,Harvesting endogenous temperature gradients,mechanism_process,7,11.226926531714888,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.","Owing to its self-healing and antimicrobial characteristics, the hydrogel further operates as a self-powered wound dressing, harvesting endogenous temperature gradients to promote tissue regeneration and achieve a fourfold enhancement in wound closure efficiency."
bm25,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P1629:j,Responsiveness to small temperature gradients,performance_function,8,10.302483684336192,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.","The CNT/PIL/graphene hybrid materials are highly responsive to small temperature gradient with fast response, high sensitivity, and stability, which may offer a new platform for the thermoelectric temperature sensors."
bm25,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P1202:safe,Maintenance of safe LIB operating temperatures,performance_function,9,9.962881210802282,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.","Based on these integrated properties, we developed a comprehensive thermal safety protection system for LIBs that delivers three functions: cooling, overheating warning, and thermal runaway (TR) suppression."
bm25,iTE:P1199:gradient,Maintenance of internal temperature gradients,performance_function,iTE:P0371:g,Temporally varying temperature gradients across ITESC,condition,10,9.518698988546559,"Among the key performance indicators, the effective thermal conductivity (keff) plays a crucial role in maintaining internal temperature gradients and enhancing overall energy conversion efficiency of thermocells.","However, the heating process even at constant solar illumination can be converted to temperature oscillations through water infiltration and evaporation."
bm25,iTE:P1248:sense,Decoupled recognition of heat-source size/shapes and temperatures,application,iTE:P0830:grain,Mean grain size of 1 gm (source wording),descriptor,1,10.983619418511921,"Furthermore, an actuatable gripper-structured TE device can be successfully integrated, which could four-dimensional dynamically adapt to complex-geometry heat source and enable decoupled recognition of size/shapes and temperatures of the heat source.","Dense ceramics with 1 gm mean grain size, homogeneous dopant distribution and good thermoelectric properties are obtained after sintering at 1200 degrees C."
bm25,iTE:P1248:sense,Decoupled recognition of heat-source size/shapes and temperatures,application,iTE:P1126:v,Cyclic voltammogram peak shapes and numbers,descriptor,2,10.822945534343004,"Furthermore, an actuatable gripper-structured TE device can be successfully integrated, which could four-dimensional dynamically adapt to complex-geometry heat source and enable decoupled recognition of size/shapes and temperatures of the heat source.","The results showed that the addition of SiC nanoparticles in the solution did not change the electrochemical reduction process of ionic bismuth and tellurium on Au electrode, as the shapes and numbers of the peaks in the cyclic voltammograms were not altered, although the peak potentials and peak currents varied a little."
bm25,iTE:P1248:sense,Decoupled recognition of heat-source size/shapes and temperatures,application,iTE:P1003:harvest,Efficient energy harvesting from a heat source and a frozen cold source,performance_function,3,10.669242764613461,"Furthermore, an actuatable gripper-structured TE device can be successfully integrated, which could four-dimensional dynamically adapt to complex-geometry heat source and enable decoupled recognition of size/shapes and temperatures of the heat source.",Integrating 30 thermocells can efficiently harvest energy from a heat source and a frozen cold source.
bm25,iTE:P1248:sense,Decoupled recognition of heat-source size/shapes and temperatures,application,iTE:P0344:hand,Handwriting recognition,application,4,10.61494500373406,"Furthermore, an actuatable gripper-structured TE device can be successfully integrated, which could four-dimensional dynamically adapt to complex-geometry heat source and enable decoupled recognition of size/shapes and temperatures of the heat source.",The i-THE-based self-powered flexible sensor can effectively monitor human movements and handwriting recognition.
bm25,iTE:P1248:sense,Decoupled recognition of heat-source size/shapes and temperatures,application,iTE:P0383:decoupling,Decoupled Na+ and DBS- thermodiffusion,mechanism_process,5,10.385035251347663,"Furthermore, an actuatable gripper-structured TE device can be successfully integrated, which could four-dimensional dynamically adapt to complex-geometry heat source and enable decoupled recognition of size/shapes and temperatures of the heat source.","Herein, it is shown a high p-type i-TE thermopower of 41.8 mV K-1 in agarose-based ionic thermoelectric gels of AG-x Na:DBS (AG: agarose, Na:DBS: sodium dodecyl benzene sulfonate)."
bm25,iTE:P1248:sense,Decoupled recognition of heat-source size/shapes and temperatures,application,iTE:P1084:decouple,Decoupled morphological and electronic modifications,state_structure,6,10.385035251347663,"Furthermore, an actuatable gripper-structured TE device can be successfully integrated, which could four-dimensional dynamically adapt to complex-geometry heat source and enable decoupled recognition of size/shapes and temperatures of the heat source.",We show that controlling stoichiometry in ionic liquid (I.L.) additives can decouple morphological and electronic modifications to PEDOT:PSS and enhance its power factor by over 2 orders of magnitude.
bm25,iTE:P1248:sense,Decoupled recognition of heat-source size/shapes and temperatures,application,iTE:P1425:decouple,Decoupled electron and phonon transport,performance_function,7,10.385035251347663,"Furthermore, an actuatable gripper-structured TE device can be successfully integrated, which could four-dimensional dynamically adapt to complex-geometry heat source and enable decoupled recognition of size/shapes and temperatures of the heat source.","Here, we perform high-throughput density functional theory calculations to screen 236 layered semiconductors and identify candidates with low effective mass (m*) and weak POP scattering."
bm25,iTE:P1248:sense,Decoupled recognition of heat-source size/shapes and temperatures,application,iTE:P1349:n3,Precise recognition of subtle signals,performance_function,8,10.024475837843813,"Furthermore, an actuatable gripper-structured TE device can be successfully integrated, which could four-dimensional dynamically adapt to complex-geometry heat source and enable decoupled recognition of size/shapes and temperatures of the heat source.","The MM i-skin with multi-stage interlocked configurations achieved precise recognition of subtle signals, where the sensitivity reached up to 3.95 kPa-1, as well as response time of 46 ms, cyclic stability (over 1500 cycles), a wide detection range of 0-200 kPa."
bm25,iTE:P1248:sense,Decoupled recognition of heat-source size/shapes and temperatures,application,iTE:P1762:use,Fire warning and hot-object recognition,application,9,9.812407968864193,"Furthermore, an actuatable gripper-structured TE device can be successfully integrated, which could four-dimensional dynamically adapt to complex-geometry heat source and enable decoupled recognition of size/shapes and temperatures of the heat source.","In this study, we introduce a TE temperature sensor for fire warnings and hot object recognition, utilizing an all-inorganic TE film composite of reduced graphene oxide (rGO)/Te nanowires (Te NWs)."
bm25,iTE:P1248:sense,Decoupled recognition of heat-source size/shapes and temperatures,application,iTE:P0533:dec,"Decoupled electron, ion and phonon transport",mechanism_process,10,9.594970258804404,"Furthermore, an actuatable gripper-structured TE device can be successfully integrated, which could four-dimensional dynamically adapt to complex-geometry heat source and enable decoupled recognition of size/shapes and temperatures of the heat source.",We developed a strategy to improve the stability of ion-conducting thermoelectric materials by constructing an in situ ligand-derived organic-inorganic interface.
bm25,iTE:P1414:dist,Enhanced CoO6 octahedral distortion,state_structure,iTE:P1594:dist,CoO6 octahedron distortion,state_structure,1,17.421710217981474,"With decreasing A-site rare earth ionic radius r(Ln)(3+), the tolerance factor t decreases and the distortion of CoO(6) octahedron enhances, which leads to the increased bending of the Co-O-Co bond, the narrowing of the bandwidth and the decrease in the mobility of e(g) electrons.","The solid solution exhibited cubic perovskite for x = 0 and 0.25 while orthorhombic phase was observed above 0.5, resulted in the distortion of CoO6 octahedron."
bm25,iTE:P1414:dist,Enhanced CoO6 octahedral distortion,state_structure,iTE:P1731:n14,Decreased tolerance factor and enhanced CoO6 distortion,state_structure,2,16.38620337937345,"With decreasing A-site rare earth ionic radius r(Ln)(3+), the tolerance factor t decreases and the distortion of CoO(6) octahedron enhances, which leads to the increased bending of the Co-O-Co bond, the narrowing of the bandwidth and the decrease in the mobility of e(g) electrons.","With decreasing A-site rare earth ionic radius r(Ln)(3+), the tolerance factor t decreases and the distortion of the CoO6 octahedron enhances, which results in the increased bending of the Co-O-Co bond, the narrowing of the bandwidth and the decrease in the mobility of e(g) electrons caused by the substitution of smaller Ln(3+) ions for a larger Sr2+ ion."
bm25,iTE:P1414:dist,Enhanced CoO6 octahedral distortion,state_structure,iTE:P1960:dist,Octahedral structural distortion,state_structure,3,15.467384405525259,"With decreasing A-site rare earth ionic radius r(Ln)(3+), the tolerance factor t decreases and the distortion of CoO(6) octahedron enhances, which leads to the increased bending of the Co-O-Co bond, the narrowing of the bandwidth and the decrease in the mobility of e(g) electrons.","The structure distortion of these compounds is evidenced in the tilt angles theta, phi, and omega, which represent rotations of an octahedron about the pseudo-cubic perovskite [110](p), [001](p) and [111](p) axes."
bm25,iTE:P1414:dist,Enhanced CoO6 octahedral distortion,state_structure,iTE:P1961:dist,Octahedral structural distortion,state_structure,4,15.467384405525259,"With decreasing A-site rare earth ionic radius r(Ln)(3+), the tolerance factor t decreases and the distortion of CoO(6) octahedron enhances, which leads to the increased bending of the Co-O-Co bond, the narrowing of the bandwidth and the decrease in the mobility of e(g) electrons.","The structure distortion of these compounds is evidenced in the tilt angles theta, phi, and omega, which represent rotations of an octahedron about the pseudocubic perovskite [110](p), [001](p), and [111](p) axes."
bm25,iTE:P1414:dist,Enhanced CoO6 octahedral distortion,state_structure,iTE:P1731:n3,Jahn–Teller distortion of CoO6 octahedra,state_structure,5,13.445522457326298,"With decreasing A-site rare earth ionic radius r(Ln)(3+), the tolerance factor t decreases and the distortion of CoO(6) octahedron enhances, which leads to the increased bending of the Co-O-Co bond, the narrowing of the bandwidth and the decrease in the mobility of e(g) electrons.",The variation of Jahn-Teller distortion of the CoO6 octahedron reflected by two different Co-O bond lengths indicates that all the samples are mostly accommodated in the t(2g) orbital states keeping intermediate spin configuration.
bm25,iTE:P1414:dist,Enhanced CoO6 octahedral distortion,state_structure,iTE:P0582:distort,Lattice distortion,state_structure,6,8.522710057208416,"With decreasing A-site rare earth ionic radius r(Ln)(3+), the tolerance factor t decreases and the distortion of CoO(6) octahedron enhances, which leads to the increased bending of the Co-O-Co bond, the narrowing of the bandwidth and the decrease in the mobility of e(g) electrons.","Meanwhile, lattice distortion caused by ionic radius mismatch and decreased Young's modulus (due to weakened In-O bonds) jointly enhance phonon scattering and reduce phonon propagation velocity, leading to a significant decrease in lattice thermal conductivity and total thermal conductivity."
bm25,iTE:P1414:dist,Enhanced CoO6 octahedral distortion,state_structure,iTE:P0755:n3,Lattice distortion,state_structure,7,8.522710057208416,"With decreasing A-site rare earth ionic radius r(Ln)(3+), the tolerance factor t decreases and the distortion of CoO(6) octahedron enhances, which leads to the increased bending of the Co-O-Co bond, the narrowing of the bandwidth and the decrease in the mobility of e(g) electrons.",The results show that the kappa(L) value reduces from 0.17 W K-1 m(-1) to 0.12 W K-1 m(-1) when Ag is substituted for Cu through induced point defects and lattice distortion and that the power factor (PF) increases from 4.1 mu W cm(-1) K-2 to 4.4 mu W cm(-1) K-2 at 645 K after enhancing the Seebeck coefficients.
bm25,iTE:P1414:dist,Enhanced CoO6 octahedral distortion,state_structure,iTE:P1159:distort,Lattice distortion,state_structure,8,8.522710057208416,"With decreasing A-site rare earth ionic radius r(Ln)(3+), the tolerance factor t decreases and the distortion of CoO(6) octahedron enhances, which leads to the increased bending of the Co-O-Co bond, the narrowing of the bandwidth and the decrease in the mobility of e(g) electrons.","The core mechanism is that the difference in ionic radius between Ca2+ and In3+ causes lattice distortion, enhanced mass fluctuation scattering, and defect scattering."
bm25,iTE:P1414:dist,Enhanced CoO6 octahedral distortion,state_structure,iTE:P1170:dist,Lattice distortion,state_structure,9,8.522710057208416,"With decreasing A-site rare earth ionic radius r(Ln)(3+), the tolerance factor t decreases and the distortion of CoO(6) octahedron enhances, which leads to the increased bending of the Co-O-Co bond, the narrowing of the bandwidth and the decrease in the mobility of e(g) electrons.","Regarding thermal transport properties, lattice distortion strengthens phonon scattering, significantly reducing lattice thermal conductivity;"
bm25,iTE:P1414:dist,Enhanced CoO6 octahedral distortion,state_structure,iTE:P1459:distortion,Structural distortion,state_structure,10,8.522710057208416,"With decreasing A-site rare earth ionic radius r(Ln)(3+), the tolerance factor t decreases and the distortion of CoO(6) octahedron enhances, which leads to the increased bending of the Co-O-Co bond, the narrowing of the bandwidth and the decrease in the mobility of e(g) electrons.","Overall, Ni incorporation strengthens mechanical and piezoelectric responses while reducing electronic transport, demonstrating the coupled influence of structural distortion and defect-driven hybridization in designing multifunctional ferrite oxides."
bm25,iTE:P1632:seebeck,Seebeck coefficient,quantity,iTE:P0334:sc,Seebeck coefficient,quantity,1,9.204578411139433,La1-xCaxMnO3+delta (0.0 <= x <= 1.0) samples were prepared and their resistivity and Seebeck coefficients were measured in the high-temperature range.,"Herein, by introducing the simplified molecular-input line-entry system, we have addressed the challenge posed by the inconsistency of i-TE material types, and present a machine learning model that evaluates the Seebeck coefficient with an R2 of 0.98 on the test dataset."
bm25,iTE:P1632:seebeck,Seebeck coefficient,quantity,iTE:P0345:sc,Seebeck coefficient,quantity,2,9.204578411139433,La1-xCaxMnO3+delta (0.0 <= x <= 1.0) samples were prepared and their resistivity and Seebeck coefficients were measured in the high-temperature range.,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance."
bm25,iTE:P1632:seebeck,Seebeck coefficient,quantity,iTE:P0406:s,Seebeck coefficient,quantity,3,9.204578411139433,La1-xCaxMnO3+delta (0.0 <= x <= 1.0) samples were prepared and their resistivity and Seebeck coefficients were measured in the high-temperature range.,"Here, we show that the ion/polymer interaction in PEG based electrolytes does not only affect the mobility of the ions, but also has a great impact on the Seebeck coefficient."
bm25,iTE:P1632:seebeck,Seebeck coefficient,quantity,iTE:P0412:s,Seebeck coefficient,quantity,4,9.204578411139433,La1-xCaxMnO3+delta (0.0 <= x <= 1.0) samples were prepared and their resistivity and Seebeck coefficients were measured in the high-temperature range.,"The cations of 1-ethyl-3-vinylimidazolium dicyanamide undergo polymerization, which enhance Seebeck coefficient and effectively address ion leakage and poor mechanical performance."
bm25,iTE:P1632:seebeck,Seebeck coefficient,quantity,iTE:P0454:s,Seebeck coefficient,quantity,5,9.204578411139433,La1-xCaxMnO3+delta (0.0 <= x <= 1.0) samples were prepared and their resistivity and Seebeck coefficients were measured in the high-temperature range.,"The enhanced Seebeck coefficient was due to the ion exchange resulting from IL post-processing, which regulated the PEDOT doping level."
bm25,iTE:P1632:seebeck,Seebeck coefficient,quantity,iTE:P0462:s,Seebeck coefficient,quantity,6,9.204578411139433,La1-xCaxMnO3+delta (0.0 <= x <= 1.0) samples were prepared and their resistivity and Seebeck coefficients were measured in the high-temperature range.,"It was found that the introduction of ionic liquids with small-(MMIM BF4) and large-sized cations (HMIM BF4) into the PEDOT:PSS film contributes to an improved Seebeck coefficient and conductivity, respectively."
bm25,iTE:P1632:seebeck,Seebeck coefficient,quantity,iTE:P0478:s,Seebeck coefficient,quantity,7,9.204578411139433,La1-xCaxMnO3+delta (0.0 <= x <= 1.0) samples were prepared and their resistivity and Seebeck coefficients were measured in the high-temperature range.,"The Seebeck coefficient and electrical conductivity of the PEDOT:PSS film treated with H2SO4EMIM:TFSI increase simultaneously, and the resulting maximum power factor is 46.7 mu W.m(-1).K-2, which may be attributed to the ionic liquid facilitating the rearrangement of the molecular chain of PEDOT."
bm25,iTE:P1632:seebeck,Seebeck coefficient,quantity,iTE:P0491:se,Seebeck coefficient,quantity,8,9.204578411139433,La1-xCaxMnO3+delta (0.0 <= x <= 1.0) samples were prepared and their resistivity and Seebeck coefficients were measured in the high-temperature range.,"Positive ion conduction of C12A7/nCB composites resulting from oxygen ion vacancy occupying in extra framework affected to enhance dielectric constant, Seebeck coefficient, electrical conductivity and reduce thermal conductivity."
bm25,iTE:P1632:seebeck,Seebeck coefficient,quantity,iTE:P0618:q1,Seebeck coefficient,quantity,9,9.204578411139433,La1-xCaxMnO3+delta (0.0 <= x <= 1.0) samples were prepared and their resistivity and Seebeck coefficients were measured in the high-temperature range.,The ion accumulation can increase the Seebeck coefficient of the PEDOT: PSS films by 1.2-2 fold while it does not remarkably affect the electrical conductivity.
bm25,iTE:P1632:seebeck,Seebeck coefficient,quantity,iTE:P0634:n2,Seebeck coefficient,quantity,10,9.204578411139433,La1-xCaxMnO3+delta (0.0 <= x <= 1.0) samples were prepared and their resistivity and Seebeck coefficients were measured in the high-temperature range.,"Ionic liquid (IL) post-treatment for thin films of poly(3,4-ethylene dioxythiophene):poly(styrenesulfonate) (PEDOT:PSS) is employed for the simultaneous enhancement of Seebeck coefficients and electrical conductivities."
vector,TG:P0021:led,Direct powering of commercial LED lights,application,TG:P0021:display,Direct powering of electronic displays,application,1,0.9751864671707153,"Scaling up this technology, we demonstrate a modular thermoelectric generator comprising a 4 x 12 array of alternating p-type and n-type DTGCs, capable of delivering an output voltage exceeding 11.3 V at Delta T = 20 K, sufficient to directly power commercial LED lights and electronic displays.","Scaling up this technology, we demonstrate a modular thermoelectric generator comprising a 4 x 12 array of alternating p-type and n-type DTGCs, capable of delivering an output voltage exceeding 11.3 V at Delta T = 20 K, sufficient to directly power commercial LED lights and electronic displays."
vector,TG:P0021:led,Direct powering of commercial LED lights,application,TG:P0021:av,Output voltage exceeding 11.3 V,performance_function,2,0.9600005149841309,"Scaling up this technology, we demonstrate a modular thermoelectric generator comprising a 4 x 12 array of alternating p-type and n-type DTGCs, capable of delivering an output voltage exceeding 11.3 V at Delta T = 20 K, sufficient to directly power commercial LED lights and electronic displays.","Scaling up this technology, we demonstrate a modular thermoelectric generator comprising a 4 x 12 array of alternating p-type and n-type DTGCs, capable of delivering an output voltage exceeding 11.3 V at Delta T = 20 K, sufficient to directly power commercial LED lights and electronic displays."
