hypothesis_variant_id,variant_status,program_id,program_rule_code,program_title_cn,source_insight_id,source_paper_id,source_year,source_title,source_doi,source_evidence_tier,source_evidence_level,source_hypothesis_lane,source_scope_route,source_lever_codes,source_levers_cn,source_claim,source_intervention_evidence,source_mechanism_evidence,source_outcome_evidence,target_paper_id,target_title,target_material,target_mechanism,edge_type,mapping_basis,rule_match_locations,match_location,rule_match_support_class,scope_caveat,direction_conflict,manual_review_reason,manual_review_recommended,evidence_edge_status,claim_direct_rule_match,rule_match_verified,priority_score,candidate_status,candidate_status_cn,positive_control,translation_mode,translation_mode_cn,target_redox_family,target_redox_system_cn,TG_bottleneck_cn,concrete_iTE_plus_TG_design_cn,causal_chain_cn,primary_readouts_cn,critical_controls_cn,failure_modes_cn,direct_TG_prior_art_count,source_coupled_precedent_count,related_TG_prior_art_count
HYP_8f8f9db6099a,retained_card_not_auto_translated,,,,INSIGHT_2D7766CED3,P0722,2021,Fast ion transport for synthesis and stabilization of β-Zn4Sb3,10.1038/s41467-021-26265-0,C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,,,sawtooth electric field drives fast Zn2+ migration to synthesize beta-Zn4Sb3,"Here, we utilize the fast Zn2+ migration under a sawtooth waveform electric field and a dynamical growth of 3-dimensional ionic conduction network to achieve ultra-fast synthesis of beta-Zn4Sb3.","Here the authors exploit the ion migration in an electric field-assisted synthesis method, fast producing beta-Zn4Sb3 with improved phase stability and extended temperature range for the thermoelectric operation.","Here the authors exploit the ion migration in an electric field-assisted synthesis method, fast producing beta-Zn4Sb3 with improved phase stability and extended temperature range for the thermoelectric operation.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_f00f5075eb5a,retained_card_not_auto_translated,,,,INSIGHT_38E994663A,P0722,2021,Fast ion transport for synthesis and stabilization of β-Zn4Sb3,10.1038/s41467-021-26265-0,C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,,,Cd/Ge steric hindrance restricts long-range Zn2+ migration and stabilizes the phase,Doping Cd or Ge on the Zn site as steric hindrance further stabilizes beta-Zn4Sb3 by restricting long-range Zn2+ migration and extends the operation temperature range of high thermoelectric performance.,Doping Cd or Ge on the Zn site as steric hindrance further stabilizes beta-Zn4Sb3 by restricting long-range Zn2+ migration and extends the operation temperature range of high thermoelectric performance.,Doping Cd or Ge on the Zn site as steric hindrance further stabilizes beta-Zn4Sb3 by restricting long-range Zn2+ migration and extends the operation temperature range of high thermoelectric performance.,,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_ade9f1a237d2,retained_card_not_auto_translated,,,,INSIGHT_06CBF99BFC,P0748,2021,Thermoelectric materials and transport physics,10.1016/j.mtphys.2021.100519,R_review,S_review_or_synthesis,S_review_or_synthesis,unresolved_or_broad_inspiration,,,"reviewed optimization mechanisms include electron/phonon scattering, symmetry breaking, weighted mobility, electronic quality factors, and Fermi surface complexity",,"In this review, we provide a broad picture of physically driven optimization strategies for thermoelectric materials, with emphasis on electronic transport aspect of inorganic materials.","We also discuss and analyzes various newly coined metrics such as quality factors, electronics quality factor, electronic fitness function, weighted mobility, and Fermi surface complexity factor.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_4d1a6b61d8c2,retained_card_not_auto_translated,,,,INSIGHT_3E84670903,P0749,2021,Low thermal conductivity: fundamentals and theoretical aspects in thermoelectric applications,10.1016/j.mtener.2021.100744,R_review,S_review_or_synthesis,S_review_or_synthesis,unresolved_or_broad_inspiration,,,"low thermal conductivity arises from bond anharmonicity, weak bonding of rattling atoms, cation disorder, and diffusion","Furthermore, we present high throughput computational screening strategies for discovering new materials with low thermal conductivity by discussing the recent advances in the relevant computational tools. (C) 2021 Elsevier Ltd.","Furthermore, we present high throughput computational screening strategies for discovering new materials with low thermal conductivity by discussing the recent advances in the relevant computational tools. (C) 2021 Elsevier Ltd.","We specifically examine how density functional and molecular dynamics calculations help identify low thermal conductivity characteristics such as bond anharmonicity, weak bonding of a rattling atom, cation disorder, and diffusion.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_63dcb64b0b7f,retained_card_not_auto_translated,,,,INSIGHT_7A9D5CEE44,P0752,2021,An Instant Change of Elastic Lattice Strain during Cu2Se Phase Transition: Origin of Abnormal Thermoelectric Properties,10.1002/adfm.202100431,D_cross_domain_inspiration,E3_mechanism_and_outcome_exact,H1_evidence_ready,cross_domain_inspiration,phase_or_species_transition; ion_electron_coupling,相变/物种转变; 离子–电子耦合,"temperature-induced alpha-to-beta phase transition causes local Cu-ion migration, abrupt anisotropic Se-sublattice strain, reduced carrier mobility, and low thermal conductivity","Herein, by mimicking the real working conditions of thermoelectrics, the phase transition from alpha- to beta-Cu2Se induced by the rising temperature has been carefully investigated by in situ transmission electron microscopy.","Herein, by mimicking the real working conditions of thermoelectrics, the phase transition from alpha- to beta-Cu2Se induced by the rising temperature has been carefully investigated by in situ transmission electron microscopy.",Local migration of Cu-ions is responsible for a quite low thermal conductivity.,,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_222dc5a70946,retained_card_not_auto_translated,,,,INSIGHT_BFE40909A6,P0755,2021,N-type thermoelectric Ag8SnSe6 with extremely low lattice thermal conductivity by replacing Ag with Cu,10.1039/d0ra10454j,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"Cu-for-Ag substitution introduces point defects and lattice distortion, lowering lattice thermal conductivity while improving Seebeck coefficient and ZT",The results show that the kappa(L) value reduces from 0.17 W K-1 m(-1) to 0.12 W K-1 m(-1) when Ag is substituted for Cu through induced point defects and lattice distortion and that the power factor (PF) increases from 4.1 mu W cm(-1) K-2 to 4.4 mu W cm(-1) K-2 at 645 K after enhancing the Seebeck coefficients.,The results show that the kappa(L) value reduces from 0.17 W K-1 m(-1) to 0.12 W K-1 m(-1) when Ag is substituted for Cu through induced point defects and lattice distortion and that the power factor (PF) increases from 4.1 mu W cm(-1) K-2 to 4.4 mu W cm(-1) K-2 at 645 K after enhancing the Seebeck coefficients.,The results show that the kappa(L) value reduces from 0.17 W K-1 m(-1) to 0.12 W K-1 m(-1) when Ag is substituted for Cu through induced point defects and lattice distortion and that the power factor (PF) increases from 4.1 mu W cm(-1) K-2 to 4.4 mu W cm(-1) K-2 at 645 K after enhancing the Seebeck coefficients.,,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_0e9f10ff563d,retained_card_not_auto_translated,,,,INSIGHT_85F8CEE4CD,P0781,2021,Giant Nernst effect and field-enhanced transversal zNT in ZrTe5,10.1103/physrevb.103.045203,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,strong Berry curvature and bipolar transport generate giant Nernst thermopower and field-enhanced transverse zNT,"Here we present a significantly large Nernst thermopower in topological semimetal ZrTe5, which is attributed to both strong Berry curvature and bipolar transport.","Here we present a significantly large Nernst thermopower in topological semimetal ZrTe5, which is attributed to both strong Berry curvature and bipolar transport.","Here we present a significantly large Nernst thermopower in topological semimetal ZrTe5, which is attributed to both strong Berry curvature and bipolar transport.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_2e4694438587,retained_card_not_auto_translated,,,,INSIGHT_7CC90E6BA3,P0783,2021,Approximate models for the lattice thermal conductivity of alloy thermoelectrics,10.1039/d1tc02026a,U_unresolved_or_outside,E2_mechanism_and_outcome_exact_needs_repair,D_unresolved_discovery,unresolved_or_broad_inspiration,,,alloying reduces lattice thermal conductivity by changing phonon group velocities and frequency-spectrum-controlled lifetimes,"Alloying is a widely-used approach to engineering the heat transport in TEs, but despite many successes the underlying mechanisms are poorly understood.","Alternatively, setting the three-phonon interaction strengths to a constant further enables an assessment of how changes to the phonon frequency spectrum influence the lifetimes.","However, it has so far only been possible to examine qualitatively the impact of alloying on the lattice thermal conductivity.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_2b4c6327cf75,retained_card_not_auto_translated,,,,INSIGHT_FAC023E19F,P0784,2021,Transverse thermal energy conversion using spin and topological structures,10.1063/5.0062559,U_unresolved_or_outside,E2_mechanism_and_outcome_exact_needs_repair,D_unresolved_discovery,unresolved_or_broad_inspiration,,,transverse heat-charge conversion uses perpendicular spin/topological responses rather than conventional longitudinal Seebeck transport,"One appealing option for circumventing the limits of conventional TE physics is to utilize phenomena where flows of heat and charge are perpendicular, the so-called transverse geometry.","In this Tutorial, we discuss recent advances behind new ways to generate large transverse thermoelectric voltages, such as the spin Seebeck and Nernst effects, as well as Weyl physics.","In this Tutorial, we discuss recent advances behind new ways to generate large transverse thermoelectric voltages, such as the spin Seebeck and Nernst effects, as well as Weyl physics.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_fea717fd8030,retained_card_not_auto_translated,,,,INSIGHT_78D41FD7CF,P0790,2021,Synergistic Optimization of the Electronic and Phonon Transports of N-Type Argyrodite Ag8Sn1-xGaxSe6 (x=0-0.6) through Entropy Engineering,10.1021/acsami.1c17548,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"Ga entropy engineering suppresses beta/gamma phase transformation, stabilizes cubic phase, enhances power factor, and reduces lattice thermal conductivity","In this work, inspired by entropy engineering, we eliminate the beta/gamma phase transformation at similar to 355 K via alloying Ga, thus extending its high-temperature cubic phase from 320 to 730 K.","In this work, inspired by entropy engineering, we eliminate the beta/gamma phase transformation at similar to 355 K via alloying Ga, thus extending its high-temperature cubic phase from 320 to 730 K.","In the meantime, the power factor (PF) enhances by 10% and lattice thermal conductivity (kappa(L)) reduces by 40% at 723 K.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_05a634484819,retained_card_not_auto_translated,,,,INSIGHT_AD52C4A14D,P0791,2021,Unusually high Seebeck coefficient arising from temperature-dependent carrier concentration in PbSe-AgSbSe2 alloys,10.1039/d1tc04158d,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,strongly temperature-dependent carrier concentration maintains unusually high Seebeck coefficient while alloying gives low thermal conductivity,"In this work, the thermoelectric performance of the PbSe-AgSbSe2 alloy is optimized by SbCl3 doping.","Interestingly, the observed Seebeck coefficient hardly varies as temperature increases from 300 K to 830 K, and its absolute value is at a high level of more than 250 mu V K-1.","Besides the high Seebeck coefficient, the alloyed compounds exhibit very low thermal conductivity, down to 0.59 W m(-1) K-1 at 830 K.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_8ed8368d92a8,retained_card_not_auto_translated,,,,INSIGHT_4CBA9BD0C9,P0794,2021,Reversible reciprocal relation of thermoelectricity,10.1103/physreve.103.012107,U_unresolved_or_outside,E2_mechanism_and_outcome_exact_needs_repair,D_unresolved_discovery,unresolved_or_broad_inspiration,,,reversible Seebeck/Peltier coefficients derived from Maxwell relations reduce to Kelvin relation under local equilibrium,"Additionally, the generalized force-flux pairs to obtain the first Kelvin relation from the ORR can be proper both mathematically and thermodynamically, only when they correspond to the conjugate-variable pairs of which Maxwell relations can yield the reversible reciprocal relation.","Additionally, the generalized force-flux pairs to obtain the first Kelvin relation from the ORR can be proper both mathematically and thermodynamically, only when they correspond to the conjugate-variable pairs of which Maxwell relations can yield the reversible reciprocal relation.","Since the thermoelectric effects are reversible, we can redefine the Seebeck and Peltier coefficients using the quantities in reversible processes with no time derivative involved; these are renamed reversible Seebeck and Peltier coefficients.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_58ac9b662ee3,retained_card_not_auto_translated,,,,INSIGHT_BEFED9823F,P0832,2021,Demonstration of a thermoelectric device using electric double-layer gating: Simultaneous control of the thermoelectric properties of p-type and n-type carbon nanotubes,10.1063/5.0031247,U_unresolved_or_outside,E2_mechanism_and_outcome_exact_needs_repair,D_unresolved_discovery,unresolved_or_broad_inspiration,,,electric double-layer gating simultaneously induces holes and electrons in p- and n-type SWCNT channels to optimize thermopower and current,"To fabricate a p-type and n-type pair for a thermoelectric device, an electric double-layer capacitor structure was applied to semiconducting single-walled carbon nanotube (SWCNT) sheets.","The drain current and the thermopower of the channels were measured as a function of the gate voltage, and the drain current of both channels was found to drastically increase with the gate voltage.","Positive and negative thermopower was observed in the positive and negative channels, respectively.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_69195b1b41f6,retained_card_not_auto_translated,,,,INSIGHT_3CF4D4FDE5,P0853,2021,Atomic mechanism of ionic confinement in the thermoelectric Cu2Se based on a low-cost electric-current method,10.1016/j.xcrp.2021.100345,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,phase_or_species_transition; ion_electron_coupling,相变/物种转变; 离子–电子耦合,"Bi interstitials, dislocations, and interfacial phases pin Cu-ion fluctuation zones and create ion-blocking electrically conducting barriers","Herein, a fast and low-cost pulse electric current method is developed to rapidly synthesize Cu2Se-based materials with high thermoelectric performance, The Cu2Se microstructures under an external current and high temperature close to the real working conditions have been investigated by both ex situ and in situ transmission electron microscopy.","Due to the presence of Bi interstitials, dynamic Cu-ion fluctuation zones on the nanometer scale have been stabilized through the pinning effect of dislocations and the action of interfacial/boundary phases steric hindrance, both preventing Cu ions from escaping from the lattice.","The hierarchical structure spanning from interstitial atoms to nanometer-scale precipitates, created by the pulse electric current method, forms a network of ion-blocking but electrically conducting barriers that greatly improve the stability of Cu2Se-based thermoelectric materials.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_d467f96cc768,retained_card_not_auto_translated,,,,INSIGHT_90237FE5B0,P0856,2021,Ultra-low lattice thermal conductivity and enhanced thermoelectric performance in Ag2-xSe1/3S1/3Te1/3 via anion permutation and cation modulation,10.1016/j.jallcom.2021.161378,D_cross_domain_inspiration,E3_mechanism_and_outcome_exact,H1_evidence_ready,cross_domain_inspiration,,,"anion-site Te/Se/S alloy scattering and porosity strongly reduce lattice thermal conductivity, enhancing ZT","In this work, we report that even lower lattice thermal conductivities and enhanced thermoelectric performance can be realized in moderately porous Ag2-xSe1/3S1/3Te1/3 (0 <= x <= 0.15) samples synthesized via high-energy ball milling and spark plasma sintering (SPS) methods.","We attribute the enhanced figure of merit ZT largely to the significantly reduced lattice thermal conductivity, which results from the synergetic effect of strong alloy scattering at anion site due to Te/Se/S permutation and moderate sample porosity up to 14.42%. (C) 2021 Elsevier B.V.","We attribute the enhanced figure of merit ZT largely to the significantly reduced lattice thermal conductivity, which results from the synergetic effect of strong alloy scattering at anion site due to Te/Se/S permutation and moderate sample porosity up to 14.42%. (C) 2021 Elsevier B.V.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_de06a4dd794e,retained_card_not_auto_translated,,,,INSIGHT_443F5A555A,P0858,2021,Synergistically Boosting Thermoelectric Performance of PEDOT:PSS/SWCNT Composites via the Ion-Exchange Effect and Promoting SWCNT Dispersion by the Ionic Liquid,10.1021/acsami.1c01059,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"ionic liquid induces PEDOT:PSS phase separation/quinoid PEDOT conformation and disperses SWCNTs, synergistically improving thermoelectric transport","Herein, we report the synergistically boosting TE properties of PEDOT:PSS/single-walled CNT (SWCNT) composites by the ionic liquid (IL).","Herein, we report the synergistically boosting TE properties of PEDOT:PSS/single-walled CNT (SWCNT) composites by the ionic liquid (IL).","The maximum power factor at room temperature reaches 182.7 +/- 9.2 mu Wm(-1) K-2 (the corresponding electrical conductivity and Seebeck coefficient are 1602.6 +/- 103.0 S cm(-1) and 33.4 +/- 0.4 mu V K-1, respectively) for the free-standing flexible film of the PEDOT:PSS/SWCNT composites with the IL, which is much higher than those of the pristine PEDOT:PSS, the IL-free PEDOT:PSS/SWCNT, and the SWCNT films.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_0414b8dc89a8,retained_card_not_auto_translated,,,,INSIGHT_CCAA0C6E8D,P0887,2021,Improved room-temperature thermoelectric characteristics in F4TCNQ-doped CNT yarn/P3HT composite by controlled doping,10.1016/j.orgel.2020.106056,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"P3HT shifts CNT-yarn Fermi energy toward the valence band and reduces ionic scattering/carrier relaxation, enhancing room-temperature power factor","With controlled doping, the power factor of CNT yarn/P3HT composite reaches to 1640-2160 mu W m(-1)K(-2) at the temperature range of 25-100 degrees C, which is higher than that of CNT yarn alone.","With controlled doping, the power factor of CNT yarn/P3HT composite reaches to 1640-2160 mu W m(-1)K(-2) at the temperature range of 25-100 degrees C, which is higher than that of CNT yarn alone.","The temperature-dependent Seebeck coefficient based on power-law model suggests that P3HT shifts the Fermi energy of CNT yarn towards the valence band edge, and reduces the ionic scattering and carrier relaxation time.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_d3f0a4ca3f27,retained_card_not_auto_translated,,,,INSIGHT_26A295C5CC,P0890,2021,Synergistically Improving Flexibility and Thermoelectric Performance of Composite Yarn by Continuous Ultrathin PEDOT:PSS/DMSO/Ionic Liquid Coating,10.1021/acsami.1c15946,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,DMSO/ionic liquid forms continuous ultrathin linear PEDOT:PSS coating with improved flexibility and thermoelectric performance,"However, the high modulus, low strain, and low TE performance of PEDOT:PSS coating lead to poor flexibility and low power generation efficiency.","However, the high modulus, low strain, and low TE performance of PEDOT:PSS coating lead to poor flexibility and low power generation efficiency.","The output power density is 136.1 mW/m(2) at Delta T = 40.8 K, which is a typically high value compared with the former reported composite TE fabrics.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_a1f861534bd3,retained_card_not_auto_translated,,,,INSIGHT_0CE6A03E5A,P0893,2021,De novo design of polymers embedded with platinum acetylides towards n-type organic thermoelectrics,10.1016/j.cej.2020.126692,U_unresolved_or_outside,E1_partial_exact_evidence,D_unresolved_discovery,unresolved_or_broad_inspiration,,,Pt acetylides sharpen density of states and strengthen through-bond coupling,"Remarkably, the embedded heavy metal atoms can effectively sharpen their density of states nearby the Fermi levels as well as strengthening their through-bond coupling among the metal d-orbitals and the neighboring pi-orbitals synchronously.","Therefore, a remarkably high thermopower of over -3150 mu V K(-1 )and an enhanced conductivity of 17.1 S m(-1) can be achieved by P(TBT-Pt), which is significantly superior to the P (TBTC6) without platinum acetylides.","Therefore, a remarkably high thermopower of over -3150 mu V K(-1 )and an enhanced conductivity of 17.1 S m(-1) can be achieved by P(TBT-Pt), which is significantly superior to the P (TBTC6) without platinum acetylides.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_5fe650567fa9,retained_card_not_auto_translated,,,,INSIGHT_36C8D9ADF9,P0893,2021,De novo design of polymers embedded with platinum acetylides towards n-type organic thermoelectrics,10.1016/j.cej.2020.126692,U_unresolved_or_outside,E2_mechanism_and_outcome_exact_needs_repair,D_unresolved_discovery,unresolved_or_broad_inspiration,,,acid modification adds dual electronic-ionic transport for n-type thermopower,"Meanwhile, a simple interfacial modification by using trifluoromethanesulfonic acid is introduced to offer them dual electronic-ionic transport feature.",Conducing polymers with dual electronic-ionic transport are promising for TE generators owing to the potential of both large thermoelectric responses and favorable conductivities.,"Therefore, a remarkably high thermopower of over -3150 mu V K(-1 )and an enhanced conductivity of 17.1 S m(-1) can be achieved by P(TBT-Pt), which is significantly superior to the P (TBTC6) without platinum acetylides.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_40b6da463e9a,retained_card_not_auto_translated,,,,INSIGHT_0CDC6BE386,P0897,2021,Theoretical prediction of the PtOX (X = S and Se) monolayers as promising optoelectronic and thermoelectric 2D materials,10.1016/j.physe.2021.114732,U_unresolved_or_outside,E2_mechanism_and_outcome_exact_needs_repair,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"mixed ionic-covalent bonding, indirect band gaps, and low-dimensional electronic structure give promising optoelectronic and thermoelectric performance",,Results indicate prospective thermoelectric performance of both considered single layers as demonstrated by large figure of merit close to unity.,Results indicate prospective thermoelectric performance of both considered single layers as demonstrated by large figure of merit close to unity.,,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_dd3fe2f24eb1,retained_card_not_auto_translated,,,,INSIGHT_D18B47D3EF,P0903,2021,"First-principles calculations to investigate mechanical, optoelectronic and thermoelectric properties of half-Heusler p-type semiconductor BaAgP",10.1016/j.rinp.2021.104068,U_unresolved_or_outside,E2_mechanism_and_outcome_exact_needs_repair,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"mixed covalent-ionic bonding and anisotropic electronic structure give anisotropic power factor, but high thermal conductivity limits ZT",,"The thermoelectric figure of merit, ZT (0.44) of BaAgP at 1000 K is low due to its high thermal conductivity.","The thermoelectric figure of merit, ZT (0.44) of BaAgP at 1000 K is low due to its high thermal conductivity.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_ac13fa390c50,retained_card_not_auto_translated,,,,INSIGHT_7C53E7006A,P0912,2021,"Unveiling the Structural Behavior under Pressure of Filled M0.5Co4Sb12 (M = K, Sr, La, Ce, and Yb) Thermoelectric Skutterudites",10.1021/acs.inorgchem.1c00682,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"filler atoms disturb void environments and increase ionic character, altering Co-Sb/Sb-Sb covalent-ionic bonding and bulk modulus",Topochemical studies of the filler site environment exhibited a slight disturbance and an increased ionic character when the filler is incorporated.,"The mechanical properties by means of Bulk moduli resulted in being sensitive to the presence of filler atoms inside the skutterudite voids, being affected by the covalent/ionic exchange of the Co-Sb and Sb-Sb bonds.","The mechanical properties by means of Bulk moduli resulted in being sensitive to the presence of filler atoms inside the skutterudite voids, being affected by the covalent/ionic exchange of the Co-Sb and Sb-Sb bonds.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_c25d7b95c5fe,retained_card_not_auto_translated,,,,INSIGHT_F9F7B59086,P0917,2021,High-Density Frenkel Defects as Origin of N-Type Thermoelectric Performance and Low Thermal Conductivity in Mg3Sb2-Based Materials,10.1002/adfm.202008469,U_unresolved_or_outside,E2_mechanism_and_outcome_exact_needs_repair,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"cation vacancy/interstitial defect complexes preserve ionic charge neutrality, enabling n-type dopability and strain-field phonon scattering","Ionic charge neutrality preserved in Mg3Sb2 is responsible for exotic n-type dopability, which is unachievable for other Zintl phase materials.",Inelastic X-ray scattering measurement reveals enhanced phonon scattering induced by disorder.,The thermal conductivity of Mg3Sb2 exhibits deviation from the standard T-1 temperature dependency with strongly limited phonon transport due to a strain field.,,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_880166172194,retained_card_not_auto_translated,,,,INSIGHT_225A539502,P0920,2021,Self-healing Ionic Liquid-based Electronics and Beyond,10.1007/s10118-021-2627-7,R_review,S_review_or_synthesis,S_review_or_synthesis,unresolved_or_broad_inspiration,ion_electron_coupling; self_healing_or_tough_gel,离子–电子耦合; 自修复/强韧凝胶,ionic-liquid fluidity gives self-healing and recyclability while encapsulation or polymerization mitigates leakage in ionic electronics,Avoiding the leakage without sacrifice of self-healing ability is one of the major challenges for constructing ionic liquid-based electronic devices.,"The fluidic character endows the ionic liquid-based circuit with self-healing ability, satisfying the needs of longer lifetime and less waste generation for electronics, while at the same time brings the risk of leakage.","One type involves the encapsulation of ionic liquids in self-healing polymers, and the other type uses ionic polymers or free-standing ionic liquids which are successfully formulated as intrinsically conductive, self-healing, and recyclable electronic devices without additional encapsulation.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_debea5f4c95b,retained_card_not_auto_translated,,,,INSIGHT_515A16A18F,P0926,2021,New lead-free double perovskites (Rb2GeCl/Br)6; a promising materials for renewable energy applications,10.1016/j.matchemphys.2021.124876,U_unresolved_or_outside,E1_partial_exact_evidence,D_unresolved_discovery,unresolved_or_broad_inspiration,,,"direct band gaps, ionic/ductile anisotropic bonding, and transport properties support thermoelectric and optoelectronic use","The less dispersion of light, and refractive index range 1.5-2 along with broad absorption band in visible to UV regions make them outstanding materials for optoelectronics, Moreover, the transport characteristics are addressed by electrical conductivity, thermal conductivity and Seebeck coefficient, and Figure of merit.","The high Debye, and melting temperatures increases their heating resistant capacity and stability.","The less dispersion of light, and refractive index range 1.5-2 along with broad absorption band in visible to UV regions make them outstanding materials for optoelectronics, Moreover, the transport characteristics are addressed by electrical conductivity, thermal conductivity and Seebeck coefficient, and Figure of merit.",,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYP_a8cdf73735cf,retained_card_not_auto_translated,,,,INSIGHT_335F5CC94B,P0937,2021,Localized vibration and avoided crossing in SrTi11O20 for oxide thermoelectrics with intrinsically low thermal conductivity,10.1039/d1ta01920a,U_unresolved_or_outside,E3_mechanism_and_outcome_exact,D_unresolved_discovery,unresolved_or_broad_inspiration,,,TiO6 network conducts electrons while loosely bonded Sr ions create localized anharmonic vibrations and avoided crossing to scatter phonons,"A novel thermoelectric oxide SrTi11O20 is presented, in which the TiO6 octahedra form a rigid network for the electron conduction pathway, while creating an irregular polyhedron environment to accommodate the loosely bonded Sr ions.",The localized and anharmonic vibration of the Sr ions forms low-lying optical phonon bands that can strongly distort acoustic phonon branches through the avoided crossing effect.,A high electrical conductivity and low thermal conductivity are thus simultaneously obtained in SrTi11O20 with high thermoelectric performance.,,,,,no_auto_translation,retained without fabricated TG mapping; no semantic similarity inference,,,,,,,,,,,,,,,,,,,,,,,,,,,
