pair_id,left_mention_id,right_mention_id,left_label,right_label,judge_decision,judge_reason,review_mode,dsh_reason,left_evidence,right_evidence,source_locator,merge_applied
pair:6b858ad0055aeb603d3c,iTE:P0354:n1,iTE:P1532:n2,low crystalline structure,cleavage energies,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两段原文分别讲低结晶度与解理能，未给出对象、材料或机制上的任何联系，无法可靠判定关系。,"The enhanced i-TE performances are mainly attributed to the low crystalline structure and the improvement in ions dissociation, migration, and diffusion difference.","In spite of the ionic character of interlayer interactions in In4Se3 and hence much higher calculated cleavage energies compared to graphite, it is possible to produce few-nanometer-thick flakes of In4Se3 by mechanical exfoliation of its bulk crystals.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:6b858ad0055aeb603d3c,False
pair:5cedf9e2483ada430cfd,iTE:P0361:n1,iTE:P1542:n3,functional leather collagen fibers-bearing natural channels,oxygen-containing functional groups,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 是胶原纤维聚合物基体，right 是含氧官能团；原文未给出二者直接关联，无法可靠判定。,functional leather collagen fibers-bearing natural channels are employed as the polymer matrixes,via oxygen-containing functional groups,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:5cedf9e2483ada430cfd,False
pair:9cbb58f7e713c02ff480,iTE:P0363:n2,iTE:P0838:n1,ionic figures of merit,polarities of CPE pendant ionic functionalities,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 为性能指标，right 为材料极性，二者无语义或机制上的直接关联证据。,ionic figures of merit (ZT i),polarities of CPE pendant ionic functionalities,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:9cbb58f7e713c02ff480,False
pair:5567ba2ab08004250ff6,iTE:P0367:n2,iTE:P1540:n2,anion diffusion,exchange diffusion with Ta,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,右侧“exchange diffusion with Ta”未指明参与扩散的电荷种类，无法判定其是否属于阴离子扩散，证据不足。,the hydrogel displays an n-type behavior with enhanced anion diffusion efficiency.,We propose that these four species can initiate exchange diffusion with Ta due to ionic interactions between Ta and the adsorbates.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:5567ba2ab08004250ff6,False
pair:1575b4a7981d99f55c8d,iTE:P0387:n1,iTE:P1739:n2,mobile anion-generating species,controlled species separation,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两者仅共享“species”字面，左侧为掺杂用材料物种，右侧为电解工艺过程，原文未给出任何关联证据。,"when doped with mobile anion-generating species (like aminopropyl functionalized magnesium phyllosilicate or organic halide salts), it exhibits significant negative Seebeck coefficient","constant-potential electrolysis enabled controlled species separation, while constant-voltage electrolysis demonstrated the method's scalability.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:1575b4a7981d99f55c8d,False
pair:ff41e6807eed88df663e,iTE:P0401:n1,iTE:P0738:n1,counterion condensation,PS20-2@PE4/6,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧是反离子凝聚机制，右侧是一种具体水凝胶材料，右侧原文只给出功率因子，未提及反离子凝聚，缺乏可判定二者语义关系的原文依据。,we employed PEDOT:PSS as an n-type dopant in PAAm hydrogels to induce counterion condensation,"Significantly, PS20-2@PE4/6 displays remarkable thermoelectric performance, achieving a power factor of 6.43 +/- 0.06 mu W & sdot;m-1 & sdot;K-2.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:ff41e6807eed88df663e,False
pair:071f5a54dd92681b80cd,iTE:P0414:n1,iTE:P0503:n1,selective solvation effects between ionic liquids and solvents,PE-induced internal electric field,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧为溶剂化效应，右侧为PE诱导的内建电场，原文两侧均未提及对方概念，缺乏可判定语义关系的证据。,selective solvation effects between ionic liquids and solvents can significantly enhance both electrical conductivity and Seebeck coefficient,the ionic thermopower exhibits a 58% enhancement while the ionic conductivity arises more than 2x within a PE-induced internal electric field,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:071f5a54dd92681b80cd,False
pair:1703cbbcf7bbf01fed82,iTE:P0417:n2,iTE:P0607:n1,pseudocapacitive charge storage,added ions,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,一侧为器件储能机制，另一侧为体系中添加的离子实体，两侧原文均未给出二者之间的语义或机制联系，证据不足。,with engineered pseudocapacitive charge storage at the other,the added ions remarkably promoted accumulation of charge carriers in response to temperature gradient,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:1703cbbcf7bbf01fed82,False
pair:0b86ea7a5b361f66bdaa,iTE:P0417:n2,iTE:P1031:n2,pseudocapacitive charge storage,charge carrier,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 是储能机制，right 是载流子这一物理实体，原文未提供可判定的同义、上下位或机制联系证据。,with engineered pseudocapacitive charge storage at the other,reduce the thermal conductivity by the charge carrier and phonon scattering respectively,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:0b86ea7a5b361f66bdaa,False
pair:9c0e9078e24dc5956bf1,iTE:P0419:n1,iTE:P0939:n1,ionic Peltier effect,lower effective mass,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,原文未提供 ionic Peltier effect 与 lower effective mass 之间的直接语义或机制联系，无法可靠判定。,"A central question thus arises: if such a Peltier effect exists, do the Seebeck, Peltier, and Thomson coefficients of i-TE systems satisfy the Kelvin relations? Here, we systematically formulate the three thermoelectric effects in the i-TE context and provide the experimental observation of an ionic Peltier effect, whose cooling power exceeds that of conventional electrolytes by more than 2 orders of magnitude.","The lower effective mass of electrons and holes suggests higher carrier mobility and charge recombination rates, vital for photovoltaic applications.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:9c0e9078e24dc5956bf1,False
pair:baaaeabe4d2ad53946f0,iTE:P0422:n2,iTE:P1454:n1,ionic hydrogel,dilute NC hydrogel,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两侧均为水凝胶，但原文未说明稀NC水凝胶是否属离子水凝胶，缺少支持同义或上下位的依据。,"a transparent, ultra-stretchable ionic hydrogel",dilute NC hydrogel,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:baaaeabe4d2ad53946f0,False
pair:bd45c9ea3dbc56a76bbf,iTE:P0440:n2,iTE:P0576:n3,thermoelectric performance,outstanding performance,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,右侧标签“outstanding performance”未明示为热电性能，原文亦未出现 thermoelectric 限定，无法确定其是否与热电性能同指。,Our work proposes an interfacial adhesion strategy for improving the thermoelectric performance and demonstrates the prospect of low-grade heat harvesting using hydrogels.,The outstanding performance of this organic nanocomposite is the result of favorable percolation networks on the nano- and micro-scale and the plasticizing effect of the ionic liquid.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:bd45c9ea3dbc56a76bbf,False
pair:11141c06013e077859aa,iTE:P0460:n1,iTE:P0896:n1,cooperative work between the metal cations and the holes carriers,pristine,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,右侧节点仅是一个形容词性片段“pristine”（指未退火的 SrTiO3 填料状态），指称对象不完整，与左侧离子—电子协同作用之间无法可靠判定语义关系。,"due to the cooperative work between the metal cations and the holes carriers provided by pore solution and rGO, respectively",the addition of pristine and annealed SrTiO3 nanoparticles can lead to p-type and n-type semiconducting characteristics respectively,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:11141c06013e077859aa,False
pair:5131af3ebba72a4a0a1e,iTE:P0468:n2,iTE:P0644:n3,thermal conductivity,high conductivity,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧明确为热导率，右侧仅称“high conductivity”，原文未指明是热导率还是离子/电导率，两种量不可比，证据不足。,thermal conductivity of the polymer,The origin of this high conductivity is attributed to interactions between PEGDMA monomers and cations and anions of the IL and formation of hydrogen bonds between water and Br- anion,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:5131af3ebba72a4a0a1e,False
pair:a0743e4a87d6e002816e,iTE:P0490:n2,iTE:P1535:n1,increased ordering structure,increased doping content,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 是 PEDOT 链有序结构状态，right 是掺杂含量（组分参数），分属结构状态与成分量两个范畴，两篇原文均未给出二者同义或直接关联的表述。,the enhancements in both the thermoelectric and mechanical performances were related to the increased ordering structure due to the weak chemical bonding effect between PEDOT and the ILs.,which can be ascribed to the increase of the carrier concentration due to the increased doping content.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:a0743e4a87d6e002816e,False
pair:f3910c3f9147e55bd3d1,iTE:P0501:n1,iTE:P0607:n1,Cl- ions,added ions,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧明确为Cl-离子，右侧仅笼统称“added ions”，未指明种类与是否含Cl-，无法确认二者的上下位或同义关系。,"Cl- ions impair the lithium-ether oxygen coordination, leading to changes in chain conformation.","Moreover, the added ions remarkably promoted accumulation of charge carriers in response to temperature gradient, thus offering a viable approach to stretchable thermoelectric generators with enhanced stability against humidity.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:f3910c3f9147e55bd3d1,False
pair:eb142ab6ac9165db0116,iTE:P0501:n1,iTE:P0891:n1,Cl- ions,chilled ions,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,right 的 'chilled ions' 是低温离子状态的描述性说法，未指明具体离子种类，无法判定其与 Cl- 离子是同义、上下位还是无关。,Cl- ions impair the lithium-ether oxygen coordination,symmetry breaking and lattice-distortion scattering caused by chilled ions at low temperatures,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:eb142ab6ac9165db0116,False
pair:1a62a60a60085e4db2e3,iTE:P0506:n1,iTE:P0559:n1,CPG-L2 hydrogel,eutectogels,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 为特定命名水凝胶，right 为低共熔凝胶材料类别，原文未给出 CPG-L2 是否属于 eutectogels（成分/类型）的任何依据，无法判定上下位或等价。,"The CPG-L2 hydrogel exhibits impressive mechanical properties, demonstrating a maximum tensile strength of 1.24 MPa.","Here, we report the high TE and mechanical properties of eutectogels made of elastomeric water-borne polyurethane (WPU) and choline chloride (ChCl):ethylene glycol (EG).",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:1a62a60a60085e4db2e3,False
pair:5c1fd0df28ee2c5ca5bb,iTE:P0509:n1,iTE:P0627:n1,DES gel,high-capacity ionic gel,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧为 DES 凝胶材料，右侧是用于静电调控石墨烯的高容量离子凝胶，原文未给出组成或同义表述，无法判定二者是否同一类材料。,The achieved DES gel exhibits outstanding properties,electrostatically controlled by a high-capacity ionic gel,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:5c1fd0df28ee2c5ca5bb,False
pair:29dccc956fc4b54b9d15,iTE:P0510:n1,iTE:P0553:n3,structural design,thermopower,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 为结构设计策略，right 为 thermopower 性能量，两侧证据中无任何直接关联表述，无法可靠判定关系。,"The innovative structural design effectively amalgamates thermodiffusion and Seebeck effects, facilitating continuous electricity generation.","Although ionic thermoelectric (iTE) materials can have very high thermopower, it is of great significance to develop novel methods to further improve the ionic thermopower and figure of merit (ZT(i)).",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:29dccc956fc4b54b9d15,False
pair:55407eda2ec134051491,iTE:P0533:n1,iTE:P0992:n1,in situ ligand-derived organic-inorganic interface,Lewis acidic organic ionic liquids,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 是原位配体衍生有机-无机界面，right 是 Lewis 酸性有机离子液体；原文未建立二者语义或机制联系，无法可靠判定。,We developed a strategy to improve the stability of ion-conducting thermoelectric materials by constructing an in situ ligand-derived organic-inorganic interface.,Lewis acidic organic ionic liquids provide a novel synthetic medium to prepare new semiconducting chalcogenides,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:55407eda2ec134051491,False
pair:bf22258f47c01cfb6bde,iTE:P0533:n2,iTE:P0944:n2,electrical conductivity,conductivity,accept,补读P0533全文摘要，electrical与ionic导电明确分列，前者对应电子输运；P0944为金属离子液体/SWCNT薄膜电子电导及功率因子，5029.86 S/cm。两者均为电子电导率，与group 1共同定义一致。,individually_rechecked_with_full_abstracts,右侧仅写 conductivity，原文未指明是电子电导、离子电导还是总电导，无法确定是否与左侧的电导率同一。,We developed a strategy to improve the stability of ion-conducting thermoelectric materials by constructing an in situ ligand-derived organic-inorganic interface. This strategy selectively enhances the electrical conductivity while suppressing the ionic and thermal conductivity.,"Synergistic interfacial interactions (cation-pi, pi-pi, d-p coupling) enhanced conductivity.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:bf22258f47c01cfb6bde,False
pair:8adc3bb39125c5c7be9c,iTE:P0538:n2,iTE:P0546:n1,microstructure,1 wt% of IL,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧为微结构，右侧为离子液体添加量条件，原文未提供二者之间的直接语义或机制联系。,microstructure,1 wt% of IL,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:8adc3bb39125c5c7be9c,False
pair:528a554c0296ddfbc2c0,iTE:P0538:n2,iTE:P0591:n1,microstructure,CMHC,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧为微结构，右侧为具体材料 CMHC，原文未建立二者语义或机制联系。,microstructure,CMHC,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:528a554c0296ddfbc2c0,False
pair:a562146b1327d15b7dc4,iTE:P0549:n1,iTE:P1704:n1,Seebeck effect,V,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧是纳米颗粒中发生的过程（Seebeck effect），右侧是元素 V；两侧语境互不相干，原文未给出任何将 Seebeck effect 与 V 关联的表述。,induce endogenous NADH oxidation through the Seebeck effect,"V restrains the formation of anatase at low temperatures, the phase with an enhanced Seebeck coefficient.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:a562146b1327d15b7dc4,False
pair:3f6faf59144bde233f1c,iTE:P0560:n2,iTE:P1075:n1,p-n conversion,entropy of the transition,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,一侧为 p-n 转换这一现象，另一侧为相变熵这一热力学量，两侧原文中无任何相互指涉或机制联系的表述。,"Moreover, the mechanism of p-n conversion in all-solid-state ionic thermoelectric polymer material at the atomic scale was presented based on the analysis of Eastman entropy changes by molecular dynamics simulation, which provides a general strategy for tuning ionic thermopower and is beneficial to understand the fundamental mechanism of the p-n conversion.",The measured difference between the ionic thermopower of the two phases well matches calculations based on the entropy of the transition (presence part of the Seebeck coefficient) and different activation energies of ionic transport (transport part).,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:3f6faf59144bde233f1c,False
pair:c68c8f85d60e2d87311d,iTE:P0569:n2,iTE:P1823:n1,increment,an ionic adduct together with a neutral dopant,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 是热电势的性能增量，right 是离子加合物与中性掺杂剂构成的材料实体，范畴完全不同，且 left 标签“increment”本身指代宽泛，原文无二者关联证据。,"All the dopants can increase the ionic thermopower at low doping level, and the increment is related to the lattice energy and melting point of the acetate salts.",an ionic adduct together with a neutral dopant improves the performance of n-type organic thermoelectrics leading to an enhanced power factor,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:c68c8f85d60e2d87311d,False
pair:886e4268b5cb6c0200b7,iTE:P0596:n2,iTE:P0673:n2,bond softening,easily shearable planes,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两节点分属不同论文，原文未提供键软化与易剪切面之间的任何关联证据，无法可靠判定。,this chemical bonding engineering induces bond softening and forms multiscale hierarchical structures,"Upon shear loading, these O-N bonds break giving rise to easily shearable planes.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:886e4268b5cb6c0200b7,False
pair:346b726312d0d71ca6df,iTE:P0600:n1,iTE:P1073:n1,ion-polymer matrix interaction,SWCNTs net into polymer matrix alongside gold chloride doping and chemical post-treatment,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,两侧来自不同体系，原文仅分别描述离子-聚合物相互作用与复合填料策略，未给出二者在语义或机制上的联系，证据不足。,We show that the ion-polymer matrix interaction is crucial to control the sign and magnitude of the ionic Seebeck coefficient.,Implementation of SWCNTs net into polymer matrix alongside gold chloride doping and chemical post-treatment successfully increased the power factor of the system in the temperature interval from 300 to 410 K.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:346b726312d0d71ca6df,False
pair:34ae974c0ec68398aef3,iTE:P0623:n1,iTE:P0668:n1,Se doping,n-type doping,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,原文只说明 Se 掺杂移动相变温度，未说明其载流子类型；Se 掺杂是否属于 n 型掺杂在两侧证据中均无说明，无法判定上下位。,Se doping shifts the orthorhombic-cubic phase transition from 457 K at x = 0 to 430 K at x = 0.10,the n-type doping may achieve a higher thermoelectric performance than that of p-type doping,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:34ae974c0ec68398aef3,False
pair:2a0ea9da5951b9a63acf,iTE:P0632:n1,iTE:P1578:n1,ionic radii of the rare earth cations,electronic transfer from the rare-earth metal towards antimony,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧是稀土阳离子离子半径这一结构量，右侧是金属向锑的电子转移过程，两侧原文均未给出二者等同或直接关联的依据。,"The electrical conductivity of RCoO3 increased with increasing temperature while the Seebeck coefficient decreased, which was a typical semiconducting characteristic. The conductivity and the Seebeck coefficient also depend on the ionic radii of the rare earth cations.","Conversely, La4Sb3 displays n-type conduction because of a larger electronic transfer from the rare-earth metal towards antimony.",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:2a0ea9da5951b9a63acf,False
pair:d7b0388aba17ea241751,iTE:P0644:n3,iTE:P0771:n2,high conductivity,large heat conductivity,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧仅称 high conductivity 未指明是离子还是电子导电，右侧明确为 heat conductivity（热导），无法从原文判定是否同类量。,"The origin of this high conductivity is attributed to interactions between PEGDMA monomers and cations and anions of the IL and formation of hydrogen bonds between water and Br- anion, O-H center dot center dot center dot Br-.",This requires huge heat flows because of the limited surface heat exchanges and the large heat conductivity of thermoelectric materials.,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:d7b0388aba17ea241751,False
pair:fdef64f6050ae4be5ea3,iTE:P0667:n1,iTE:P1938:n1,"lack of a second, carbon-rich template","graphite powder, ionic liquid ([Bmim][BF4]), graphene, and a synthetic Schiff base",uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 是合成策略中“缺少第二碳富模板”的缺失条件，right 是碳糊电极复合物组分清单；两侧对象与角色不同，原文无同义、上下位或明确机制关联依据。,"the lack of a second, carbon-rich template decreases the quantity of reduced intermediate phases which form during heating","graphite powder, ionic liquid ([Bmim][BF4]), graphene, and a synthetic Schiff base",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:fdef64f6050ae4be5ea3,False
pair:572f3c959ea844580482,iTE:P0670:n3,iTE:P1669:n1,immobilizes imidazolium cations,functionalized AmimCl,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧为固定咪唑鎓阳离子的过程，右侧为功能化 AmimCl 材料实体；两侧原文均未建立二者关系（右侧只提到 Ca2+/Li+ 迁移），证据不足。,effectively immobilizes imidazolium cations while enabling rapid chloride ion transport,the functionalized AmimCl accelerates the mobility of Ca2+ and Li+ ions by weakening the surrounding shielding effect,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:572f3c959ea844580482,False
pair:6d99b44c8f0dfdf0873a,iTE:P0679:n2,iTE:P0902:n1,pore-size broadening,particles with submicron size,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,一侧是孔径展宽这一结构变化，另一侧是亚微米颗粒这一材料尺寸特征，分属不同体系且原文未给出二者关联，无法可靠判定。,"consistent with the loss of free water (TGA) and pore-size broadening (MIP), both of which decrease ionic mobility",The particles with submicron size allows excessive phonon scattering along the boundaries,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:6d99b44c8f0dfdf0873a,False
pair:d126f96d27c75dd6429e,iTE:P0683:n2,iTE:P0942:n1,channel-Cl- interactions,"CsSnX3 (Cl, Br)",uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧为纤维素水凝胶中的通道-Cl-相互作用，右侧为钙钛矿材料；原文未给出二者机制或语义关联，证据不足。,enlarge the channel-Cl- interactions via counter-ion condensation effect,"CsSnX3 (Cl, Br)",/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:d126f96d27c75dd6429e,False
pair:a6c40202f938781bc1d7,iTE:P0685:n1,iTE:P1016:n2,deep eutectic solvent (DES),interparticle and particle/solvent interactions,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧为深共熔溶剂这一材料实体，右侧为粒子间/粒子-溶剂相互作用，两侧原文均未给出二者之间的语义或机制联系，证据不足。,The incorporation of a deep eutectic solvent (DES) significantly enhances ionic mobility,by tuning interparticle and particle/solvent interactions,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:a6c40202f938781bc1d7,False
pair:9b97c3312182db0fe870,iTE:P0685:n1,iTE:P1245:n1,deep eutectic solvent (DES),layered structure of solvent molecules at the particle-solvent interface,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左侧为深共熔溶剂（材料实体），右侧为非离子液体中粒子-溶剂界面溶剂分子的层状结构（结构现象），原文未提供二者关联证据。,The incorporation of a deep eutectic solvent (DES) significantly enhances ionic mobility,the nonionic driving force originates from a layered structure of solvent molecules at the particle-solvent interface,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:9b97c3312182db0fe870,False
pair:bca662ca88f6d2ec9efe,iTE:P0719:n2,iTE:P0910:n1,ionic conductivity,MgO produced during the carbonate reaction,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,左为离子导电性，右为碳酸盐反应生成的MgO副相；原文只提MgO影响晶格热导率，未建立与离子导电性的语义或机制联系，无法判定。,A high ionic conductivity,MgO produced during the carbonate reaction,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:bca662ca88f6d2ec9efe,False
pair:8a06fadb36ea254126e6,iTE:P0776:n1,iTE:P1500:n3,participation degree of different phonon modes,high degree of structural order,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,left 涉及声子模式参与度，right 涉及结构有序度，原文未提供二者直接语义或机制联系，无法可靠判定。,the participation degree of different phonon modes,ensuring a high degree of structural order,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:8a06fadb36ea254126e6,False
pair:bd3d9e8346dfb7dc8a9f,iTE:P0778:n1,iTE:P0842:n1,Q/E-a,heat of transport (q*) of Ag+ ion,uncertain,按授权保留原待定项；本轮未独立裁决该对，不进入接受边清单。,retained_pending_without_new_pair_adjudication,Q/E-a仅以符号给出，原文未说明其分子分母定义，无法确认是否与热输运量q*指向同一量。,the degree of the collective motion in ionic conductors increases with the increase in Q/E-a,The heat of transport (q*) of Ag+ ion i.e. 0.19 eV,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/uncertain_list.csv::pair_id=pair:bd3d9e8346dfb7dc8a9f,False
