mention_id,label,context,context_start,context_end,method,embedding_text
iTE:P0343:n2,these ions migrate toward the colder region under temperature gradients,"When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior.",0,205,source_sentence_or_semicolon_clause,"clustering: these ions migrate toward the colder region under temperature gradients. Context: When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior."
iTE:P0343:n3,n-type thermoelectric behavior,"When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior.",0,205,source_sentence_or_semicolon_clause,"clustering: n-type thermoelectric behavior. Context: When the pore solution contains high concentrations of OH- ions, these ions migrate toward the colder region under temperature gradients, imparting the cement-based material n-type thermoelectric behavior."
iTE:P0344:n1,ordered ions,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.",0,384,source_sentence_or_semicolon_clause,"clustering: ordered ions. Context: The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method."
iTE:P0344:n2,Manning counterion condensation effect,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.",0,384,source_sentence_or_semicolon_clause,"clustering: Manning counterion condensation effect. Context: The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method."
iTE:P0344:n3,selective ion migration,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.",0,384,source_sentence_or_semicolon_clause,"clustering: selective ion migration. Context: The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method."
iTE:P0344:n4,Seebeck coefficient,"The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method.",0,384,source_sentence_or_semicolon_clause,"clustering: Seebeck coefficient. Context: The synergistic effect between ordered ions and Manning counterion condensation effect induced by the electronegative CMC-Na chain improves the selective ion migration capability of i-TEHs, achieving a high Seebeck coefficient of 14.39 mV K-1 (reference temperature of 25-40 degrees C, temperature difference of 10-15 K), which is a 24.6 % increase compared to the traditional method."
iTE:P0345:n1,modifying the cement with PVA hydrogel,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",0,170,source_sentence_or_semicolon_clause,"clustering: modifying the cement with PVA hydrogel. Context: The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance."
iTE:P0345:n2,capillary porosity,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",0,170,source_sentence_or_semicolon_clause,"clustering: capillary porosity. Context: The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance."
iTE:P0345:n3,Seebeck coefficient,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",0,170,source_sentence_or_semicolon_clause,"clustering: Seebeck coefficient. Context: The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance."
iTE:P0345:n4,overall strength,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",0,170,source_sentence_or_semicolon_clause,"clustering: overall strength. Context: The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance."
iTE:P0345:n5,capacitance,"The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance.",0,170,source_sentence_or_semicolon_clause,"clustering: capacitance. Context: The results indicate that modifying the cement with PVA hydrogel increases capillary porosity while it reduces the Seebeck coefficient, overall strength, and capacitance."
iTE:P0346:n1,Fmoc-FF,"Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network.",0,159,source_sentence_or_semicolon_clause,"clustering: Fmoc-FF. Context: Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network."
iTE:P0346:n2,pi-pi interactions between Fmoc groups,"Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network.",0,159,source_sentence_or_semicolon_clause,"clustering: pi-pi interactions between Fmoc groups. Context: Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network."
iTE:P0346:n3,highly porous colloidal network,"Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network.",0,159,source_sentence_or_semicolon_clause,"clustering: highly porous colloidal network. Context: Spectroscopic analyses revealed that Fmoc-FF formed eutectogels through pi-pi interactions between Fmoc groups, resulting in a highly porous colloidal network."
iTE:P0347:n1,reconstructed lignocellulose ion channels,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.",0,211,source_sentence_or_semicolon_clause,"clustering: reconstructed lignocellulose ion channels. Context: The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient."
iTE:P0347:n2,surface negative charges,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.",0,211,source_sentence_or_semicolon_clause,"clustering: surface negative charges. Context: The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient."
iTE:P0347:n3,spatially confined fixed anions,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.",0,211,source_sentence_or_semicolon_clause,"clustering: spatially confined fixed anions. Context: The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient."
iTE:P0347:n4,selective cation migration driven by a temperature gradient,"The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient.",0,211,source_sentence_or_semicolon_clause,"clustering: selective cation migration driven by a temperature gradient. Context: The resulting reconstructed lignocellulose ion channels, enriched with surface negative charges and spatially confined fixed anions, promote rapid and selective cation migration driven by a temperature gradient."
iTE:P0348:n1,cross-linking and amine functionalization,This research demonstrates the transformation of lignin-based hydrogels from p-type to n-type materials through a green synthesis approach involving cross-linking and amine functionalization.,0,191,source_sentence_or_semicolon_clause,clustering: cross-linking and amine functionalization. Context: This research demonstrates the transformation of lignin-based hydrogels from p-type to n-type materials through a green synthesis approach involving cross-linking and amine functionalization.
iTE:P0348:n2,transformation of lignin-based hydrogels from p-type to n-type materials,This research demonstrates the transformation of lignin-based hydrogels from p-type to n-type materials through a green synthesis approach involving cross-linking and amine functionalization.,0,191,source_sentence_or_semicolon_clause,clustering: transformation of lignin-based hydrogels from p-type to n-type materials. Context: This research demonstrates the transformation of lignin-based hydrogels from p-type to n-type materials through a green synthesis approach involving cross-linking and amine functionalization.
iTE:P0349:n1,Formamide,"Formamide is used as a chaotic organic solvent that destroys the hydrogen bond network between water molecules, forming a deep eutectic solvent that enables the cell to operate near cryo temperatures (down to -35 degrees C).",0,224,source_sentence_or_semicolon_clause,"clustering: Formamide. Context: Formamide is used as a chaotic organic solvent that destroys the hydrogen bond network between water molecules, forming a deep eutectic solvent that enables the cell to operate near cryo temperatures (down to -35 degrees C)."
iTE:P0349:n2,hydrogen bond network between water molecules,"Formamide is used as a chaotic organic solvent that destroys the hydrogen bond network between water molecules, forming a deep eutectic solvent that enables the cell to operate near cryo temperatures (down to -35 degrees C).",0,224,source_sentence_or_semicolon_clause,"clustering: hydrogen bond network between water molecules. Context: Formamide is used as a chaotic organic solvent that destroys the hydrogen bond network between water molecules, forming a deep eutectic solvent that enables the cell to operate near cryo temperatures (down to -35 degrees C)."
iTE:P0349:n3,forming a deep eutectic solvent,"Formamide is used as a chaotic organic solvent that destroys the hydrogen bond network between water molecules, forming a deep eutectic solvent that enables the cell to operate near cryo temperatures (down to -35 degrees C).",0,224,source_sentence_or_semicolon_clause,"clustering: forming a deep eutectic solvent. Context: Formamide is used as a chaotic organic solvent that destroys the hydrogen bond network between water molecules, forming a deep eutectic solvent that enables the cell to operate near cryo temperatures (down to -35 degrees C)."
iTE:P0349:n4,operate near cryo temperatures,"Formamide is used as a chaotic organic solvent that destroys the hydrogen bond network between water molecules, forming a deep eutectic solvent that enables the cell to operate near cryo temperatures (down to -35 degrees C).",0,224,source_sentence_or_semicolon_clause,"clustering: operate near cryo temperatures. Context: Formamide is used as a chaotic organic solvent that destroys the hydrogen bond network between water molecules, forming a deep eutectic solvent that enables the cell to operate near cryo temperatures (down to -35 degrees C)."
iTE:P0350:n1,ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI),"To synergistically enhance the ionic conductivity and ionic Seebeck coefficient, ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI) are added into the poly (vinylidene fluoride-co-hexafluoropropylene)/1ethyl-3-methylimidazolium dicyanamide (PVDF-HFP/EMIM:DCA, PH/ED) ionogel to improve the ionic mobility and enhance the diffusion difference between cations and anions.",0,380,source_sentence_or_semicolon_clause,"clustering: ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI). Context: To synergistically enhance the ionic conductivity and ionic Seebeck coefficient, ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI) are added into the poly (vinylidene fluoride-co-hexafluoropropylene)/1ethyl-3-methylimidazolium dicyanamide (PVDF-HFP/EMIM:DCA, PH/ED) ionogel to improve the ionic mobility and enhance the diffusion difference between cations and anions."
iTE:P0350:n2,ionic mobility,"To synergistically enhance the ionic conductivity and ionic Seebeck coefficient, ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI) are added into the poly (vinylidene fluoride-co-hexafluoropropylene)/1ethyl-3-methylimidazolium dicyanamide (PVDF-HFP/EMIM:DCA, PH/ED) ionogel to improve the ionic mobility and enhance the diffusion difference between cations and anions.",0,380,source_sentence_or_semicolon_clause,"clustering: ionic mobility. Context: To synergistically enhance the ionic conductivity and ionic Seebeck coefficient, ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI) are added into the poly (vinylidene fluoride-co-hexafluoropropylene)/1ethyl-3-methylimidazolium dicyanamide (PVDF-HFP/EMIM:DCA, PH/ED) ionogel to improve the ionic mobility and enhance the diffusion difference between cations and anions."
iTE:P0350:n4,ionic conductivity,"To synergistically enhance the ionic conductivity and ionic Seebeck coefficient, ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI) are added into the poly (vinylidene fluoride-co-hexafluoropropylene)/1ethyl-3-methylimidazolium dicyanamide (PVDF-HFP/EMIM:DCA, PH/ED) ionogel to improve the ionic mobility and enhance the diffusion difference between cations and anions.",0,380,source_sentence_or_semicolon_clause,"clustering: ionic conductivity. Context: To synergistically enhance the ionic conductivity and ionic Seebeck coefficient, ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI) are added into the poly (vinylidene fluoride-co-hexafluoropropylene)/1ethyl-3-methylimidazolium dicyanamide (PVDF-HFP/EMIM:DCA, PH/ED) ionogel to improve the ionic mobility and enhance the diffusion difference between cations and anions."
iTE:P0350:n5,ionic Seebeck coefficient,"To synergistically enhance the ionic conductivity and ionic Seebeck coefficient, ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI) are added into the poly (vinylidene fluoride-co-hexafluoropropylene)/1ethyl-3-methylimidazolium dicyanamide (PVDF-HFP/EMIM:DCA, PH/ED) ionogel to improve the ionic mobility and enhance the diffusion difference between cations and anions.",0,380,source_sentence_or_semicolon_clause,"clustering: ionic Seebeck coefficient. Context: To synergistically enhance the ionic conductivity and ionic Seebeck coefficient, ethanol and sodium bis(trifluoromethylsulfonyl)imide (NaTFSI) are added into the poly (vinylidene fluoride-co-hexafluoropropylene)/1ethyl-3-methylimidazolium dicyanamide (PVDF-HFP/EMIM:DCA, PH/ED) ionogel to improve the ionic mobility and enhance the diffusion difference between cations and anions."
iTE:P0351:n1,combining two asymmetric gels into a double sandwich structure,"Herein, we originally designed an ionic thermoelectric-electrochemical (i-TE-EC) cell by combining two asymmetric gels into a double sandwich structure, resulting in high thermoelectric performance.",0,198,source_sentence_or_semicolon_clause,"clustering: combining two asymmetric gels into a double sandwich structure. Context: Herein, we originally designed an ionic thermoelectric-electrochemical (i-TE-EC) cell by combining two asymmetric gels into a double sandwich structure, resulting in high thermoelectric performance."
iTE:P0351:n2,high thermoelectric performance,"Herein, we originally designed an ionic thermoelectric-electrochemical (i-TE-EC) cell by combining two asymmetric gels into a double sandwich structure, resulting in high thermoelectric performance.",0,198,source_sentence_or_semicolon_clause,"clustering: high thermoelectric performance. Context: Herein, we originally designed an ionic thermoelectric-electrochemical (i-TE-EC) cell by combining two asymmetric gels into a double sandwich structure, resulting in high thermoelectric performance."
iTE:P0352:n1,"lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte","The optimized lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte, demonstrates high ionic conductivity (226.5 mS/cm) and a superior Seebeck coefficient of 13 mV/K.",0,176,source_sentence_or_semicolon_clause,"clustering: lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte. Context: The optimized lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte, demonstrates high ionic conductivity (226.5 mS/cm) and a superior Seebeck coefficient of 13 mV/K."
iTE:P0352:n2,ionic conductivity,"The optimized lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte, demonstrates high ionic conductivity (226.5 mS/cm) and a superior Seebeck coefficient of 13 mV/K.",0,176,source_sentence_or_semicolon_clause,"clustering: ionic conductivity. Context: The optimized lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte, demonstrates high ionic conductivity (226.5 mS/cm) and a superior Seebeck coefficient of 13 mV/K."
iTE:P0352:n3,Seebeck coefficient,"The optimized lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte, demonstrates high ionic conductivity (226.5 mS/cm) and a superior Seebeck coefficient of 13 mV/K.",0,176,source_sentence_or_semicolon_clause,"clustering: Seebeck coefficient. Context: The optimized lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte, demonstrates high ionic conductivity (226.5 mS/cm) and a superior Seebeck coefficient of 13 mV/K."
iTE:P0353:n1,ion-electronic friction,"In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation.",0,266,source_sentence_or_semicolon_clause,"clustering: ion-electronic friction. Context: In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation."
iTE:P0353:n2,thermally diffused ions to convey electrons,"In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation.",0,266,source_sentence_or_semicolon_clause,"clustering: thermally diffused ions to convey electrons. Context: In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation."
iTE:P0353:n3,ionic circuit,"In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation.",0,266,source_sentence_or_semicolon_clause,"clustering: ionic circuit. Context: In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation."
iTE:P0353:n4,persistent ionic transport,"In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation.",0,266,source_sentence_or_semicolon_clause,"clustering: persistent ionic transport. Context: In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation."
iTE:P0353:n5,continuous power generation,"In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation.",0,266,source_sentence_or_semicolon_clause,"clustering: continuous power generation. Context: In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation."
iTE:P0354:n1,low crystalline structure,"The enhanced i-TE performances are mainly attributed to the low crystalline structure and the improvement in ions dissociation, migration, and diffusion difference.",0,164,source_sentence_or_semicolon_clause,"clustering: low crystalline structure. Context: The enhanced i-TE performances are mainly attributed to the low crystalline structure and the improvement in ions dissociation, migration, and diffusion difference."
iTE:P0354:n2,ions dissociation,"The enhanced i-TE performances are mainly attributed to the low crystalline structure and the improvement in ions dissociation, migration, and diffusion difference.",0,164,source_sentence_or_semicolon_clause,"clustering: ions dissociation. Context: The enhanced i-TE performances are mainly attributed to the low crystalline structure and the improvement in ions dissociation, migration, and diffusion difference."
iTE:P0354:n3,migration,"The enhanced i-TE performances are mainly attributed to the low crystalline structure and the improvement in ions dissociation, migration, and diffusion difference.",0,164,source_sentence_or_semicolon_clause,"clustering: migration. Context: The enhanced i-TE performances are mainly attributed to the low crystalline structure and the improvement in ions dissociation, migration, and diffusion difference."
iTE:P0354:n5,i-TE performances,"The enhanced i-TE performances are mainly attributed to the low crystalline structure and the improvement in ions dissociation, migration, and diffusion difference.",0,164,source_sentence_or_semicolon_clause,"clustering: i-TE performances. Context: The enhanced i-TE performances are mainly attributed to the low crystalline structure and the improvement in ions dissociation, migration, and diffusion difference."
iTE:P0355:n1,subnanometer-scale confinement of ions,Selective migration of conducting ions down thermal gradients is facilitated by subnanometer-scale confinement of ions in oriented aligned cellulose and polymer molecular chains.,0,178,source_sentence_or_semicolon_clause,clustering: subnanometer-scale confinement of ions. Context: Selective migration of conducting ions down thermal gradients is facilitated by subnanometer-scale confinement of ions in oriented aligned cellulose and polymer molecular chains.
iTE:P0355:n2,oriented aligned cellulose and polymer molecular chains,Selective migration of conducting ions down thermal gradients is facilitated by subnanometer-scale confinement of ions in oriented aligned cellulose and polymer molecular chains.,0,178,source_sentence_or_semicolon_clause,clustering: oriented aligned cellulose and polymer molecular chains. Context: Selective migration of conducting ions down thermal gradients is facilitated by subnanometer-scale confinement of ions in oriented aligned cellulose and polymer molecular chains.
iTE:P0355:n3,Selective migration of conducting ions down thermal gradients,Selective migration of conducting ions down thermal gradients is facilitated by subnanometer-scale confinement of ions in oriented aligned cellulose and polymer molecular chains.,0,178,source_sentence_or_semicolon_clause,clustering: Selective migration of conducting ions down thermal gradients. Context: Selective migration of conducting ions down thermal gradients is facilitated by subnanometer-scale confinement of ions in oriented aligned cellulose and polymer molecular chains.
iTE:P0356:n1,CMT-enhanced electrolyte and CMT@MnO2 hybrid electrode,"The ITESCs incorporating a CMT-enhanced electrolyte and CMT@MnO2 hybrid electrode exhibited a specific capacitance of 152.2 mFcm-2, representing a 697% improvement over the Cu-based counterpart.",0,194,source_sentence_or_semicolon_clause,"clustering: CMT-enhanced electrolyte and CMT@MnO2 hybrid electrode. Context: The ITESCs incorporating a CMT-enhanced electrolyte and CMT@MnO2 hybrid electrode exhibited a specific capacitance of 152.2 mFcm-2, representing a 697% improvement over the Cu-based counterpart."
iTE:P0356:n2,specific capacitance,"The ITESCs incorporating a CMT-enhanced electrolyte and CMT@MnO2 hybrid electrode exhibited a specific capacitance of 152.2 mFcm-2, representing a 697% improvement over the Cu-based counterpart.",0,194,source_sentence_or_semicolon_clause,"clustering: specific capacitance. Context: The ITESCs incorporating a CMT-enhanced electrolyte and CMT@MnO2 hybrid electrode exhibited a specific capacitance of 152.2 mFcm-2, representing a 697% improvement over the Cu-based counterpart."
iTE:P0357:n1,sodium chloride content increased from 0.67 wt% to 1.00 wt%,It was found that the thermoelectric type of HIG transitioned from negative (n-type) to positive (p-type) as the sodium chloride content increased from 0.67 wt% to 1.00 wt%.,0,173,source_sentence_or_semicolon_clause,clustering: sodium chloride content increased from 0.67 wt% to 1.00 wt%. Context: It was found that the thermoelectric type of HIG transitioned from negative (n-type) to positive (p-type) as the sodium chloride content increased from 0.67 wt% to 1.00 wt%.
iTE:P0357:n2,thermoelectric type of HIG transitioned from negative (n-type) to positive (p-type),It was found that the thermoelectric type of HIG transitioned from negative (n-type) to positive (p-type) as the sodium chloride content increased from 0.67 wt% to 1.00 wt%.,0,173,source_sentence_or_semicolon_clause,clustering: thermoelectric type of HIG transitioned from negative (n-type) to positive (p-type). Context: It was found that the thermoelectric type of HIG transitioned from negative (n-type) to positive (p-type) as the sodium chloride content increased from 0.67 wt% to 1.00 wt%.
iTE:P0358:n1,passive radiative cooling,"In this work, we develop a stretchable fabric-based ionic thermoelectric generator that integrated passive radiative cooling and synergized moisture-induced potential with thermoelectric voltage in vertical units, enabling large electric generation in multi-environment.",0,270,source_sentence_or_semicolon_clause,"clustering: passive radiative cooling. Context: In this work, we develop a stretchable fabric-based ionic thermoelectric generator that integrated passive radiative cooling and synergized moisture-induced potential with thermoelectric voltage in vertical units, enabling large electric generation in multi-environment."
iTE:P0358:n2,moisture-induced potential,"In this work, we develop a stretchable fabric-based ionic thermoelectric generator that integrated passive radiative cooling and synergized moisture-induced potential with thermoelectric voltage in vertical units, enabling large electric generation in multi-environment.",0,270,source_sentence_or_semicolon_clause,"clustering: moisture-induced potential. Context: In this work, we develop a stretchable fabric-based ionic thermoelectric generator that integrated passive radiative cooling and synergized moisture-induced potential with thermoelectric voltage in vertical units, enabling large electric generation in multi-environment."
iTE:P0358:n3,thermoelectric voltage,"In this work, we develop a stretchable fabric-based ionic thermoelectric generator that integrated passive radiative cooling and synergized moisture-induced potential with thermoelectric voltage in vertical units, enabling large electric generation in multi-environment.",0,270,source_sentence_or_semicolon_clause,"clustering: thermoelectric voltage. Context: In this work, we develop a stretchable fabric-based ionic thermoelectric generator that integrated passive radiative cooling and synergized moisture-induced potential with thermoelectric voltage in vertical units, enabling large electric generation in multi-environment."
iTE:P0358:n4,electric generation,"In this work, we develop a stretchable fabric-based ionic thermoelectric generator that integrated passive radiative cooling and synergized moisture-induced potential with thermoelectric voltage in vertical units, enabling large electric generation in multi-environment.",0,270,source_sentence_or_semicolon_clause,"clustering: electric generation. Context: In this work, we develop a stretchable fabric-based ionic thermoelectric generator that integrated passive radiative cooling and synergized moisture-induced potential with thermoelectric voltage in vertical units, enabling large electric generation in multi-environment."
iTE:P0359:n1,hydroxyl groups within the hydrogels interact with both cations and anions,"The hydroxyl groups within the hydrogels interact with both cations and anions, thereby increasing the entropy difference in thermal migration between them.",0,156,source_sentence_or_semicolon_clause,"clustering: hydroxyl groups within the hydrogels interact with both cations and anions. Context: The hydroxyl groups within the hydrogels interact with both cations and anions, thereby increasing the entropy difference in thermal migration between them."
iTE:P0359:n2,entropy difference in thermal migration,"The hydroxyl groups within the hydrogels interact with both cations and anions, thereby increasing the entropy difference in thermal migration between them.",0,156,source_sentence_or_semicolon_clause,"clustering: entropy difference in thermal migration. Context: The hydroxyl groups within the hydrogels interact with both cations and anions, thereby increasing the entropy difference in thermal migration between them."
iTE:P0359:n3,integrated hydrogel structure,"Meanwhile, the integrated hydrogel structure provides accelerated pathways for ion transport, synergistically enhancing the overall ionic thermoelectric effect.",157,317,source_sentence_or_semicolon_clause,"clustering: integrated hydrogel structure. Context: Meanwhile, the integrated hydrogel structure provides accelerated pathways for ion transport, synergistically enhancing the overall ionic thermoelectric effect."
iTE:P0359:n4,ion transport,"Meanwhile, the integrated hydrogel structure provides accelerated pathways for ion transport, synergistically enhancing the overall ionic thermoelectric effect.",157,317,source_sentence_or_semicolon_clause,"clustering: ion transport. Context: Meanwhile, the integrated hydrogel structure provides accelerated pathways for ion transport, synergistically enhancing the overall ionic thermoelectric effect."
iTE:P0360:n1,pH value of aqueous solution is increased from 3 to 11,"As the pH value of aqueous solution is increased from 3 to 11 under an electronic heat flux of 3000 W/m2, the output power density is enhanced from 46.91 mW/m2 to 83.01 mW/m2 with a stable ionic thermoelectric coefficient about 0.47 mV/K due to strengthened nanopore surface charge density.",0,290,source_sentence_or_semicolon_clause,"clustering: pH value of aqueous solution is increased from 3 to 11. Context: As the pH value of aqueous solution is increased from 3 to 11 under an electronic heat flux of 3000 W/m2, the output power density is enhanced from 46.91 mW/m2 to 83.01 mW/m2 with a stable ionic thermoelectric coefficient about 0.47 mV/K due to strengthened nanopore surface charge density."
iTE:P0360:n2,nanopore surface charge density,"As the pH value of aqueous solution is increased from 3 to 11 under an electronic heat flux of 3000 W/m2, the output power density is enhanced from 46.91 mW/m2 to 83.01 mW/m2 with a stable ionic thermoelectric coefficient about 0.47 mV/K due to strengthened nanopore surface charge density.",0,290,source_sentence_or_semicolon_clause,"clustering: nanopore surface charge density. Context: As the pH value of aqueous solution is increased from 3 to 11 under an electronic heat flux of 3000 W/m2, the output power density is enhanced from 46.91 mW/m2 to 83.01 mW/m2 with a stable ionic thermoelectric coefficient about 0.47 mV/K due to strengthened nanopore surface charge density."
iTE:P0360:n3,output power density,"As the pH value of aqueous solution is increased from 3 to 11 under an electronic heat flux of 3000 W/m2, the output power density is enhanced from 46.91 mW/m2 to 83.01 mW/m2 with a stable ionic thermoelectric coefficient about 0.47 mV/K due to strengthened nanopore surface charge density.",0,290,source_sentence_or_semicolon_clause,"clustering: output power density. Context: As the pH value of aqueous solution is increased from 3 to 11 under an electronic heat flux of 3000 W/m2, the output power density is enhanced from 46.91 mW/m2 to 83.01 mW/m2 with a stable ionic thermoelectric coefficient about 0.47 mV/K due to strengthened nanopore surface charge density."
