raw_mention_id,class_id,paper_id,source_file,source_locator,quote,context,source_quote_start,source_quote_end
iTE:P1296:n2,iTE:P1296:n2,P1296,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1296:n2,"The phonon thermal conductivities of misfit-layered Ca3Co4O9, Sr3Co4O9, and Ba3Co4O9 were calculated using the perturbed molecular dynamics method to clarify the impact of lattice misfit on the phonon thermal conduction in misfit-layered cobaltites. Substitution of Sr and Ba for Ca substantially modified the magnitude of the lattice misfit between the CoO2 and rock salt (RS) layers, because of the different ionic radii, increasing overall phonon thermal conductivity. Further analyses with intentionally changed atomic masses of Ca, Sr, or Ba revealed that smaller ionic radius at the Ca site in the RS layer, instead of heavier atomic mass, is a critical factor suppressing the overall thermal conductivity of Ca3Co4O9, since it determines not only the magnitude of lattice misfit but also the dynamic interference between the two layers, which governs the phonon thermal conduction in the CoO2 and RS layers. This concept was demonstrated for Sr-doped Ca3Co4O9 as an example of atomistic manipulation for better thermoelectric properties. Phonon thermal conductivities not only in the RS layer but also in the CoO2 layer were reduced by the substitution of Sr for Ca. These results provide another strategy to improve the thermal conductivity of this class of misfit cobaltites, that is, to control the thermal conductivity of the CoO2 layer responsible for electronic and thermal conductivity by atomistic manipulation in the RS layer adjacent to the CoO2 layer.","radius at the Ca site in the RS layer, instead of heavier atomic mass, is a critical factor suppressing the overall thermal conductivity of Ca3Co4O9, since it determines not only the magnitude of lattice misfit but also the dynamic interference between the two layers, which governs the phonon thermal conduction in the CoO2 and RS layers. This concept was demonstrated for Sr-doped Ca3Co4O9 as an example of atomistic manipulation for better thermoelectric properties. Phonon thermal conductivities not only in the",575,1090
iTE:P1418:n2,iTE:P1296:n2,P1418,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1418:n2,"The main objective of this research is to provide a comprehensive insight into the optical and thermoelectric properties of layer structured Ba2XS4(X = Zr, Hf) for energy harvesting applications using Density Functional Theory (DFT) and semiclassical Boltzmann transport theory. There is a good match between the computed lattice parameters and the available experimental data. Both compounds are thermodynamically and mechanically stable and they are soft, ductile, machinable, and elastically anisotropic. The indirect band gaps are found to be 1.03 eV for Ba2ZrS4 and 1.48 eV for Ba2HfS4. Both compounds possess a mixture of ionic and covalent bonding confirmed by charge density distribution and Mulliken bond population analysis. The maximum absorption is in the ultraviolet regions (similar to 13.6 eV) of light spectra. The total thermal conductivity increases with temperature due to increasing trend of electronic thermal conductivity. The total thermal conductivity at 700 K along c-axis is 4.6 (6.1 W/mK) for Ba2ZrS4 (Ba2HfS4). For p-type Ba2ZrS4 (Ba2HfS4), power factor (PF) is about 7 (5.7) mW/mK2, whereas for n-type it is about 4 (3.9) mW/mK2 at 700 K along c-axis. The power factors of the studied compounds are much higher than those of the reported GeTe and SnSe which would create great interest for further study. The predicted ZT values at 700 K for p-type Ba2ZrS4 and Ba2HfS4 are 0.7 and 0.6, respectively. These values may further be improved through reduction of thermal conductivity and tuning ductility employing known suitable strategies such as alloying and nano-structuring. Finally, Ba2ZrS4 and Ba2HfS4 can be considered new ecofriendly alternatives to previously studied toxic lead-based thermoelectric materials. Their unique advantages of high thermodynamic stability, non-toxic nature and high performance make them strong candidate for sustainable energy solutions.","Mulliken bond population analysis. The maximum absorption is in the ultraviolet regions (similar to 13.6 eV) of light spectra. The total thermal conductivity increases with temperature due to increasing trend of electronic thermal conductivity. The total thermal conductivity at 700 K along c-axis is 4.6 (6.1 W/mK) for Ba2ZrS4 (Ba2HfS4). For p-type Ba2ZrS4 (Ba2HfS4), power factor (PF) is about 7 (5.7) mW/mK2, whereas for n-type it is about 4 (3.9) mW/mK2 at 700 K along c-axis. The power factors of",700,1201
iTE:P1526:n3,iTE:P1296:n2,P1526,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1526:n3,"The interactions between these complexes are responsible for the outstanding electronic transport properties. By contrast, the thermal conductivity is not significantly affected.","The interactions between these complexes are responsible for the outstanding electronic transport properties. By contrast, the thermal conductivity is not significantly affected.",0,178
iTE:P1573:n2,iTE:P1296:n2,P1573,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1573:n2,"At a fixed temperature, the thermal conductivity decreases almost monotonically with the ionic radius (IR) of the rare-earth elements","At a fixed temperature, the thermal conductivity decreases almost monotonically with the ionic radius (IR) of the rare-earth elements",0,133
iTE:P1653:n3,iTE:P1296:n2,P1653,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1653:n3,SrO-rich grain boundaries exhibit lower thermal conductivity than TiO2-rich ones due to their higher excess volume and weaker Sr-O bonds.,SrO-rich grain boundaries exhibit lower thermal conductivity than TiO2-rich ones due to their higher excess volume and weaker Sr-O bonds.,0,137
iTE:P1658:n3,iTE:P1296:n2,P1658,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1658:n3,Atomic disordering through the Sr and Zn substitutions strongly suppressed total thermal conductivity,Atomic disordering through the Sr and Zn substitutions strongly suppressed total thermal conductivity,0,101
iTE:P1783:n2,iTE:P1296:n2,P1783,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1783:n2,"Here, we present our current attempt to intrinsically dope Ni-0, Co-0, and Fe-0 nanoparticles within Ni-II-, Co-II-, and Fe-II-borate glassy matrices, respectively. The system was prepared by one-pot reaction of the desired M-T(II) salt with excess NaBH4 through an in-situ reduction and hydrolysis processes to afford metallic M-T(0) nanoparticles dispersed into the M-T-BO3 matrix. The composition and structural characteristics of these M-T(0):M-T-BO3 materials were identified by thermal oxidation, ATR-IR, X-ray powder diffraction, and magnetic techniques as glassy/amorphous borate matrices containing magnetic nanoparticles. The electrical conductivity (sigma) of cold-pressed discs of these metal-doped composites shows that they behave as nonohmic semiconductors within the temperature range of 303 <= T <= 373 K suggesting a mixed electronic-ionic conduction. However, their thermal conductivity (kappa) occurs through phonon lattice vibration dynamics rather than electronic. The sigma/kappa ratio shows a steep non-linear increase from 9.4 to 270 KV-2 in Ni-0:Ni-BO3. In contrast, a moderate-weak increase is observed for Co-0:Co-BO3 and Fe-0:Fe-BO3 analogs. The obtained materials are examined for thermoelectric (TE) applications by determining their Seebeck coefficient (S) power factor (PF), figure of merit (ZT), and conversion efficiency (eta%). All the TE data shows that Ni-0:Ni-BO3 (S, 80 mu VK-1; PF, 97.7 mWm(-1) K-1; ZT 0.54; eta, 2.15%) is a better TE semiconductor than the other two M-T(0):M-T-BO3. This finding shows that Ni-0:Ni-BO3 is a promising candidate to exploit low-temperature waste heat from body heat, sunshine, and small domestic devices for small-scale TE applications.","nonohmic semiconductors within the temperature range of 303 <= T <= 373 K suggesting a mixed electronic-ionic conduction. However, their thermal conductivity (kappa) occurs through phonon lattice vibration dynamics rather than electronic. The sigma/kappa ratio shows a steep non-linear increase from 9.4 to 270 KV-2 in Ni-0:Ni-BO3. In contrast, a moderate-weak increase is observed for Co-0:Co-BO3 and Fe-0:Fe-BO3 analogs. The obtained materials are examined for thermoelectric (TE) applications by determining their Seebeck coefficient (S) power factor (PF), figure of merit",748,1323
iTE:P1934:n2,iTE:P1296:n2,P1934,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1934:n2,"BiCuSeO and Bi(1-x)Sn(x)CuSeo (x = 0.02, 0.04, 0.06, 0.08) were prepared by a two-step solid state synthesis. The phase purity and the crystal structure were investigated by the X-Ray Diffraction (XRD) and confirmed by Energy Dispersive Spectroscopy (EDS). The volatilization of Bi and Bi2O3 lead to off-stoichiometry of the main phase and the formation of CuSe2 secondary phase in the undoped sample. SnO2 secondary phases were found in the doped samples. Both the Seebeck coefficient and the electrical resistivity, measured from the room temperature to 773 K linearly increases with the temperature, which indicates that the sample have metallic like behavior. The origin of such a behavior is due to high hole concentration originating from the Bi and the O vacancies. The Sn +4 valence state was confirmed from the X-Ray Photoelectron Spectroscopy (XPS) and from the reduction of lattice parameter 'a' with doping. The substitution of Sn+4 in the place of Bi+3 leads to the higher Seebeck coefficient and electrical resistivity in the doped samples. Highest power-factor (similar to 1 mW/m-K-2 at 773 K), was obtained for the undoped sample and the 4% Sn doped sample(Bi0.96Sn0.04CuSeO). The lowest thermal conductivity was obtained for the undoped sample, from the room temperature to 773 K. The presence of thermally-conducting SnO2 secondary phases in the doped samples increases the thermal conductivity in comparison with the undoped sample. The zTs of the doped samples were lower compared to the undoped sample, owing to their higher thermal conductivity. The oxygen vacancies as well as the all-length scale phonon scattering, lowers the thermal conductivity of the undoped sample and, as a result, a maximum zT of 1.09 was achieved at 773 K. (C) 2016 Elsevier B.V. All rights reserved.","to 1 mW/m-K-2 at 773 K), was obtained for the undoped sample and the 4% Sn doped sample(Bi0.96Sn0.04CuSeO). The lowest thermal conductivity was obtained for the undoped sample, from the room temperature to 773 K. The presence of thermally-conducting SnO2 secondary phases in the doped samples increases the thermal conductivity in comparison with the undoped sample. The zTs of the doped samples were lower compared to the undoped sample, owing to their higher thermal conductivity. The oxygen vacancies as well",1085,1596
iTE:P0494:n3,iTE:P1135:n2,P0494,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0494:n3,"An all-solid-state organic ionic gel electrolyte (PVDF-HFP-PEO gel) with onion epidermal cells-like structure was sandwiched between two electrodes, which take full advantage of a synergy between the Soret effect and the polymer thermal expansion effect, thus achieving the enhanced ZT value up to 900% compared with the PEO-free electrolyte.","An all-solid-state organic ionic gel electrolyte (PVDF-HFP-PEO gel) with onion epidermal cells-like structure was sandwiched between two electrodes, which take full advantage of a synergy between the Soret effect and the polymer thermal expansion effect, thus achieving the enhanced ZT value up to 900% compared with the PEO-free electrolyte.",0,342
iTE:P0665:n3,iTE:P1135:n2,P0665,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0665:n3,"Furthermore, to compensate for the excess number of carriers introduced by filler addition, a portion of the Co sites were substituted with Fe, which resulted in an improved figure of merit (ZT) value.","Furthermore, to compensate for the excess number of carriers introduced by filler addition, a portion of the Co sites were substituted with Fe, which resulted in an improved figure of merit (ZT) value.",0,201
iTE:P0703:n2,iTE:P1135:n2,P0703,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0703:n2,"High temperature thermoelectric figure-of-merit of Ca-doped rare-earth cobalt oxides, R0.9Ca0.1CoO3 (R = Pr similar to Gd) were enhanced by substituting the rare-earth element for Ho3+, which has smaller ionic radius, indicating that the temperature dependence of thermoelectric figure-of-merit of these Ca2+ doped rare-earth cobalt oxide can be controlled by variation of the ionic radius of rare-earth element.","High temperature thermoelectric figure-of-merit of Ca-doped rare-earth cobalt oxides, R0.9Ca0.1CoO3 (R = Pr similar to Gd) were enhanced by substituting the rare-earth element for Ho3+, which has smaller ionic radius, indicating that the temperature dependence of thermoelectric figure-of-merit of these Ca2+ doped rare-earth cobalt oxide can be controlled by variation of the ionic radius of rare-earth element.",0,412
iTE:P0716:n3,iTE:P1135:n2,P0716,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0716:n3,"In the previous work, the superionic mechanism was found to be enhanced by small and randomly orientated lamellae with alternating ordered Se ion monolayer and disordered Cu ion bilayers. Here, we further enhance the superionic mechanism by increasing and better aligning lamellae in bulk Cu1.94Al0.02Se, resulting in a large thermoelectric figure of merit of 2.62 at 756 degrees C.","In the previous work, the superionic mechanism was found to be enhanced by small and randomly orientated lamellae with alternating ordered Se ion monolayer and disordered Cu ion bilayers. Here, we further enhance the superionic mechanism by increasing and better aligning lamellae in bulk Cu1.94Al0.02Se, resulting in a large thermoelectric figure of merit of 2.62 at 756 degrees C.",0,382
iTE:P0726:n2,iTE:P1135:n2,P0726,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0726:n2,"The thermal conductivity of superionic Na0.2Cu1.8S is low, which causes high values of the dimensionless thermoelectric figure of merit ZT from 0.4 to 1 at temperatures from 150 to 340 A degrees C.","The thermal conductivity of superionic Na0.2Cu1.8S is low, which causes high values of the dimensionless thermoelectric figure of merit ZT from 0.4 to 1 at temperatures from 150 to 340 A degrees C.",0,197
iTE:P0750:n3,iTE:P1135:n2,P0750,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0750:n3,"High levels of doping are key to suppressing bipolar transport, enabling promising zT values, despite the low & SIM;0.2 eV bandgap.","High levels of doping are key to suppressing bipolar transport, enabling promising zT values, despite the low & SIM;0.2 eV bandgap.",0,131
iTE:P0774:n2,iTE:P1135:n2,P0774,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0774:n2,"We show that a molecular junction can give large values of the thermoelectric figure of merit ZT, and so it could be used as a solid-state energy-conversion device that operates close to the Carnot efficiency. The mechanism is similar to the Mahan-Sofo model for bulk thermoelectrics-the Lorenz number goes to zero violating the Wiedemann-Franz law while the thermopower remains nonzero. The molecular state through which charge is transported must be weakly coupled to the leads, and the energy level of the state must be of order k(B)T away from the Fermi energy of the leads. In practice, the figure of merit is limited by the phonon thermal conductance; we show that the largest possible ZT similar to(G(th)(ph))(-1/2), where G(th)(ph) is the phonon thermal conductance divided by the thermal conductance quantum.","We show that a molecular junction can give large values of the thermoelectric figure of merit ZT, and so it could be used as a solid-state energy-conversion device that operates close to the Carnot efficiency. The mechanism is similar to the Mahan-Sofo model for bulk thermoelectrics-the Lorenz number goes to zero violating the Wiedemann-Franz law while the thermopower remains nonzero. The molecular state through which charge is transported must be weakly coupled to the leads, and the energy level of",0,504
iTE:P0798:n2,iTE:P1135:n2,P0798,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0798:n2,"In this work, we revisited the shape effect of TDF on thermoelectric figure of merit. It is confirmed both heuristically and numerically that among all the normalized TDF the Dirac delta function leads to the largest thermoelectric figure of merit. Whereas, for the case of TDF being bounded, a rectangular-shape distribution is instead found to be the most favorable one, which could be achieved through nanoroute.","In this work, we revisited the shape effect of TDF on thermoelectric figure of merit. It is confirmed both heuristically and numerically that among all the normalized TDF the Dirac delta function leads to the largest thermoelectric figure of merit. Whereas, for the case of TDF being bounded, a rectangular-shape distribution is instead found to be the most favorable one, which could be achieved through nanoroute.",0,415
iTE:P0818:n2,iTE:P1135:n2,P0818,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0818:n2,"The energy conversion efficiency of these thermoelectric materials is controlled by a dimensionless thermoelectric figure of merit (TFM), which depends on thermal and electrical conductivity. The independent tuning of the electrical and thermal properties of these materials for TFM enhancement is challenging. The improvement in the TFM of magnesium thermoelectric materials through scattering and structural engineering is experimentally challenging, especially if multiple elements are to be incorporated at different concentrations and at different doping sites. This work models the TFM of magnesium-based thermoelectric materials with the aid of single-hidden-layer extreme learning machine (ELM) and hybrid genetic-algorithm-based support vector regression (GSVR) algorithms using operating absolute temperature, elemental ionic radii, and elemental concentration as descriptors.","The energy conversion efficiency of these thermoelectric materials is controlled by a dimensionless thermoelectric figure of merit (TFM), which depends on thermal and electrical conductivity. The independent tuning of the electrical and thermal properties of these materials for TFM enhancement is challenging. The improvement in the TFM of magnesium thermoelectric materials through scattering and structural engineering is experimentally challenging, especially if multiple elements are to be incorporated at different concentrations and at different doping sites. This work models the TFM",0,591
iTE:P0830:n3,iTE:P1135:n2,P0830,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0830:n3,"Soft chemistry synthesized samples show a figure of merit ZT = 0.14 at 700 degrees C. This is higher than the figure of merit of solid state route ceramics, due to a more homogeneous microstructure, better densification and, hence, improved electrical properties.","Soft chemistry synthesized samples show a figure of merit ZT = 0.14 at 700 degrees C. This is higher than the figure of merit of solid state route ceramics, due to a more homogeneous microstructure, better densification and, hence, improved electrical properties.",0,263
iTE:P0897:n2,iTE:P1135:n2,P0897,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0897:n2,"In this paper, two new monolayers, namely PtOS and PtOSe, are theoretically predicted using first-principles calculations. Structural, electronic, optical and thermoelectric properties are explored using full-potential linearized augmented plane-wave (FP-LAPW) method and the semiclassical Boltzmann transport theory. Predicted two-dimensional (2D) materials show good dynamical, thermodynamic and structural stability. Calculated electronic structures indicate the indirect gap semiconductor nature of the PtOS and PtOSe single layers with energy gap of 1.346(2.436) and 0.978(1.978) eV as calculated with the WC(HSE06) functional, respectively. Density of states spectra and valence charge distribution maps suggest a mix of covalent and ionic characters of the chemical bonds. 2D materials at hand exhibit good absorption property in the visible regime with coefficient value reaching the order of 105/cm, even much larger in the ultraviolet, suggesting the promising optoelectronic applicability. Finally, the thermoelectric parameters including electrical conductivity, thermal conductivity, Seebeck coefficient, power factor and figure of merit are determined and analyzed. Results indicate prospective thermoelectric performance of both considered single layers as demonstrated by large figure of merit close to unity.","covalent and ionic characters of the chemical bonds. 2D materials at hand exhibit good absorption property in the visible regime with coefficient value reaching the order of 105/cm, even much larger in the ultraviolet, suggesting the promising optoelectronic applicability. Finally, the thermoelectric parameters including electrical conductivity, thermal conductivity, Seebeck coefficient, power factor and figure of merit are determined and analyzed. Results indicate prospective thermoelectric performance of both considered single layers as demonstrated by large figure of merit close to unity.",727,1325
iTE:P0903:n2,iTE:P1135:n2,P0903,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0903:n2,"The thermoelectric figure of merit, ZT (0.44) of BaAgP at 1000 K is low due to its high thermal conductivity.","The thermoelectric figure of merit, ZT (0.44) of BaAgP at 1000 K is low due to its high thermal conductivity.",0,109
iTE:P0906:n3,iTE:P1135:n2,P0906,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0906:n3,The electrochemical Seebeck coefficients (alpha) of organic LTE range from 1.5 to 2.5 mV K-1 and are higher than alpha (=1.4 mV K-1) of the corresponding aqueous LTE. The dimensionless figure of merit (ZT) of organic LTE is approximate to 0.015 at maximum and is higher than the maximum ZT (=0.009) of the corresponding aqueous LTE.,The electrochemical Seebeck coefficients (alpha) of organic LTE range from 1.5 to 2.5 mV K-1 and are higher than alpha (=1.4 mV K-1) of the corresponding aqueous LTE. The dimensionless figure of merit (ZT) of organic LTE is approximate to 0.015 at maximum and is higher than the maximum ZT (=0.009) of the corresponding aqueous LTE.,0,332
iTE:P0942:n2,iTE:P1135:n2,P0942,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0942:n2,"The calculations of transport properties by using BoltzTrap code reveals a high figure of merit close to unity for CsSnX3 (Cl, Br) at room temperature, highlighting their potential for thermoelectric applications.","The calculations of transport properties by using BoltzTrap code reveals a high figure of merit close to unity for CsSnX3 (Cl, Br) at room temperature, highlighting their potential for thermoelectric applications.",0,213
iTE:P0974:n2,iTE:P1135:n2,P0974,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0974:n2,"This work presents structural, elastic, electronic, and thermoelectric properties of a tetragonal Zintl compound RbZn4P3, using the Density Functional Theory and Boltzmann transport equation. The computed structural parameters and bond lengths agree well with available experimental data. We use the density functional perturbation theory approach to obtain the Phonon dispersion curve to prove its dynamical stability. The charge density analysis confirms the coexistence of ionic and covalent bonding in the system. The calculated electronic structure shows the semiconducting nature of RbZn4P3 with a direct bandgap of 1.02 eV using the TB-mBJ approach. We analyze its thermoelectric properties for various hole doping concentrations at different temperatures (300 K-700 K). We obtained a high value of Seebeck coefficient (760.00 mu VK-1) at 700 K and (641.72 mu VK-1) at 300 K. The lattice thermal conductivity is estimated using Slack's equation to get the true value of total thermal conductivity. We obtain an ultra-low total thermal conductivity, which in conjunction with high power factor, results in enhanced thermoelectric efficiency or figure of merit (ZT). The maximum ZT value is found to be 0.78 for optimum hole doping concentration of 2 x 10(20) cm(-3) at 700 K. This study reveals that RbZn4P3 possesses excellent potential as thermoelectric energy harvesting material.","at 300 K. The lattice thermal conductivity is estimated using Slack's equation to get the true value of total thermal conductivity. We obtain an ultra-low total thermal conductivity, which in conjunction with high power factor, results in enhanced thermoelectric efficiency or figure of merit (ZT). The maximum ZT value is found to be 0.78 for optimum hole doping concentration of 2 x 10(20) cm(-3) at 700 K. This study reveals that RbZn4P3 possesses excellent potential as thermoelectric energy harvesting material.",873,1389
iTE:P0975:n2,iTE:P1135:n2,P0975,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0975:n2,"CuAgSe is a narrow band gap semiconducting material with superior carrier mobility and low lattice thermal conductivity, which are important and useful for high thermoelectric performance. However, its electrical and thermal transport properties are greatly affected by ionic deficiencies or compositional nonstoichiometry, which lead to a low thermoelectric figure of merit near room temperature. In this work, we systematically studied the compound defects in CuAgSe by tuning its starting chemical composition. We found that its phase purity is very sensitive to nominal chemical compositions. Only a small amount of Ag deficiency is allowed in CuAgSe to maintain phase purity, while the other non-stoichiometric compositions lead to impurity phases. Thermoelectric properties are weakly affected by these compound defects or impurity phases at 300 K, but greatly change at high temperatures. A single type carrier conduction is observed in CuAgSe, but a noticeable two-type carrier conduction is observed in the non-stoichiometric samples. This leads to an evident n to p conduction transition. Consequently, zT values in CuAgSe continuously increase to 0.6 at 450 K while the non-stoichiometric samples display considerably low values due to the contribution from both electrons and holes. The high zT value in n-type CuAgSe suggests that it is a promising thermoelectric material near room temperature.","high temperatures. A single type carrier conduction is observed in CuAgSe, but a noticeable two-type carrier conduction is observed in the non-stoichiometric samples. This leads to an evident n to p conduction transition. Consequently, zT values in CuAgSe continuously increase to 0.6 at 450 K while the non-stoichiometric samples display considerably low values due to the contribution from both electrons and holes. The high zT value in n-type CuAgSe suggests that it is a promising thermoelectric material near room temperature.",877,1408
iTE:P0994:n3,iTE:P1135:n2,P0994,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P0994:n3,"Structural, electronic, lattice dynamics, optical, elastic, and thermoelectric features of Indium based Perovskite InGeX3 (X = F, Cl) are studied by using WIEN2k code within density functional theory DFT. A level of the Boltzmann transport theory is used to derive electronic transport coefficients together with anticipated electronic relaxation times. These compounds exhibit stability and are cubic with the space group Pm-3m 221, according to the structural analysis. The band structure having the 2.15 eV and 1.29 eV band gap and density of state (DOS) are calculated for electronic characteristics, indicating that both compounds are semiconducting. For the analysis of elastic characteristics, elastic constants, bulk modulus (49.99, 22.69), Poisson's ratio (0.343, 0.261), anisotropy factor (0.52, 0.59), and Pugh's ratio (2.87, 1.75) are examined. The ductile nature of the compounds is described by Pugh's ratio, and the ionic nature can be ascertained by evaluating the Cauchy pressure. In the energy range of 0-10 eV, optical features like reflectivity, optical conductivity, refractive index, extinction coefficient and absorption coefficient are computed. These compounds broad-range absorption in the UV spectrum suggests that they could be good optoelectronic device candidates. The transport feature like Seebeck coefficient, thermal and lattice conductivity, power factor, electrical conductivity, and figure of merit zT (0.99, 0.98) can be calculated against temperature. The chemical potential against an excellent thermoelectric property of InGeX3 (X = F, Cl) have high figure of merit due to high Seebeck and electrical conductivity. These predicted outcomes indicated that both compounds are suitable candidates for thermoelectric applications. Such compounds can replace with other renewable energy sources in thermoelectric devices because of their powerful thermoelectric response.","like Seebeck coefficient, thermal and lattice conductivity, power factor, electrical conductivity, and figure of merit zT (0.99, 0.98) can be calculated against temperature. The chemical potential against an excellent thermoelectric property of InGeX3 (X = F, Cl) have high figure of merit due to high Seebeck and electrical conductivity. These predicted outcomes indicated that both compounds are suitable candidates for thermoelectric applications. Such compounds can replace with other renewable energy sources in thermoelectric devices because of their powerful thermoelectric response.",1317,1907
iTE:P1008:n2,iTE:P1135:n2,P1008,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1008:n2,"A misfit layer sulfide (BiS)(1.2)(TiS2)(2) with a natural superlattice structure has been shown to be a promising thermoelectric material, but its high carrier concentration should be reduced so as to further optimize the thermoelectric performance. However, ordinary acceptor doping has not succeeded because of the non-parabolic band structure. In this paper, we have successfully doped chromium ions into the Ti sites, which can maintain or even enhance the high effective mass of electrons so as to effectively improve ZT value. X-ray diffraction analysis, coupled with X-ray photoelectron spectroscopy, shows that chromium has been substituted into titanium sites in TiS2 layers and confirms its ionic state. The chromium doping has successfully reduced the carrier concentration with the subsequent reduction of electrical conductivity. Unlike other acceptor dopants (alkaline earth metals), chromium also enhances Seebeck coefficient and the effective mass, which can possibly be attributed to the formation of additional resonant states near Fermi level. Though the power factor does not improve, the significant reduction in the electronic part of the thermal conductivity leads to a measurable improvement in ZT.","the Ti sites, which can maintain or even enhance the high effective mass of electrons so as to effectively improve ZT value. X-ray diffraction analysis, coupled with X-ray photoelectron spectroscopy, shows that chromium has been substituted into titanium sites in TiS2 layers and confirms its ionic state. The chromium doping has successfully reduced the carrier concentration with the subsequent reduction of electrical conductivity. Unlike other acceptor dopants (alkaline earth metals), chromium also enhances Seebeck coefficient and the effective mass, which",408,970
iTE:P1009:n2,iTE:P1135:n2,P1009,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/evidence_cards.jsonl,mention_id=iTE:P1009:n2,"The perovskite halide materials namely CsZnCl3-aYa (Y=C, N and a = 0, 1) have been studied in the frame work of density functional theory (DFT). These materials are computed from the doping of Carbon (C) and Nitrogen (N) atoms in cubic nonmagnetic parent perovskite CsZnCl3 and have been tested on the ground of magnetism, electronic band gap henceforth the optoelectronic and thermoelectric performances. Interestingly, the doping turns out from semiconducting to spin semiconducting nature. Further, photon frequency dependent optical properties like dielectric function, absorption coefficient, refractive index, energy loss function, reflectivity etc. have been accounted. The considered materials are optically active and absorbance of photon energy is found in UV-region. The figure of merit for CsZnCl3 is calculated to be 0.79 and increases to almost 1.0 with the doping of C and N. This implies that mixed halide perovskites CsZnCl2C and CsZnCl2N, are superior materials for thermoelectric generators.","from semiconducting to spin semiconducting nature. Further, photon frequency dependent optical properties like dielectric function, absorption coefficient, refractive index, energy loss function, reflectivity etc. have been accounted. The considered materials are optically active and absorbance of photon energy is found in UV-region. The figure of merit for CsZnCl3 is calculated to be 0.79 and increases to almost 1.0 with the doping of C and N. This implies that mixed halide perovskites CsZnCl2C and CsZnCl2N, are superior materials for thermoelectric generators.",442,1010
