article_role,assertion,claim_id,claim_scope,conditions,context_quotes,decision_source,doi,domain,evidence_spans,id,joint_factor_local_resolution,joint_factor_raw_values,joint_factors,modality,modality_evidence,modality_spans,note,object,object_id,object_role,paper_id,paper_input_hash,paper_title,predicate,quote,relation_id,review_reason,review_status,scope,source,status,subject,subject_id,subject_role,target,year
research,hypothesis,iTE:P0630:r003,own_work,"As cheap, non-toxic thermoelectric materials.",[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.cap.2020.10.012,iTE,"[{""start"":0,""end"":424}]",r003,,,[],unspecified,[],[],,Planar flexible thermoelectric modules powering portable and wearable electronics and miniature devices,P0630:app,application,P0630,5b16d2ccd25bfdb14a485c8c0bf9a62a100e7523394e467ccf2ed7448c27cca7,Flexible thermoelectric module based on zinc oxide thin film grown via SILAR,are_intended_for,"In this work, we used the low temperature solution growth Successive Ionic Layer Adsorption and Reaction (SILAR) for a deposition of the nanostructured undoped and indium doped (ZnO and ZnO:In) thin films on flexible polyimide (PI) substrates for their use as cheap non-toxic thermoelectric materials in the flexible thermoelectric modules of planar type to power up portable and wearable electronics and miniature devices. ",P0630:r003,,not_targeted_by_full_audit_v1,application_sensing,iTE:C86fcb867218222,accepted,Nanostructured undoped ZnO and indium-doped ZnO thin films,P0630:films,material_entity,iTE:Ccc56bf403e5d84,2021
research,author_claim,iTE:P0630:r004,own_work,,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.cap.2020.10.012,iTE,"[{""start"":424,""end"":735}]",r004,,,[],experimental,"[""In this work, we used the low temperature solution growth Successive Ionic Layer Adsorption and Reaction (SILAR) for a deposition of the nanostructured undoped and indium doped (ZnO and ZnO:In) thin films on flexible polyimide (PI) substrates for their use as cheap non-toxic thermoelectric materials in the flexible thermoelectric modules of planar type to power up portable and wearable electronics and miniature devices. "",""The use of a zincate solution in the SILAR method allows to obtain ZnO:In film, which after post-growth annealing at 300 degrees C has low resistivity rho approximate to 0.02 Omega m, and high Seebeck coefficient-147 mu V/K and thermoelectric power factor similar to 1 mu W K-2 m(-1) at near-room temperatures. ""]","[{""start"":0,""end"":424},{""start"":424,""end"":735}]",,ZnO:In film,P0630:in,material_entity,P0630,5b16d2ccd25bfdb14a485c8c0bf9a62a100e7523394e467ccf2ed7448c27cca7,Flexible thermoelectric module based on zinc oxide thin film grown via SILAR,enables_preparation_of,"The use of a zincate solution in the SILAR method allows to obtain ZnO:In film, which after post-growth annealing at 300 degrees C has low resistivity rho approximate to 0.02 Omega m, and high Seebeck coefficient-147 mu V/K and thermoelectric power factor similar to 1 mu W K-2 m(-1) at near-room temperatures. ",P0630:r004,,not_targeted_by_full_audit_v1,measurement_method_model,iTE:C60a88c5ee90892,accepted,Zincate solution in SILAR,P0630:zinc,design_strategy,iTE:C65e45fb717d448,2021
research,author_claim,iTE:P0630:r005,own_work,Zincate-solution SILAR film after post-growth annealing at 300 °C; near-room-temperature properties.,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.cap.2020.10.012,iTE,"[{""start"":424,""end"":735}]",r005,,,[],unspecified,[],[],,Resistivity ≈ 0.02 Ω m,P0630:rho,quantity,P0630,5b16d2ccd25bfdb14a485c8c0bf9a62a100e7523394e467ccf2ed7448c27cca7,Flexible thermoelectric module based on zinc oxide thin film grown via SILAR,has,"The use of a zincate solution in the SILAR method allows to obtain ZnO:In film, which after post-growth annealing at 300 degrees C has low resistivity rho approximate to 0.02 Omega m, and high Seebeck coefficient-147 mu V/K and thermoelectric power factor similar to 1 mu W K-2 m(-1) at near-room temperatures. ",P0630:r005,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C65e45fb717d448,accepted,ZnO:In film,P0630:in,material_entity,iTE:C8e1c32731bd10b,2021
research,author_claim,iTE:P0630:r006,own_work,Zincate-solution SILAR film after post-growth annealing at 300 °C; near-room temperature.,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.cap.2020.10.012,iTE,"[{""start"":424,""end"":735}]",r006,,,[],unspecified,[],[],,Seebeck coefficient −147 μV/K,P0630:s,quantity,P0630,5b16d2ccd25bfdb14a485c8c0bf9a62a100e7523394e467ccf2ed7448c27cca7,Flexible thermoelectric module based on zinc oxide thin film grown via SILAR,has,"The use of a zincate solution in the SILAR method allows to obtain ZnO:In film, which after post-growth annealing at 300 degrees C has low resistivity rho approximate to 0.02 Omega m, and high Seebeck coefficient-147 mu V/K and thermoelectric power factor similar to 1 mu W K-2 m(-1) at near-room temperatures. ",P0630:r006,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C65e45fb717d448,accepted,ZnO:In film,P0630:in,material_entity,iTE:Cdf72a3582a9a23,2021
research,author_claim,iTE:P0630:r007,own_work,Zincate-solution SILAR film after post-growth annealing at 300 °C; near-room temperature.,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.cap.2020.10.012,iTE,"[{""start"":424,""end"":735}]",r007,,,[],unspecified,[],[],,Thermoelectric power factor ≈ 1 μW K−2 m−1,P0630:pf,performance_function,P0630,5b16d2ccd25bfdb14a485c8c0bf9a62a100e7523394e467ccf2ed7448c27cca7,Flexible thermoelectric module based on zinc oxide thin film grown via SILAR,has,"The use of a zincate solution in the SILAR method allows to obtain ZnO:In film, which after post-growth annealing at 300 degrees C has low resistivity rho approximate to 0.02 Omega m, and high Seebeck coefficient-147 mu V/K and thermoelectric power factor similar to 1 mu W K-2 m(-1) at near-room temperatures. ",P0630:r007,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C65e45fb717d448,accepted,ZnO:In film,P0630:in,material_entity,iTE:Cdcd61c2f878486,2021
research,author_claim,iTE:P0630:r008,own_work,Designed and tested to demonstrate film operability in a thermoelectric device.,"[""As evidence of the operability of the manufactured films as the basis of the TE device, we have designed and tested experimental lightweight thin-film thermoelectric module. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.cap.2020.10.012,iTE,"[{""start"":0,""end"":424},{""start"":735,""end"":909}]",r008,,,[],experimental,"[""As evidence of the operability of the manufactured films as the basis of the TE device, we have designed and tested experimental lightweight thin-film thermoelectric module. ""]","[{""start"":735,""end"":909}]",,Experimental lightweight thin-film thermoelectric module,P0630:module,material_entity,P0630,5b16d2ccd25bfdb14a485c8c0bf9a62a100e7523394e467ccf2ed7448c27cca7,Flexible thermoelectric module based on zinc oxide thin film grown via SILAR,serve_as_basis_of,"In this work, we used the low temperature solution growth Successive Ionic Layer Adsorption and Reaction (SILAR) for a deposition of the nanostructured undoped and indium doped (ZnO and ZnO:In) thin films on flexible polyimide (PI) substrates for their use as cheap non-toxic thermoelectric materials in the flexible thermoelectric modules of planar type to power up portable and wearable electronics and miniature devices. ",P0630:r008,,not_targeted_by_full_audit_v1,device_thermal_management,iTE:C86fcb867218222,accepted,Nanostructured undoped ZnO and indium-doped ZnO thin films,P0630:films,material_entity,iTE:C524ab883da19b8,2021
research,author_claim,iTE:P0630:r009,own_work,At ΔT = 50 K.,"[""This TE module is able to produce specific output power 0.8 mu W/m(2) at Delta T = 50 K.""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.cap.2020.10.012,iTE,"[{""start"":735,""end"":909},{""start"":909,""end"":997}]",r009,,,[],experimental,"[""As evidence of the operability of the manufactured films as the basis of the TE device, we have designed and tested experimental lightweight thin-film thermoelectric module. ""]","[{""start"":735,""end"":909}]",,Specific output power of 0.8 μW/m²,P0630:power,performance_function,P0630,5b16d2ccd25bfdb14a485c8c0bf9a62a100e7523394e467ccf2ed7448c27cca7,Flexible thermoelectric module based on zinc oxide thin film grown via SILAR,produces,"As evidence of the operability of the manufactured films as the basis of the TE device, we have designed and tested experimental lightweight thin-film thermoelectric module. ",P0630:r009,,not_targeted_by_full_audit_v1,device_thermal_management,iTE:C524ab883da19b8,accepted,Experimental lightweight thin-film thermoelectric module,P0630:module,material_entity,iTE:C2b7fc6da5c1edb,2021
research,author_claim,iTE:P0631:r001,own_work,Density function theory as stated in the abstract.,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1088/0256-307X/38/4/046301,iTE,"[{""start"":73,""end"":205}]",r001,,,[],computational,"[""Here, Zintl phase BaAgSb in space group of P6(3)/mmc is reported as a promising thermoelectric material in density function theory. ""]","[{""start"":73,""end"":205}]",,P6₃/mmc space group,P0631:sg,state_structure,P0631,dda95d849a7bd66fcf8fe64c9408a95e1edf60f1032ee64d59a16e85608cdd0a,Zintl Phase BaAgSb: Low Thermal Conductivity and High Performance Thermoelectric Material in Ab Initio Calculation,has_space_group,"Here, Zintl phase BaAgSb in space group of P6(3)/mmc is reported as a promising thermoelectric material in density function theory. ",P0631:r001,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C5711d384159599,accepted,Zintl-phase BaAgSb,P0631:b,material_entity,iTE:C846736411cb10e,2021
research,author_claim,iTE:P0631:r002,own_work,Theoretical investigation of lattice thermal conductivity and phonon transport.,"[""The anisotropic lattice thermal conductivity and phonon transport properties are investigated in theory. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1088/0256-307X/38/4/046301,iTE,"[{""start"":73,""end"":205},{""start"":205,""end"":310}]",r002,,,[],theoretical,"[""The anisotropic lattice thermal conductivity and phonon transport properties are investigated in theory. ""]","[{""start"":205,""end"":310}]",,Anisotropic lattice thermal conductivity,P0631:anis,descriptor,P0631,dda95d849a7bd66fcf8fe64c9408a95e1edf60f1032ee64d59a16e85608cdd0a,Zintl Phase BaAgSb: Low Thermal Conductivity and High Performance Thermoelectric Material in Ab Initio Calculation,has,"Here, Zintl phase BaAgSb in space group of P6(3)/mmc is reported as a promising thermoelectric material in density function theory. ",P0631:r002,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C5711d384159599,accepted,Zintl-phase BaAgSb,P0631:b,material_entity,iTE:Cadffc99febfeaf,2021
research,author_claim,iTE:P0631:r003,own_work,Theoretical phonon-transport investigation.,"[""The strong phonon-phonon scattering in BaAgSb exhibits ultra-low lattice thermal conductivity of 0.59 W.m(-1).K-1 along c-axis at 800 K, and high thermoelectric performance ZT = 0.94 at 400 K. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1088/0256-307X/38/4/046301,iTE,"[{""start"":205,""end"":310},{""start"":310,""end"":503}]",r003,,,[],theoretical,"[""The anisotropic lattice thermal conductivity and phonon transport properties are investigated in theory. ""]","[{""start"":205,""end"":310}]",,Strong phonon–phonon scattering,P0631:scatter,interaction,P0631,dda95d849a7bd66fcf8fe64c9408a95e1edf60f1032ee64d59a16e85608cdd0a,Zintl Phase BaAgSb: Low Thermal Conductivity and High Performance Thermoelectric Material in Ab Initio Calculation,exhibits,The anisotropic lattice thermal conductivity and phonon transport properties are investigated in theory. ,P0631:r003,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C5711d384159599,accepted,Zintl-phase BaAgSb,P0631:b,material_entity,iTE:C2d7246b340d026,2021
research,author_claim,iTE:P0631:r004,own_work,Along the c-axis at 800 K; theoretical investigation.,"[""The strong phonon-phonon scattering in BaAgSb exhibits ultra-low lattice thermal conductivity of 0.59 W.m(-1).K-1 along c-axis at 800 K, and high thermoelectric performance ZT = 0.94 at 400 K. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1088/0256-307X/38/4/046301,iTE,"[{""start"":205,""end"":310},{""start"":310,""end"":503}]",r004,,,[],theoretical,"[""The anisotropic lattice thermal conductivity and phonon transport properties are investigated in theory. ""]","[{""start"":205,""end"":310}]",,Lattice thermal conductivity of 0.59 W m−1 K−1,P0631:k,quantity,P0631,dda95d849a7bd66fcf8fe64c9408a95e1edf60f1032ee64d59a16e85608cdd0a,Zintl Phase BaAgSb: Low Thermal Conductivity and High Performance Thermoelectric Material in Ab Initio Calculation,has,The anisotropic lattice thermal conductivity and phonon transport properties are investigated in theory. ,P0631:r004,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C5711d384159599,accepted,Zintl-phase BaAgSb,P0631:b,material_entity,iTE:Cc1adb22881a208,2021
research,association,iTE:P0631:r005,own_work,"BaAgSb, c-axis, 800 K; theoretical phonon-transport investigation.","[""The strong phonon-phonon scattering in BaAgSb exhibits ultra-low lattice thermal conductivity of 0.59 W.m(-1).K-1 along c-axis at 800 K, and high thermoelectric performance ZT = 0.94 at 400 K. ""]","{""response_path"":""runs/repair_016/response.json"",""response_sha256"":""3da6510092336eff0a64ad94146dfb7214b233c09b6c83c592d3d14cf7e59878"",""input_sha256"":""357e5fcbf8ecce979debc8469a5060f576a865a9e6c2fc527838315af18aa011"",""model"":""gpt-6-astra"",""job_id"":""repair_016"",""action"":""replace""}",10.1088/0256-307X/38/4/046301,iTE,"[{""start"":205,""end"":310},{""start"":310,""end"":503}]",r005,,,[],theoretical,"[""The anisotropic lattice thermal conductivity and phonon transport properties are investigated in theory. ""]","[{""start"":205,""end"":310}]",Targeted single-pass audit revision; no second independent semantic check performed.,Lattice thermal conductivity of 0.59 W m−1 K−1,P0631:k,quantity,P0631,dda95d849a7bd66fcf8fe64c9408a95e1edf60f1032ee64d59a16e85608cdd0a,Zintl Phase BaAgSb: Low Thermal Conductivity and High Performance Thermoelectric Material in Ab Initio Calculation,is_associated_with,The anisotropic lattice thermal conductivity and phonon transport properties are investigated in theory. ,P0631:r005,The source links scattering to the numerical conductivity without clearly establishing the stronger causal accounts_for relation.,model_repaired_not_independently_rechecked,intrinsic_material_mechanism,iTE:C2d7246b340d026,accepted,Strong phonon–phonon scattering,P0631:scatter,interaction,iTE:Cc1adb22881a208,2021
research,author_claim,iTE:P0631:r006,own_work,At 400 K; density function theory.,"[""The strong phonon-phonon scattering in BaAgSb exhibits ultra-low lattice thermal conductivity of 0.59 W.m(-1).K-1 along c-axis at 800 K, and high thermoelectric performance ZT = 0.94 at 400 K. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1088/0256-307X/38/4/046301,iTE,"[{""start"":73,""end"":205},{""start"":310,""end"":503}]",r006,,,[],computational,"[""Here, Zintl phase BaAgSb in space group of P6(3)/mmc is reported as a promising thermoelectric material in density function theory. ""]","[{""start"":73,""end"":205}]",,ZT = 0.94,P0631:zt,performance_function,P0631,dda95d849a7bd66fcf8fe64c9408a95e1edf60f1032ee64d59a16e85608cdd0a,Zintl Phase BaAgSb: Low Thermal Conductivity and High Performance Thermoelectric Material in Ab Initio Calculation,has,"Here, Zintl phase BaAgSb in space group of P6(3)/mmc is reported as a promising thermoelectric material in density function theory. ",P0631:r006,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C5711d384159599,accepted,Zintl-phase BaAgSb,P0631:b,material_entity,iTE:C1c9a1ce04538b7,2021
research,association,iTE:P0631:r007,own_work,BaAgSb; ZT = 0.94 at 400 K; density function theory. Abstract jointly attributes low conductivity and high performance to strong scattering.,"[""The strong phonon-phonon scattering in BaAgSb exhibits ultra-low lattice thermal conductivity of 0.59 W.m(-1).K-1 along c-axis at 800 K, and high thermoelectric performance ZT = 0.94 at 400 K. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1088/0256-307X/38/4/046301,iTE,"[{""start"":73,""end"":205},{""start"":310,""end"":503}]",r007,,,[],computational,"[""Here, Zintl phase BaAgSb in space group of P6(3)/mmc is reported as a promising thermoelectric material in density function theory. ""]","[{""start"":73,""end"":205}]",,ZT = 0.94,P0631:zt,performance_function,P0631,dda95d849a7bd66fcf8fe64c9408a95e1edf60f1032ee64d59a16e85608cdd0a,Zintl Phase BaAgSb: Low Thermal Conductivity and High Performance Thermoelectric Material in Ab Initio Calculation,is_associated_with,"Here, Zintl phase BaAgSb in space group of P6(3)/mmc is reported as a promising thermoelectric material in density function theory. ",P0631:r007,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C2d7246b340d026,accepted,Strong phonon–phonon scattering,P0631:scatter,interaction,iTE:C1c9a1ce04538b7,2021
research,author_claim,iTE:P0631:r008,own_work,Density function theory.,"[""The mix of covalent and ionic bond supports high carrier mobility and low thermal conductivity. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1088/0256-307X/38/4/046301,iTE,"[{""start"":73,""end"":205},{""start"":503,""end"":599}]",r008,,,[],computational,"[""Here, Zintl phase BaAgSb in space group of P6(3)/mmc is reported as a promising thermoelectric material in density function theory. ""]","[{""start"":73,""end"":205}]",,Mixed covalent and ionic bonding,P0631:bond,interaction,P0631,dda95d849a7bd66fcf8fe64c9408a95e1edf60f1032ee64d59a16e85608cdd0a,Zintl Phase BaAgSb: Low Thermal Conductivity and High Performance Thermoelectric Material in Ab Initio Calculation,has,"Here, Zintl phase BaAgSb in space group of P6(3)/mmc is reported as a promising thermoelectric material in density function theory. ",P0631:r008,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C5711d384159599,accepted,Zintl-phase BaAgSb,P0631:b,material_entity,iTE:C2e8fa896b14bd0,2021
research,author_claim,iTE:P0631:r009,own_work,BaAgSb; density function theory.,"[""The mix of covalent and ionic bond supports high carrier mobility and low thermal conductivity. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1088/0256-307X/38/4/046301,iTE,"[{""start"":73,""end"":205},{""start"":503,""end"":599}]",r009,,,[],computational,"[""Here, Zintl phase BaAgSb in space group of P6(3)/mmc is reported as a promising thermoelectric material in density function theory. ""]","[{""start"":73,""end"":205}]",,High carrier mobility,P0631:mob,performance_function,P0631,dda95d849a7bd66fcf8fe64c9408a95e1edf60f1032ee64d59a16e85608cdd0a,Zintl Phase BaAgSb: Low Thermal Conductivity and High Performance Thermoelectric Material in Ab Initio Calculation,supports,"Here, Zintl phase BaAgSb in space group of P6(3)/mmc is reported as a promising thermoelectric material in density function theory. ",P0631:r009,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C2e8fa896b14bd0,accepted,Mixed covalent and ionic bonding,P0631:bond,interaction,iTE:C874b79b437e35f,2021
research,author_claim,iTE:P0631:r010,own_work,BaAgSb; density function theory.,"[""The mix of covalent and ionic bond supports high carrier mobility and low thermal conductivity. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1088/0256-307X/38/4/046301,iTE,"[{""start"":73,""end"":205},{""start"":503,""end"":599}]",r010,,,[],computational,"[""Here, Zintl phase BaAgSb in space group of P6(3)/mmc is reported as a promising thermoelectric material in density function theory. ""]","[{""start"":73,""end"":205}]",,Low thermal conductivity,P0631:low,quantity,P0631,dda95d849a7bd66fcf8fe64c9408a95e1edf60f1032ee64d59a16e85608cdd0a,Zintl Phase BaAgSb: Low Thermal Conductivity and High Performance Thermoelectric Material in Ab Initio Calculation,supports,"Here, Zintl phase BaAgSb in space group of P6(3)/mmc is reported as a promising thermoelectric material in density function theory. ",P0631:r010,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C2e8fa896b14bd0,accepted,Mixed covalent and ionic bonding,P0631:bond,interaction,iTE:C49c2b615492475,2021
research,author_claim,iTE:P0632:r001,own_work,,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.jallcom.2009.04.100,iTE,"[{""start"":0,""end"":216}]",r001,,,[],experimental,"[""Perovskite-type rare earth cobalt oxide RCoO3 (R = Pr, Nd, Tb, Dy) ceramics were prepared by reaction sintering of corresponding metal oxide powders, and their thermoelectric performances were evaluated up to 873 K. ""]","[{""start"":0,""end"":216}]",,"RCoO3 ceramics (R = Pr, Nd, Tb, Dy)",P0632:r,material_entity,P0632,f6572fb9acf44ac426bca6deb490611687ff4eb3eae9be9f9d60d4279bac0bd8,"Influence of ionic sizes of rare earths on thermoelectric properties of perovskite-type rare earth cobalt oxides RCoO3 (R = Pr, Nd, Tb, Dy)",produces,"Perovskite-type rare earth cobalt oxide RCoO3 (R = Pr, Nd, Tb, Dy) ceramics were prepared by reaction sintering of corresponding metal oxide powders, and their thermoelectric performances were evaluated up to 873 K. ",P0632:r001,,not_targeted_by_full_audit_v1,measurement_method_model,iTE:C8deae181360b58,accepted,Reaction sintering of corresponding metal oxide powders,P0632:prep,design_strategy,iTE:Cbc36a49a2a948d,2009
research,author_claim,iTE:P0632:r002,own_work,,[],"{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.jallcom.2009.04.100,iTE,"[{""start"":0,""end"":216}]",r002,,,[],unspecified,[],[],,Perovskite-type structure,P0632:per,state_structure,P0632,f6572fb9acf44ac426bca6deb490611687ff4eb3eae9be9f9d60d4279bac0bd8,"Influence of ionic sizes of rare earths on thermoelectric properties of perovskite-type rare earth cobalt oxides RCoO3 (R = Pr, Nd, Tb, Dy)",has,"Perovskite-type rare earth cobalt oxide RCoO3 (R = Pr, Nd, Tb, Dy) ceramics were prepared by reaction sintering of corresponding metal oxide powders, and their thermoelectric performances were evaluated up to 873 K. ",P0632:r002,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:Cbc36a49a2a948d,accepted,"RCoO3 ceramics (R = Pr, Nd, Tb, Dy)",P0632:r,material_entity,iTE:Cc5956023bf2dcd,2009
research,author_claim,iTE:P0632:r003,own_work,RCoO3 ceramics evaluated up to 873 K; described as typical semiconducting behavior.,"[""The electrical conductivity of RCoO3 increased with increasing temperature while the Seebeck coefficient decreased, which was a typical semiconducting characteristic. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.jallcom.2009.04.100,iTE,"[{""start"":0,""end"":216},{""start"":216,""end"":383}]",r003,,,[],experimental,"[""Perovskite-type rare earth cobalt oxide RCoO3 (R = Pr, Nd, Tb, Dy) ceramics were prepared by reaction sintering of corresponding metal oxide powders, and their thermoelectric performances were evaluated up to 873 K. ""]","[{""start"":0,""end"":216}]",,RCoO3 electrical conductivity,P0632:sigma,quantity,P0632,f6572fb9acf44ac426bca6deb490611687ff4eb3eae9be9f9d60d4279bac0bd8,"Influence of ionic sizes of rare earths on thermoelectric properties of perovskite-type rare earth cobalt oxides RCoO3 (R = Pr, Nd, Tb, Dy)",increases,"Perovskite-type rare earth cobalt oxide RCoO3 (R = Pr, Nd, Tb, Dy) ceramics were prepared by reaction sintering of corresponding metal oxide powders, and their thermoelectric performances were evaluated up to 873 K. ",P0632:r003,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C426670f3c44c3b,accepted,Increasing temperature,P0632:temp,condition,iTE:C34f5c8f10c8495,2009
research,author_claim,iTE:P0632:r004,own_work,RCoO3 ceramics evaluated up to 873 K; described as typical semiconducting behavior.,"[""The electrical conductivity of RCoO3 increased with increasing temperature while the Seebeck coefficient decreased, which was a typical semiconducting characteristic. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.jallcom.2009.04.100,iTE,"[{""start"":0,""end"":216},{""start"":216,""end"":383}]",r004,,,[],experimental,"[""Perovskite-type rare earth cobalt oxide RCoO3 (R = Pr, Nd, Tb, Dy) ceramics were prepared by reaction sintering of corresponding metal oxide powders, and their thermoelectric performances were evaluated up to 873 K. ""]","[{""start"":0,""end"":216}]",,RCoO3 Seebeck coefficient,P0632:s,quantity,P0632,f6572fb9acf44ac426bca6deb490611687ff4eb3eae9be9f9d60d4279bac0bd8,"Influence of ionic sizes of rare earths on thermoelectric properties of perovskite-type rare earth cobalt oxides RCoO3 (R = Pr, Nd, Tb, Dy)",decreases,"Perovskite-type rare earth cobalt oxide RCoO3 (R = Pr, Nd, Tb, Dy) ceramics were prepared by reaction sintering of corresponding metal oxide powders, and their thermoelectric performances were evaluated up to 873 K. ",P0632:r004,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C426670f3c44c3b,accepted,Increasing temperature,P0632:temp,condition,iTE:C967c9c7667d260,2009
research,author_claim,iTE:P0632:r005,own_work,"Across RCoO3 with R = Pr, Nd, Tb, Dy.","[""The conductivity and the Seebeck coefficient also depend on the ionic radii of the rare earth cations. "",""The former decreased while the latter increased with decreasing ionic radii. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.jallcom.2009.04.100,iTE,"[{""start"":0,""end"":216},{""start"":383,""end"":486},{""start"":486,""end"":563}]",r005,,,[],experimental,"[""Perovskite-type rare earth cobalt oxide RCoO3 (R = Pr, Nd, Tb, Dy) ceramics were prepared by reaction sintering of corresponding metal oxide powders, and their thermoelectric performances were evaluated up to 873 K. ""]","[{""start"":0,""end"":216}]",,RCoO3 electrical conductivity,P0632:sigma,quantity,P0632,f6572fb9acf44ac426bca6deb490611687ff4eb3eae9be9f9d60d4279bac0bd8,"Influence of ionic sizes of rare earths on thermoelectric properties of perovskite-type rare earth cobalt oxides RCoO3 (R = Pr, Nd, Tb, Dy)",decreases,"Perovskite-type rare earth cobalt oxide RCoO3 (R = Pr, Nd, Tb, Dy) ceramics were prepared by reaction sintering of corresponding metal oxide powders, and their thermoelectric performances were evaluated up to 873 K. ",P0632:r005,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C11e6113224c4ec,accepted,Decreasing rare-earth cation ionic radius,P0632:radius,condition,iTE:C34f5c8f10c8495,2009
research,author_claim,iTE:P0632:r006,own_work,"Across RCoO3 with R = Pr, Nd, Tb, Dy.","[""The conductivity and the Seebeck coefficient also depend on the ionic radii of the rare earth cations. "",""The former decreased while the latter increased with decreasing ionic radii. ""]","{""run"":""full_extraction_v1"",""action"":""unchanged""}",10.1016/j.jallcom.2009.04.100,iTE,"[{""start"":0,""end"":216},{""start"":383,""end"":486},{""start"":486,""end"":563}]",r006,,,[],experimental,"[""Perovskite-type rare earth cobalt oxide RCoO3 (R = Pr, Nd, Tb, Dy) ceramics were prepared by reaction sintering of corresponding metal oxide powders, and their thermoelectric performances were evaluated up to 873 K. ""]","[{""start"":0,""end"":216}]",,RCoO3 Seebeck coefficient,P0632:s,quantity,P0632,f6572fb9acf44ac426bca6deb490611687ff4eb3eae9be9f9d60d4279bac0bd8,"Influence of ionic sizes of rare earths on thermoelectric properties of perovskite-type rare earth cobalt oxides RCoO3 (R = Pr, Nd, Tb, Dy)",increases,"Perovskite-type rare earth cobalt oxide RCoO3 (R = Pr, Nd, Tb, Dy) ceramics were prepared by reaction sintering of corresponding metal oxide powders, and their thermoelectric performances were evaluated up to 873 K. ",P0632:r006,,not_targeted_by_full_audit_v1,intrinsic_material_mechanism,iTE:C11e6113224c4ec,accepted,Decreasing rare-earth cation ionic radius,P0632:radius,condition,iTE:C967c9c7667d260,2009
