entry_id,paper_id,year,title,doi,role,text,x,y
TG_0082_mechanism,TG_0082,2026,Boosting Gel-Based Thermogalvanic Energy Harvesting via Metal Oxide Nanostructured Electrodes,10.1002/smll.202514359,mechanism,metal oxide nanostructures enlarge electroactive area and oxygen vacancies; TiO2-ferrocyanide coordination facilitates interfacial charge transfer,15.319124,0.916143
TG_0083_material,TG_0083,2026,Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics,10.1016/j.nanoen.2026.111909,material,ZnAl-LDH cross-linked P(AM-ANA)/CMCS thermogalvanic hydrogel with Fe(CN)6 3-/4- in water-methanol,15.299562,6.0957427
TG_0083_mechanism,TG_0083,2026,Self-powered thermogalvanic cells based on layered double hydroxides cross-linking hydrogel: Enhanced thermoelectric performance and mechanical stretchability for IoT wearable electronics,10.1016/j.nanoen.2026.111909,mechanism,"ZnAl-LDH selectively binds ferrocyanide, increases redox entropy difference, and creates anion transport pathways while reinforcing hydrogel",15.568652,1.848901
TG_0084_material,TG_0084,2026,Polymer-Redox Interactions Enhance Ferro/Ferricyanide Thermogalvanic Cells,10.1002/adfm.76685,material,aqueous ferro/ferricyanide thermogalvanic electrolyte with potassium polyacrylate,11.690712,4.178364
TG_0084_mechanism,TG_0084,2026,Polymer-Redox Interactions Enhance Ferro/Ferricyanide Thermogalvanic Cells,10.1002/adfm.76685,mechanism,PAA-/K+ polyelectrolyte-redox interactions modify hydration shells and increase redox entropy difference despite higher viscosity,15.56029,1.939668
TG_0085_material,TG_0085,2026,Enhanced long-term discharge stability of aqueous thermogalvanic cells through thermal resistance network,10.1016/j.applthermaleng.2026.130371,material,liquid thermogalvanic cells modeled with thermal resistance network,14.411181,0.87418866
TG_0085_mechanism,TG_0085,2026,Enhanced long-term discharge stability of aqueous thermogalvanic cells through thermal resistance network,10.1016/j.applthermaleng.2026.130371,mechanism,"internal thermal resistance regulates electrode temperature changes and concentration overpotential, balancing heat transfer and mass transport for stable discharge",14.382507,0.8165528
TG_0086_material,TG_0086,2026,A Thermogalvanic Cell Microneedle Patch for Integrated Diagnosis and Treatment of UV-Induced Early Skin Cancer,10.1021/acs.analchem.5c08278,material,"thermogalvanic microneedle patch with LFIA, PtPB@PEG@hairpin aptamer nanoparticles, quercetin phase-transition microneedles",13.564058,5.371722
TG_0086_mechanism,TG_0086,2026,A Thermogalvanic Cell Microneedle Patch for Integrated Diagnosis and Treatment of UV-Induced Early Skin Cancer,10.1021/acs.analchem.5c08278,mechanism,"photothermal-thermoelectric coupling powers transdermal 8-OH-dG extraction; aptamer/nanozyme and SERS enable detection, NIR photothermal release enables therapy",14.522992,6.2303863
TG_0087_material,TG_0087,2023,Experimental and simulated thermal resistance of thermogalvanic cells with triply periodic minimal surface structures,10.1016/j.ijthermalsci.2023.108430,material,"thermogalvanic cells with Split P, Schwarz P, Gyroid, and IWP triply periodic minimal surface structures",14.2607155,4.3639402
TG_0087_mechanism,TG_0087,2023,Experimental and simulated thermal resistance of thermogalvanic cells with triply periodic minimal surface structures,10.1016/j.ijthermalsci.2023.108430,mechanism,"TPMS geometries alter thermal resistance and natural convection, controlling temperature difference across thermogalvanic cells",14.326699,1.0138725
TG_0088_material,TG_0088,2023,Rational Material Selection for Li-Ion-Based Thermogalvanic Harvesting Devices,10.1021/acs.chemmater.3c01129,material,"thin-film Li-ion TREC electrode materials LiMn2O4, Li4Ti5O12, LiFePO4, anatase TiO2, Cl-doped amorphous TiO2",13.778871,5.7153554
TG_0088_mechanism,TG_0088,2023,Rational Material Selection for Li-Ion-Based Thermogalvanic Harvesting Devices,10.1021/acs.chemmater.3c01129,mechanism,"thermogalvanic characterization links electrode thermogalvanic coefficient, lithiation-state dependence, and kinetics to TREC material selection",13.68893,1.6272771
TG_0089_material,TG_0089,2018,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,10.1038/s41467-018-07625-9,material,aqueous ferri/ferrocyanide electrolyte with guanidinium and urea additives,11.664672,3.829136
TG_0089_mechanism,TG_0089,2018,Aqueous thermogalvanic cells with a high Seebeck coefficient for low-grade heat harvest,10.1038/s41467-018-07625-9,mechanism,guanidinium chaotropic cations and urea amide derivatives synergistically enlarge redox entropy difference and boost Seebeck coefficient,15.403753,1.917115
TG_0090_material,TG_0090,2024,Tracking Decomposition Layer Formation in Thin-Film Si Electrodes via Thermogalvanic Profiles,10.1002/smtd.202300857,material,thin-film Si Li-ion electrodes with LiPON coating,13.737291,5.7919126
TG_0090_mechanism,TG_0090,2024,Tracking Decomposition Layer Formation in Thin-Film Si Electrodes via Thermogalvanic Profiles,10.1002/smtd.202300857,mechanism,"thermogalvanic profiles reveal formation, passivation, and later degradation of electrolyte decomposition layers on Si electrodes",14.066542,4.8832846
TG_0091_material,TG_0091,2022,Direct measurement of the genuine efficiency of thermogalvanic heat-to-electricity conversion in thermocells,10.1039/d1sc06340e,material,thermocells with gelled/partially gelled electrolytes and heat-flux sensor measurement,11.648218,3.4192278
TG_0091_mechanism,TG_0091,2022,Direct measurement of the genuine efficiency of thermogalvanic heat-to-electricity conversion in thermocells,10.1039/d1sc06340e,mechanism,direct heat-flux measurement separates electrical output from actual heat flow; gelation suppresses convection/radiation losses and improves true efficiency,14.005527,1.2200013
TG_0092_material,TG_0092,2019,P-N conversion in thermogalvanic cells induced by thermo-sensitive nanogels for body heat harvesting,10.1016/j.nanoen.2018.12.073,material,I-/I3- thermogalvanic cell with PNIPAM thermosensitive nanogels,14.986402,4.48422
TG_0092_mechanism,TG_0092,2019,P-N conversion in thermogalvanic cells induced by thermo-sensitive nanogels for body heat harvesting,10.1016/j.nanoen.2018.12.073,mechanism,"PNIPAM nanogels selectively capture I3- at hot side and release at cold side, creating free-I3- concentration gradient and p-n Seebeck inversion",13.417398,1.4688157
TG_0093_material,TG_0093,2020,"A fundamental study of the thermoelectrochemistry of ferricyanide/ferrocyanide: cation, concentration, ratio, and heterogeneous and homogeneous electrocatalysis effects in thermogalvanic cells",10.1039/d0se00440e,material,K3[Fe(CN)6]/K4[Fe(CN)6] thermocells with alkali chloride/sulfate homogeneous electrocatalysts and Pt/graphite electrodes,15.389125,7.2549653
TG_0093_mechanism,TG_0093,2020,"A fundamental study of the thermoelectrochemistry of ferricyanide/ferrocyanide: cation, concentration, ratio, and heterogeneous and homogeneous electrocatalysis effects in thermogalvanic cells",10.1039/d0se00440e,mechanism,redox ratio/concentration follow Nernst and Butler-Volmer behavior; CsCl alters solvation and electrocatalyzes electron transfer to raise power,15.179981,1.1697216
TG_0094_material,TG_0094,2021,Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting,10.1021/acsaem.1c02060,material,superabsorbent polymer hydrogel matrices hosting [Fe(CN)6]3-/4- and Fe2+/3+ redox ions,15.461242,6.4136333
TG_0094_mechanism,TG_0094,2021,Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting,10.1021/acsaem.1c02060,mechanism,"highly charged monolithic hydrogels host concentrated redox ions, reducing leakage and supporting both thermogalvanic conversion and thermocapacitive storage",13.271499,2.6274905
TG_0095_material,TG_0095,2022,Quasi-solid n-type thermogalvanic thermocells with enhanced ionic conductivity for continuous low-grade heat harvesting,10.1063/5.0120728,material,n-type quasi-solid thermocells with hierarchically anisotropic networks from directional freeze-thawing,16.241982,3.6984646
TG_0095_mechanism,TG_0095,2022,Quasi-solid n-type thermogalvanic thermocells with enhanced ionic conductivity for continuous low-grade heat harvesting,10.1063/5.0120728,mechanism,"aligned crystalline network decouples n-type thermopower and ionic conductivity, improving power while maintaining mechanical stability",12.905696,2.7208574
TG_0096_material,TG_0096,2021,Developing iron-based anionic redox couples for thermogalvanic cells: towards the replacement of the ferricyanide/ferrocyanide redox couple,10.1039/d1gc02989d,material,iron chloride complexes with anionic polycarboxylate/polyaminocarboxylate ligands including NTA and DTPA/DEPTA,14.811035,3.61144
TG_0096_mechanism,TG_0096,2021,Developing iron-based anionic redox couples for thermogalvanic cells: towards the replacement of the ferricyanide/ferrocyanide redox couple,10.1039/d1gc02989d,mechanism,safer iron-ligand anionic redox couples tune thermodynamics and kinetics to replace ferri/ferrocyanide in thermogalvanic cells,11.709292,3.2282438
TG_0097_material,TG_0097,2021,Thermogalvanic cells demonstrate inherent physiochemical limitations in redox-active electrolytes at water-in-salt concentrations,10.1016/j.xcrp.2021.100510,material,concentrated aqueous ferricyanide/ferrocyanide water-in-salt electrolytes with Na+/K+ counterions,11.774143,4.2720184
TG_0097_mechanism,TG_0097,2021,Thermogalvanic cells demonstrate inherent physiochemical limitations in redox-active electrolytes at water-in-salt concentrations,10.1016/j.xcrp.2021.100510,mechanism,Na+/K+ synergy increases redox concentration but water-in-salt physicochemical limits impede proportional power gains,12.730331,4.660253
TG_0098_material,TG_0098,2022,Stimulating green energy potential in Sub-Saharan Africa: An analysis of copper-copper sulphate thermogalvanic cell architecture,10.1016/j.tsep.2022.101448,material,Cu/CuSO4 thermogalvanic cells with H2SO4 background electrolyte,14.323874,4.9134374
TG_0098_mechanism,TG_0098,2022,Stimulating green energy potential in Sub-Saharan Africa: An analysis of copper-copper sulphate thermogalvanic cell architecture,10.1016/j.tsep.2022.101448,mechanism,Cu/Cu2+ thermogalvanic redox under solar-attic temperature gradients converts low-grade heat to charge a battery,15.217461,3.0860863
TG_0099_material,TG_0099,2022,Development of a Method for Thermogalvanic Characterization of Li-Ion Electrodes: A Case Study in Thin-Film Anatase TiO2,10.1021/acs.chemmater.2c00904,material,thin-film anatase TiO2 Li-ion thermogalvanic electrode cell,13.70384,5.754075
TG_0099_mechanism,TG_0099,2022,Development of a Method for Thermogalvanic Characterization of Li-Ion Electrodes: A Case Study in Thin-Film Anatase TiO2,10.1021/acs.chemmater.2c00904,mechanism,iterative lithiation-state-controlled thermogalvanic profiling measures temperature-dependent equilibrium potential and nanoscale phase behavior for TREC design,13.210258,0.933419
TG_0100_material,TG_0100,2021,Thermogalvanic energy harvesting from forced convection cooling of 100-200 °C surfaces generating high power density,10.1039/d1se01264a,material,gamma-butyrolactone-based high-density thermogalvanic electrolyte in microchannel forced-convection cooling cell,14.550123,4.743994
TG_0100_mechanism,TG_0100,2021,Thermogalvanic energy harvesting from forced convection cooling of 100-200 °C surfaces generating high power density,10.1039/d1se01264a,mechanism,"microchannel flow forms thin thermal boundary layer on hot surface, maintaining large interelectrode temperature difference for redox thermogalvanic power during cooling",14.181327,1.742017
TG_0101_material,TG_0101,2018,Hybrid Photothermal Pyroelectric and Thermogalvanic Generator for Multisituation Low Grade Heat Harvesting,10.1002/aenm.201802397,material,carbon nanotube/cellulose nanocrystal photothermal nanocomposite with sponge-confined electrolyte hybrid pyroelectric/thermogalvanic generator,14.088739,6.1591506
TG_0101_mechanism,TG_0101,2018,Hybrid Photothermal Pyroelectric and Thermogalvanic Generator for Multisituation Low Grade Heat Harvesting,10.1002/aenm.201802397,mechanism,CNT/CNC photothermal/electrical conductivity and sponge heat localization enable simultaneous thermogalvanic and pyroelectric conversion across day/night conditions,12.721702,2.4018037
TG_0102_material,TG_0102,2020,Thermogalvanic cells: A side-by-side comparison of measurement methods,10.1016/j.jelechem.2020.114280,material,"thermogalvanic cells/electrolytes measured by load, current, potential, chronoamperometry, and LSV methods",13.778008,3.7251842
TG_0102_mechanism,TG_0102,2020,Thermogalvanic cells: A side-by-side comparison of measurement methods,10.1016/j.jelechem.2020.114280,mechanism,"measurement protocol, timescale, and electrode configuration strongly affect apparent current and power; normalized power by temperature difference is unreliable",14.217866,1.6352857
TG_0103_material,TG_0103,2018,The thermoelectrochemistry of the aqueous iron(ii)/iron(iii) redox couple: significance of the anion and pH in thermogalvanic thermal-to-electrical energy conversion,10.1039/c8se00416a,material,"aqueous Fe(ii)/Fe(iii) salts: ammonium iron sulfate, iron sulfate, iron triflate, iron nitrate",11.3227415,5.01668
TG_0103_mechanism,TG_0103,2018,The thermoelectrochemistry of the aqueous iron(ii)/iron(iii) redox couple: significance of the anion and pH in thermogalvanic thermal-to-electrical energy conversion,10.1039/c8se00416a,mechanism,"anion identity and pH control Fe(ii/iii) speciation/equilibria, changing Seebeck coefficient, current, and power output",14.725882,1.6766505
TG_0104_material,TG_0104,2020,Using iron sulphate to form both n-type and p-typepseudo-thermoelectrics: non-hazardous and 'second life' thermogalvanic cells,10.1039/d0gc01878c,material,aqueous iron(ii/iii) sulfate with sodium sulfate or sodium hydrogen sulfate,11.312072,4.9465303
TG_0104_mechanism,TG_0104,2020,Using iron sulphate to form both n-type and p-typepseudo-thermoelectrics: non-hazardous and 'second life' thermogalvanic cells,10.1039/d0gc01878c,mechanism,sulfate/bisulfate speciation forms n-type [Fe(SO4)2]-/2- or p-type [FeSO4]0/+ and [Fe(HSO4)]+/2+ thermocells safely,14.625853,3.6377718
TG_0105_material,TG_0105,2019,All-Day Thermogalvanic Cells for Environmental Thermal Energy Harvesting,10.34133/2019/2460953,material,"PPy broadband absorber/radiator, thermogalvanic cell, and Cu foam/PEG1000 thermal storage material",13.821269,4.7717566
TG_0105_mechanism,TG_0105,2019,All-Day Thermogalvanic Cells for Environmental Thermal Energy Harvesting,10.34133/2019/2460953,mechanism,"integrated heating, radiative cooling, and thermal storage maintain day/night temperature differences for continuous thermogalvanic output",14.082569,1.925678
TG_0106_material,TG_0106,2019,Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells,10.1016/j.elecom.2019.03.007,material,gelled ferri/ferrocyanide thermogalvanic cells with gold nanoparticles at gel/electrode interface or throughout gel,11.559713,3.3628566
TG_0106_mechanism,TG_0106,2019,Success and failure in the incorporation of gold nanoparticles inside ferri/ferrocyanide thermogalvanic cells,10.1016/j.elecom.2019.03.007,mechanism,Au nanoparticles lower electron-transfer resistance initially but dissolve to passivating Prussian-blue analogues under ferri/ferrocyanide thermogalvanic conditions,11.597885,3.2401712
TG_0107_material,TG_0107,2020,Electrochemical Impedance Analysis of Thermogalvanic Cells,10.1007/s40242-020-0126-y,material,thermogalvanic cells with three electrode materials analyzed by electrochemical impedance,12.975133,4.642084
TG_0107_mechanism,TG_0107,2020,Electrochemical Impedance Analysis of Thermogalvanic Cells,10.1007/s40242-020-0126-y,mechanism,impedance model extracts kinetic rate constants and ion diffusion coefficients to diagnose electron-transfer and mass-transport limits,14.495436,0.73623
TG_0108_material,TG_0108,2019,Powerful Thermogalvanic Cells Based on a Reversible Hydrogen Electrode and Gas-Containing Electrolytes,10.1021/acsenergylett.9b00944,material,H2/H+ reversible hydrogen thermogalvanic cell with gas-containing electrolyte and 3D-printed H2/electrolyte microchannels,14.382489,5.4807997
TG_0108_mechanism,TG_0108,2019,Powerful Thermogalvanic Cells Based on a Reversible Hydrogen Electrode and Gas-Containing Electrolytes,10.1021/acsenergylett.9b00944,mechanism,internal gas/liquid transport and water-vapor entropy reduce heat convection and accelerate H2/H+ redox conversion,14.534131,1.2434013
TG_0109_material,TG_0109,2020,Sensitive and fast measurement of surface temperature with a thermogalvanic cell,10.1063/5.0002003,material,Au sheet in alkaline ferri-/ferrocyanide solution thermogalvanic temperature sensor,11.565129,3.0868077
TG_0109_mechanism,TG_0109,2020,Sensitive and fast measurement of surface temperature with a thermogalvanic cell,10.1063/5.0002003,mechanism,large Peltier coefficient at electrode-electrolyte junction enables microkelvin surface-temperature sensing limited by electrochemical thermal noise,12.913337,4.015015
TG_0110_material,TG_0110,2020,Thermogalvanic and local field effects in SiO2 structure,10.1007/s13204-020-01447-2,material,samarium(III) chloride inserted into mesoporous SiO2 hybrid structure,12.846069,5.9346414
TG_0110_mechanism,TG_0110,2020,Thermogalvanic and local field effects in SiO2 structure,10.1007/s13204-020-01447-2,mechanism,"thermostimulated depolarization shows thermogalvanic effect linked to dielectric permittivity, illumination, and magnetic-field-dependent local fields",13.583439,0.8481345
TG_0111_material,TG_0111,2018,Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,10.1016/j.electacta.2018.05.164,material,potassium ferrocyanide/ferricyanide gel electrolyte film with carbon cloth electrodes thermally chargeable supercapacitor,11.707544,4.2431674
TG_0111_mechanism,TG_0111,2018,Harnessing the thermogalvanic effect of the ferro/ferricyanide redox couple in a thermally chargeable supercapacitor,10.1016/j.electacta.2018.05.164,mechanism,ferri/ferrocyanide thermogalvanic Seebeck effect thermally charges redox pseudocapacitance for simultaneous energy conversion and storage,11.897656,2.984283
TG_0112_material,TG_0112,2017,"Poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) electrodes in thermogalvanic cells",10.1039/c7ta04891b,material,PEDOT-Tos conducting polymer electrodes with ferro/ferricyanide redox electrolyte,11.951037,4.299911
TG_0112_mechanism,TG_0112,2017,"Poly(3,4-ethylenedioxythiophene)-tosylate (PEDOT-Tos) electrodes in thermogalvanic cells",10.1039/c7ta04891b,mechanism,increased PEDOT-Tos thickness/multilayers improve electrode kinetics and approach platinum-like thermogalvanic power output,14.739457,1.0822107
TG_0113_material,TG_0113,2017,A solid state thermogalvanic cell harvesting low-grade thermal energy,10.1016/j.ijhydene.2017.08.111,material,proton-exchange-membrane hydrogen thermogalvanic cell with H2 in anode/cathode chambers,14.5526085,6.229547
TG_0113_mechanism,TG_0113,2017,A solid state thermogalvanic cell harvesting low-grade thermal energy,10.1016/j.ijhydene.2017.08.111,mechanism,"temperature gradient consumes H2 at cold side and regenerates it at hot side, circulating hydrogen for solid-state thermogalvanic conversion",13.158891,1.3754956
TG_0114_material,TG_0114,2018,Multi-cell thermogalvanic systems for harvesting energy from cyclic temperature changes,10.1016/j.jpowsour.2018.07.080,material,LiCoO2/Li battery stacks in dual-temperature and single-temperature thermogalvanic systems,12.1002245,1.42071
TG_0114_mechanism,TG_0114,2018,Multi-cell thermogalvanic systems for harvesting energy from cyclic temperature changes,10.1016/j.jpowsour.2018.07.080,mechanism,cyclic temperature changes charge/discharge lithium electrochemical stacks through temperature-dependent equilibrium potentials,13.084305,0.864494
TG_0115_material,TG_0115,2017,A hybrid of thermogalvanic and concentration galvanic cells as an effective device for converting low-potential heat energy into electricity,10.1016/j.ijheatmasstransfer.2017.01.069,material,"hybrid thermogalvanic/concentration galvanic cell with NaOH solutions, Ag/Ag2O or Fe/Fe(OH)2 electrodes, water-vapor chamber",13.036886,5.7169023
TG_0115_mechanism,TG_0115,2017,A hybrid of thermogalvanic and concentration galvanic cells as an effective device for converting low-potential heat energy into electricity,10.1016/j.ijheatmasstransfer.2017.01.069,mechanism,temperature-gradient distillation and NaOH hydrate solubility sustain concentration differences that add galvanic voltage to thermogalvanic conversion,13.000704,1.6109636
TG_0116_material,TG_0116,2016,Flexible organic photo-thermogalvanic cell for low power applications,10.1007/s10854-015-4043-7,material,flexible carbon/orange dye aqueous organic semiconductor/carbon thermogalvanic cell,13.920267,5.536621
TG_0116_mechanism,TG_0116,2016,Flexible organic photo-thermogalvanic cell for low power applications,10.1007/s10854-015-4043-7,mechanism,organic orange dye redox/semiconductor solution under heat or illumination temperature gradients produces negative thermogalvanic voltage,12.571467,1.3822342
TG_0117_material,TG_0117,2016,Thermogalvanic Currents in Steel Reinforced Concrete,10.1016/j.electacta.2015.11.138,material,steel-reinforced concrete and carbon steel/stainless steel couples in NaOH or chloride Ca(OH)2 solutions,11.536027,5.873025
TG_0117_mechanism,TG_0117,2016,Thermogalvanic Currents in Steel Reinforced Concrete,10.1016/j.electacta.2015.11.138,mechanism,temperature gradients reverse anodic/cathodic behavior near a 30 C critical point and drive thermogalvanic corrosion currents,12.177367,0.62686247
TG_0118_material,TG_0118,2015,Combining thermogalvanic corrosion and thermogalvanic redox couples for improved electrochemical waste heat harvesting,10.1016/j.elecom.2015.06.007,material,ferri/ferrocyanide and iodide/triiodide redox couples at platinum and stainless-steel electrodes,11.653159,5.557479
TG_0118_mechanism,TG_0118,2015,Combining thermogalvanic corrosion and thermogalvanic redox couples for improved electrochemical waste heat harvesting,10.1016/j.elecom.2015.06.007,mechanism,iodide/triiodide thermogalvanic redox combines with iodine-induced stainless-steel thermogalvanic corrosion to greatly increase apparent Seebeck coefficient,11.735879,5.427344
TG_0119_material,TG_0119,2016,High-Performance Thermogalvanic Cell Based on Organic Nanofluids,10.3866/PKU.WHXB201606281,material,CNT with glycerol/glycerin aqueous NaCl nanofluid and nanoporous carbon NaCl/glycerol mixtures,15.608298,5.829102
TG_0119_mechanism,TG_0119,2016,High-Performance Thermogalvanic Cell Based on Organic Nanofluids,10.3866/PKU.WHXB201606281,mechanism,temperature-dependent ion/molecule distribution and electric potential in confined nanofluid produce enhanced thermoelectric conversion,13.176645,0.9782028
TG_0120_material,TG_0120,2014,The amplifying effect of natural convection on power generation of thermogalvanic cells,10.1016/j.ijheatmasstransfer.2014.07.007,material,Cu/CuSO4 aqueous thermogalvanic cell with H2SO4 background electrolyte,14.402337,4.9778094
TG_0120_mechanism,TG_0120,2014,The amplifying effect of natural convection on power generation of thermogalvanic cells,10.1016/j.ijheatmasstransfer.2014.07.007,mechanism,natural convection governed by orientation and electrode spacing enhances Cu/Cu2+ mass transfer and power generation,14.592997,1.1925042
TG_0121_material,TG_0121,2013,Liquid Thermoelectrics: Review of Recent And Limited New Data of Thermogalvanic Cell Experiments,10.1080/15567265.2013.776149,material,aqueous and nonaqueous thermogalvanic redox cells including Cu/CuSO4,14.3064575,4.9574404
TG_0121_mechanism,TG_0121,2013,Liquid Thermoelectrics: Review of Recent And Limited New Data of Thermogalvanic Cell Experiments,10.1080/15567265.2013.776149,mechanism,reviewed thermogalvanic systems convert temperature gradients through redox entropy; Cu/CuSO4 follows characteristic Seebeck models,12.242586,1.3059944
TG_0122_material,TG_0122,2012,Thermogalvanic corrosion of Alloy 31 in different heavy brine LiBr solutions,10.1016/j.corsci.2011.10.001,material,Alloy 31 stainless steel electrodes in deaerated LiBr heavy brines,11.50175,5.8311553
TG_0122_mechanism,TG_0122,2012,Thermogalvanic corrosion of Alloy 31 in different heavy brine LiBr solutions,10.1016/j.corsci.2011.10.001,mechanism,"temperature gradient makes cold Alloy 31 anodic to hot electrode, but passive film evolution limits severe thermogalvanic corrosion",12.2081785,0.5853237
TG_0123_material,TG_0123,2012,Thermogalvanic corrosion and galvanic effects of copper and AISI 316L stainless steel pairs in heavy LiBr brines under hydrodynamic conditions,10.1016/j.corsci.2012.04.001,material,"copper/copper, AISI 316L/AISI 316L, and stainless-steel/copper pairs in LiBr brines",11.569142,5.9075165
TG_0123_mechanism,TG_0123,2012,Thermogalvanic corrosion and galvanic effects of copper and AISI 316L stainless steel pairs in heavy LiBr brines under hydrodynamic conditions,10.1016/j.corsci.2012.04.001,mechanism,"temperature-dependent electrode potentials create hot or cold cathodes and combined thermogalvanic/galvanic corrosion, especially for copper",12.814463,0.68588054
TG_0124_material,TG_0124,2011,Energy Harvesting and Storage with Lithium-Ion Thermogalvanic Cells,10.1149/1.3568820,material,symmetric Li-ion thermogalvanic cells with LixTiS2 or amorphous LixV2O5 electrodes and alkyl carbonate electrolytes,13.637572,5.7189403
TG_0124_mechanism,TG_0124,2011,Energy Harvesting and Storage with Lithium-Ion Thermogalvanic Cells,10.1149/1.3568820,mechanism,temperature-gradient charging and subsequent discharge arise from lithium-electrode thermogalvanic dE/dT near 1 mV/K,14.83155,3.0126898
TG_0125_material,TG_0125,2012,Thermogalvanic effects on the corrosion of copper in heavy brine LiBr solutions,10.1016/j.corsci.2012.06.012,material,copper electrodes in LiBr heavy brine solutions,11.485879,5.882343
TG_0125_mechanism,TG_0125,2012,Thermogalvanic effects on the corrosion of copper in heavy brine LiBr solutions,10.1016/j.corsci.2012.06.012,mechanism,temperature gradients form hot-anode Cu thermogalvanic cells; bromide-mediated copper electrodissolution causes sustained corrosion currents,12.184654,0.6989785
TG_0126_material,TG_0126,1996,"Power conversion efficiency, electrode separation, and overpotential in the ferricyanide/ferrocyonide thermogalvanic cell",10.1149/1.1837047,material,ferricyanide/ferrocyanide thermogalvanic cell with platinum electrodes and cold-above-hot configuration,11.769587,4.20469
TG_0126_mechanism,TG_0126,1996,"Power conversion efficiency, electrode separation, and overpotential in the ferricyanide/ferrocyonide thermogalvanic cell",10.1149/1.1837047,mechanism,larger electrode separation reduces current but improves efficiency plateau; ohmic overpotential dominates while convection prevents mass-transport limits,14.444375,1.1418278
TG_0127_material,TG_0127,1995,THE POWER CONVERSION EFFICIENCIES OF A THERMOGALVANIC CELL OPERATED IN 3 DIFFERENT ORIENTATIONS,10.1149/1.2048394,material,ferricyanide/ferrocyanide thermogalvanic cell in KCl with platinum electrodes,11.706698,4.166487
TG_0127_mechanism,TG_0127,1995,THE POWER CONVERSION EFFICIENCIES OF A THERMOGALVANIC CELL OPERATED IN 3 DIFFERENT ORIENTATIONS,10.1149/1.2048394,mechanism,"cell orientation controls convection, mass transport, and ohmic limitations, changing power conversion efficiency during continuous operation",14.476185,1.1984688
TG_0128_material,TG_0128,1994,THEORETICAL-STUDY OF THERMOGALVANIC CELLS IN STEADY-STATE,10.1016/0013-4686(94)80106-1,material,"steady-state thermogalvanic cells with diffusion, migration, and convection transport",14.423388,1.2061633
TG_0128_mechanism,TG_0128,1994,THEORETICAL-STUDY OF THERMOGALVANIC CELLS IN STEADY-STATE,10.1016/0013-4686(94)80106-1,mechanism,"mathematical transport/electrode-kinetics model predicts concentration profiles, current-voltage curves, and routes for improving thermogalvanic cells",14.326073,2.2448916
TG_0129_material,TG_0129,1994,THERMOELECTRIC EFFECTS IN ELECTROCHEMICAL SYSTEMS - NONCONVENTIONAL THERMOGALVANIC CELLS,10.1016/0378-7753(94)02015-9,material,"nonconventional electrochemical couples: macrocyclic metal complexes, molten-salt metal ions, lithium intercalates, semiconductor/molten-salt systems",13.211226,4.715508
TG_0129_mechanism,TG_0129,1994,THERMOELECTRIC EFFECTS IN ELECTROCHEMICAL SYSTEMS - NONCONVENTIONAL THERMOGALVANIC CELLS,10.1016/0378-7753(94)02015-9,mechanism,"thermoelectric ability depends on Seebeck coefficient, Z-factor, efficiency, and redox/electrode properties of alternative electrochemical systems",14.685667,1.5856767
TG_0130_material,TG_0130,2011,Effect of Temperature on Thermogalvanic Coupling of Alloy 31 in Libr Solutions Studied by Means of Imposed Potential Measurements,,material,"Alloy 31 stainless steel in 400, 700, and 992 g/L LiBr solutions",11.4887295,5.8756547
TG_0130_mechanism,TG_0130,2011,Effect of Temperature on Thermogalvanic Coupling of Alloy 31 in Libr Solutions Studied by Means of Imposed Potential Measurements,,mechanism,"higher temperature accelerates anodic/cathodic processes and shifts passive/pitting behavior, generally making the cold electrode the thermogalvanic anode",12.279724,0.60067385
TG_0131_material,TG_0131,2003,Thermoelectric power of M-H systems in molten salts and application to M-H thermogalvanic cell,10.1149/1.1580818,material,ZrH0.8 and TiH0.2 metal hydrides in LiCl-KCl eutectic melt containing hydride ion,14.16439,5.898934
TG_0131_mechanism,TG_0131,2003,Thermoelectric power of M-H systems in molten salts and application to M-H thermogalvanic cell,10.1149/1.1580818,mechanism,metal hydride/H- electrochemical reactions in molten salts produce thermoelectric power for M-H thermogalvanic cells,13.104775,4.7157655
TG_0132_material,TG_0132,1991,EXPERIMENTAL AND THEORETICAL-ANALYSIS OF A THERMOGALVANIC UNDIVIDED FLOW CELL WITH 2 AQUEOUS-ELECTROLYTES AT DIFFERENT TEMPERATURES,10.1007/BF01041456,material,undivided flow thermogalvanic cell with Fe(CN)6 3-/4- in NaOH and two aqueous electrolytes at different temperatures,14.685888,4.746394
