article_role,assertion,claim_id,claim_scope,conditions,context_quotes,decision_source,doi,domain,evidence_spans,id,joint_factor_local_resolution,joint_factor_raw_values,joint_factors,modality,modality_evidence,modality_spans,note,object,object_id,object_role,paper_id,paper_input_hash,paper_title,predicate,quote,relation_id,review_reason,review_status,scope,source,status,subject,subject_id,subject_role,target,year
research,author_claim,TG:P0069:r004,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""patch""}",10.1016/j.sna.2023.114305,TG,"[{""start"":317,""end"":603}]",r004,,,[],experimental,"[""In this paper, a self -powered vertical stretchable environment-friendly light intensity sensor has been realized by combining the electrolyte-based thermogalvanic gel and organic carbon sponge that is prepared by making the mixture of carbon nanotubes and polydimethylsiloxane porous. ""]","[{""start"":317,""end"":603}]",,Organic carbon sponge,P0069:sponge,material_entity,P0069,759f4b3e89431acc076ddcfbfd4f8452bd9a40768716979bb7d0dad7d3347419,A vertical stretchable self-powered light sensor based on thermogalvanic gel electrolyte via photo-thermal-electric conversion,produces,"In this paper, a self -powered vertical stretchable environment-friendly light intensity sensor has been realized by combining the electrolyte-based thermogalvanic gel and organic carbon sponge that is prepared by making the mixture of carbon nanotubes and polydimethylsiloxane porous. ",P0069:r004,,complete_abstract_revision_v1_not_independent_acceptance,measurement_method_model,TG:Ce03401b9ede067,accepted,Making a carbon nanotube/polydimethylsiloxane mixture porous,P0069:por,mechanism_process,TG:Cbe18100f5cfc52,2023
research,author_claim,TG:P0069:r005,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1016/j.sna.2023.114305,TG,"[{""start"":603,""end"":762}]",r005,,,[],unspecified,[],[],,Effective light absorption,P0069:abs,mechanism_process,P0069,759f4b3e89431acc076ddcfbfd4f8452bd9a40768716979bb7d0dad7d3347419,A vertical stretchable self-powered light sensor based on thermogalvanic gel electrolyte via photo-thermal-electric conversion,performs,The upper photothermal layer can absorb light effectively and converts it into heat that trigger the lower thermogalvanic layer to send thermovoltage signals. ,P0069:r005,,complete_abstract_revision_v1_not_independent_acceptance,other_adjacent_domain,TG:C471b5f08b34efe,accepted,Upper photothermal layer,P0069:upper,material_entity,TG:C633c5660f99701,2023
research,author_claim,TG:P0069:r006,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1016/j.sna.2023.114305,TG,"[{""start"":603,""end"":762}]",r006,,,[],unspecified,[],[],,Light-to-heat conversion,P0069:heat,mechanism_process,P0069,759f4b3e89431acc076ddcfbfd4f8452bd9a40768716979bb7d0dad7d3347419,A vertical stretchable self-powered light sensor based on thermogalvanic gel electrolyte via photo-thermal-electric conversion,performs,The upper photothermal layer can absorb light effectively and converts it into heat that trigger the lower thermogalvanic layer to send thermovoltage signals. ,P0069:r006,,complete_abstract_revision_v1_not_independent_acceptance,other_adjacent_domain,TG:C471b5f08b34efe,accepted,Upper photothermal layer,P0069:upper,material_entity,TG:C0f185c470083aa,2023
research,author_claim,TG:P0069:r007,own_work,Heat from upper photothermal layer triggers lower thermogalvanic layer.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1016/j.sna.2023.114305,TG,"[{""start"":603,""end"":762}]",r007,,,[],unspecified,[],[],,Thermovoltage signal generation,P0069:sig,mechanism_process,P0069,759f4b3e89431acc076ddcfbfd4f8452bd9a40768716979bb7d0dad7d3347419,A vertical stretchable self-powered light sensor based on thermogalvanic gel electrolyte via photo-thermal-electric conversion,triggers,The upper photothermal layer can absorb light effectively and converts it into heat that trigger the lower thermogalvanic layer to send thermovoltage signals. ,P0069:r007,,complete_abstract_revision_v1_not_independent_acceptance,device_thermal_management,TG:C0f185c470083aa,accepted,Light-to-heat conversion,P0069:heat,mechanism_process,TG:C7a69a578f31aa4,2023
research,author_claim,TG:P0069:r008,own_work,Triggered by heat from upper photothermal layer.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1016/j.sna.2023.114305,TG,"[{""start"":603,""end"":762}]",r008,,,[],unspecified,[],[],,Thermovoltage signal generation,P0069:sig,mechanism_process,P0069,759f4b3e89431acc076ddcfbfd4f8452bd9a40768716979bb7d0dad7d3347419,A vertical stretchable self-powered light sensor based on thermogalvanic gel electrolyte via photo-thermal-electric conversion,performs,The upper photothermal layer can absorb light effectively and converts it into heat that trigger the lower thermogalvanic layer to send thermovoltage signals. ,P0069:r008,,complete_abstract_revision_v1_not_independent_acceptance,device_thermal_management,TG:Cf9057de484cd6f,accepted,Lower thermogalvanic layer,P0069:lower,material_entity,TG:C7a69a578f31aa4,2023
research,association,TG:P0069:r009,own_work,Correlation sign unspecified.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1016/j.sna.2023.114305,TG,"[{""start"":762,""end"":946}]",r009,,,[],unspecified,[],[],,Light intensity,P0069:light,quantity,P0069,759f4b3e89431acc076ddcfbfd4f8452bd9a40768716979bb7d0dad7d3347419,A vertical stretchable self-powered light sensor based on thermogalvanic gel electrolyte via photo-thermal-electric conversion,strongly_correlates_with,"Via the subtle photo-thermal-electric conversion, we can achieve the active monitoring for light intensity due to a strong correlation between output voltages and the light intensity. ",P0069:r009,,complete_abstract_revision_v1_not_independent_acceptance,application_sensing,TG:C7d1eb89f626e1d,accepted,Output voltage,P0069:voltage,quantity,TG:C361c8faa2e5fbe,2023
research,author_claim,TG:P0069:r010,own_work,Through the strong correlation between output voltage and light intensity.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1016/j.sna.2023.114305,TG,"[{""start"":762,""end"":946}]",r010,,,[],unspecified,[],[],,Active light intensity monitoring,P0069:monitor,application,P0069,759f4b3e89431acc076ddcfbfd4f8452bd9a40768716979bb7d0dad7d3347419,A vertical stretchable self-powered light sensor based on thermogalvanic gel electrolyte via photo-thermal-electric conversion,enables,"Via the subtle photo-thermal-electric conversion, we can achieve the active monitoring for light intensity due to a strong correlation between output voltages and the light intensity. ",P0069:r010,,complete_abstract_revision_v1_not_independent_acceptance,application_sensing,TG:C18be43c0a8793d,accepted,Photo-thermal-electric conversion,P0069:conversion,mechanism_process,TG:Cdce0cf02ff45a0,2023
research,author_claim,TG:P0069:r011,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1016/j.sna.2023.114305,TG,"[{""start"":946,""end"":1102}]",r011,,,[],unspecified,[],[],,Real-time reception of light intensity information at user terminal,P0069:real,application,P0069,759f4b3e89431acc076ddcfbfd4f8452bd9a40768716979bb7d0dad7d3347419,A vertical stretchable self-powered light sensor based on thermogalvanic gel electrolyte via photo-thermal-electric conversion,enables,"Further, we have designed a light intensity moni-toring platform, through which the user terminal can receive the light intensity information in real time. ",P0069:r011,,complete_abstract_revision_v1_not_independent_acceptance,application_sensing,TG:C03a201b86b7dba,accepted,Light intensity monitoring platform,P0069:platform,material_entity,TG:C2de472fd626f37,2023
research,hypothesis,TG:P0069:r012,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1016/j.sna.2023.114305,TG,"[{""start"":1102,""end"":1254}]",r012,,,[],unspecified,[],[],,Artificial breeding,P0069:breed,application,P0069,759f4b3e89431acc076ddcfbfd4f8452bd9a40768716979bb7d0dad7d3347419,A vertical stretchable self-powered light sensor based on thermogalvanic gel electrolyte via photo-thermal-electric conversion,has_potential_application_in,"The passive light intensity sensor may possess potential applications in artificial breeding, artificial planting, energy saving and emission reduction.",P0069:r012,,complete_abstract_revision_v1_not_independent_acceptance,application_sensing,TG:C8b2b7436c435ed,accepted,Vertical self-powered light intensity sensor,P0069:sensor,material_entity,TG:Ce8ba9e38323e79,2023
research,hypothesis,TG:P0069:r013,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1016/j.sna.2023.114305,TG,"[{""start"":1102,""end"":1254}]",r013,,,[],unspecified,[],[],,Artificial planting,P0069:plant,application,P0069,759f4b3e89431acc076ddcfbfd4f8452bd9a40768716979bb7d0dad7d3347419,A vertical stretchable self-powered light sensor based on thermogalvanic gel electrolyte via photo-thermal-electric conversion,has_potential_application_in,"The passive light intensity sensor may possess potential applications in artificial breeding, artificial planting, energy saving and emission reduction.",P0069:r013,,complete_abstract_revision_v1_not_independent_acceptance,application_sensing,TG:C8b2b7436c435ed,accepted,Vertical self-powered light intensity sensor,P0069:sensor,material_entity,TG:C45c9d7f20a1870,2023
research,hypothesis,TG:P0069:complete_v1_cr001,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""add""}",10.1016/j.sna.2023.114305,TG,"[{""start"":1102,""end"":1254}]",cr001,,,[],unspecified,[],[],,Energy saving,P0069:complete_v1_cr001_object,application,P0069,759f4b3e89431acc076ddcfbfd4f8452bd9a40768716979bb7d0dad7d3347419,A vertical stretchable self-powered light sensor based on thermogalvanic gel electrolyte via photo-thermal-electric conversion,has_potential_application_in,"The passive light intensity sensor may possess potential applications in artificial breeding, artificial planting, energy saving and emission reduction.",P0069:complete_v1_cr001,,complete_abstract_revision_v1_not_independent_acceptance,application_sensing,TG:C8b2b7436c435ed,accepted,Vertical self-powered light intensity sensor,P0069:sensor,material_entity,TG:C8987163cba358a,2023
research,hypothesis,TG:P0069:complete_v1_cr002,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""add""}",10.1016/j.sna.2023.114305,TG,"[{""start"":1102,""end"":1254}]",cr002,,,[],unspecified,[],[],,Emission reduction,P0069:complete_v1_cr002_object,application,P0069,759f4b3e89431acc076ddcfbfd4f8452bd9a40768716979bb7d0dad7d3347419,A vertical stretchable self-powered light sensor based on thermogalvanic gel electrolyte via photo-thermal-electric conversion,has_potential_application_in,"The passive light intensity sensor may possess potential applications in artificial breeding, artificial planting, energy saving and emission reduction.",P0069:complete_v1_cr002,,complete_abstract_revision_v1_not_independent_acceptance,application_sensing,TG:C8b2b7436c435ed,accepted,Vertical self-powered light intensity sensor,P0069:sensor,material_entity,TG:C6f6a2ee19a86e3,2023
research,author_claim,TG:P0070:r001,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""patch""}",10.1002/aelm.202300089,TG,"[{""start"":252,""end"":453}]",r001,,,[],experimental,"[""In this paper, new TGCs are reported, and they are made of desert sand grains mixed with the Cu(NO3)2 aqueous electrolyte, named as QS-Cu-TGCs, the thermoelectric performance of which is investigated. ""]","[{""start"":252,""end"":453}]",,QS-Cu-TGCs,P0070:cell,material_entity,P0070,4dab5f5f1340bd8cb741d8a91af4f211db44e30a7714d50ee14f3b9bd30b20f7,A Quasisolid Electrolyte Thermogalvanic Cell by Using Sand Grains,produces,"In this paper, new TGCs are reported, and they are made of desert sand grains mixed with the Cu(NO3)2 aqueous electrolyte, named as QS-Cu-TGCs, the thermoelectric performance of which is investigated. ",P0070:r001,,complete_abstract_revision_v1_not_independent_acceptance,measurement_method_model,TG:C0d71e39e7f84b8,accepted,Mixing desert sand grains with aqueous Cu(NO3)2 electrolyte,P0070:mix,mechanism_process,TG:C3fc060e2171471,2023
research,author_claim,TG:P0070:r002,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1002/aelm.202300089,TG,"[{""start"":453,""end"":745}]",r002,,,[],unspecified,[],[],,N-type,P0070:n,descriptor,P0070,4dab5f5f1340bd8cb741d8a91af4f211db44e30a7714d50ee14f3b9bd30b20f7,A Quasisolid Electrolyte Thermogalvanic Cell by Using Sand Grains,is,"It is found that although sand grains are common, widely seen in the desert, the Carnot efficiency of such N-type QS-Cu-TGCs is quite high, about 4%, with the Seebeck coefficient of 8.4 mV K-1, driven by the temperature difference 12.1 K between two electrodes, in an environment below 373 K.",P0070:r002,,complete_abstract_revision_v1_not_independent_acceptance,thermodynamics,TG:C3fc060e2171471,accepted,QS-Cu-TGCs,P0070:cell,material_entity,TG:C8573947397532c,2023
research,author_claim,TG:P0070:r003,own_work,Electrode temperature difference 12.1 K; environment below 373 K.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1002/aelm.202300089,TG,"[{""start"":453,""end"":745}]",r003,,,[],unspecified,[],[],,Reported Carnot efficiency about 4%,P0070:eff,quantity,P0070,4dab5f5f1340bd8cb741d8a91af4f211db44e30a7714d50ee14f3b9bd30b20f7,A Quasisolid Electrolyte Thermogalvanic Cell by Using Sand Grains,exhibits,"It is found that although sand grains are common, widely seen in the desert, the Carnot efficiency of such N-type QS-Cu-TGCs is quite high, about 4%, with the Seebeck coefficient of 8.4 mV K-1, driven by the temperature difference 12.1 K between two electrodes, in an environment below 373 K.",P0070:r003,,complete_abstract_revision_v1_not_independent_acceptance,device_thermal_management,TG:C3fc060e2171471,accepted,QS-Cu-TGCs,P0070:cell,material_entity,TG:Ce52310b63c4c09,2023
research,author_claim,TG:P0070:r004,own_work,Electrode temperature difference 12.1 K; environment below 373 K.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1002/aelm.202300089,TG,"[{""start"":453,""end"":745}]",r004,,,[],unspecified,[],[],,Seebeck coefficient 8.4 mV K-1,P0070:se,quantity,P0070,4dab5f5f1340bd8cb741d8a91af4f211db44e30a7714d50ee14f3b9bd30b20f7,A Quasisolid Electrolyte Thermogalvanic Cell by Using Sand Grains,exhibits,"It is found that although sand grains are common, widely seen in the desert, the Carnot efficiency of such N-type QS-Cu-TGCs is quite high, about 4%, with the Seebeck coefficient of 8.4 mV K-1, driven by the temperature difference 12.1 K between two electrodes, in an environment below 373 K.",P0070:r004,,complete_abstract_revision_v1_not_independent_acceptance,thermodynamics,TG:C3fc060e2171471,accepted,QS-Cu-TGCs,P0070:cell,material_entity,TG:Cbbea96f0c98ba2,2023
research,author_claim,TG:P0070:complete_v1_cr001,background,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""add""}",10.1002/aelm.202300089,TG,"[{""start"":77,""end"":252}]",cr001,,,[],unspecified,[],[],,Reported Carnot efficiency higher than 11%,P0070:complete_v1_cr001_object,quantity,P0070,4dab5f5f1340bd8cb741d8a91af4f211db44e30a7714d50ee14f3b9bd30b20f7,A Quasisolid Electrolyte Thermogalvanic Cell by Using Sand Grains,can_reach,"Currently, Carnot efficiency of the P-type TGC can reach higher than 11%, but the TGC's commercialization is still limited due to the low Carnot efficiency of the N-type TGC. ",P0070:complete_v1_cr001,,complete_abstract_revision_v1_not_independent_acceptance,thermodynamics,TG:Cc90520e93f9394,accepted,P-type thermogalvanic cells,P0070:complete_v1_cr001_subject,material_entity,TG:Cfe1772fd2edb6d,2023
research,author_claim,TG:P0070:complete_v1_cr002,background,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""add""}",10.1002/aelm.202300089,TG,"[{""start"":77,""end"":252}]",cr002,,,[],unspecified,[],[],,Thermogalvanic cell commercialization,P0070:complete_v1_cr002_object,application,P0070,4dab5f5f1340bd8cb741d8a91af4f211db44e30a7714d50ee14f3b9bd30b20f7,A Quasisolid Electrolyte Thermogalvanic Cell by Using Sand Grains,limits,"Currently, Carnot efficiency of the P-type TGC can reach higher than 11%, but the TGC's commercialization is still limited due to the low Carnot efficiency of the N-type TGC. ",P0070:complete_v1_cr002,,complete_abstract_revision_v1_not_independent_acceptance,other_adjacent_domain,TG:C03dfa9d51493dc,accepted,Low Carnot efficiency of N-type thermogalvanic cells,P0070:complete_v1_cr002_subject,quantity,TG:Ca853bf5621caf4,2023
research,author_claim,TG:P0071:r001,own_work,I-/I-3(-) thermogalvanic cell.,"[""As a result, the efficient p-n conversion and enhanced power conversion efficiency was achieved for the I-/I-3(-) TGC with the introduction of copolymers. ""]","{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1021/acsaem.3c01907,TG,"[{""start"":537,""end"":703},{""start"":884,""end"":1039}]",r001,,,[],unspecified,[],[],,Efficient p-n conversion,P0071:pn,mechanism_process,P0071,b94ba60ed528ff893b3e127294c50f8ecb0ae5903872929346ee68ea845da6b6,p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers,accomplishes,"Herein, the pn conversion of the I-/I-3(-) TGC with high thermopowers was accomplished by employing easily prepared and scalable thermoresponsive diblock copolymers. ",P0071:r001,,complete_abstract_revision_v1_not_independent_acceptance,thermodynamics,TG:C468e0100bc8cc2,accepted,Introducing thermoresponsive diblock copolymers into I-/I-3(-) thermogalvanic cells,P0071:intro,design_strategy,TG:C111ba4ec41f331,2023
research,author_claim,TG:P0071:r002,own_work,I-/I-3(-) thermogalvanic cells undergoing p-n conversion.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1021/acsaem.3c01907,TG,"[{""start"":537,""end"":703}]",r002,,,[],unspecified,[],[],,High thermopowers,P0071:high,performance_function,P0071,b94ba60ed528ff893b3e127294c50f8ecb0ae5903872929346ee68ea845da6b6,p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers,yields_cells_with,"Herein, the pn conversion of the I-/I-3(-) TGC with high thermopowers was accomplished by employing easily prepared and scalable thermoresponsive diblock copolymers. ",P0071:r002,,complete_abstract_revision_v1_not_independent_acceptance,thermodynamics,TG:C468e0100bc8cc2,accepted,Introducing thermoresponsive diblock copolymers into I-/I-3(-) thermogalvanic cells,P0071:intro,design_strategy,TG:C965836e6746eb9,2023
research,author_claim,TG:P0071:r003,own_work,In the I-/I-3(-) thermogalvanic cell; combined with diblock copolymer micellization.,"[""By combining the distinct anionpolymer interaction and the micellization of the diblock copolymer, variable concentrations of ions invert the redox reactions at hot and cold sides. ""]","{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""patch""}",10.1021/acsaem.3c01907,TG,"[{""start"":537,""end"":703},{""start"":703,""end"":884}]",r003,"[{""raw_id"":""mic"",""label"":""Diblock copolymer micellization""}]","[""mic""]","[""Diblock copolymer micellization""]",unspecified,[],[],,Variable ion concentrations,P0071:conc,state_structure,P0071,b94ba60ed528ff893b3e127294c50f8ecb0ae5903872929346ee68ea845da6b6,p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers,jointly_produces,"Herein, the pn conversion of the I-/I-3(-) TGC with high thermopowers was accomplished by employing easily prepared and scalable thermoresponsive diblock copolymers. ",P0071:r003,,complete_abstract_revision_v1_not_independent_acceptance,intrinsic_material_mechanism,TG:C19c25179f26cce,accepted,Distinct anion-polymer interaction,P0071:inter,interaction,TG:C769f4be4943be4,2023
research,author_claim,TG:P0071:r004,own_work,"In the I-/I-3(-) thermogalvanic cell, through combined anion-polymer interaction and diblock copolymer micellization.","[""By combining the distinct anionpolymer interaction and the micellization of the diblock copolymer, variable concentrations of ions invert the redox reactions at hot and cold sides. ""]","{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""patch""}",10.1021/acsaem.3c01907,TG,"[{""start"":537,""end"":703},{""start"":703,""end"":884}]",r004,,,[],unspecified,[],[],,Inversion of redox reactions at hot and cold sides,P0071:inv,mechanism_process,P0071,b94ba60ed528ff893b3e127294c50f8ecb0ae5903872929346ee68ea845da6b6,p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers,causes,"Herein, the pn conversion of the I-/I-3(-) TGC with high thermopowers was accomplished by employing easily prepared and scalable thermoresponsive diblock copolymers. ",P0071:r004,,complete_abstract_revision_v1_not_independent_acceptance,electrode_interface_kinetics,TG:C769f4be4943be4,accepted,Variable ion concentrations,P0071:conc,state_structure,TG:C66032ebd63b9c6,2023
research,author_claim,TG:P0071:r005,own_work,I-/I-3(-) thermogalvanic cell with introduced copolymers.,"[""As a result, the efficient p-n conversion and enhanced power conversion efficiency was achieved for the I-/I-3(-) TGC with the introduction of copolymers. ""]","{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1021/acsaem.3c01907,TG,"[{""start"":703,""end"":884},{""start"":884,""end"":1039}]",r005,,,[],unspecified,[],[],,Efficient p-n conversion,P0071:pn,mechanism_process,P0071,b94ba60ed528ff893b3e127294c50f8ecb0ae5903872929346ee68ea845da6b6,p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers,results_in,"By combining the distinct anionpolymer interaction and the micellization of the diblock copolymer, variable concentrations of ions invert the redox reactions at hot and cold sides. ",P0071:r005,,complete_abstract_revision_v1_not_independent_acceptance,thermodynamics,TG:C66032ebd63b9c6,accepted,Inversion of redox reactions at hot and cold sides,P0071:inv,mechanism_process,TG:C111ba4ec41f331,2023
research,author_claim,TG:P0071:r006,own_work,I-/I-3(-) thermogalvanic cell with introduced copolymers.,"[""As a result, the efficient p-n conversion and enhanced power conversion efficiency was achieved for the I-/I-3(-) TGC with the introduction of copolymers. ""]","{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1021/acsaem.3c01907,TG,"[{""start"":703,""end"":884},{""start"":884,""end"":1039}]",r006,,,[],unspecified,[],[],,Enhanced power conversion efficiency,P0071:eff,performance_function,P0071,b94ba60ed528ff893b3e127294c50f8ecb0ae5903872929346ee68ea845da6b6,p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers,results_in,"By combining the distinct anionpolymer interaction and the micellization of the diblock copolymer, variable concentrations of ions invert the redox reactions at hot and cold sides. ",P0071:r006,,complete_abstract_revision_v1_not_independent_acceptance,device_thermal_management,TG:C66032ebd63b9c6,accepted,Inversion of redox reactions at hot and cold sides,P0071:inv,mechanism_process,TG:C7cf709d06ed343,2023
research,author_claim,TG:P0071:r007,own_work,I-/I-3(-) thermogalvanic cell.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1021/acsaem.3c01907,TG,"[{""start"":884,""end"":1039}]",r007,,,[],unspecified,[],[],,Enhanced power conversion efficiency,P0071:eff,performance_function,P0071,b94ba60ed528ff893b3e127294c50f8ecb0ae5903872929346ee68ea845da6b6,p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers,enhances,"As a result, the efficient p-n conversion and enhanced power conversion efficiency was achieved for the I-/I-3(-) TGC with the introduction of copolymers. ",P0071:r007,,complete_abstract_revision_v1_not_independent_acceptance,device_thermal_management,TG:C468e0100bc8cc2,accepted,Introducing thermoresponsive diblock copolymers into I-/I-3(-) thermogalvanic cells,P0071:intro,design_strategy,TG:C7cf709d06ed343,2023
research,author_claim,TG:P0071:complete_v1_cr001,background,One order of magnitude higher than conventional solid semiconductor thermoelectric cells.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""add""}",10.1021/acsaem.3c01907,TG,"[{""start"":146,""end"":316}]",cr001,,,[],unspecified,[],[],,Thermopower approximately 1 mV K-1,P0071:complete_v1_cr001_object,quantity,P0071,b94ba60ed528ff893b3e127294c50f8ecb0ae5903872929346ee68ea845da6b6,p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers,have,"In contrast to conventional solid semiconductor thermoelectric cells, liquid thermogalvanic cells (TGC) have 1 order of magnitude higher thermopower of approx. 1 mV K-1. ",P0071:complete_v1_cr001,,complete_abstract_revision_v1_not_independent_acceptance,thermodynamics,TG:Ceed6a78f626fe7,accepted,Liquid thermogalvanic cells,P0071:complete_v1_cr001_subject,material_entity,TG:Cc57e5e82db9538,2023
research,author_claim,TG:P0071:complete_v1_cr002,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""add""}",10.1021/acsaem.3c01907,TG,"[{""start"":537,""end"":703}]",cr002,,,[],unspecified,[],[],,Easily prepared,P0071:complete_v1_cr002_object,descriptor,P0071,b94ba60ed528ff893b3e127294c50f8ecb0ae5903872929346ee68ea845da6b6,p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers,has_descriptor,"Herein, the pn conversion of the I-/I-3(-) TGC with high thermopowers was accomplished by employing easily prepared and scalable thermoresponsive diblock copolymers. ",P0071:complete_v1_cr002,,complete_abstract_revision_v1_not_independent_acceptance,measurement_method_model,TG:C7f808d7796820e,accepted,Thermoresponsive diblock copolymers,P0071:complete_v1_cr002_subject,material_entity,TG:Cbe5a003b0dd0d9,2023
research,author_claim,TG:P0071:complete_v1_cr003,own_work,,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""add""}",10.1021/acsaem.3c01907,TG,"[{""start"":537,""end"":703}]",cr003,,,[],unspecified,[],[],,Scalable,P0071:complete_v1_cr003_object,descriptor,P0071,b94ba60ed528ff893b3e127294c50f8ecb0ae5903872929346ee68ea845da6b6,p-n Conversion of Thermogalvanic Cells by Harnessing the Micellization of Thermoresponsive Diblock Copolymers,has_descriptor,"Herein, the pn conversion of the I-/I-3(-) TGC with high thermopowers was accomplished by employing easily prepared and scalable thermoresponsive diblock copolymers. ",P0071:complete_v1_cr003,,complete_abstract_revision_v1_not_independent_acceptance,measurement_method_model,TG:C7f808d7796820e,accepted,Thermoresponsive diblock copolymers,P0071:complete_v1_cr002_subject,material_entity,TG:C3cd8be88683db4,2023
research,author_claim,TG:P0072:r001,own_work,Before electrochemical oxidation.,[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""keep""}",10.1021/acsmacrolett.5c00762,TG,"[{""start"":218,""end"":458}]",r001,,,[],unspecified,[],[],,Initially water-insoluble,P0072:ins,descriptor,P0072,126b65020f8ac3e92414db7a7192c9e4d39844681fbb8961a34cea8dee3fab03,Designing n-Type Thermogalvanic TEMPO-Substituted Polyacrylamide via Conformational Entropic Modulation,has_property,"Through the electrochemical oxidation of low-molecular-weight PTAm, which is initially water-insoluble, a water-soluble polyelectrolyte (ox-PTAm) is formed, containing both TEMPO and oxoammonium species, as indicated by cyclic voltammetry. ",P0072:r001,,complete_abstract_revision_v1_not_independent_acceptance,intrinsic_material_mechanism,TG:Cdb45335a191795,accepted,Low-molecular-weight TEMPO-substituted polyacrylamide (PTAm),P0072:pt,material_entity,TG:C68a493e0c04491,2026
research,author_claim,TG:P0072:r002,own_work,"Starting from initially water-insoluble, low-molecular-weight PTAm.",[],"{""run"":""complete_revision_full_v1"",""job"":""revision_017"",""action"":""patch""}",10.1021/acsmacrolett.5c00762,TG,"[{""start"":218,""end"":458}]",r002,,,[],experimental,"[""Through the electrochemical oxidation of low-molecular-weight PTAm, which is initially water-insoluble, a water-soluble polyelectrolyte (ox-PTAm) is formed, containing both TEMPO and oxoammonium species, as indicated by cyclic voltammetry. ""]","[{""start"":218,""end"":458}]",,Water-soluble ox-PTAm polyelectrolyte,P0072:product,material_entity,P0072,126b65020f8ac3e92414db7a7192c9e4d39844681fbb8961a34cea8dee3fab03,Designing n-Type Thermogalvanic TEMPO-Substituted Polyacrylamide via Conformational Entropic Modulation,forms,"Through the electrochemical oxidation of low-molecular-weight PTAm, which is initially water-insoluble, a water-soluble polyelectrolyte (ox-PTAm) is formed, containing both TEMPO and oxoammonium species, as indicated by cyclic voltammetry. ",P0072:r002,,complete_abstract_revision_v1_not_independent_acceptance,measurement_method_model,TG:Cb3b8cb1c68e340,accepted,Electrochemical oxidation of low-molecular-weight PTAm,P0072:ox,mechanism_process,TG:Cdb0a4f03b3cca2,2026
