program_id,program_rule_code,program_title_cn,candidate_status,positive_control,source_paper_id,source_year,source_title,source_doi,source_insight_id,source_claim,source_evidence_tier,source_evidence_level,source_hypothesis_lane,source_scope_route,rule_match_support_class,scope_caveat,evidence_edge_status,rule_match_verified,evidence_path_weight,source_lever_code,source_lever_cn,target_redox_family,target_redox_system_cn,source_paper_node,source_insight_node,source_lever_node,program_node,target_system_node,graph_path,path_semantics
PRG_55d2dd45b552,ordered_ion_printing_ferricyanide,把 EHD 离子均匀化工艺扩展为 TG 凝胶的空间分区打印,direct_TG_precedent_upgrade_candidate,False,P0344,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,INSIGHT_5D9482CAAF,EHD printing produces ordered ion distribution,B_direct_needs_evidence_repair,E2_mechanism_and_outcome_exact_needs_repair,H2_repair_then_test,core_iTE,claim_direct_support,,accepted_claim_direct,True,0.75,ordered_ion_printing,有序离子打印,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0344,insight:INSIGHT_5D9482CAAF,lever:ordered_ion_printing,program:PRG_55d2dd45b552,tg_system:ferri_ferrocyanide,paper:P0344 --reports--> insight:INSIGHT_5D9482CAAF --supports_hypothesis--> program:PRG_55d2dd45b552 --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_791da0044d52,osmotic_gradient_plus_tg,把温差诱导的渗透浓度势与 TG 红氧电势串联，而非只做单一机制,direct_TG_precedent_upgrade_candidate,False,P0360,2025,Ionic thermoelectric osmotic energy conversion for harvesting low-grade waste heat from electronic heat sink,10.1016/j.energy.2025.138825,INSIGHT_D3547F60D9,ion-selective nanopore transport under a temperature gradient converts heat to osmotic power,B_direct_needs_evidence_repair,E2_mechanism_and_outcome_exact_needs_repair,H2_repair_then_test,core_iTE,claim_direct_support,,accepted_claim_direct,True,0.75,osmotic_or_concentration_gradient,渗透/浓度梯度,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0360,insight:INSIGHT_D3547F60D9,lever:osmotic_or_concentration_gradient,program:PRG_791da0044d52,tg_system:ferri_ferrocyanide,paper:P0360 --reports--> insight:INSIGHT_D3547F60D9 --supports_hypothesis--> program:PRG_791da0044d52 --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_791da0044d52,osmotic_gradient_plus_tg,把温差诱导的渗透浓度势与 TG 红氧电势串联，而非只做单一机制,direct_TG_precedent_upgrade_candidate,False,P0659,2017,Diffuse charge dynamics in ionic thermoelectrochemical systems,10.1103/physreve.96.022604,INSIGHT_55B6AEB675,Poisson-Nernst-Planck modeling shows thermovoltage develops on Debye time while Soret concentration gradients develop on bulk diffusion time,P_coupled_precedent,E3_mechanism_and_outcome_exact,B_coupled_benchmark,coupled_TG_benchmark,claim_direct_support,,accepted_claim_direct,True,0.45,osmotic_or_concentration_gradient,渗透/浓度梯度,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0659,insight:INSIGHT_55B6AEB675,lever:osmotic_or_concentration_gradient,program:PRG_791da0044d52,tg_system:ferri_ferrocyanide,paper:P0659 --reports--> insight:INSIGHT_55B6AEB675 --supports_hypothesis--> program:PRG_791da0044d52 --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_791da0044d52,osmotic_gradient_plus_tg,把温差诱导的渗透浓度势与 TG 红氧电势串联，而非只做单一机制,direct_TG_precedent_upgrade_candidate,False,P0713,2024,The Origin of Thermal Gradient-Induced Voltage in Polyelectrolytes,10.1002/smll.202308102,INSIGHT_1A90198267,cation hydration changes barrier height and ion-induced electrode potential,C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,role_sentence_support,,accepted_role_sentence_support,True,0.35750000000000004,osmotic_or_concentration_gradient,渗透/浓度梯度,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0713,insight:INSIGHT_1A90198267,lever:osmotic_or_concentration_gradient,program:PRG_791da0044d52,tg_system:ferri_ferrocyanide,paper:P0713 --reports--> insight:INSIGHT_1A90198267 --supports_hypothesis--> program:PRG_791da0044d52 --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_791da0044d52,osmotic_gradient_plus_tg,把温差诱导的渗透浓度势与 TG 红氧电势串联，而非只做单一机制,direct_TG_precedent_upgrade_candidate,False,P0713,2024,The Origin of Thermal Gradient-Induced Voltage in Polyelectrolytes,10.1002/smll.202308102,INSIGHT_D484D23F2C,water concentration gradient and hydrovoltaic voltage dominate thermal-gradient voltage,C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,claim_direct_support,,accepted_claim_direct,True,0.55,osmotic_or_concentration_gradient,渗透/浓度梯度,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0713,insight:INSIGHT_D484D23F2C,lever:osmotic_or_concentration_gradient,program:PRG_791da0044d52,tg_system:ferri_ferrocyanide,paper:P0713 --reports--> insight:INSIGHT_D484D23F2C --supports_hypothesis--> program:PRG_791da0044d52 --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_791da0044d52,osmotic_gradient_plus_tg,把温差诱导的渗透浓度势与 TG 红氧电势串联，而非只做单一机制,direct_TG_precedent_upgrade_candidate,False,P0839,2021,Thermoelectric Ratchet Effect for Charge Carriers with Hopping Dynamics,10.1103/physrevlett.126.068001,INSIGHT_E8A0E3E2D0,temperature-gradient-rectified activated ion jumps create thermoelectric ratchet effect; molecular concentration gradients add diffusiophoretic transport,C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,claim_direct_support,,accepted_claim_direct,True,0.55,osmotic_or_concentration_gradient,渗透/浓度梯度,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0839,insight:INSIGHT_E8A0E3E2D0,lever:osmotic_or_concentration_gradient,program:PRG_791da0044d52,tg_system:ferri_ferrocyanide,paper:P0839 --reports--> insight:INSIGHT_E8A0E3E2D0 --supports_hypothesis--> program:PRG_791da0044d52 --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_791da0044d52,osmotic_gradient_plus_tg,把温差诱导的渗透浓度势与 TG 红氧电势串联，而非只做单一机制,direct_TG_precedent_upgrade_candidate,False,P0919,2022,Ion regulation in double-network hydrogel module with ultrahigh thermopower for low-grade heat harvesting,10.1016/j.nanoen.2021.106738,INSIGHT_D070C94CE0,"selective ion localization and thermo-osmotic transport regulate anion mobility, producing ultrahigh ionic thermopower",A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,"THERMOOSMOSIS_VS_CONCENTRATION_GRADIENT_BOUNDARY: Thermo-osmotic transport and selective localization are adjacent to, but do not by themselves prove, a harvestable concentration/osmotic potential.",accepted_with_scope_caveat,True,0.6,osmotic_or_concentration_gradient,渗透/浓度梯度,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0919,insight:INSIGHT_D070C94CE0,lever:osmotic_or_concentration_gradient,program:PRG_791da0044d52,tg_system:ferri_ferrocyanide,paper:P0919 --reports--> insight:INSIGHT_D070C94CE0 --supports_hypothesis--> program:PRG_791da0044d52 --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_791da0044d52,osmotic_gradient_plus_tg,把温差诱导的渗透浓度势与 TG 红氧电势串联，而非只做单一机制,direct_TG_precedent_upgrade_candidate,False,P1120,2025,Enhanced Thermopower by Asymmetric Doping of Sodium Chloride in Ionogels,10.1021/acs.nanolett.5c01479,INSIGHT_584BC35F5A,preintroduced ion-concentration gradient couples with temperature gradient to lower cation migration barrier and enhance ionic thermopower,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,,accepted_claim_direct,True,1.0,osmotic_or_concentration_gradient,渗透/浓度梯度,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P1120,insight:INSIGHT_584BC35F5A,lever:osmotic_or_concentration_gradient,program:PRG_791da0044d52,tg_system:ferri_ferrocyanide,paper:P1120 --reports--> insight:INSIGHT_584BC35F5A --supports_hypothesis--> program:PRG_791da0044d52 --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_791da0044d52,osmotic_gradient_plus_tg,把温差诱导的渗透浓度势与 TG 红氧电势串联，而非只做单一机制,direct_TG_precedent_upgrade_candidate,False,P1320,2014,Experimental measurements of the SP response to concentration and temperature gradients in sandstones with application to subsurface geophysical monitoring,10.1002/2014jb011249,INSIGHT_8A9BA189F2,temperature and concentration gradients generate exclusion-diffusion potentials,C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,claim_direct_support,,accepted_claim_direct,True,0.55,osmotic_or_concentration_gradient,渗透/浓度梯度,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P1320,insight:INSIGHT_8A9BA189F2,lever:osmotic_or_concentration_gradient,program:PRG_791da0044d52,tg_system:ferri_ferrocyanide,paper:P1320 --reports--> insight:INSIGHT_8A9BA189F2 --supports_hypothesis--> program:PRG_791da0044d52 --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_791da0044d52,osmotic_gradient_plus_tg,把温差诱导的渗透浓度势与 TG 红氧电势串联，而非只做单一机制,direct_TG_precedent_upgrade_candidate,False,P1457,2017,A computational approach to calculate the heat of transport of aqueous solutions,10.1038/srep44833,INSIGHT_99199ABF47,ion-specific heats of transport for Li+ and Cl- determine Soret minima and concentration/temperature-dependent Seebeck coefficients,B_direct_needs_evidence_repair,E1_partial_exact_evidence,H3_inspiration,core_iTE,role_sentence_support,,accepted_role_sentence_support,True,0.48750000000000004,osmotic_or_concentration_gradient,渗透/浓度梯度,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P1457,insight:INSIGHT_99199ABF47,lever:osmotic_or_concentration_gradient,program:PRG_791da0044d52,tg_system:ferri_ferrocyanide,paper:P1457 --reports--> insight:INSIGHT_99199ABF47 --supports_hypothesis--> program:PRG_791da0044d52 --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_791da0044d52,osmotic_gradient_plus_tg,把温差诱导的渗透浓度势与 TG 红氧电势串联，而非只做单一机制,direct_TG_precedent_upgrade_candidate,False,P1665,2022,Charge Regulation and pH Effects on Thermo-Osmotic Conversion,10.3390/nano12162774,INSIGHT_E0C19E1485,"surface charge regulation, pore structure, and pH alter Nernst-Planck-Poisson ion transport under thermal gradients, tuning thermo-osmotic Seebeck coefficient",C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,claim_direct_support,THERMOOSMOSIS_VS_CONCENTRATION_GRADIENT_BOUNDARY: Thermo-osmotic Seebeck regulation is adjacent evidence; a persistent concentration/osmotic voltage and regeneration path remain unproven.,accepted_with_scope_caveat,True,0.33,osmotic_or_concentration_gradient,渗透/浓度梯度,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P1665,insight:INSIGHT_E0C19E1485,lever:osmotic_or_concentration_gradient,program:PRG_791da0044d52,tg_system:ferri_ferrocyanide,paper:P1665 --reports--> insight:INSIGHT_E0C19E1485 --supports_hypothesis--> program:PRG_791da0044d52 --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_88a7efad7dbd,manning_condensation_ferricyanide,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,mechanism_extension_white_space,False,P0344,2025,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,10.1016/j.colsurfa.2025.138182,INSIGHT_39CF2C90B3,"electronegative CMC-Na induces Manning counterion condensation, improving selective ion migration and Seebeck coefficient",A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,,accepted_claim_direct,True,1.0,counterion_condensation,Manning 反离子凝聚,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0344,insight:INSIGHT_39CF2C90B3,lever:counterion_condensation,program:PRG_88a7efad7dbd,tg_system:ferri_ferrocyanide,paper:P0344 --reports--> insight:INSIGHT_39CF2C90B3 --supports_hypothesis--> program:PRG_88a7efad7dbd --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_88a7efad7dbd,manning_condensation_ferricyanide,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,mechanism_extension_white_space,False,P0401,2025,Thermoelectric Ionic Hydrogel Based on PEDOT:PSS/PAAm for Low-Grade Thermal-Energy Harvesting,10.1021/acsaelm.5c00195,INSIGHT_0A0CF05C12,"PEDOT:PSS acts as n-type dopant and induces counterion condensation, immobilizing cations and increasing ion thermal-migration disparity",A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,,accepted_claim_direct,True,1.0,counterion_condensation,Manning 反离子凝聚,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0401,insight:INSIGHT_0A0CF05C12,lever:counterion_condensation,program:PRG_88a7efad7dbd,tg_system:ferri_ferrocyanide,paper:P0401 --reports--> insight:INSIGHT_0A0CF05C12 --supports_hypothesis--> program:PRG_88a7efad7dbd --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_88a7efad7dbd,manning_condensation_ferricyanide,测试多阳离子链的 Manning 凝聚能否区分 3−/4− 红氧阴离子,mechanism_extension_white_space,False,P0555,2023,Stretchable polyvinyl alcohol and sodium alginate double network ionic hydrogels for low-grade heat harvesting with ultrahigh thermopower,10.1016/j.mtener.2023.101383,INSIGHT_AF8759DE1B,SA-induced Manning counterion condensation and crystalline PVA chains synergistically produce ultrahigh ionic Seebeck coefficient,B_direct_needs_evidence_repair,E2_mechanism_and_outcome_exact_needs_repair,H2_repair_then_test,core_iTE,claim_direct_support,,accepted_claim_direct,True,0.75,counterion_condensation,Manning 反离子凝聚,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0555,insight:INSIGHT_AF8759DE1B,lever:counterion_condensation,program:PRG_88a7efad7dbd,tg_system:ferri_ferrocyanide,paper:P0555 --reports--> insight:INSIGHT_AF8759DE1B --supports_hypothesis--> program:PRG_88a7efad7dbd --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_99097fe0f5e3,pyroelectric_tg_positive_control,正对照：热释电负责瞬态、TG 负责稳态的双时间尺度收能,known_TG_precedent_positive_control,True,P0720,2019,Thermodiffusion-Assisted Pyroelectrics-Enabling Rapid and Stable Heat and Radiation Sensing,10.1002/adfm.201900572,INSIGHT_0F148E8316,thermodiffusion-assisted pyroelectric device combines rapid pyroelectric response with stable ionic thermoelectric signal through ion-electron interfacial interactions,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,,accepted_claim_direct,True,1.0,pyroelectric_hybrid,热释电混合,any_tg,通用 TG 红氧体系,paper:P0720,insight:INSIGHT_0F148E8316,lever:pyroelectric_hybrid,program:PRG_99097fe0f5e3,tg_system:any_tg,paper:P0720 --reports--> insight:INSIGHT_0F148E8316 --supports_hypothesis--> program:PRG_99097fe0f5e3 --targets--> tg_system:any_tg,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_9e58569c757c,oriented_channel_ferricyanide,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,direct_TG_precedent_upgrade_candidate,False,P0338,2025,Long-Term Serviceable Ionic Thermoelectric Hydrogel with Temperature and Moisture Dual-Driven Waste Energy Harvesting Capability,10.1002/smll.202501960,INSIGHT_31705280C8,"oxygen-containing functional groups and oriented ionic transport nanochannels maintain ionic transport, enable electrolyte replenishment after drying, and support long-term thermopower recovery",B_direct_needs_evidence_repair,E2_mechanism_and_outcome_exact_needs_repair,H2_repair_then_test,core_iTE,claim_direct_support,,accepted_claim_direct,True,0.75,oriented_or_confined_channels,取向/限域离子通道,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0338,insight:INSIGHT_31705280C8,lever:oriented_or_confined_channels,program:PRG_9e58569c757c,tg_system:ferri_ferrocyanide,paper:P0338 --reports--> insight:INSIGHT_31705280C8 --supports_hypothesis--> program:PRG_9e58569c757c --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_9e58569c757c,oriented_channel_ferricyanide,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,direct_TG_precedent_upgrade_candidate,False,P0345,2025,Ionic thermoelectric performance of cement and its modifications,10.1016/j.cscm.2024.e04186,INSIGHT_8999AEDED8,pure cement thermopower is attributed to water diffusion inside CNT nanochannels and cement microcracks/capillaries,B_direct_needs_evidence_repair,E1_partial_exact_evidence,H3_inspiration,core_iTE,claim_direct_support,CONFINEMENT_ONLY_NO_ORIENTATION_EVIDENCE: Generic nanochannel/confinement evidence; directional or oriented redox transport is not established.,accepted_with_scope_caveat,True,0.44999999999999996,oriented_or_confined_channels,取向/限域离子通道,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0345,insight:INSIGHT_8999AEDED8,lever:oriented_or_confined_channels,program:PRG_9e58569c757c,tg_system:ferri_ferrocyanide,paper:P0345 --reports--> insight:INSIGHT_8999AEDED8 --supports_hypothesis--> program:PRG_9e58569c757c --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_9e58569c757c,oriented_channel_ferricyanide,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,direct_TG_precedent_upgrade_candidate,False,P0347,2025,Superior ionic thermoelectric performance enabled by lignocellulose channel reconstruction in all-wood gels,10.1016/j.cej.2025.165667,INSIGHT_2E04AF0B9E,reconstructed lignocellulose ion channels enriched with negative charges and fixed anions promote rapid selective cation migration under a temperature gradient,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,,accepted_claim_direct,True,1.0,oriented_or_confined_channels,取向/限域离子通道,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0347,insight:INSIGHT_2E04AF0B9E,lever:oriented_or_confined_channels,program:PRG_9e58569c757c,tg_system:ferri_ferrocyanide,paper:P0347 --reports--> insight:INSIGHT_2E04AF0B9E --supports_hypothesis--> program:PRG_9e58569c757c --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_9e58569c757c,oriented_channel_ferricyanide,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,direct_TG_precedent_upgrade_candidate,False,P0355,2024,Negative thermopower anisotropic ionic thermoelectric hydrogels based on synergistic coordination and hydration for low-grade heat harvesting,10.1016/j.cej.2024.148797,INSIGHT_7ADD248CA7,synergistic coordination and hydration plus subnanometer ion confinement in oriented chains facilitate selective ion migration under a temperature gradient,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,,accepted_claim_direct,True,1.0,oriented_or_confined_channels,取向/限域离子通道,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0355,insight:INSIGHT_7ADD248CA7,lever:oriented_or_confined_channels,program:PRG_9e58569c757c,tg_system:ferri_ferrocyanide,paper:P0355 --reports--> insight:INSIGHT_7ADD248CA7 --supports_hypothesis--> program:PRG_9e58569c757c --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_9e58569c757c,oriented_channel_ferricyanide,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,direct_TG_precedent_upgrade_candidate,False,P0564,2023,Ion Steric Effect Induces Giant Enhancement of Thermoelectric Conversion in Electrolyte-Filled Nanochannels,10.1021/acs.nanolett.3c02469,INSIGHT_23F6CF3DAD,ion steric effect coupled with ion thermodiffusion in electric double layers enhances nanochannel Seebeck coefficient,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,CONFINEMENT_ONLY_NO_ORIENTATION_EVIDENCE: Generic nanochannel/confinement evidence; directional or oriented redox transport is not established.,accepted_with_scope_caveat,True,0.6,oriented_or_confined_channels,取向/限域离子通道,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0564,insight:INSIGHT_23F6CF3DAD,lever:oriented_or_confined_channels,program:PRG_9e58569c757c,tg_system:ferri_ferrocyanide,paper:P0564 --reports--> insight:INSIGHT_23F6CF3DAD --supports_hypothesis--> program:PRG_9e58569c757c --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_9e58569c757c,oriented_channel_ferricyanide,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,direct_TG_precedent_upgrade_candidate,False,P0608,2021,Solar-driven ionic power generation via a film of nanocellulose @ conductive metal-organic framework,10.1039/d0ee02730h,INSIGHT_BF5259CD93,charged nanochannels drive ionic thermoelectric and streaming potentials,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,CONFINEMENT_ONLY_NO_ORIENTATION_EVIDENCE: Generic nanochannel/confinement evidence; directional or oriented redox transport is not established.,accepted_with_scope_caveat,True,0.6,oriented_or_confined_channels,取向/限域离子通道,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0608,insight:INSIGHT_BF5259CD93,lever:oriented_or_confined_channels,program:PRG_9e58569c757c,tg_system:ferri_ferrocyanide,paper:P0608 --reports--> insight:INSIGHT_BF5259CD93 --supports_hypothesis--> program:PRG_9e58569c757c --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_9e58569c757c,oriented_channel_ferricyanide,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,direct_TG_precedent_upgrade_candidate,False,P0640,2018,Skin-Inspired Low-Grade Heat Energy Harvesting Using Directed Ionic Flow through Conical Nanochannels,10.1002/aenm.201800459,INSIGHT_D6D0D37A69,directed ionic flow through conical nanochannels under temperature gradient converts low-grade heat into electrical power,C_adjacent_enabling_evidence,E3_mechanism_and_outcome_exact,H1_evidence_ready,adjacent_enabling,claim_direct_support,CONFINEMENT_ONLY_NO_ORIENTATION_EVIDENCE: Generic nanochannel/confinement evidence; directional or oriented redox transport is not established.,accepted_with_scope_caveat,True,0.33,oriented_or_confined_channels,取向/限域离子通道,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0640,insight:INSIGHT_D6D0D37A69,lever:oriented_or_confined_channels,program:PRG_9e58569c757c,tg_system:ferri_ferrocyanide,paper:P0640 --reports--> insight:INSIGHT_D6D0D37A69 --supports_hypothesis--> program:PRG_9e58569c757c --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_9e58569c757c,oriented_channel_ferricyanide,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,direct_TG_precedent_upgrade_candidate,False,P0757,2022,Nanoengineered nanochannels for thermally ionic nanofluidic energy harvesting,10.1016/j.enconman.2022.115760,INSIGHT_4CD22DC667,temperature-gradient-induced ionic nanofluidic transport in nanochannels enhances ionic Seebeck coefficient and output power,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,claim_direct_support,CONFINEMENT_ONLY_NO_ORIENTATION_EVIDENCE: Generic nanochannel/confinement evidence; directional or oriented redox transport is not established.,accepted_with_scope_caveat,True,0.6,oriented_or_confined_channels,取向/限域离子通道,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0757,insight:INSIGHT_4CD22DC667,lever:oriented_or_confined_channels,program:PRG_9e58569c757c,tg_system:ferri_ferrocyanide,paper:P0757 --reports--> insight:INSIGHT_4CD22DC667 --supports_hypothesis--> program:PRG_9e58569c757c --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_9e58569c757c,oriented_channel_ferricyanide,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,direct_TG_precedent_upgrade_candidate,False,P0938,2024,Ionic Power Generation on a Scalable Cellulose@polypyrrole Membrane: The Role of Water and Thermal Gradients,10.1007/s42765-023-00353-w,INSIGHT_2E12EE9164,water and thermal gradients drive streaming potential from ionic electrokinetics and ionic thermoelectric potential from Soret effect,A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,role_sentence_support,CONFINEMENT_ONLY_NO_ORIENTATION_EVIDENCE: Generic nanochannel/confinement evidence; directional or oriented redox transport is not established.,accepted_with_scope_caveat,True,0.39,oriented_or_confined_channels,取向/限域离子通道,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P0938,insight:INSIGHT_2E12EE9164,lever:oriented_or_confined_channels,program:PRG_9e58569c757c,tg_system:ferri_ferrocyanide,paper:P0938 --reports--> insight:INSIGHT_2E12EE9164 --supports_hypothesis--> program:PRG_9e58569c757c --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
PRG_9e58569c757c,oriented_channel_ferricyanide,用取向离子通道解耦 TG 凝胶的机械强度与红氧扩散,direct_TG_precedent_upgrade_candidate,False,P1053,2023,Effect of hydrodynamic slip on thermoelectric response in negatively-charged nanofluidic channels,10.1016/j.ijheatmasstransfer.2023.124454,INSIGHT_0FE8C218B8,"temperature-dependent mobility, Soret thermodiffusion, and slip-amplified thermoosmosis control ionic thermoelectric response",A_direct_evidence_ready,E3_mechanism_and_outcome_exact,H1_evidence_ready,core_iTE,role_sentence_support,CONFINEMENT_ONLY_NO_ORIENTATION_EVIDENCE: Generic nanochannel/confinement evidence; directional or oriented redox transport is not established.,accepted_with_scope_caveat,True,0.39,oriented_or_confined_channels,取向/限域离子通道,ferri_ferrocyanide,[Fe(CN)6]3−/[Fe(CN)6]4−,paper:P1053,insight:INSIGHT_0FE8C218B8,lever:oriented_or_confined_channels,program:PRG_9e58569c757c,tg_system:ferri_ferrocyanide,paper:P1053 --reports--> insight:INSIGHT_0FE8C218B8 --supports_hypothesis--> program:PRG_9e58569c757c --targets--> tg_system:ferri_ferrocyanide,source report verified; rule match verified; transfer hypothesis experimentally pending
