node_id,node_type,label,evidence_status,year,doi,discovery_status
paper:P0580,paper,Simultaneous Enhancement of Thermoelectric and Mechanical Properties in Recyclable Transparent Ionogels via In-Situ Phase Separation,outside_analysis_freeze_window,2026.0,10.1021/acsami.6c01737,
paper:P0581,paper,Thermoelectric Gating Organic Electrochemical Transistors Enabled by Printable Ionogels With n-p Convertible Thermopower,outside_analysis_freeze_window,2026.0,10.1002/advs.75450,
paper:P0582,paper,Study on La Doping Modification and Transport Characteristics of Indium Oxide-Based Thermoelectric Materials for Waste-Heat Power Generation Application,outside_analysis_freeze_window,2026.0,10.3390/inorganics14020046,
paper:P0583,paper,Magnesium phosphate cement-based composites with selective significantly enhanced thermoelectric potential,outside_analysis_freeze_window,2026.0,10.1016/j.renene.2026.125594,
paper:P0584,paper,Water-Resistant Thermoelectric Ionogel Enables Underwater Heat Harvesting,claim_extracted_not_mapped,2023.0,10.3390/polym15071746,
paper:P0585,paper,Aligned cellulose nanofibril ionogels with continuous micro-nanochannels for ionic thermoelectrics and self-powered sensors,outside_analysis_freeze_window,2026.0,10.1016/j.compositesb.2026.113490,
paper:P0586,paper,Advanced Bacterial Cellulose Ionic Conductors with Gigantic Thermopower for Low-Grade Heat Harvesting,claim_extracted_not_mapped,2022.0,10.1021/acs.nanolett.2c02558,
paper:P0587,paper,Flexible and Robust Bacterial Cellulose-Based Ionogels with High Thermoelectric Properties for Low-Grade Heat Harvesting,claim_extracted_not_mapped,2022.0,10.1002/adfm.202107105,
paper:P0588,paper,Elucidation of the ionic conductivity mechanism of weathered biotite using first-principles calculation,outside_analysis_freeze_window,2026.0,10.35848/1347-4065/ae2c2d,
paper:P0589,paper,Decoupling ion transport and mechanical robustness in ionic thermoelectrics via defect-rich SrTiO3 nanofibers,outside_analysis_freeze_window,2026.0,10.1016/j.cej.2026.177118,
paper:P0590,paper,Surfactant-mediated heterogated biphasic gel for wearable ionic thermoelectrics,outside_analysis_freeze_window,2026.0,10.1016/j.nanoen.2026.112067,
paper:P0591,paper,Environmentally stable and adhesive hemicellulose eutectogel for n-type ionic thermoelectrics,outside_analysis_freeze_window,2026.0,10.1016/j.cej.2026.176392,
paper:P0592,paper,Thermoelectric Potential of Polymer-Scaffolded Ionic Liquid Membranes,claim_extracted_not_mapped,2014.0,10.1007/s11664-013-2799-1,
paper:P0593,paper,Semiconductor glass with superior flexibility and high room temperature thermoelectric performance,claim_extracted_not_mapped,2020.0,10.1126/sciadv.aaz8423,
paper:P0594,paper,Gate-tunable Thermoelectric Effect in Oxide Thin Films at Room Temperature,claim_extracted_not_mapped,2024.0,10.1002/aelm.202300683,
paper:P0595,paper,Ionic Additive Engineering of Water-Processable Single-Walled Carbon Nanotube and Carboxymethyl Cellulose Composites for High-Performance Organic Thermoelectrics,outside_analysis_freeze_window,2026.0,10.1021/acsaem.6c01282,
paper:P0596,paper,Chemical bonding manipulation unlocks high performance ionic-bonded thermoelectrics,outside_analysis_freeze_window,2026.0,10.1038/s41467-026-70922-1,
paper:P0597,paper,Enhanced output voltage of thermoelectric generators driven by alternate triboelectric charges,claim_extracted_not_mapped,2023.0,10.1016/j.mtener.2023.101394,
paper:P0598,paper,Liquid-Free Ion-Conducting Elastomer with Environmental Stability for Soft Sensing and Thermoelectric Generating,claim_extracted_not_mapped,2022.0,10.1021/acsami.2c09208,
paper:P0599,paper,Highly Stretchable PU Ionogels with Self-Healing Capability for a Flexible Thermoelectric Generator,claim_extracted_not_mapped,2021.0,10.1021/acsami.1c03328,
paper:P0600,paper,Polymer gels with tunable ionic Seebeck coefficient for ultra-sensitive printed thermopiles,claim_extracted_not_mapped,2019.0,10.1038/s41467-019-08930-7,
paper:P0601,paper,Beyond Rattling: Tetrahedrites as Incipient Ionic Conductors,claim_extracted_not_mapped,2023.0,10.1002/adma.202306088,
paper:P0602,paper,Significant Enhancement in the Thermoelectric Properties of Ionogels through the Solid Network Engineering,claim_extracted_not_mapped,2022.0,10.1002/adfm.202109772,
paper:P0603,paper,Blocking Ion Migration Stabilizes the High Thermoelectric Performance in Cu2Se Composites,claim_extracted_not_mapped,2020.0,10.1002/adma.202003730,
paper:P0604,paper,Integration of an electronic thermoelectric material with ionogels to harvest heat from both temperature gradient and temperature fluctuation,claim_extracted_not_mapped,2022.0,10.1016/j.cej.2022.138433,
paper:P0605,paper,Engineering nanoscale solid networks of ionogel for enhanced thermoelectric power output and excellent mechanical properties,claim_extracted_not_mapped,2023.0,10.1016/j.cej.2022.141156,
paper:P0606,paper,Chalcogenides as thermoelectric materials,claim_extracted_not_mapped,2019.0,10.1016/j.jssc.2018.10.049,
paper:P0607,paper,Size-Selective Ionic Crosslinking Provides Stretchable Mixed Ionic-Electronic Conductors,claim_extracted_not_mapped,2023.0,10.1002/anie.202306994,
paper:P0608,paper,Solar-driven ionic power generation via a film of nanocellulose @ conductive metal-organic framework,mapped_to_curated_complementarity_program,2021.0,10.1039/d0ee02730h,
paper:P0609,paper,High ionic thermopower in flexible composite hydrogel for wearable self-powered sensor,claim_extracted_not_mapped,2022.0,10.1016/j.compscitech.2022.109771,
paper:P0610,paper,Bonding Heterogeneity Inducing Low Lattice Thermal Conductivity and High Thermoelectric Performance in 2D CdTe2,claim_extracted_not_mapped,2022.0,10.1021/acsaem.2c01176,
paper:P0611,paper,Durable and stretchable nanocomposite ionogels with high thermoelectric property for low-grade heat harvesting,claim_extracted_not_mapped,2023.0,10.1007/s11431-022-2222-5,
paper:P0612,paper,Mesogenic polymer composites for temperature-programmable thermoelectric ionogels,claim_extracted_not_mapped,2022.0,10.1039/d2ta03120e,
paper:P0613,paper,Environmentally Tolerant Ionic Hydrogel with High Power Density for Low-Grade Heat Harvesting,claim_extracted_not_mapped,2022.0,10.1021/acsami.2c07423,
paper:P0614,paper,Thermoelectric energy harvesting electronic skin (e-skin) Patch with reconfigurable carbon nanotube clays,claim_extracted_not_mapped,2021.0,10.1016/j.nanoen.2021.106156,
paper:P0615,paper,High Thermoelectric Performance in n-Type Perylene Bisimide Induced by the Soret Effect,claim_extracted_not_mapped,2020.0,10.1002/adma.202002752,
paper:P0616,paper,Multi-Ionic Hydrogel with Outstanding Heat-to-Electrical Performance for Low-Grade Heat Harvesting,claim_extracted_not_mapped,2022.0,10.1002/asia.202200850,
paper:P0617,paper,Cellulose ionic conductor with tunable Seebeck coefficient for low-grade heat harvesting,claim_extracted_not_mapped,2022.0,10.1016/j.carbpol.2022.119650,
paper:P0618,paper,Polymer films with ultrahigh thermoelectric properties arising from significant seebeck coefficient enhancement by ion accumulation on surface,claim_extracted_not_mapped,2018.0,10.1016/j.nanoen.2018.07.002,
paper:P0619,paper,In Situ Observation of Morphological and Oxidation Level Degradation Processes within Ionic Liquid Post-treated PEDOT:PSS Thin Films upon Operation at High Temperatures,claim_extracted_not_mapped,2022.0,10.1021/acsami.2c05745,
paper:P0620,paper,The role of absorbed water in ionic liquid cellulosic electrolytes for ionic thermoelectrics,claim_extracted_not_mapped,2022.0,10.1039/d1tc04466d,
paper:P0621,paper,Robust High Thermoelectric Harvesting Under a Self-Humidifying Bilayer of Metal Organic Framework and Hydrogel Layer,claim_extracted_not_mapped,2019.0,10.1002/adfm.201807549,
paper:P0622,paper,Ultrahigh Thermoelectric Power Generation from Both Ion Diffusion by Temperature Fluctuation and Hole Accumulation by Temperature Gradient,claim_extracted_not_mapped,2020.0,10.1002/aenm.202001633,
paper:P0623,paper,High Thermoelectric Performance in Sulfide-Type Argyrodites Compound Ag8Sn(S1-xSex)6 Enabled by Ultralow Lattice Thermal Conductivity and Extended Cubic Phase Regime,claim_extracted_not_mapped,2020.0,10.1002/adfm.202000526,
paper:P0624,paper,Suppression of atom motion and metal deposition in mixed ionic electronic conductors,claim_extracted_not_mapped,2018.0,10.1038/s41467-018-05248-8,
paper:P0625,paper,Cation effect of inorganic salts on ionic Seebeck coefficient,claim_extracted_not_mapped,2021.0,10.1063/5.0043498,
paper:P0626,paper,Electrostatic Control of the Thermoelectric Figure of Merit in Ion-Gated Nanotransistors,claim_extracted_not_mapped,2021.0,10.1002/adfm.202104175,
paper:P0627,paper,Centimeter-Sized Monolayer CVD Graphene with High Power Factor for Scalable Thermoelectric Applications,claim_extracted_not_mapped,2022.0,10.1021/acsaelm.1c00995,
paper:P0628,paper,Enhanced thermoelectric performances of flexible PEDOT:PSS film by synergistically tuning the ordering structure and oxidation state,claim_extracted_not_mapped,2020.0,10.1016/j.jmat.2020.01.001,
paper:P0629,paper,Outstanding Electrode-Dependent Seebeck Coefficients in Ionic Hydrogels for Thermally Chargeable Supercapacitor near Room Temperature,claim_extracted_not_mapped,2020.0,10.1021/acsami.0c11752,
paper:P0630,paper,Flexible thermoelectric module based on zinc oxide thin film grown via SILAR,claim_extracted_not_mapped,2021.0,10.1016/j.cap.2020.10.012,
paper:P0631,paper,Zintl Phase BaAgSb: Low Thermal Conductivity and High Performance Thermoelectric Material in Ab Initio Calculation,claim_extracted_not_mapped,2021.0,10.1088/0256-307x/38/4/046301,
paper:P0632,paper,"Influence of ionic sizes of rare earths on thermoelectric properties of perovskite-type rare earth cobalt oxides RCoO3 (R = Pr, Nd, Tb, Dy)",claim_extracted_not_mapped,2009.0,10.1016/j.jallcom.2009.04.100,
paper:P0633,paper,Large barocaloric effects in thermoelectric superionic materials,claim_extracted_not_mapped,2020.0,10.1103/physrevmaterials.4.015403,
paper:P0634,paper,Ionic Liquids as Post-Treatment Agents for Simultaneous Improvement of Seebeck Coefficient and Electrical Conductivity in PEDOT:PSS Films,claim_extracted_not_mapped,2019.0,10.1021/acsami.8b21709,
paper:P0635,paper,"Ionic diffusivity, electrical conductivity, membrane and thermoelectric potentials in colloids and granular porous media: A unified model",claim_extracted_not_mapped,1999.0,10.1006/jcis.1998.6077,
paper:P0636,paper,Influence of ionic size of rare-earth site on the thermoelectric properties of RCoO3-type perovskite cobalt oxides,claim_extracted_not_mapped,2001.0,10.1016/s0921-5107(01)00645-6,
paper:P0637,paper,A laterally designed all-in-one energy device using a thermoelectric generator-coupled micro supercapacitor,claim_extracted_not_mapped,2019.0,10.1016/j.nanoen.2019.04.016,
paper:P0638,paper,Thermoelectric properties of Ag2S superionic conductor with intrinsically low lattice thermal conductivity,claim_extracted_not_mapped,2019.0,10.7498/aps.68.20190073,
paper:P0639,paper,Electronic origin of the enhanced thermoelectric efficiency of Cu2Se,claim_extracted_not_mapped,2020.0,10.1016/j.scib.2020.07.007,
paper:P0640,paper,Skin-Inspired Low-Grade Heat Energy Harvesting Using Directed Ionic Flow through Conical Nanochannels,mapped_to_curated_complementarity_program,2018.0,10.1002/aenm.201800459,
paper:P0641,paper,Ionic Liquid Gating Enhanced Photothermoelectric Conversion in Three-Dimensional Microporous Graphene,claim_extracted_not_mapped,2020.0,10.1021/acsami.0c05833,
paper:P0642,paper,Semi-transparent copper iodide thin films on flexible substrates as p-type thermolegs for a wearable thermoelectric generator,claim_extracted_not_mapped,2019.0,10.1016/j.tsf.2019.05.025,
paper:P0643,paper,Thermoelectric power of mixed electronic-ionic conductors I. Basic equations,claim_extracted_not_mapped,2004.0,10.1007/bf02382812,
paper:P0644,paper,Crosslinked thermoelectric hydro-ionogels: A new class of highly conductive thermoelectric materials,claim_extracted_not_mapped,2019.0,10.1016/j.enconman.2019.111813,
paper:P0645,paper,Operando structural investigations of thermoelectric materials,claim_extracted_not_mapped,2021.0,10.1107/s1600576721006294,
paper:P0646,paper,Thermoelectric power in ionic and electronic mixed conductors,claim_extracted_not_mapped,1996.0,10.5796/kogyobutsurikagaku.64.897,
paper:P0647,paper,Semitransparent p-CuI and n-ZnO thin films prepared by low temperature solution growth for thermoelectric conversion of near-infrared solar light,claim_extracted_not_mapped,2018.0,10.1016/j.solener.2018.07.030,
paper:P0648,paper,High-Temperature Crystal Structure and Chemical Bonding in Thermoelectric Germanium Selenide (GeSe),claim_extracted_not_mapped,2017.0,10.1002/chem.201700536,
paper:P0649,paper,Lifting the Optical and Thermoelectric Properties of Mg2Si as a Function of Sn Incorporation-Potential Thermoelectric Materials,claim_extracted_not_mapped,2021.0,10.1149/2162-8777/ac1479,
paper:P0650,paper,Synthesis and characterization of novel p-type chemically cross-linked ionogels with high ionic seebeck coefficient for low-grade heat harvesting,claim_extracted_not_mapped,2019.0,10.1016/j.electacta.2019.134575,
paper:P0651,paper,Synergistic Impacts of Electrolyte Adsorption on the Thermoelectric Properties of Single-Walled Carbon Nanotubes,claim_extracted_not_mapped,2017.0,10.1002/smll.201700804,
paper:P0652,paper,Effects of Additives and Post-Treatment on the Thermoelectric Performance of Vapor-Phase Polymerized PEDOT Films,claim_extracted_not_mapped,2017.0,10.1002/polb.24422,
paper:P0653,paper,Thermodiffusion of repulsive charged nanoparticles - the interplay between single-particle and thermoelectric contributions,claim_extracted_not_mapped,2018.0,10.1039/c8cp02558d,
paper:P0654,paper,Study of the effect of stress/strain of mesoporous Al-doped ZnO thin films on thermoelectric properties,claim_extracted_not_mapped,2018.0,10.1016/j.solidstatesciences.2018.05.010,
paper:P0655,paper,Thermoelectric Properties of Polymeric Mixed Conductors,claim_extracted_not_mapped,2016.0,10.1002/adfm.201601106,
paper:P0656,paper,Electrochemical Effects in Thermoelectric Polymers,claim_extracted_not_mapped,2016.0,10.1021/acsmacrolett.6b00054,
paper:P0657,paper,P-N Conversion in a Water Ionic Liquid Binary System for Nonredox Thermocapacitive Converters,claim_extracted_not_mapped,2017.0,10.1021/acs.langmuir.7b00746,
paper:P0658,paper,Ionic vs. van der Waals layered materials: identification and comparison of elastic anisotropy,claim_extracted_not_mapped,2018.0,10.1039/c8ta04933e,
paper:P0659,paper,Diffuse charge dynamics in ionic thermoelectrochemical systems,mapped_to_curated_complementarity_program,2017.0,10.1103/physreve.96.022604,
paper:P0660,paper,Synthesis and characterization of protic ionic liquids as thermoelectrochemical materials,claim_extracted_not_mapped,2016.0,10.1039/c5ra24835c,
paper:P0661,paper,Enhancement of thermoelectric properties by fluorine doping in LaO1-xFxBiPbS3,claim_extracted_not_mapped,2019.0,10.1016/j.ceramint.2018.09.248,
paper:P0662,paper,Thermal potential of ion-exchange membranes and its application to thermoelectric power generation,mapped_to_curated_complementarity_program,2016.0,10.1016/j.memsci.2015.10.042,
paper:P0663,paper,Measuring Ionic Conductivity in Mixed Electron-ionic Conductors Based on the Ion-blocking Method,claim_extracted_not_mapped,2017.0,10.15541/jim20170125,
paper:P0664,paper,Mechanical properties of thermoelectric lanthanum telluride from quantum mechanics,claim_extracted_not_mapped,2017.0,10.1088/1361-6463/aa7625,
paper:P0665,paper,Optimization of Filler Elements in CoSb3-Based Skutterudites for High-Performance n-Type Thermoelectric Materials,claim_extracted_not_mapped,2016.0,10.1007/s11664-015-4155-0,
paper:P0666,paper,Electrical current dependence of the ionic conduction in Zn4Sb3,claim_extracted_not_mapped,2017.0,10.7567/apex.10.095801,
paper:P0667,paper,Low-temperature crystallization of La0.15Sr0.775TiO3 using ionic liquids,claim_extracted_not_mapped,2018.0,10.1111/jace.15754,
paper:P0668,paper,Electronic structure and high thermoelectric properties of a new material Ba3Cu20Te13,claim_extracted_not_mapped,2016.0,10.1016/j.jallcom.2016.03.131,
paper:P0669,paper,Enhanced cryogenic thermopower in SrTiO3 by ionic gating,claim_extracted_not_mapped,2015.0,10.1103/physrevb.92.165304,
paper:P0670,paper,Cation-Anchoring-Induced Efficient n-Type Thermo-Electric Ionogel with Ultra-High Thermopower,claim_extracted_not_mapped,2025.0,10.1002/advs.202414389,
paper:P0671,paper,Record figure of merit values of highly stoichiometric Sb2Te3 porous bulk synthesized from tailor-made molecular precursors in ionic liquids,claim_extracted_not_mapped,2015.0,10.1039/c5tc01248a,
paper:P0672,paper,Development of Flexible Micro-Thermo-electrochemical Generators Based on Ionic Liquids,claim_extracted_not_mapped,2014.0,10.1007/s11664-014-3126-1,
paper:P0673,paper,Holistic quantum design of thermoelectric niobium oxynitride,claim_extracted_not_mapped,2015.0,10.1016/j.ssc.2015.03.020,
paper:P0674,paper,Influence of rare earth doping on thermoelectric properties of SrTiO3 ceramics,claim_extracted_not_mapped,2013.0,10.1063/1.4847455,
paper:P0675,paper,From phase-change materials to thermoelectrics: The role of metavalent bonding,claim_extracted_not_mapped,2025.0,10.1557/s43578-025-01619-2,
paper:P0676,paper,Towards ionic liquid-based thermoelectrochemical cells for the harvesting of thermal energy,claim_extracted_not_mapped,2013.0,10.1016/j.electacta.2013.08.087,
paper:P0677,paper,A pH-Sensitive Stretchable Zwitterionic Hydrogel with Bipolar Thermoelectricity,mapped_to_curated_complementarity_program,2024.0,10.1002/smll.202311811,
paper:P0678,paper,Mechanically Adaptative and Environmentally Stable Ionogels for Energy Harvest,claim_extracted_not_mapped,2023.0,10.1002/advs.202300253,
paper:P0679,paper,Unveiling thermoelectricity of metakaolin-based geopolymer for sustainable energy harvesting,claim_extracted_not_mapped,2025.0,10.1016/j.conbuildmat.2025.144275,
paper:P0680,paper,Mixed ion-electron conductors with ultrahigh thermopower for heat harvesting from both fluctuated and steady temperature gradients,claim_extracted_not_mapped,2025.0,10.1016/j.cej.2025.168809,
paper:P0681,paper,High-Performance SiO2 Nanoparticle Ionogels for Continuous Heat-To-Electricity Conversion,claim_extracted_not_mapped,2025.0,10.1002/smll.202503338,
paper:P0682,paper,Enhancing hydrovoltaic power generation through heat conduction effects,mapped_to_curated_complementarity_program,2022.0,10.1038/s41467-022-28689-8,
paper:P0683,paper,Regulation of thermal migration channel in cellulose hydrogel to enhance thermopower,claim_extracted_not_mapped,2024.0,10.1016/j.cej.2024.155161,
paper:P0684,paper,Thermopower Modulation of Chitosan Hydrogel via Complexation between Chitosan and Metal Ions,outside_analysis_freeze_window,2026.0,10.1007/s10118-026-3583-z,
paper:P0685,paper,Green Hybrid Nanocomposite Gel of Cellulose Nanofibers and Carbon Nanotubes Impregnated With DES for Renewable Low-Grade Heat Energy Harvesting,outside_analysis_freeze_window,2026.0,10.1002/app.70650,
paper:P0686,paper,"Highly Hydrophobic, Self-Healing, and Stretchable N-type Ionogels for High-Performance Wearable Thermoelectrics",outside_analysis_freeze_window,2026.0,10.1002/adfm.75062,
paper:P0687,paper,Data driven screening of electrolyte matrix-ion pairs with enhanced seebeck coefficients in thermoelectrochemical cells,outside_analysis_freeze_window,2026.0,10.1016/j.mtcomm.2026.115585,
paper:P0688,paper,Simultaneous Increases in Electrical Conductivity and Seebeck Coefficient of PEDOT:PSS Films by Adding Ionic Liquids into a Polymer Solution,claim_extracted_not_mapped,2012.0,10.1007/s11664-012-1942-8,
paper:P0689,paper,Giant and bidirectionally tunable thermopower in nonaqueous ionogels enabled by selective ion doping,claim_extracted_not_mapped,2022.0,10.1126/sciadv.abj3019,
paper:P0690,paper,Great thermoelectric power factor enhancement of CoSb3 through the lightest metal element filling,claim_extracted_not_mapped,2011.0,10.1063/1.3557068,
paper:P0691,paper,Influence of the cation sublattice defectness on the electronic thermoelectric power of Li x Cu(2-x)-δ S(x≤0.25),claim_extracted_not_mapped,2014.0,10.1134/s0020168514080044,
paper:P0692,paper,Anti-perovskite nitrides and oxides: Properties and preparation,claim_extracted_not_mapped,2023.0,10.1016/j.commatsci.2023.112188,
paper:P0693,paper,Enhanced Ion-Selective Diffusion Achieved by Supramolecular Interaction for High Thermovoltage and Thermal Stability,mapped_to_curated_complementarity_program,2024.0,10.1002/eem2.12562,
paper:P0694,paper,"Self-powered, durable and high fire-safety ionogel towards Internet of Things",mapped_to_curated_complementarity_program,2023.0,10.1016/j.nanoen.2023.108785,
paper:P0695,paper,"Thermoelectric Properties of the Ca1-xRxMnO3 Perovskite System (R: Pr, Nd, Sm) for High-Temperature Applications",claim_extracted_not_mapped,2011.0,10.1007/s11664-010-1446-3,
paper:P0696,paper,Giant Negative Thermopower Enabled by Bidirectionally Anchored Cations in Multifunctional Polymers,mapped_to_curated_complementarity_program,2023.0,10.1021/acsami.3c03143,
paper:P0697,paper,Giant Thermopower of Hydrogen Ion Enhanced by a Strong Hydrogen Bond System,claim_extracted_not_mapped,2022.0,10.1021/acsami.1c24698,
paper:P0698,paper,Considering the Role of Ion Transport in Diffuson-Dominated Thermal Conductivity,claim_extracted_not_mapped,2022.0,10.1002/aenm.202200717,
paper:P0699,paper,The Origin of Ultralow Thermal Conductivity in InTe: Lone-Pair-Induced Anharmonic Rattling,claim_extracted_not_mapped,2016.0,10.1002/anie.201511737,
paper:P0700,paper,Improvement in thermoelectric properties of (ZnO)5In2O3 through partial substitution of yttrium for indium,claim_extracted_not_mapped,1998.0,10.1557/jmr.1998.0067,
paper:P0701,paper,High p- and n-type thermopowers in stretchable self-healing ionogels,claim_extracted_not_mapped,2022.0,10.1016/j.nanoen.2022.107542,
paper:P0702,paper,Growth of tellurium nanowire bundles from an ionic liquid precursor,claim_extracted_not_mapped,2011.0,10.1039/c0ce00978d,
paper:P0703,paper,Ca-doped HoCoO3 as p-type oxide thermoelectric material,claim_extracted_not_mapped,2001.0,10.1016/s0167-577x(00)00308-6,
paper:P0704,paper,Ion migration mediated high Seebeck effect in halide perovskites and application in infrared detection,claim_extracted_not_mapped,2023.0,10.1016/j.cej.2023.147168,
paper:P0705,paper,Heat-Driven Iontronic Nanotransistors,claim_extracted_not_mapped,2023.0,10.1002/advs.202204120,
paper:P0706,paper,Uncooled self-powered hemispherical biomimetic pit organ for mid- to long-infrared imaging,claim_extracted_not_mapped,2022.0,10.1126/sciadv.abq8432,
paper:P0707,paper,On the parametric excitation of thermoelectric instability in a liquid layer open to air,claim_extracted_not_mapped,1999.0,10.1016/s0017-9310(98)00351-2,
paper:P0708,paper,A mixed ion-electron conducting carbon nanotube ionogel to efficiently harvest heat from both a temperature gradient and temperature fluctuation,claim_extracted_not_mapped,2021.0,10.1039/d1ta02869c,
paper:P0709,paper,Ionic and electronic conductivity in some alkali vanadates,claim_extracted_not_mapped,2004.0,10.1016/j.ssi.2003.09.013,
paper:P0710,paper,Achieving band convergence by tuning the bonding ionicity in n-type Mg3Sb2,claim_extracted_not_mapped,2019.0,10.1002/jcc.25822,
paper:P0711,paper,Thermoelectric power of doped cerium oxide,claim_extracted_not_mapped,1996.0,10.1016/0022-3697(95)00289-8,
paper:P0712,paper,Single Crystal Charge Density Studies of Thermoelectric Material Indium Antimonide,claim_extracted_not_mapped,2011.0,10.5560/zna.2011-0004,
paper:P0713,paper,The Origin of Thermal Gradient-Induced Voltage in Polyelectrolytes,mapped_to_curated_complementarity_program,2024.0,10.1002/smll.202308102,
paper:P0714,paper,Thermoelectric power of ErAl(Mg)O-3-delta and LaAl(Mg)O-3-delta,claim_extracted_not_mapped,1995.0,10.1149/1.2048489,
paper:P0715,paper,Electronic structure and thermoelectric properties of Ca3Co4Co9,claim_extracted_not_mapped,2006.0,,
paper:P0716,paper,High superionic conduction arising from aligned large lamellae and large figure of merit in bulk Cu1.94Al0.02Se,claim_extracted_not_mapped,2014.0,10.1063/1.4896520,
paper:P0717,paper,Thermoelectric measurements on the superionic system CuI-Ag2O-B2O3,claim_extracted_not_mapped,1996.0,,
paper:P0718,paper,Effects of doping on thermoelectric properties of rare-earth cobalt oxides,claim_extracted_not_mapped,2002.0,10.4028/www.scientific.net/kem.214-215.87,
paper:P0719,paper,ELECTRICAL-CONDUCTIVITY AND THERMOELECTRIC-POWER OF SILVER IODODICHROMATE FAST-ION CONDUCTING ELECTROLYTES,claim_extracted_not_mapped,1995.0,10.1002/crat.2170300517,
paper:P0720,paper,Thermodiffusion-Assisted Pyroelectrics-Enabling Rapid and Stable Heat and Radiation Sensing,mapped_to_curated_complementarity_program,2019.0,10.1002/adfm.201900572,
paper:P0721,paper,Ionic conduction and electronic properties in liquid In-Se system,claim_extracted_not_mapped,1998.0,10.1143/jpsj.67.2415,
paper:P0722,paper,Fast ion transport for synthesis and stabilization of β-Zn4Sb3,claim_extracted_not_mapped,2021.0,10.1038/s41467-021-26265-0,
paper:P0723,paper,On the time-dependent electrolyte Seebeck effect,claim_extracted_not_mapped,2021.0,10.1063/5.0045137,
paper:P0724,paper,Surfactant-driven Amphoteric Doping of Carbon Nanotubes,claim_extracted_not_mapped,2018.0,10.1002/asia.201801490,
paper:P0725,paper,Thermal conductivity of liquid/carbon nanotube core-shell nanocomposites,claim_extracted_not_mapped,2017.0,10.1063/1.4973488,
paper:P0726,paper,Transport phenomena in superionic Na N... Cu2-N... S (N...=0.05; 0.1; 0.15; 0.2) compounds,claim_extracted_not_mapped,2018.0,10.1007/s11581-017-2299-z,
paper:P0727,paper,Equilibrium and nonequilibrium molecular dynamics simulations of the thermal conductivity of molten alkali halides,claim_extracted_not_mapped,2007.0,10.1063/1.2734965,
paper:P0728,paper,"Limits of Cation Solubility in AMg2Sb2 (A = Mg, Ca, Sr, Ba) Alloys",claim_extracted_not_mapped,2019.0,10.3390/ma12040586,
paper:P0729,paper,Thermodiffusion of alkali ions in alkali niobophosphate glasses,claim_extracted_not_mapped,2021.0,10.1111/ijag.15858,
paper:P0730,paper,Physical properties of liquid NaF-LiF-LaF3 and NaF-LiF-NdF3 eutectic alloys,claim_extracted_not_mapped,2013.0,10.1016/j.jnucmat.2012.08.045,
paper:P0731,paper,Transport properties of trivalent substituted Li-ferrites,claim_extracted_not_mapped,2001.0,10.1023/a:1017914718671,
paper:P0732,paper,"X-ray absorption spectroscopy studies of Ca2.9Ln0.1Co4O9+δ (Ln = Ca, Dy, Ho, Er and Lu)",claim_extracted_not_mapped,2012.0,10.1016/j.jallcom.2012.03.052,
paper:P0733,paper,The Vision of Ionics,claim_extracted_not_mapped,1995.0,10.1007/bf02426002,
paper:P0734,paper,MIXED CONDUCTION IN BETA-ALUMINA TYPE MATERIALS - A CRITICAL-REVIEW,claim_extracted_not_mapped,1993.0,10.1016/0924-0136(93)90182-6,
paper:P0735,paper,Self-sensing function and thermoelectric effect of engineered cementitious composites (ECC) with porous structures,claim_extracted_not_mapped,2024.0,10.1016/j.enbuild.2024.114846,
paper:P0736,paper,Observation of nonlinear thermoelectric effect in MoGe/Y3Fe5O12,claim_extracted_not_mapped,2024.0,10.1038/s41467-024-50115-4,
paper:P0737,paper,Multi-crosslinked gelatin-based composite hydrogel featuring high thermoelectric performance and excellent flame retardancy for intelligent fire-warning system,claim_extracted_not_mapped,2024.0,10.1016/j.ijbiomac.2024.136881,
paper:P0738,paper,Ionic hydrogels synthesized from ionic liquid/water binary solvent systems: Demonstrating superior antifreeze and moisture retention capabilities for self-powered wearable strain-sensing applications,outside_analysis_freeze_window,2026.0,10.1016/j.cej.2025.171610,
paper:P0739,paper,Stretchable and Sustainable Poly(thioctic Ester) Elastomers Catalyzed by Lithium Salt for Ionic Sensors and Thermoelectrics,outside_analysis_freeze_window,2026.0,10.1002/adfm.202520298,
paper:P0740,paper,Best thermoelectric efficiency of ever-explored materials,claim_extracted_not_mapped,2023.0,10.1016/j.isci.2023.106494,
paper:P0741,paper,Sustainable geopolymer concrete for thermoelectric energy harvesting,claim_extracted_not_mapped,2024.0,10.1016/j.conbuildmat.2023.134398,
paper:P0742,paper,Regulation of electrical properties via ferroelectric polarization for high performance Sb2Te3 thermoelectric thin films,claim_extracted_not_mapped,2023.0,10.1016/j.cej.2023.147005,
paper:P0743,paper,Thermoelectric Diffusion Potential and Thermoelectric Energy,outside_analysis_freeze_window,2026.0,10.3390/en19041052,
paper:P0744,paper,Lignin-Derived Ionic Conducting Membranes for Low-Grade Thermal Energy Harvesting,claim_extracted_not_mapped,2024.0,10.1002/adfm.202306427,
paper:P0745,paper,Enhanced thermoelectric properties of heavy-fermion compounds YbxCeySmzIr2Zn20 (x plus y plus z=1),claim_extracted_not_mapped,2023.0,10.1103/physrevmaterials.7.025406,
