mention_id,initial_concept_id,assignment_kind,decision_source,reconstruction_run_id,draft_concept_id,rollback_action
TG:P0108:n2,TG:P0108:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:0952fbcbd986b7530a38,restore_exact_initial_assignment
TG:P0108:n3,TG:P0108:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:7a108332db63c22b46d6,restore_exact_initial_assignment
TG:P0109:n1,TG:P0109:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:cf93e7bdd6322e666d58,restore_exact_initial_assignment
TG:P0109:n2,TG:P0109:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:27d70d44f1738bbe7e54,restore_exact_initial_assignment
TG:P0109:n3,TG:P0109:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:d965d750810462d7025f,restore_exact_initial_assignment
TG:P0109:n4,TG:P0109:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:a6cea3271ec7352b6fc1,restore_exact_initial_assignment
TG:P0110:n1,TG:P0110:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:76381d65fce900fed94e,restore_exact_initial_assignment
TG:P0110:n2,TG:P0110:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:7fe6b90dd4749af4108c,restore_exact_initial_assignment
TG:P0110:n3,TG:P0110:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:65f57c78b6215f0b429e,restore_exact_initial_assignment
TG:P0110:n4,TG:P0110:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:d8462ef84bfe6b0f97c8,restore_exact_initial_assignment
TG:P0111:n1,TG:P0111:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:e6d818e1f81871a6f38e,restore_exact_initial_assignment
TG:P0111:n2,TG:P0111:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:a13e9e1acdca579ee09a,restore_exact_initial_assignment
TG:P0111:n3,TG:P0111:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:4bfbd97bccc3f78a239a,restore_exact_initial_assignment
TG:P0111:n4,TG:P0111:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:8a0a68d50c7968cc82c3,restore_exact_initial_assignment
TG:P0112:n1,TG:P0112:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:6fb4d345ff482865d30f,restore_exact_initial_assignment
TG:P0112:n2,TG:P0112:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:30b758f7aad4a55981b2,restore_exact_initial_assignment
TG:P0112:n3,TG:P0112:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:a709a9f95f59e2961a6f,restore_exact_initial_assignment
TG:P0114:n1,TG:P0114:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:cf93e7bdd6322e666d58,restore_exact_initial_assignment
TG:P0114:n2,TG:P0114:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:c433f77f0c8333785fb5,restore_exact_initial_assignment
TG:P0114:n3,TG:P0114:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:c562bf506a37ea4e6cb6,restore_exact_initial_assignment
TG:P0116:n1,TG:P0116:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:048249d5b785b7d05827,restore_exact_initial_assignment
TG:P0116:n2,TG:P0116:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:610ff0d8e3a18473e6b0,restore_exact_initial_assignment
TG:P0116:n3,TG:P0116:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:193c4585fa69cc57197f,restore_exact_initial_assignment
TG:P0117:n1,TG:P0117:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:0b6ab7598c4e438cc0e3,restore_exact_initial_assignment
TG:P0117:n2,TG:P0117:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:98c6f32db9029d1d27e5,restore_exact_initial_assignment
TG:P0117:n3,TG:P0117:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:c90ab2d13b329a75a042,restore_exact_initial_assignment
TG:P0118:n1,TG:P0118:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:649c8b1cc593da36c6af,restore_exact_initial_assignment
TG:P0118:n2,TG:P0118:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:f1ed72e6d3f5bae19e1d,restore_exact_initial_assignment
TG:P0118:n3,TG:P0118:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:ccb9438a815c4fe62234,restore_exact_initial_assignment
TG:P0119:n1,TG:P0119:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:b5fbfc54ec73a92118ce,restore_exact_initial_assignment
TG:P0119:n2,TG:P0119:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:f39409e14c93a6310f09,restore_exact_initial_assignment
TG:P0119:n3,TG:P0119:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:253ec1ee11eb63b8593b,restore_exact_initial_assignment
TG:P0120:n1,TG:P0120:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:4d0b99ad1304dbe75bfb,restore_exact_initial_assignment
TG:P0120:n2,TG:P0120:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:e1d284f158ccf522a332,restore_exact_initial_assignment
TG:P0121:n1,TG:P0121:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:2dea7c4cab5c6b2a2701,restore_exact_initial_assignment
TG:P0121:n2,TG:P0121:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:8ed7e0ab3c2d47981572,restore_exact_initial_assignment
TG:P0121:n3,TG:P0121:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:2b05a826ed96ef395ff9,restore_exact_initial_assignment
TG:P0123:n1,TG:P0123:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:4d0b99ad1304dbe75bfb,restore_exact_initial_assignment
TG:P0123:n2,TG:P0123:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:8edfa01e4d39496d08c2,restore_exact_initial_assignment
TG:P0123:n3,TG:P0123:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:4f6e028d2a86aad47eb5,restore_exact_initial_assignment
TG:P0123:n4,TG:P0123:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:429bdeec4726dc263382,restore_exact_initial_assignment
TG:P0124:n1,TG:P0124:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:e45ec1868501a67ca1c9,restore_exact_initial_assignment
TG:P0124:n2,TG:P0124:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:b889484759d90b85c006,restore_exact_initial_assignment
TG:P0125:n1,TG:P0125:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:45d3726e92caf3df6143,restore_exact_initial_assignment
TG:P0125:n2,TG:P0125:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:249370d2e535274c065f,restore_exact_initial_assignment
TG:P0125:n3,TG:P0125:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:c9cdbe78c0b7feecce5b,restore_exact_initial_assignment
TG:P0126:n1,TG:P0126:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:fa8785cc4410db963195,restore_exact_initial_assignment
TG:P0126:n2,TG:P0126:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:4ce773f0256a8b9b7133,restore_exact_initial_assignment
TG:P0126:n3,TG:P0126:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:f1ed72e6d3f5bae19e1d,restore_exact_initial_assignment
TG:P0127:n1,TG:P0127:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:fbf84310b1aa98f8632c,restore_exact_initial_assignment
TG:P0127:n2,TG:P0127:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:69be1184fd8ba4a4bb8a,restore_exact_initial_assignment
TG:P0127:n3,TG:P0127:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:1a80b964ec9b50cf8c8d,restore_exact_initial_assignment
TG:P0127:n4,TG:P0127:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:1a99d401b52c8ac6a734,restore_exact_initial_assignment
TG:P0127:n5,TG:P0127:initial_n5,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:8f26741ca42b04f845ac,restore_exact_initial_assignment
TG:P0128:n1,TG:P0128:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:4ffdd96b8e0f6d6bbada,restore_exact_initial_assignment
TG:P0128:n2,TG:P0128:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:2b15c777889da7a67a8e,restore_exact_initial_assignment
TG:P0128:n3,TG:P0128:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:cf31f14318fcef766412,restore_exact_initial_assignment
TG:P0129:n1,TG:P0129:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:6c8128ff3f4bb6ae2139,restore_exact_initial_assignment
TG:P0129:n2,TG:P0129:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:e166f572e97cbb5b0f0f,restore_exact_initial_assignment
TG:P0129:n3,TG:P0129:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:e31a2ea8b6c69097d713,restore_exact_initial_assignment
TG:P0129:n4,TG:P0129:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:434ca18b341f5f192699,restore_exact_initial_assignment
TG:P0131:n1,TG:P0131:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:082e1ad2ddb13e4f3123,restore_exact_initial_assignment
TG:P0131:n2,TG:P0131:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:203d8543a7685e24d52f,restore_exact_initial_assignment
TG:P0131:n3,TG:P0131:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:0c8f931a220a6f42721a,restore_exact_initial_assignment
TG:P0132:n1,TG:P0132:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:2129656c19e3323a8f87,restore_exact_initial_assignment
TG:P0132:n2,TG:P0132:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:91d9be871ed4d1851f05,restore_exact_initial_assignment
TG:P0133:n1,TG:P0133:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:78358eb3742e7babd674,restore_exact_initial_assignment
TG:P0133:n2,TG:P0133:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:cf31f14318fcef766412,restore_exact_initial_assignment
TG:P0133:n3,TG:P0133:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:03926c4a0add1a114425,restore_exact_initial_assignment
TG:P0133:n4,TG:P0133:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:69be1184fd8ba4a4bb8a,restore_exact_initial_assignment
TG:P0134:n1,TG:P0134:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:724b94a3aadcfb0ec46d,restore_exact_initial_assignment
TG:P0134:n2,TG:P0134:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:9d6ead2cc4a0ee9dca85,restore_exact_initial_assignment
TG:P0134:n3,TG:P0134:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:54f4d2bb5beee963de66,restore_exact_initial_assignment
TG:P0134:n4,TG:P0134:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:e39178d160e12096c602,restore_exact_initial_assignment
TG:P0135:n1,TG:P0135:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:62785e71168cf8ee5b09,restore_exact_initial_assignment
TG:P0135:n2,TG:P0135:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:ecb2041aed5498c1d91e,restore_exact_initial_assignment
TG:P0135:n3,TG:P0135:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:cfabb15a3906a36a0c41,restore_exact_initial_assignment
TG:P0135:n4,TG:P0135:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:1e67b7fe71e696c30a2c,restore_exact_initial_assignment
TG:P0138:n1,TG:P0138:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:89f45a47f4f5ceda3a0d,restore_exact_initial_assignment
TG:P0138:n2,TG:P0138:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:642ac6e7aa2a305c283d,restore_exact_initial_assignment
TG:P0140:n1,TG:P0140:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:588f6fe17bda13a5b1be,restore_exact_initial_assignment
TG:P0140:n2,TG:P0140:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:3dcb4cf47df31434fe65,restore_exact_initial_assignment
TG:P0140:n3,TG:P0140:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:6c90f55c917549167491,restore_exact_initial_assignment
TG:P0140:n4,TG:P0140:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:c90ab2d13b329a75a042,restore_exact_initial_assignment
TG:P0147:n1,TG:P0147:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:84e7aa511917299385d4,restore_exact_initial_assignment
TG:P0147:n2,TG:P0147:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:46d4c760746ffb7dce85,restore_exact_initial_assignment
TG:P0148:n1,TG:P0148:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:0a308457e1d63f222863,restore_exact_initial_assignment
TG:P0148:n2,TG:P0148:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:8d3388d6f6d3577134cc,restore_exact_initial_assignment
TG:P0148:n3,TG:P0148:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:646998c51e817431f769,restore_exact_initial_assignment
TG:P0148:n4,TG:P0148:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:21ef68e9efb2ce3f2f9b,restore_exact_initial_assignment
TG:P0151:n1,TG:P0151:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:7c232fe024730fd6cebf,restore_exact_initial_assignment
TG:P0151:n2,TG:P0151:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:c865e7bf1e77ce146385,restore_exact_initial_assignment
TG:P0152:n1,TG:P0152:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:e5e01678e9d9602b00f7,restore_exact_initial_assignment
TG:P0152:n2,TG:P0152:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:c2a14ebfb0fbef352d76,restore_exact_initial_assignment
TG:P0152:n3,TG:P0152:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:f1ed72e6d3f5bae19e1d,restore_exact_initial_assignment
TG:P0153:n1,TG:P0153:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:abeae224e937b24955ea,restore_exact_initial_assignment
TG:P0153:n2,TG:P0153:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:537eabac196155b5f3e6,restore_exact_initial_assignment
TG:P0154:n1,TG:P0154:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:e83bdc5d20b3b3cbd3db,restore_exact_initial_assignment
TG:P0154:n2,TG:P0154:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:43d65326950b4082827d,restore_exact_initial_assignment
TG:P0154:n3,TG:P0154:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:aaecb64119f79a1a9193,restore_exact_initial_assignment
TG:P0155:n1,TG:P0155:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:f3f4a7568c121525c089,restore_exact_initial_assignment
TG:P0155:n2,TG:P0155:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:c2296130c2ff682d3831,restore_exact_initial_assignment
TG:P0155:n3,TG:P0155:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:cf31f14318fcef766412,restore_exact_initial_assignment
TG:P0156:n1,TG:P0156:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:8788f8f052c03b668309,restore_exact_initial_assignment
TG:P0156:n2,TG:P0156:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:0a92d2f89ee2aa7d3b41,restore_exact_initial_assignment
TG:P0156:n3,TG:P0156:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:7529c9ec98f7878481fc,restore_exact_initial_assignment
TG:P0157:n1,TG:P0157:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:32a42e1b14d77e982a91,restore_exact_initial_assignment
TG:P0157:n2,TG:P0157:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:af01e3b64d9672489e69,restore_exact_initial_assignment
TG:P0157:n3,TG:P0157:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:b05883df50e262a7136d,restore_exact_initial_assignment
TG:P0158:n1,TG:P0158:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:08eef177562df42a3438,restore_exact_initial_assignment
TG:P0158:n2,TG:P0158:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:58c5c810f43779bb0492,restore_exact_initial_assignment
TG:P0158:n3,TG:P0158:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:b55bc2abf573105e1991,restore_exact_initial_assignment
TG:P0160:n1,TG:P0160:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:ac1f013a470387f909ac,restore_exact_initial_assignment
TG:P0160:n2,TG:P0160:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:44ff12b07ac82c8a70b0,restore_exact_initial_assignment
TG:P0160:n3,TG:P0160:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:b6e1eb1a3a27b0f00f42,restore_exact_initial_assignment
TG:P0161:n1,TG:P0161:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:ccb52fb1103bd156f8bd,restore_exact_initial_assignment
TG:P0161:n2,TG:P0161:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:6b31b98749330982c0cd,restore_exact_initial_assignment
TG:P0161:n3,TG:P0161:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:982feefa7c5b12f6b8f0,restore_exact_initial_assignment
TG:P0161:n4,TG:P0161:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:2c7364f9302c0b499c5f,restore_exact_initial_assignment
TG:P0164:n1,TG:P0164:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:9e138b2e7354fddaba5a,restore_exact_initial_assignment
TG:P0164:n2,TG:P0164:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:a20fd4de930da0252af0,restore_exact_initial_assignment
TG:P0165:n1,TG:P0165:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:4676a69c6849d74f112f,restore_exact_initial_assignment
TG:P0165:n2,TG:P0165:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:e18bd471619d5d791828,restore_exact_initial_assignment
TG:P0165:n3,TG:P0165:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:cb465227d664b54c4958,restore_exact_initial_assignment
TG:P0165:n4,TG:P0165:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:37fb1b8b8506017d5d65,restore_exact_initial_assignment
TG:P0166:n1,TG:P0166:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:cfc4e5fa9f8acb52eeb2,restore_exact_initial_assignment
TG:P0166:n2,TG:P0166:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:8aa2332e39c14ef84772,restore_exact_initial_assignment
TG:P0166:n3,TG:P0166:initial_n3,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:519def499cb6b1615385,restore_exact_initial_assignment
TG:P0166:n4,TG:P0166:initial_n4,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:119d77334b20a2e0902f,restore_exact_initial_assignment
TG:P0166:n5,TG:P0166:initial_n5,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:7694d4ed40993fc503b9,restore_exact_initial_assignment
TG:P0167:n1,TG:P0167:initial_n1,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:528d30e0725314483ab9,restore_exact_initial_assignment
TG:P0167:n2,TG:P0167:initial_n2,identity_only_no_semantic_decision,deterministic_reconstruction,txt_reconstruction_v1_19f1c2edac18,draft:v2:TG:f2aa19426941e9be7cfb,restore_exact_initial_assignment
