projection_group_id,domain,subject_concept_id,object_concept_id,raw_predicate,assertion_type,direction,joint_factor_group,condition_annotation_status,evidence_count,relation_ids,paper_ids,aggregation_status
relation_projection:a9e090282596d3594419,iTE,draft:v2:iTE:05160da1f06c6fd8b40f,draft:v2:iTE:c242406bc688c2be7b02,suggested to enable via chemical pressure and carrier doping,hypothesis,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1771:r001""]","[""P1771""]",navigation_only_no_evidence_deduplication
relation_projection:bc17e102555ccfd603d6,iTE,draft:v2:iTE:054f820794c9df44ef15,draft:v2:iTE:92b435186fc19a09b6df,enhances,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0368:r001""]","[""P0368""]",navigation_only_no_evidence_deduplication
relation_projection:9596054e28c777160ec1,iTE,draft:v2:iTE:05550f753aa4fad799cf,draft:v2:iTE:f7cd5525b201ebe6706e,rate limits jointly interpret,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0646:r002""]","[""P0646""]",navigation_only_no_evidence_deduplication
relation_projection:96675b29bd77a65bd149,iTE,draft:v2:iTE:056929ed3a3f44ad3c07,draft:v2:iTE:270a84dd9b9466fa6197,provides,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1056:r001""]","[""P1056""]",navigation_only_no_evidence_deduplication
relation_projection:a60f99850d1f9f42267a,iTE,draft:v2:iTE:056df3585cb289462156,draft:v2:iTE:1e6998f684e38520b48a,impairment changes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0501:r002""]","[""P0501""]",navigation_only_no_evidence_deduplication
relation_projection:574a7665a488fcdf5516,iTE,draft:v2:iTE:05975d093e1112f32467,draft:v2:iTE:db9ad250815e2246e3d2,explains via anisotropic mobility,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1019:r001""]","[""P1019""]",navigation_only_no_evidence_deduplication
relation_projection:5e4380b6c98104501699,iTE,draft:v2:iTE:05a3a7fddc4bfeeffc76,draft:v2:iTE:87cbefa40b5141ede338,enables,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0375:r004""]","[""P0375""]",navigation_only_no_evidence_deduplication
relation_projection:b6fc4e1ff3855b781895,iTE,draft:v2:iTE:05fa3dee60d2f7be1206,draft:v2:iTE:606bff3b7b00d1027add,dynamically pins to optimum,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1624:r002""]","[""P1624""]",navigation_only_no_evidence_deduplication
relation_projection:a35ddbf15ebf8c3ce8d3,iTE,draft:v2:iTE:05fa3dee60d2f7be1206,draft:v2:iTE:f6a54dac80e22592550b,act as,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1624:r001""]","[""P1624""]",navigation_only_no_evidence_deduplication
relation_projection:0758ce59bc518d72167c,iTE,draft:v2:iTE:06024401688b5991ef26,draft:v2:iTE:af09c2ad028b4899eb0a,enhances,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0360:r002""]","[""P0360""]",navigation_only_no_evidence_deduplication
relation_projection:c3b1a3a880ac187a232f,iTE,draft:v2:iTE:06a486bee1e5379c1621,draft:v2:iTE:e708b34f333c36ab8b4a,related in reduced conditions,association,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0870:r001""]","[""P0870""]",navigation_only_no_evidence_deduplication
relation_projection:b1d753a07984ac8dad3f,iTE,draft:v2:iTE:06a7b58a12339f4ae933,draft:v2:iTE:6e7333d308587ddb14c4,contributes jointly,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0358:r003""]","[""P0358""]",navigation_only_no_evidence_deduplication
relation_projection:97b5e53de7ddc34349a5,iTE,draft:v2:iTE:06b63dc132fdbff61ca4,draft:v2:iTE:f55a351ee639929fce70,suggested jointly to improve,hypothesis,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0933:r001""]","[""P0933""]",navigation_only_no_evidence_deduplication
relation_projection:98b9a6394d8e34001518,iTE,draft:v2:iTE:06bbb27bcaf9b9a9b647,draft:v2:iTE:8bbe5db409690eec65ec,low value co-occurs,association,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1723:r001""]","[""P1723""]",navigation_only_no_evidence_deduplication
relation_projection:6f0a530ad45eee82cf96,iTE,draft:v2:iTE:06bd4604cac8c9e20a48,draft:v2:iTE:83211af13a32311ea16e,enlarges after cation exchange,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0611:r001""]","[""P0611""]",navigation_only_no_evidence_deduplication
relation_projection:843badf365df50822412,iTE,draft:v2:iTE:070dc7889a256261a8b0,draft:v2:iTE:4ee73aa318d67c356e15,alongside low-frequency acoustic branches causes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1819:r001""]","[""P1819""]",navigation_only_no_evidence_deduplication
relation_projection:980fa74123fa8a27af80,iTE,draft:v2:iTE:07179e10c0b3cca49e46,draft:v2:iTE:5c8b6c5f8df818f8f613,jointly accounts for,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1542:r001""]","[""P1542""]",navigation_only_no_evidence_deduplication
relation_projection:0874e999226731e287ab,iTE,draft:v2:iTE:07514ea5668aaad448f4,draft:v2:iTE:d1a92ee69c1e25a905d1,facilitates,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1619:r001""]","[""P1619""]",navigation_only_no_evidence_deduplication
relation_projection:0921963da90867754435,iTE,draft:v2:iTE:077744298d6735cdca4e,draft:v2:iTE:a5a8952bd5cf6d9878a4,supports large value,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0392:r003""]","[""P0392""]",navigation_only_no_evidence_deduplication
relation_projection:7cb85dcbb0e0e7925c82,iTE,draft:v2:iTE:0796e273858b6432f04e,draft:v2:iTE:0c233e601aa4e475a8bd,charge-density contours show between,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1837:r001""]","[""P1837""]",navigation_only_no_evidence_deduplication
relation_projection:f342099ad5369309eccb,iTE,draft:v2:iTE:07abe85a34836f003e6b,draft:v2:iTE:12125e7bffe573134b0f,necessary in alloy electrode,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0799:r001""]","[""P0799""]",navigation_only_no_evidence_deduplication
relation_projection:2c71aa599153642a6983,iTE,draft:v2:iTE:07be09d24b9ddbb11889,draft:v2:iTE:dc45733a6ee9bda13b42,improves Fe-doped ZnO,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0899:r001""]","[""P0899""]",navigation_only_no_evidence_deduplication
relation_projection:1564454f608582e12ae4,iTE,draft:v2:iTE:07d3a3636c0346541a4f,draft:v2:iTE:b018abff3a26225941de,provides synthetic medium for,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0992:r001""]","[""P0992""]",navigation_only_no_evidence_deduplication
relation_projection:6bf32c14a12918e71d2e,iTE,draft:v2:iTE:0803041801a2a116cb6b,draft:v2:iTE:d28b17d2dfed4c6667c1,linked to,association,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0973:r001""]","[""P0973""]",navigation_only_no_evidence_deduplication
relation_projection:40f590e056ba3b11f4cc,iTE,draft:v2:iTE:0812503404338cfaf355,draft:v2:iTE:51aefdbd0c427070bdc7,accounts for doping effect,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0486:r002""]","[""P0486""]",navigation_only_no_evidence_deduplication
relation_projection:97bf55c16fc53581af46,iTE,draft:v2:iTE:08125440896c3f879e37,draft:v2:iTE:98f041b1b257abc78fca,establishes under IR,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0892:r001""]","[""P0892""]",navigation_only_no_evidence_deduplication
relation_projection:d9976cf85a76692ff1f5,iTE,draft:v2:iTE:08293bdec223ef98795e,draft:v2:iTE:68096f2b3edf99727d65,changes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0628:r002""]","[""P0628""]",navigation_only_no_evidence_deduplication
relation_projection:56c5ac3a0b376dbf3fdc,iTE,draft:v2:iTE:083e41379b468890977c,draft:v2:iTE:6aa962676f87f4729b7a,suppresses,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1695:r001""]","[""P1695""]",navigation_only_no_evidence_deduplication
relation_projection:21740678169e139d4d1e,iTE,draft:v2:iTE:083e41379b468890977c,draft:v2:iTE:fab2dbf7cdf706ee383a,remains dominant,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1581:r001""]","[""P1581""]",navigation_only_no_evidence_deduplication
relation_projection:4b95397a6f87e7a4b848,iTE,draft:v2:iTE:083f5398955ec18cbafb,draft:v2:iTE:2efeb844c22b5b4f9b5e,reduces,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0955:r001""]","[""P0955""]",navigation_only_no_evidence_deduplication
relation_projection:fa7c3a8d6a7766d8d5fd,iTE,draft:v2:iTE:085305af8e22a51b51e6,draft:v2:iTE:49f85deb576a041ee6aa,disrupts,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0349:r001""]","[""P0349""]",navigation_only_no_evidence_deduplication
relation_projection:0e9e7f6f0d856c8c20c7,iTE,draft:v2:iTE:085305af8e22a51b51e6,draft:v2:iTE:ec44f369f9fa46edf50a,forms by disrupting water hydrogen bonding,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0349:r002""]","[""P0349""]",navigation_only_no_evidence_deduplication
relation_projection:2386f59a349380e2e5cb,iTE,draft:v2:iTE:086e6d66dced1d0e5fcf,draft:v2:iTE:45bfd3819e0a8ee5dd59,decreases in intermittent operation,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0433:r001""]","[""P0433""]",navigation_only_no_evidence_deduplication
relation_projection:bca889f1e8bec10a3c72,iTE,draft:v2:iTE:088b31541f93eb6ffce1,draft:v2:iTE:45db8cb0662448634ecc,observed for BiSbTe deposition,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0820:r001""]","[""P0820""]",navigation_only_no_evidence_deduplication
relation_projection:ef88fae864fd5cbf75f3,iTE,draft:v2:iTE:08bff29ba4a383c5955c,draft:v2:iTE:817853fa17d2e13763bb,causes large transfer in DFT,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0879:r001""]","[""P0879""]",navigation_only_no_evidence_deduplication
relation_projection:bb030e4015b65ef8f110,iTE,draft:v2:iTE:08ea3dc1a0a181fd4f43,draft:v2:iTE:05ee165fc401d91507ed,results in,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1553:r002""]","[""P1553""]",navigation_only_no_evidence_deduplication
relation_projection:cd04de9880708c95ecb9,iTE,draft:v2:iTE:08ea3dc1a0a181fd4f43,draft:v2:iTE:e4457b49de2b5bd98547,mediates conversion,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1553:r003""]","[""P1553""]",navigation_only_no_evidence_deduplication
relation_projection:510e534d14bf1937e41b,iTE,draft:v2:iTE:08f6ecdeadc11ae46d09,draft:v2:iTE:f37a0fc07a9bfa3305dc,prolongs,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1547:r002""]","[""P1547""]",navigation_only_no_evidence_deduplication
relation_projection:432742274baea6d89c97,iTE,draft:v2:iTE:08f6ecdeadc11ae46d09,draft:v2:iTE:f96df7b4339865ad6091,enables,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1547:r001""]","[""P1547""]",navigation_only_no_evidence_deduplication
relation_projection:b43647d444865bb1f7b3,iTE,draft:v2:iTE:09102b71816dbf0f7b2d,draft:v2:iTE:37c58210df51f7289192,reduces,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0468:r001""]","[""P0468""]",navigation_only_no_evidence_deduplication
relation_projection:c0052e0c2cac7f1d6366,iTE,draft:v2:iTE:092efa8945137aacd4c8,draft:v2:iTE:005a973b9440364b677e,regulates and optimizes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0475:r001""]","[""P0475""]",navigation_only_no_evidence_deduplication
relation_projection:39b5eb16d9867cf93d8d,iTE,draft:v2:iTE:092efa8945137aacd4c8,draft:v2:iTE:21782457d067179e1222,augments through polymer interaction,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0398:r001""]","[""P0398""]",navigation_only_no_evidence_deduplication
relation_projection:dc4cbea9dae59e3fb5d6,iTE,draft:v2:iTE:092efa8945137aacd4c8,draft:v2:iTE:a856371413f7a8f0291c,provides,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0681:r002""]","[""P0681""]",navigation_only_no_evidence_deduplication
relation_projection:6355360c03ecc392a30e,iTE,draft:v2:iTE:09332897232078be160f,draft:v2:iTE:4b847255d4ab1223c161,promotes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0430:r002""]","[""P0430""]",navigation_only_no_evidence_deduplication
relation_projection:6ed86afc710d9deadfb3,iTE,draft:v2:iTE:09332897232078be160f,draft:v2:iTE:9364f6d34e50f2e0d642,facilitates,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0430:r001""]","[""P0430""]",navigation_only_no_evidence_deduplication
relation_projection:e2202d75272b83b68c39,iTE,draft:v2:iTE:0937fc51867cc546c7d2,draft:v2:iTE:0174e601926b72a4a958,determines at low oxygen pressure,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1477:r002""]","[""P1477""]",navigation_only_no_evidence_deduplication
relation_projection:196063ac06cfe56ca25b,iTE,draft:v2:iTE:095aff23e1cd862b4e2c,draft:v2:iTE:50c107d21b856f6ffb15,prolongs,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1316:r003""]","[""P1316""]",navigation_only_no_evidence_deduplication
relation_projection:544c9b51e0300101e0ad,iTE,draft:v2:iTE:09602a78bebc87d4521a,draft:v2:iTE:6af2945027f43efb3e31,calculated to be,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1858:r001""]","[""P1858""]",navigation_only_no_evidence_deduplication
relation_projection:13841e6b309de2238d5d,iTE,draft:v2:iTE:096758af311a1cd1e659,draft:v2:iTE:45241af719842a24200b,jointly accounts for,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1544:r002""]","[""P1544""]",navigation_only_no_evidence_deduplication
relation_projection:61d1e26588e56faa0426,iTE,draft:v2:iTE:096758af311a1cd1e659,draft:v2:iTE:4c293ea0220fad48e03b,jointly accounts for,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1544:r004""]","[""P1544""]",navigation_only_no_evidence_deduplication
relation_projection:51057d224a233f5c9201,iTE,draft:v2:iTE:0997f91febd888400f4a,draft:v2:iTE:dc45733a6ee9bda13b42,increases,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1223:r001""]","[""P1223""]",navigation_only_no_evidence_deduplication
relation_projection:ba748616668a1ace46e6,iTE,draft:v2:iTE:09a61c0ac65d9bac997e,draft:v2:iTE:501b5d9ac2f1c913941a,induces via charge compensation,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0898:r001""]","[""P0898""]",navigation_only_no_evidence_deduplication
relation_projection:30ed734e51f5a4b9be86,iTE,draft:v2:iTE:0a22c5b89b91a8837d85,draft:v2:iTE:dc45733a6ee9bda13b42,enhances,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1613:r002""]","[""P1613""]",navigation_only_no_evidence_deduplication
relation_projection:85912ac0f6264ed7acd4,iTE,draft:v2:iTE:0a375fe750bcb4681a09,draft:v2:iTE:e693a9bcf8cb44b6a8aa,determined for GaGe2Te especially Ga-Ge,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1820:r001""]","[""P1820""]",navigation_only_no_evidence_deduplication
relation_projection:d6c3f4aed46af964aefe,iTE,draft:v2:iTE:0a4ce3bcee97d1e1a51d,draft:v2:iTE:5e5199dcc769a9a6e8c0,governs in derived disorder diagram,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1051:r001""]","[""P1051""]",navigation_only_no_evidence_deduplication
relation_projection:dba0b68c92d92594f785,iTE,draft:v2:iTE:0a4ce3bcee97d1e1a51d,draft:v2:iTE:5e5199dcc769a9a6e8c0,modulates in defect diagrams,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1495:r001""]","[""P1495""]",navigation_only_no_evidence_deduplication
relation_projection:3ccd78e0d64fa18dab11,iTE,draft:v2:iTE:0a8566b27b0760d32a04,draft:v2:iTE:00ad4fd3aa0830f5d98a,causes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1381:r001""]","[""P1381""]",navigation_only_no_evidence_deduplication
relation_projection:44c339ba1641b5376183,iTE,draft:v2:iTE:0a8566b27b0760d32a04,draft:v2:iTE:a3487b75d7b2850cb16f,contributes temperature-dependent component,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1381:r002""]","[""P1381""]",navigation_only_no_evidence_deduplication
relation_projection:1d48c25421a8a9860530,iTE,draft:v2:iTE:0a8566b27b0760d32a04,draft:v2:iTE:c875da91874fd9b30469,proposed origin,hypothesis,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0400:r001""]","[""P0400""]",navigation_only_no_evidence_deduplication
relation_projection:cbfbe1efbba6dcdabb88,iTE,draft:v2:iTE:0a916c65152086413181,draft:v2:iTE:41d441aac32051904426,predominant role in simulations,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0664:r001""]","[""P0664""]",navigation_only_no_evidence_deduplication
relation_projection:56681957e659998b28b2,iTE,draft:v2:iTE:0aa3bb964f147f805f77,draft:v2:iTE:3805251806069b4f0f51,adjustment stabilizes,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0425:r001""]","[""P0425""]",navigation_only_no_evidence_deduplication
relation_projection:04ab4efb3238e797ca76,iTE,draft:v2:iTE:0abd91578163ea520c8f,draft:v2:iTE:bd46ff5af20ef4ca6357,provides confinement sites,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0439:r001""]","[""P0439""]",navigation_only_no_evidence_deduplication
relation_projection:22b30f14c5111b19abff,iTE,draft:v2:iTE:0acc2b823534f2e16e8c,draft:v2:iTE:7372327779693877c0d8,increases,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1078:r001""]","[""P1078""]",navigation_only_no_evidence_deduplication
relation_projection:27d63b43a85f0fa5c6ee,iTE,draft:v2:iTE:0ae13b3de1a4277ed370,draft:v2:iTE:b13e0b2aea57ceea33d3,reduces with ion-size-dependent magnitude,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1041:r001""]","[""P1041""]",navigation_only_no_evidence_deduplication
relation_projection:9d2baf9d40a99656d4c7,iTE,draft:v2:iTE:0af1382c74588ebb3972,draft:v2:iTE:a5a8952bd5cf6d9878a4,presence enhances 7.3 fold,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0757:r001""]","[""P0757""]",navigation_only_no_evidence_deduplication
relation_projection:46f673b3748e9394df14,iTE,draft:v2:iTE:0af635dbe8b4b12ab659,draft:v2:iTE:f4c431bd729fdf89ddf4,forms,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0937:r001""]","[""P0937""]",navigation_only_no_evidence_deduplication
relation_projection:cbe59ec8410d698e1fb4,iTE,draft:v2:iTE:0b02b7d7c7f4d4ff3d73,draft:v2:iTE:e2d56b3617eb79f643e8,determines in calculated thermodynamic model,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1436:r001""]","[""P1436""]",navigation_only_no_evidence_deduplication
relation_projection:d429e805a31e39da6c06,iTE,draft:v2:iTE:0b3c921798a46f1051e5,draft:v2:iTE:1f8b774e36881edb88fa,inferred to approach,hypothesis,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0717:r001""]","[""P0717""]",navigation_only_no_evidence_deduplication
relation_projection:a94a1df2cc4fde385544,iTE,draft:v2:iTE:0b3c921798a46f1051e5,draft:v2:iTE:1f8b774e36881edb88fa,nearly equal in measurements,association,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0842:r001""]","[""P0842""]",navigation_only_no_evidence_deduplication
relation_projection:a22afdfa3e80898e92dc,iTE,draft:v2:iTE:0b5de4e8eedd5bf9340b,draft:v2:iTE:b0e976493aa488457ff3,joint design supports,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0536:r001""]","[""P0536""]",navigation_only_no_evidence_deduplication
relation_projection:4f17c09b94d1cefe3432,iTE,draft:v2:iTE:0b93e64f8c8532e32c36,draft:v2:iTE:222c814e88d98c8f1a55,higher than aqueous comparator,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0906:r002""]","[""P0906""]",navigation_only_no_evidence_deduplication
relation_projection:d5c6d950b320687ff806,iTE,draft:v2:iTE:0b93e64f8c8532e32c36,draft:v2:iTE:2addf945354880000578,higher than aqueous comparator,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0906:r001""]","[""P0906""]",navigation_only_no_evidence_deduplication
relation_projection:fca64521eba271e654c2,iTE,draft:v2:iTE:0be30c2ac450c4614c14,draft:v2:iTE:5c8b6c5f8df818f8f613,jointly accounts for,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1542:r002""]","[""P1542""]",navigation_only_no_evidence_deduplication
relation_projection:c87cf48f1ec18fe90dae,iTE,draft:v2:iTE:0c1d286722e89d4c5ee5,draft:v2:iTE:0041e126abc02b8e7f81,enables energy dissipation,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0772:r001""]","[""P0772""]",navigation_only_no_evidence_deduplication
relation_projection:f1027a713025f523224c,iTE,draft:v2:iTE:0c272ed0fdbac9f1963a,draft:v2:iTE:0d876ccd21ad800d2d5c,synergistic regulation supports,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0436:r002""]","[""P0436""]",navigation_only_no_evidence_deduplication
relation_projection:d5491b724b9b87a2336e,iTE,draft:v2:iTE:0c5595ae2e5e462a9031,draft:v2:iTE:5e02b0d3dabfafadcc59,increases,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1009:r001""]","[""P1009""]",navigation_only_no_evidence_deduplication
relation_projection:85a49e6d95b18bc5a640,iTE,draft:v2:iTE:0c5595ae2e5e462a9031,draft:v2:iTE:cecb95e19d3fb78e8771,induces,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0948:r001""]","[""P0948""]",navigation_only_no_evidence_deduplication
relation_projection:27d69b58cfde3f1b515d,iTE,draft:v2:iTE:0c7526f8623778ac22c9,draft:v2:iTE:f55a351ee639929fce70,suggested jointly to improve,hypothesis,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0933:r002""]","[""P0933""]",navigation_only_no_evidence_deduplication
relation_projection:d1475767c71bfcc31b78,iTE,draft:v2:iTE:0cfda85aceb086ef7643,draft:v2:iTE:c8a4ba14e5c7419b6acd,jointly accounts for,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0781:r001""]","[""P0781""]",navigation_only_no_evidence_deduplication
relation_projection:23f68feb939fbffd1d3c,iTE,draft:v2:iTE:0d356540be383dd1419e,draft:v2:iTE:6052aa27cb8788bade8f,improves,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0996:r001""]","[""P0996""]",navigation_only_no_evidence_deduplication
relation_projection:df080816b4287a87c504,iTE,draft:v2:iTE:0d4aef7a93247478135e,draft:v2:iTE:ce2a7f900f6bc293461c,jointly accounts for,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0644:r001""]","[""P0644""]",navigation_only_no_evidence_deduplication
relation_projection:033107a2e306074f1098,iTE,draft:v2:iTE:0d6d4a0fc6273d6a83b4,draft:v2:iTE:8f772bf72933f04b80d9,exhibits,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0706:r001""]","[""P0706""]",navigation_only_no_evidence_deduplication
relation_projection:c4494bbfe246b74e6485,iTE,draft:v2:iTE:0d7e71a81c52d4a2befa,draft:v2:iTE:b65fcdad97aef10c7de7,suppresses,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0601:r001""]","[""P0601""]",navigation_only_no_evidence_deduplication
relation_projection:bdda44da3a8d27559b65,iTE,draft:v2:iTE:0d957c7639f6b0a89feb,draft:v2:iTE:22cbb1eedfd2e8dc61eb,synergistically regulates,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0684:r001""]","[""P0684""]",navigation_only_no_evidence_deduplication
relation_projection:77e4e426d14f45fcc68e,iTE,draft:v2:iTE:0dc97c1868c0407ab8f7,draft:v2:iTE:482f201590358c1c4307,associated with in Ga-doped titania across stoichiometry,association,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1781:r001""]","[""P1781""]",navigation_only_no_evidence_deduplication
relation_projection:30315af95d333e9728bf,iTE,draft:v2:iTE:0dd67c35e002a1a7cbd0,draft:v2:iTE:18724660a7e22b3e6a73,associated with,association,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1846:r001""]","[""P1846""]",navigation_only_no_evidence_deduplication
relation_projection:8852bb88857029538a1e,iTE,draft:v2:iTE:0e1392de01096dbbce96,draft:v2:iTE:a866a67ced0c03cf4bb4,doping associated with large values,association,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0674:r001""]","[""P0674""]",navigation_only_no_evidence_deduplication
relation_projection:f542608368073298c2dd,iTE,draft:v2:iTE:0e20c2873f2e23a919a2,draft:v2:iTE:9cc5f26cd66f7e979761,enhances,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0503:r002""]","[""P0503""]",navigation_only_no_evidence_deduplication
relation_projection:1e1a77aca63ac5b57a22,iTE,draft:v2:iTE:0e20c2873f2e23a919a2,draft:v2:iTE:a5a8952bd5cf6d9878a4,enhances,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P0503:r001""]","[""P0503""]",navigation_only_no_evidence_deduplication
relation_projection:992f5e90c775fb4aef5c,iTE,draft:v2:iTE:0e97fb01fa489d887082,draft:v2:iTE:312e7f3b2145e485dccb,dampens,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1453:r001""]","[""P1453""]",navigation_only_no_evidence_deduplication
relation_projection:e472aee1dd66120a1697,iTE,draft:v2:iTE:0e97fb01fa489d887082,draft:v2:iTE:6aa962676f87f4729b7a,lowers,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1453:r002""]","[""P1453""]",navigation_only_no_evidence_deduplication
relation_projection:fd4045125e7279a2fcf8,iTE,draft:v2:iTE:0ef6c3d62d96bdebfe6d,draft:v2:iTE:d6b04445a1484d354182,jointly introduces,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1522:r001""]","[""P1522""]",navigation_only_no_evidence_deduplication
relation_projection:858e19b1f5e161ba7b29,iTE,draft:v2:iTE:0efcd10989401b2c585f,draft:v2:iTE:d01fe9ca6d8c3e202727,most limiting step,author_claim,subject_to_object_as_exported,,not_reconstructed,1,"[""iTE:P1637:r001""]","[""P1637""]",navigation_only_no_evidence_deduplication
