conditions,explanation,left_claim,left_physics,left_support,left_working_stage,level,limitations,local_structure_assessment,match,physical_boundary,review_id,right_claim,right_physics,right_support,right_working_stage
insufficient,两条原文均支持各自方向，但左侧结果是界面稳定，右侧结果是溶剂化壳尺寸改变；添加剂调控这一共同表述不足以建立目标关系对应。,iTE:P1878:r005,other_unclear,supported,电解液配方调控及界面形成；稳定性对应的运行阶段未明确,surface_similarity,摘要未给出界面稳定与溶剂化壳尺寸之间的直接关系；不能用邻边修复目标匹配。,左侧存在添加剂→界面稳定→耐久性路径，第二边须保留快速热扩散这一共同因素；右侧存在有机溶剂添加→壳层尺寸变化→熵贡献差异路径。两路径终点及中介不同。左侧r002虽更接近右侧目标，不能替换冻结目标边。,0,左侧处于含快速离子热扩散的混合器件背景，但界面稳定的具体机制未说明；右侧涉及Fe2+/Fe3+溶剂化与反应熵。不能把界面稳定等同于壳层尺寸变化，也未提供可比较的运行阶段。,M009,TG:P0063:r003,thermogalvanic_redox,supported,电解液配制及实验、分子动力学机理表征
insufficient,两条数值属性均有摘要支持，但左侧是热导率，右侧是离子电导率；共同的“材料具有输运属性”句式不能建立关系对应。,iTE:P0444:r007,other_unclear,supported,100%相对湿度下的材料热输运表征,surface_similarity,右侧热电池称谓不能把所选离子电导率属性直接解释为电极氧化还原机制；缺少交叉输运测量。,左侧另有离子电导率邻边，恰说明冻结目标选中的是不同属性；不能替换目标完成匹配，也没有可对应的两边路径。,0,热导率描述热输运，离子电导率描述电荷输运，单位和物理作用不同。两侧均处于材料表征阶段；左侧限定100%相对湿度，右侧测量条件未说明。属性本身不确定热电转换机制。,M014,TG:P0004:r003,other_unclear,supported,材料离子电导率表征，具体环境未说明
insufficient,左侧保留表面活性剂与等离激元加热的联合诱导作用；右侧支持热刺激去极化中观察到作者称为热电流效应的现象。两者缺乏可比的作用关系和明确共同机制。,iTE:P1513:r007,other_unclear,supported,等离激元加热下的动态操控与捕获,surface_similarity,摘要未提供离子迁移、氧化还原或去极化载流子的明确机制，效应名称不足以确立物理对应。,左侧存在联合诱导→热电效应→捕获稳定性的同文路径；右侧为材料→效应→介电关联，另有方法→效应的检测边。路径终点及关系性质不同，不能组成匹配因果链。,0,左侧为光热驱动的囊泡操控，离子热扩散解释仅能作为暂定推断；右侧为固体复合物的热刺激去极化及介电关联。不能由名称推定电极氧化还原，也不能把去极化测量视为持续温差发电。,M016,TG:P0111:r006,other_unclear,supported,热刺激去极化表征及介电理论分析
conflict,左侧摘要支持Ca占据Ti位降低晶格电子浓度；右侧支持凝胶中金纳米颗粒降低电子转移电阻。两者仅共享“降低”的措辞，作用对象与物理目的不同。,iTE:P1555:r001,other_unclear,supported,还原气氛烧制后的高温电导表征及机理解释,surface_similarity,两侧宾语都已含下降状态，谓词表述冗余；按摘要核对其一次下降含义，未改写冻结图。右侧短期动力学改善仅带来小幅功率改善，并伴随金溶解和钝化。,左侧存在Ca替位→电子浓度降低→共同解释高绝缘电阻的同文路径，第二步须保留其余两个联合因素。右侧r004与目标边是同主语分支，没有对应的两边路径。,0,左侧是还原气氛烧制陶瓷的缺陷化学与高温导电表征，目的为提高绝缘性，并非电子热电转换；右侧是热电化学体系的界面动力学改善。体相电子浓度不能等同于界面电子转移电阻，制备后表征也不能直接对应发电运行。,M017,TG:P0107:r002,thermogalvanic_redox,supported,短期电化学动力学表征
conflict,左侧是填孔质量输运促进致密化，右侧是自然对流促进质量输运。质量输运分别处于因和果的位置，选定边的端点与作用方向没有可辩护的对应。,iTE:P1775:r005,other_unclear,supported,微波辅助材料制备与致密化的理论分析,surface_similarity,左侧目标结论带理论模型及多数孔角限定，右侧目标为瞬态数值模型结论；装置最优配置的实验验证不等于每个模型分量均被独立测量。,左侧真实路径为朝向界面的PMF→填孔质量输运→致密化；右侧给出的邻边是自然对流分别增强传质、传热和有效导热率的分支。不能跨论文借共享“质量输运”节点拼接路径，也不能用左侧邻边替换目标边。,0,左侧为微波驱动颗粒介质制备，PMF方向受孔角限制；右侧为液态热电化学电池长期发电中的流体输运，选定边本身是对流效应。右侧对流同时提高有效导热率并使温差从10.9 K降至5.9 K，不能将增强输运一概解释为净收益。,M020,TG:P0086:r006,thermogalvanic_redox,supported,长期发电及放电稳定性的瞬态模拟
insufficient,左侧为热泳迁移率差增大→离子塞贝克系数提高；右侧为塞贝克系数来源于氧化还原熵差。两条原始关系均获摘要支持，但端点角色及关系方向不对应。,iTE:P0611:r010,ionic_thermodiffusion,supported,温差下离子热扩散与热充电,surface_similarity,仅凭共同出现的塞贝克系数不能建立关系匹配；摘要未提供跨机制的定量联系。,左侧存在同论文的片层与Na+共同作用→迁移率差→离子塞贝克系数路径。右侧亲和力→熵差与系数→熵差汇聚，不能倒转目标边拼成对应因果链。,0,左侧涉及离子交换后的热扩散及电容热充电；右侧为连续热电化学工作的理论熵分析。迁移率差不能等同于反应熵差，电容充电也不能直接对应持续电流。,M021,TG:P0223:r003,thermogalvanic_redox,supported,连续热电化学发电的理论热力学分析
insufficient,摘要分别支持PNA电池发生体积相变及多层器件具有快速吸水—离子交换能力。相同的“exhibits”不使两种过程构成有意义的关系对应。,iTE:P0339:complete_v1_cr002,hybrid,supported,温度响应相变及热电转换,surface_similarity,摘要未说明右侧吸水—离子交换的驱动力及定量作用，也未建立其与体积相变的联系。,左侧有电池→体积相变→离子熵差路径；右侧联产用途边与吸水边共用器件主语，没有吸水—离子交换的后续对应边。无可辩护的目标单边或两边匹配。,0,左侧相变产生离子熵差，并关联氧化还原及热扩散；右侧所选过程属于太阳能蒸发联产器件的水与离子管理，未被证明是热扩散或电极反应。温度响应相变与供水运行阶段不能直接等同。,M023,TG:P0181:r006,other_unclear,supported,太阳能蒸发—发电联产中的水与离子输运
insufficient,左侧支持效率依赖离子ZT；右侧冻结声明的assertion为negated，忠实表达双流动电池效率不再依赖传统ZT。两侧不是同向依赖关系，不能忽略否定。,iTE:P0403:complete_v1_cr004,other_unclear,supported,材料转换效率的背景论述，工作阶段未指定,surface_similarity,左侧未明确热扩散、储能或持续输出过程，故不据离子导体名称强定机制；右侧效率结论是理论分析。,右侧存在独立优化→效率→否定依赖传统ZT的有向路径，但后段是否定关系，不是正向因果链；左侧无提供的邻边，无法建立对应两边结构。,0,左侧是离子导体材料指标的一般陈述，未明确转换周期；右侧是热、电输运解耦且流量响应电流的双电池热机理论。材料ZT与系统效率的适用边界不同，不能把相反陈述当作同条件矛盾或可迁移规律。,M024,TG:P0302:r005,thermogalvanic_redox,supported,双流动电池热机运行的理论分析
insufficient,左侧忠实保留了链呼吸解释电导率提升的假说性质；右侧明确归因温敏黏附于明胶链解络合与再缠结。共同涉及聚合物链活动，但作用对象和关系含义不足以对应。,iTE:P1189:r006,other_unclear,supported,电导率表征；链呼吸为解释假说,surface_similarity,左侧解释尚属假说；未提供链动力学与黏附或电导率之间可比较的测量条件。,右侧可形成链变化→温敏黏附→热敷贴附或冷敷移除的同论文有向路径；左侧没有对应路径，目标单边也不构成有效匹配。,0,左侧是离子导电表征，未明确热扩散机制；右侧是热敷黏附、冷敷移除的材料响应，不能用论文中的氧化还原发电机制替代该黏附机制。两侧工作阶段和功能不同。,M025,TG:P0040:r006,other_unclear,supported,热敷贴附与冷敷移除
insufficient,左侧是PVA生物相容性的背景陈述，右侧是集流体兼吸光体具有良好电导率。两条属性关系各自有依据，但材料角色和属性均不对应。,iTE:P0407:r001,other_unclear,supported,背景选材依据；未指定测试阶段,surface_similarity,摘要未给出生物相容性检验或集流体电导率数值；这些缺失不否定原文陈述，但不支持跨关系迁移。,仅共享通用的“具有良好属性”句式；无有效单边对应，也无须借邻边拼接因果链。,0,生物相容性不等于电荷传输能力；右侧集流导电也不是电子热电转换机制。左侧背景选材与右侧太阳照射下器件运行表征无共同作用阶段。,M027,TG:P0207:r004,other_unclear,supported,太阳照射下器件运行与耐久性表征
conflict,两条均忠实于摘要，但左侧是零宏观温度梯度下常规热电净电压消失，右侧是温度梯度建立热电化学势差；条件与作用方向不同，不能直接对应。,iTE:P0736:complete_v1_cr002,electronic_thermoelectric,supported,常规热电响应背景：温度波动下净电压抵消,surface_similarity,仅有背景陈述；未给出波动时间尺度、平均方式或右侧电压反转实验。,右侧邻边说明系统利用该电化学势发电，但与目标边共同指向同一对象，不构成有向两边路径；没有可匹配的路径。,0,左侧所选关系属于常规热电背景，不能替换为论文的二阶非线性效应。右侧涉及氧化还原热电化学势；摘要未证明其在零平均梯度波动下的响应。零宏观梯度与跨电池温度梯度不是相同工作条件。,M029,TG:P0025:complete_v1_cr002,thermogalvanic_redox,supported,跨温度梯度的热电化学势建立与发电背景
insufficient,左侧是温度梯度经两种未命名机制驱动电荷输运，右侧是管道相对温度梯度的取向决定对流是否出现。电荷输运与流体对流及其控制变量均不同，没有可辩护的关系对应。,iTE:P0550:r002,other_unclear,supported,受限电解质热电响应的理论与数值表征,surface_similarity,左侧两种机制未命名，缺少通道尺寸及流动边界；右侧未提供与左侧电荷输运模型的对应证据。,右侧有取向→对流发生→促进混合的同论文有向路径；左侧没有相应邻边，不能组成配对路径，目标单边也不对应。,0,左侧为狭缝内热激活电解质的理论与数值研究，右侧为静置铜管水体中约20°C温差下的对流实验。右侧所选关系是流体运动，不能因论文另有热电化学电流而归类为氧化还原机制；将宏观对流移用于受限通道需另证尺度与流动条件。,M032,TG:P0233:r001,other_unclear,supported,持续温差下静置管道的对流及混合实验
insufficient,左侧支持准谐Debye模型中固体熵随温度变化，右侧支持电极电势随温度变化。共同依赖温度仅为形式相似，主体物理量及其作用不同。,iTE:P1480:r015,other_unclear,supported,准谐Debye模型热力学性质计算,surface_similarity,摘要未给出固体熵与电极反应的联系，且左侧变化方向未指定；不可补造热力学因果链。,r016说明同一固体熵还依赖压力；与温度边为并列依赖，不提供熵→电极电势路径。没有可辩护的跨图关系对应。,0,固体热力学熵不是电极氧化还原反应熵，不能据其温度依赖推出电极电势系数。左侧为平衡性质计算，右侧用于不同温度下充放电的电化学循环，并非恒定温差下稳态发电。,M036,TG:P0184:complete_v1_cr002,thermogalvanic_redox,supported,热电化学效应背景；不同温度下充放电循环
insufficient,左侧保留了冷端浓度增加这一共同因素，但冻结关系未保留摘要中超过LCST的机制条件。右侧直接支持热端产氢。捕获引起反应方向逆转与反应生成产物不构成同向关系对应。,iTE:P0434:r007,thermogalvanic_redox,partial,超过LCST后的温差响应与反应方向调控,surface_similarity,同属氧化还原相关热电过程不足以匹配所选关系；摘要未提供两种调控方式的直接比较。,左侧r005→目标边形成材料→捕获→反应逆转的同文路径；r008是捕获的另一出边。右侧目标边与r005是同一反应指向热端生成和冷端消耗的分叉，不构成对应的两边链。,0,左侧依赖超过LCST后的聚合物收缩及铁氰根分配，右侧依赖H2/H+反应和气液传输。前者是响应极性调控，后者是发电过程的电极反应；不能把热端捕获等同于热端产气，也不能仅由扩散字样认定离子热扩散。,M038,TG:P0109:r004,thermogalvanic_redox,supported,温差发电中的热端产氢与冷端耗氢
conflict,两项性能结果均有摘要支持，但左侧是900 K下相对Cu2S的zT改善，右侧是基线未明确的热电势系数翻倍。泛化的性能提升不足以建立关系对应。,iTE:P1250:r014,electronic_thermoelectric,supported,900 K热电性能表征,shared_outcome_only,zT与热电势系数不是同一指标，右侧比较基线缺失；无共同参数控制实验支持迁移。,右侧r006与目标边是同一电池的并列性能结果，不能构造热电势系数翻倍→功率提升的冻结两边因果链；无有效跨文单边对应。,0,左侧为900 K固体半导体表征，右侧面向低于100 ℃的水系热电池连续发电，运行条件不可直接互换。左侧掺杂同时提高电导率和热导率；右侧通过溶剂环境及抑制对流改善性能，不能等同于固体晶格热输运调控。,M039,TG:P0278:r005,thermogalvanic_redox,supported,低品位热连续发电及性能表征
conflict,左侧明确支持恒定输运电荷下电流密度增大伴随Zn沉积增多，右侧支持高温提高腐蚀体系钝化电流密度。电流密度在两边分别是输入和输出，所选方向及端点均不对应。,iTE:P1069:r008,other_unclear,supported,通流加载后的成分与电迁移退化表征,surface_similarity,摘要未建立两类退化过程的定量联系；右侧钝化电流不能替代左侧外加输运电流。,右侧邻边说明升温同时促进阴、阳极过程，均是高温的并列出边；没有钝化电流密度→Zn沉积的同文边，不能跨论文拼接温度→电流→沉积链。,0,左侧为固体混合导体高电场下的Zn电迁移退化，右侧为浓LiBr中合金的动电位腐蚀表征。所选过程分别是电迁移和腐蚀电化学，不能凭论文热电或热电偶腐蚀背景归为同一能量转换机制；加载条件与测试阶段亦不同。,M040,TG:P0131:r004,other_unclear,supported,不同温度下的动电位腐蚀表征
insufficient,左侧明确描述高于800 K时含可动Cu离子的类液态结构；右侧组成有依据，但冻结关系遗漏了添加Li2CrO4的形成限定。两者仅共享“包含组分”的语法，组分功能不对应。,iTE:P1407:r004,other_unclear,supported,高温单轴压缩下的结构模拟,surface_similarity,右侧未提供具体温度；组成关系不能支持共同机制或迁移。,邻边分别确认刚性Se骨架及添加剂—钝化层—腐蚀降低路径；这些局部结构不形成跨论文对应的两边路径。,0,左侧为受压晶体的高温结构演化，右侧为溶液腐蚀中的保护膜；可动离子与钝化氧化物不是对应的传输单元。两条关系均未描述热电转换过程。,M041,TG:P0326:r011,other_unclear,partial,腐蚀试验中的钝化层组成表征
conflict,两侧归因均忠于摘要，但左侧是声子拖曳增强约20 K的电子热电势，右侧是热原电池与反向电渗析耦合提升输出功率。相同归因措辞不足以建立关系对应。,iTE:P0669:r003,electronic_thermoelectric,supported,约20 K的低温热电势表征,surface_similarity,摘要未给出可连接两类输运过程的模型；右侧布局和复合电极限定不能省略。,左侧有化学掺杂→抑制声子拖曳→热电势增强的有向路径，含抑制符号及背景范围；右侧邻边与目标边共享功率结果，仅为汇入结构，不是对应两边路径。,0,左侧thermoelectric power指以mV/K表征的热电势，并非输出功率；右侧涉及温差与盐差共同驱动的电能输出。低温电子—声子过程与太阳蒸发装置的离子输运不能直接替换。,M043,TG:P0198:r003,hybrid,supported,太阳驱动蒸发与电能联合产生
insufficient,左侧为PVA生物相容性的背景陈述，右侧为具体水凝胶纤维尺寸。两条关系各有依据，但材料属性与几何尺寸没有可辩护的关系对应。,iTE:P0407:r001,other_unclear,supported,材料选择背景，未指定测试阶段,surface_similarity,未给出左侧生物相容性测试条件，也未建立右侧尺寸与舒适性或生物相容性的因果关系。,所供邻边不能把生物相容性与纤维尺寸连接成对应路径；目标单边也不匹配。,0,左侧是材料选择依据，右侧是制备样品几何描述，均未选中能量转换关系。右侧虽明确使用Fe2+/Fe3+，也不能把尺寸关系判为红氧转换机制，或从尺寸推断生物相容性。,M044,TG:P0017:r001,other_unclear,supported,制备后纤维几何描述
insufficient,左侧支持CZ离子凝胶具有n型离子热电功能；右侧保留“似乎逐渐形成”的限定，支持Si分解层早期钝化解释。两者功能与关系含义不同，仅共享材料具有功能的表述。,iTE:P1345:r014,ionic_thermodiffusion,supported,温差下热电压形成与表征,surface_similarity,右侧为表征支持的暂定钝化解释，后期会丧失；摘要未建立其与离子热扩散或n型热电功能的联系。,左侧r013说明阴离子输运与阳离子受限的共同作用，目标边接r015形成凝胶→n型功能→废热转换的同论文路径。右侧r005为主体指向后期钝化丧失的并列边，没有对应两边路径。,0,左侧为选择性离子输运产生温差电压，右侧为电池早期循环中抑制电解液分解的界面钝化。热电压形成与循环成膜阶段不可对应；热原谱用于诊断不等于该钝化关系属于热原发电机制。,M048,TG:P0091:r004,other_unclear,supported,早期电化学循环成膜及原位表征
insufficient,左侧明确支持稀土掺杂离子性质影响晶格常数；右侧仅支持考察离子性质对热扩散特性的影响，未给变化方向。共同的离子性质措辞不足以连接晶体结构与溶液输运关系。,iTE:P1374:r004,other_unclear,supported,合成后晶体结构表征,surface_similarity,右侧未报告效应方向，也未将离子性质限定为半径；左侧没有热电转换证据。不能将左侧半径趋势移植到右侧。,左侧半径减小→晶格常数减小是另一条入边；右侧溶剂组成→输运特性也是入边。均不能与目标边拼成两边有向因果链。,0,左侧涉及固体晶格中的掺杂离子及半径效应；右侧涉及298 K混合溶剂中可移动离子的热扩散，并借热电化学电池的初始、稳态电压推算。结构表征不能直接映射为热扩散或电极反应熵。,M051,TG:P0245:r005,ionic_thermodiffusion,supported,初始及稳态热电压测量与298 K热扩散特性计算
insufficient,左侧支持聚合后溶剂交换诱导金属配体配位；右侧支持盐促均相电催化与电极异相电催化共同产生加和效应。加盐相关措辞没有建立配位成网与电催化之间的关系对应。,iTE:P1818:r007,other_unclear,supported,聚合后的溶剂交换与网络形成,surface_similarity,摘要未证明左侧配位影响电子转移，也未证明右侧碱金属盐产生类似凝胶配位网络；左侧具体热电转换机制不能由该制备声明判定。,左侧盐析与配位是溶剂交换的并列结果，不构成盐析→配位路径；右侧没有供应的邻边。不存在可匹配的两边路径，目标单边也不对应。,0,左侧是制备阶段的Fe3+/SO4²−交换与网络形成；右侧是铁氰化物热电池运行中的电子转移动力学，必须保留铂或石墨异相催化这一共同因素。左侧含Fe3+及具有离子导电性均不能证明存在电极氧化还原催化。,M052,TG:P0094:r006,thermogalvanic_redox,supported,温差下热电化学发电及电催化性能表征
insufficient,左侧明确描述储能阶段的双电层电容工作，右侧描述热充电的热电化学转换机制。两条关系虽均为器件采用某机制，但所指功能阶段不同，不能建立实质关系对应。,iTE:P1007:r009,other_unclear,supported,储能与电容性能表征,surface_similarity,左侧机制分类对应所选双电层储能关系，不将论文的热扩散采能背景替换为目标机制；摘要缺少统一充放电条件。,左侧邻边确认采能与储能集成及双电层储能指标，右侧邻边确认红氧凝胶器件构成。它们是器件发出的分支，未构成可对应的两边因果路径。,0,双电层储能涉及界面电荷积累；右侧以铁氰化物红氧对实现热电化学转换，并另有赝电容储能。有限电容充放电与热电化学产电须分开；右侧也不能仅凭热电化学机制判为持续稳态电源。,M054,TG:P0112:r002,thermogalvanic_redox,supported,热充电／热电化学能量转换
insufficient,左侧摘要明确支持取代离子半径与晶胞参数同向减小；右侧支持给定温差下氧化还原对塞贝克系数决定可达电势差。两者的端点和关系作用均不对应。,iTE:P0813:r003,other_unclear,supported,结构表征,surface_similarity,摘要未提供晶胞参数影响热电化学电压的桥接证据；不能借左文其他热电测量修补目标边。,未提供邻边；两条目标单边不构成可辩护的关系匹配。,0,左侧是固溶体结构表征，所选边未描述电子热电转换；右侧是温差下的热电化学电压关系。晶格尺寸关联不能转作电极反应热力学关系，工作阶段也不同。,M057,TG:P0288:complete_v1_cr001,thermogalvanic_redox,supported,给定温差下的电压形成（背景关系）
insufficient,左侧忠实保留了DFT固体熵的温度依赖及未定符号；右侧忠实记录了作者所称平衡电极电势随温度快速变化。共有温度变量不足以建立关系对应。,iTE:P1684:r011,other_unclear,supported,DFT热力学性质表征,surface_similarity,未给出熵或电势温度依赖的定量关系；右侧“快速”不提供时间尺度证据。,左侧邻边只是其他性质对温度的并列依赖，不能构成熵到电极电势的有向两边路径。,0,固体总熵与电极反应相关热力学量不能等同。左侧为计算表征，右侧为热原电池稳态理论；原文将电势温度依赖称为电极动力学，也不能据此认定测得反应速率。,M058,TG:P0129:complete_v1_cr001,thermogalvanic_redox,supported,稳态热原电池理论分析
insufficient,两侧温度依赖均获摘要支持，但左侧是由热电势测量获得的电子密度，右侧是用于电化学热循环的电极电势。相同依赖谓词和温度端点不能建立有意义的关系匹配。,iTE:P1477:r005,electronic_thermoelectric,supported,变温及变氧分压输运表征,surface_similarity,左侧未报告电子密度温度依赖的符号；右侧循环效率不能归因于这一跨文配对。,邻边明确电子密度的缺陷及氧分压背景；施主或空位→电子密度→温度虽可按图连接，末边是依赖关系，不能解释为缺陷导致温度变化，也无右侧对应路径。,0,左侧涉及施主电离与氧空位控制的电子密度，并受氧分压影响；右侧以不同温度下充放电的电压差取热。材料输运表征与电化学循环阶段不同，不能直接迁移温度响应或效率。,M059,TG:P0184:complete_v1_cr002,thermogalvanic_redox,supported,不同温度下电化学充放电循环
insufficient,左侧电子密度依赖温度、右侧NaOH溶解度依赖温度均有明确依据。右侧所选关系属于溶解及水合物相变背景；整机为混合电池并不使该边成为热原电压机制。,iTE:P1477:r005,electronic_thermoelectric,supported,变温及变氧分压输运表征,surface_similarity,右侧仅提出概念并计算效率；目标单边未声称溶解度独自维持浓差。两侧均缺少可比较的温度响应数据。,左侧邻边限定缺陷和氧分压背景，没有与右侧溶解度关系对应的两边路径；不能把摘要中的浓差维持关系补成冻结图中的邻边。,0,左侧是固体缺陷控制的电子密度表征；右侧利用溶解度温度依赖及蒸馏共同维持浓差。水合物熔化与电子施主电离不能等同，浓差维持阶段也不同于输运表征。,M060,TG:P0116:complete_v1_cr001,other_unclear,supported,拟议混合电池的浓差维持与效率计算
insufficient,两条组成关系均获摘要支持，但CuI/NC样品包含沉积CuI薄膜与聚合物网络吸收混合溶剂仅共享泛化的包含关系，组成对象和功能均不相当。,iTE:P1067:r010,other_unclear,supported,制备后薄膜组成与结构表征,surface_similarity,左文另述电子输运，但所选组成边本身不表达转换机制；右文未交代电极化学。不能由包含关系推导性能改善。,左侧可形成样品→CuI薄膜→CuI晶体的组成路径；右侧为界面→聚合物网络→吸收溶剂。路径分别成立，但层级位置和组分功能不同，不构成机制或因果路径对应。,0,左侧描述SILAR形成的固体薄膜，右侧描述网络吸收的液体组分；沉积层与溶剂吸收不能直接互换。所选边属于材料组成表征，不描述能量转换步骤，不能从右侧界面名称补出电极反应。,M062,TG:P0012:r004,other_unclear,supported,水凝胶制备与组成描述
