relation_id,paper_id,analysis_layer,source_membership,year,title,doi,sentence_id,evidence_sentence,sentence_char_start,sentence_char_end,source_occurrence_id,source_global_concept_id,source_layer_node_id,source_surface,source_normalized_label,source_char_start,source_char_end,predicate_surface,predicate_normalized,predicate_char_start,predicate_char_end,target_occurrence_id,target_global_concept_id,target_layer_node_id,target_surface,target_normalized_label,target_char_start,target_char_end,assertion_status,risk_nominal_predicate,risk_hyphenated_predicate,risk_cross_clause,risk_other_predicate_between_endpoints,risk_long_endpoint_gap,risk_coordinated_inherited_subject,risk_compound_subject_after_selected_source,risk_intervening_target_head,risk_reasons,strict_syntax_eligible,human_semantic_review,graph_eligible,verifier_status
AR_ec4c23a5265a,P0465,holdout,iTE,2026,Thermoelectric composite hydrogels with ionic-electronic transport for bioactive energy harvesting and sensing,10.1016/j.nanoen.2026.111940,5,"Owing to its self-healing and antimicrobial characteristics, the hydrogel further operates as a self-powered wound dressing, harvesting endogenous temperature gradients to promote tissue regeneration and achieve a fourfold enhancement in wound closure efficiency.",803,1066,CO_97e6dc220715,GC_7fceb12d8bda,LN_b9bf255f7da2,harvesting endogenous temperature gradients,harvesting endogenous temperature gradient,928,971,promote,promote,975,982,CO_cdac11b073fe,GC_30fb97d41662,LN_b9ea32dd5e77,wound closure efficiency,wound closure efficiency,1041,1065,purpose_or_design,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_67dc09e442c7,P0467,holdout,iTE,2026,Low ion concentration ionic liquid enable drastically improvement in liquid thermoelectric performance,10.1016/j.renene.2026.125493,2,"To overcome the thermoelectric performance bottlenecks caused by the strong Coulombic interactions and high viscosity of ILs, based on the selective solvation effect by solvents, this study proposes the idea of low-concentration IL with highly polar organic solvent as diluent to enhance both the ion mobility and the mobility difference between cations and anions.",160,525,CO_1da3dda30a25,GC_10d3798cf74d,LN_7a349a487d9e,selective solvation,selective solvation,299,318,enhance,enhance,440,447,CO_a3d2409256ce,GC_40fccee326c6,LN_a64587e3f6bd,ion mobility,ion mobility,457,469,purpose_or_design,False,False,True,False,True,False,False,False,risk_cross_clause; risk_long_endpoint_gap,False,pending,False,relation_review_required
AR_bf3ddc58fcc2,P0468,holdout,iTE,2026,Investigation of the Impact of the Anionic Moiety of Imidazolium-Based Ionic Liquids on the Thermoelectric Properties of Polypyrrole,10.1007/s11664-026-12764-7,7,This effect is also attributed to the ability of EMImFeCl4 to reduce the thermal conductivity (kappa = 0.069 W & centerdot;m-1 & centerdot;K-1).,1488,1632,CO_890490a5b629,GC_93e1f9f6df74,LN_749db7bbfa54,EMImFeCl4,emimfecl4,1537,1546,reduce,reduce,1550,1556,CO_e0789a96536f,GC_cf542d621742,LN_1072907b8fc1,thermal conductivity,thermal conductivity,1561,1581,purpose_or_design,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_b444b10a3ae9,P0473,holdout,iTE,2021,Mechanically Robust and Flexible Films of Ionic Liquid-Modulated Polymer Thermoelectric Composites,10.1002/adfm.202104836,5,"The resultant composite shows a high TE performance with a power factor of 106.1 +/- 8.2 mu W m(-1) K-2 at room temperature, and strong mechanical robustness with a tensile modulus of 4.2 +/- 0.5 GPa and fracture strength of 136.5 +/- 10.6 MPa.",791,1035,CO_10a75deca416,GC_8387f9c7f6ad,LN_ab94b5be9353,resultant composite,resultant composite,795,814,shows,show,815,820,CO_9a1682b38269,GC_5efc27b241e5,LN_be4fbfd1906e,power factor,power factor,850,862,observed_assertion,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_da8ffbdef203,P0478,holdout,iTE,2022,Enhanced thermoelectric performance of PEDOT: PSS films via ionic liquid post-treatment,10.1088/1674-1056/ac2487,6,"The Seebeck coefficient and electrical conductivity of the PEDOT:PSS film treated with H2SO4EMIM:TFSI increase simultaneously, and the resulting maximum power factor is 46.7 mu W.m(-1).",946,1131,CO_89c7a5a09dc6,GC_a8311b95a427,LN_67c440b08ad0,electrical conductivity,electrical conductivity,974,997,increase,increase,1048,1056,CO_a1fb225c1e39,GC_3012e26fdcf6,LN_ab1c26892cc2,resulting maximum power factor,resulting maximum power factor,1081,1111,observed_assertion,False,False,True,False,False,False,False,False,risk_cross_clause,False,pending,False,relation_review_required
AR_5dea51d7876e,P0482,holdout,iTE,2021,"Correlation of Thermoelectric Performance, Domain Morphology and Doping Level in PEDOT:PSS Thin Films Post-Treated with Ionic Liquids",10.1002/marc.202100397,6,"Subsequently, a model is developed indicating that ILs, which contain small, sterically unhindered ions with a strong localized charge, appear beneficial to boost the thermoelectric performance of post-treated PEDOT:PSS films.",1009,1235,CO_80da9f1bd11f,GC_2229cfe28967,LN_6294f0e86ef8,sterically unhindered ions,sterically unhindered ion,1086,1112,boost,boost,1166,1171,CO_c387dcae5c35,GC_a9dfacb7fb74,LN_8bc860f4ba88,post-treated PEDOT:PSS films,post treated pedot pss film,1206,1234,purpose_or_design,False,False,True,False,False,False,False,False,risk_cross_clause,False,pending,False,relation_review_required
AR_1ad0416e8774,P0484,holdout,iTE,2021,Ionic Dopant-Induced Ordering Enhances the Thermoelectric Properties of a Polythiophene-Based Block Copolymer,10.1002/adfm.202106991,4,"Notably, interactions between P3HT-b-POEM with ionic species significantly improve molecular order and unexpectedly cause electrical oxidizing doping of P3HT block both in solution and solid-states, a phenomenon that has not been previously observed in Li-salt containing P3HT.",688,965,CO_d499b8a6f872,GC_fd60a1db5fcf,LN_957e4e7b9b6b,interactions,interaction,697,709,improve,improve,763,770,CO_a9b2df8d8ef7,GC_43118de7c21c,LN_7bac92794e6c,electrical oxidizing doping,electrical oxidizing doping,810,837,observed_assertion,False,False,False,True,False,False,False,False,risk_other_predicate_between_endpoints,False,pending,False,relation_review_required
AR_b523c2668212,P0484,holdout,iTE,2021,Ionic Dopant-Induced Ordering Enhances the Thermoelectric Properties of a Polythiophene-Based Block Copolymer,10.1002/adfm.202106991,4,"Notably, interactions between P3HT-b-POEM with ionic species significantly improve molecular order and unexpectedly cause electrical oxidizing doping of P3HT block both in solution and solid-states, a phenomenon that has not been previously observed in Li-salt containing P3HT.",688,965,CO_d499b8a6f872,GC_fd60a1db5fcf,LN_957e4e7b9b6b,interactions,interaction,697,709,cause,cause,804,809,CO_a9b2df8d8ef7,GC_43118de7c21c,LN_7bac92794e6c,electrical oxidizing doping,electrical oxidizing doping,810,837,observed_assertion,False,False,False,True,True,False,False,False,risk_other_predicate_between_endpoints; risk_long_endpoint_gap,False,pending,False,relation_review_required
AR_f2daa60f4ff0,P0484,holdout,iTE,2021,Ionic Dopant-Induced Ordering Enhances the Thermoelectric Properties of a Polythiophene-Based Block Copolymer,10.1002/adfm.202106991,5,"Vapor doping of P3HT-b-POEM-LiTFSI thin films with F4TCNQ further enhances sigma and yields a thermoelectric power factor PF = alpha(2)sigma of 13.0 mu W m(-1) K-2, which is more than 20 times higher than salt-free P3HT-b-POEM sample.",966,1200,CO_e7fac2c9e589,GC_ed0618d910a6,LN_1476054fdfe5,Vapor doping,vapor doping,966,978,enhances,enhance,1032,1040,CO_e24fb8abaaca,GC_4b34131eceda,LN_a639cbac7e7d,thermoelectric power factor,thermoelectric power factor,1060,1087,observed_assertion,False,False,False,True,False,False,False,False,risk_other_predicate_between_endpoints,False,pending,False,relation_review_required
AR_eda57319129a,P0484,holdout,iTE,2021,Ionic Dopant-Induced Ordering Enhances the Thermoelectric Properties of a Polythiophene-Based Block Copolymer,10.1002/adfm.202106991,5,"Vapor doping of P3HT-b-POEM-LiTFSI thin films with F4TCNQ further enhances sigma and yields a thermoelectric power factor PF = alpha(2)sigma of 13.0 mu W m(-1) K-2, which is more than 20 times higher than salt-free P3HT-b-POEM sample.",966,1200,CO_e7fac2c9e589,GC_ed0618d910a6,LN_1476054fdfe5,Vapor doping,vapor doping,966,978,yields,yield,1051,1057,CO_e24fb8abaaca,GC_4b34131eceda,LN_a639cbac7e7d,thermoelectric power factor,thermoelectric power factor,1060,1087,observed_assertion,False,False,False,True,True,False,True,False,risk_other_predicate_between_endpoints; risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,relation_review_required
AR_85eed09716f3,P0487,iTE,iTE,2021,Postdeposition Processing Influences the Relative Contributions of Electronic and Ionic Seebeck Effects in the Thermoelectric Response of Conducting Polymers,10.1021/acs.jpcc.1c01399,1,The postdeposition solvent annealing of PEDOT:PSS and PANI-PAAMPSA thin films with dichloroacetic acid (DCA) induces structural modification that dramatically increases the electrical conductivity of these conducting polymers.,0,226,CO_3eb456581b02,GC_5b50195585e6,LN_0976a6ed8989,postdeposition solvent,postdeposition solvent,4,26,induces,induce,109,116,CO_33291d6691c9,GC_a8311b95a427,LN_71a89774ac41,electrical conductivity,electrical conductivity,173,196,observed_assertion,False,False,False,True,True,False,True,False,risk_other_predicate_between_endpoints; risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,relation_review_required
AR_9d108d4d7059,P0487,iTE,iTE,2021,Postdeposition Processing Influences the Relative Contributions of Electronic and Ionic Seebeck Effects in the Thermoelectric Response of Conducting Polymers,10.1021/acs.jpcc.1c01399,1,The postdeposition solvent annealing of PEDOT:PSS and PANI-PAAMPSA thin films with dichloroacetic acid (DCA) induces structural modification that dramatically increases the electrical conductivity of these conducting polymers.,0,226,CO_3eb456581b02,GC_5b50195585e6,LN_0976a6ed8989,postdeposition solvent,postdeposition solvent,4,26,increases,increase,159,168,CO_33291d6691c9,GC_a8311b95a427,LN_71a89774ac41,electrical conductivity,electrical conductivity,173,196,observed_assertion,False,False,False,True,True,False,True,False,risk_other_predicate_between_endpoints; risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,relation_review_required
AR_518afbed179a,P0488,holdout,iTE,2021,Structural modulation induced by cobalt-based ionic liquids for enhanced thermoelectric transport in PEDOT:PSS,10.1002/asia.202100720,2,"Structural modulation to improve crystalline ordering, chain conformation and film morphology is a promising way to decouple the trade-off between conductivity and Seebeck coefficient and thus improve the thermoelectric power factor.",135,368,CO_5c05db49efcc,GC_6cdb23f33c74,LN_5539875482c6,Seebeck coefficient,seebeck coefficient,299,318,improve,improve,328,335,CO_d3fa778babe4,GC_4b34131eceda,LN_a639cbac7e7d,thermoelectric power factor,thermoelectric power factor,340,367,observed_assertion,False,False,False,False,False,True,True,False,risk_coordinated_inherited_subject; risk_compound_subject_after_selected_source,False,pending,False,relation_review_required
AR_a5a0c2cc46f6,P0489,holdout,iTE,2020,Improved Thermoelectric Properties and Environmental Stability of Conducting PEDOT:PSS Films Post-treated With Imidazolium Ionic Liquids,10.3389/fchem.2019.00870,11,"Apart from the improvement in electrical conductivity, the increase in Seebeck coefficient is on account of the substantial dedoping of PEDOT polymer to its neutral form and thus leads to the big improvement of its Seebeck coefficient.",1753,1988,CO_4edd8f3f37ce,GC_a8311b95a427,LN_67c440b08ad0,electrical conductivity,electrical conductivity,1783,1806,increase,increase,1812,1820,CO_512ef8c40677,GC_6cdb23f33c74,LN_5539875482c6,Seebeck coefficient,seebeck coefficient,1824,1843,observed_assertion,True,False,True,False,False,False,False,False,risk_nominal_predicate; risk_cross_clause,False,pending,False,relation_review_required
AR_219c2c50a1d2,P0491,holdout,iTE,2020,Positive ionic conduction of mayenite cement Ca12Al14O33/nano-carbon black composites on dielectric and thermoelectric properties,10.1016/j.mtcomm.2019.100820,9,"Positive ion conduction of C12A7/nCB composites resulting from oxygen ion vacancy occupying in extra framework affected to enhance dielectric constant, Seebeck coefficient, electrical conductivity and reduce thermal conductivity.",1059,1288,CO_df9ad5a1de8c,GC_1790824a7786,LN_edc8dd6de9d1,oxygen ion,oxygen ion,1122,1132,enhance,enhance,1182,1189,CO_1cab438c462a,GC_6cdb23f33c74,LN_5539875482c6,Seebeck coefficient,seebeck coefficient,1211,1230,purpose_or_design,False,False,True,False,False,False,False,False,risk_cross_clause,False,pending,False,relation_review_required
AR_a21bd656d681,P0491,holdout,iTE,2020,Positive ionic conduction of mayenite cement Ca12Al14O33/nano-carbon black composites on dielectric and thermoelectric properties,10.1016/j.mtcomm.2019.100820,9,"Positive ion conduction of C12A7/nCB composites resulting from oxygen ion vacancy occupying in extra framework affected to enhance dielectric constant, Seebeck coefficient, electrical conductivity and reduce thermal conductivity.",1059,1288,CO_ed17dac04e86,GC_a8311b95a427,LN_67c440b08ad0,electrical conductivity,electrical conductivity,1232,1255,reduce,reduce,1260,1266,CO_5f83ebcbf6a7,GC_cf542d621742,LN_1072907b8fc1,thermal conductivity,thermal conductivity,1267,1287,observed_assertion,False,False,False,False,False,True,True,False,risk_coordinated_inherited_subject; risk_compound_subject_after_selected_source,False,pending,False,relation_review_required
AR_a4d1dccf77d9,P0493,holdout,iTE,2025,Bio-inspired thermoelectric cement with interfacial selective immobilization towards self-powered buildings,10.1016/j.scib.2025.03.032,6,"While PVA hydrogel layers provide ion diffusion highways for OH- ions, cement-PVA interfaces establish strong coordination bonds with Ca2+ ions and weaker interactions with OH- ions, enabling selective immobilization, which amplifies the diffusion rate disparity between Ca2+ and OH- .",879,1164,CO_98a51e5ee353,GC_257a9f01e23e,LN_59b2d544dcd0,PVA hydrogel,pva hydrogel,885,897,provide,provide,905,912,CO_40244c25ccf0,GC_8ad5b453cc37,LN_078a999d6a6a,ion diffusion,ion diffusion,913,926,observed_assertion,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_e6b5fc3e12dc,P0496,iTE,iTE,2025,Dual-Cation Doping Thermoelectric PVA Hydrogel for Self-Powered Strain Sensors,10.1021/acsapm.5c00177,3,"Here, a dual-cation doping strategy is used to regulate ion diffusion rate to improve the thermoelectric properties of ionic hydrogels, and a series of poly(vinyl alcohol) (PVA)-based hydrogels doped by dual cations (i.e., hydrogen ions and alkali metal cations, such as Li+, Na+, and K+) are prepared by a facile cyclic freeze-thaw method.",409,749,CO_226664cfd552,GC_8cbcf3633ca5,LN_7263f0ba8ff3,dual-cation doping,dual cation doping,417,435,regulate,regulate,456,464,CO_517dca455df2,GC_8ad5b453cc37,LN_72ada6baecfc,ion diffusion,ion diffusion,465,478,purpose_or_design,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_b2fec6febae3,P0496,iTE,iTE,2025,Dual-Cation Doping Thermoelectric PVA Hydrogel for Self-Powered Strain Sensors,10.1021/acsapm.5c00177,3,"Here, a dual-cation doping strategy is used to regulate ion diffusion rate to improve the thermoelectric properties of ionic hydrogels, and a series of poly(vinyl alcohol) (PVA)-based hydrogels doped by dual cations (i.e., hydrogen ions and alkali metal cations, such as Li+, Na+, and K+) are prepared by a facile cyclic freeze-thaw method.",409,749,CO_517dca455df2,GC_8ad5b453cc37,LN_72ada6baecfc,ion diffusion,ion diffusion,465,478,improve,improve,487,494,CO_46c35ab0b5dc,GC_82f863b160b5,LN_df07834fe835,thermoelectric properties,thermoelectric property,499,524,purpose_or_design,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_fed57ee4bc13,P0497,iTE,iTE,2025,Enhancing the Thermoelectric Performance of Sustainable Cellulose-Based Ionogels Through Water Content Regulation,10.1002/smll.202412336,4,"Experimental characterizations and molecular dynamic simulation studies elucidate that the regulation of water content induces the hydration of 1-butyl-3-methylimidazolium cation and the swelling of CIG, which greatly promotes the ions diffusion and expands the difference in mobility between anions and cations.",560,872,CO_58129b1f88ac,GC_7320e2b5d0b7,LN_a845722623b9,regulation,regulation,651,661,induces,induce,679,686,CO_1c176a4836f8,GC_27998e08b8e3,LN_7cda85ecc3b3,hydration,hydration,691,700,observed_assertion,False,False,False,False,False,False,False,False,,True,pending,False,strict_syntax_gate_pass_pending_semantic_review
AR_c1d02e08d48a,P0497,iTE,iTE,2025,Enhancing the Thermoelectric Performance of Sustainable Cellulose-Based Ionogels Through Water Content Regulation,10.1002/smll.202412336,4,"Experimental characterizations and molecular dynamic simulation studies elucidate that the regulation of water content induces the hydration of 1-butyl-3-methylimidazolium cation and the swelling of CIG, which greatly promotes the ions diffusion and expands the difference in mobility between anions and cations.",560,872,CO_1d59c1c8f4ed,GC_99cc5cc07851,LN_e6f35447a3e2,swelling,swelling,747,755,promotes,promote,778,786,CO_43c61680ad0f,GC_8ad5b453cc37,LN_72ada6baecfc,ions diffusion,ion diffusion,791,805,observed_assertion,False,False,True,False,False,True,False,False,risk_cross_clause; risk_coordinated_inherited_subject,False,pending,False,relation_review_required
AR_0e9e07df8079,P0499,holdout,iTE,2018,"Effect of Rare Earth Ionic Radii on Structural, Electric, Magnetic and Thermoelectric Properties of REMnO3 (RE = Dy, Gd, Eu and Sm) Manganites",10.1007/s10948-017-4505-7,9,Thermoelectric power results show that large thermoelectric power is seen for these manganites.,938,1033,CO_92d520321dc0,GC_daadfd6b705e,LN_01770db3d089,Thermoelectric power,thermoelectric power,938,958,show,show,967,971,CO_8bbebee61b2a,GC_74c0dae75f93,LN_2f0132dc2920,large thermoelectric power,large thermoelectric power,977,1003,observed_assertion,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_03ffd1814551,P0501,holdout,iTE,2024,Metal-Halogen Interactions Inducing Phase Separation for Self-Healing and Tough Ionogels with Tunable Thermoelectric Performance,10.1002/adma.202402386,10,"A self-healing and tough ionogel (PEO/LiTFSI/EmimCl) with tunable thermoelectric properties is developed by tailoring metal-halogen bonding interactions to induce phase separation, which provides a versatile approach to address the long-standing trade-offs between self-healing ability, stretchability, strength, and ionic conductivity in current thermoelectric ionogels.",1600,1971,CO_912e1849f536,GC_7b90798e297d,LN_e309cd8da238,metal-halogen bonding interactions,metal halogen bonding interaction,1718,1752,induce,induce,1756,1762,CO_598570282c49,GC_cd62490e05c9,LN_50d3b3238145,phase separation,phase separation,1763,1779,purpose_or_design,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_b477f6eee01a,P0501,holdout,iTE,2024,Metal-Halogen Interactions Inducing Phase Separation for Self-Healing and Tough Ionogels with Tunable Thermoelectric Performance,10.1002/adma.202402386,10,"A self-healing and tough ionogel (PEO/LiTFSI/EmimCl) with tunable thermoelectric properties is developed by tailoring metal-halogen bonding interactions to induce phase separation, which provides a versatile approach to address the long-standing trade-offs between self-healing ability, stretchability, strength, and ionic conductivity in current thermoelectric ionogels.",1600,1971,CO_598570282c49,GC_cd62490e05c9,LN_50d3b3238145,phase separation,phase separation,1763,1779,provides,provide,1787,1795,CO_cc9ad05b4d67,GC_bc536166f47d,LN_b5cdfe8ed5cd,ionic conductivity,ionic conductivity,1917,1935,observed_assertion,False,False,True,False,True,True,False,False,risk_cross_clause; risk_long_endpoint_gap; risk_coordinated_inherited_subject,False,pending,False,relation_review_required
AR_df7506600cb5,P0502,iTE,iTE,2024,"Stable, Self-Adhesive, and High-Performance Graphene-Oxide-Modified Flexible Ionogel Thermoelectric Films",10.1002/adfm.202402823,4,Detailed structural characterizations confirm that the uniform dispersion of GO particles in the ionogel structure enables a power factor of 753.0 mu W m-1 K-2 and a promising ZT value of 0.19.,423,616,CO_12095bc199cf,GC_e7888ba5e114,LN_a183927bfcc4,ionogel,ionogel,520,527,enables,enable,538,545,CO_b30bfd1f4c24,GC_5efc27b241e5,LN_9cadbea56001,power factor,power factor,548,560,observed_assertion,False,False,False,False,False,False,False,False,,True,pending,False,strict_syntax_gate_pass_pending_semantic_review
AR_cf490496afef,P0502,iTE,iTE,2024,"Stable, Self-Adhesive, and High-Performance Graphene-Oxide-Modified Flexible Ionogel Thermoelectric Films",10.1002/adfm.202402823,6,"An integrated device, assembled by the as-prepared ionogel films, can generate an optimal output power density of 1.32 mW cm-2 with a temperature difference of 20 K, indicating great potential for wearable electronics.",746,964,CO_67230d47c469,GC_5f87f705bcce,LN_ce56d61e69ed,ionogel films,ionogel film,797,810,generate,generate,816,824,CO_4a8edfbb0ac3,GC_d18c91f9affa,LN_942c8fffcbe6,temperature difference,temperature difference,880,902,hypothetical_or_modal,False,False,True,False,False,False,False,False,risk_cross_clause,False,pending,False,relation_review_required
AR_66169c68464e,P0507,holdout,iTE,2016,Aspects of Protonic Ionic Liquid as Electrolyte in Thermoelectric Generators,10.1007/s11664-016-4526-1,8,"We showed that an IL with high S (E) [linked to open-circuit voltage (V (OC))] does not necessarily lead to high power output; rather, it is carrier transport and extraction that determine the generator power.",825,1034,CO_a41cfc3a5837,GC_234b2810632d,LN_9513a37c846c,open-circuit voltage,open circuit voltage,873,893,lead to,lead_to,925,932,CO_e3fb91c7e625,GC_ef18dd9f4939,LN_d9c9ddb1b604,carrier transport,carrier transport,966,983,negated,False,False,True,False,False,False,False,False,risk_cross_clause,False,pending,False,relation_review_required
AR_66f367763007,P0513,holdout,iTE,2025,"Structural, electronic, optical, and thermoelectric properties of CaXO3 (X = Si, Ge, Ti) perovskite for photovoltaics and optical devices",10.1038/s41598-025-31002-4,3,"Energy-volume optimization confirms structural stability, while phonon dispersions show no imaginary frequencies, indicating dynamical stability.",390,535,CO_0ba6d45c83cf,GC_e43f49710eea,LN_9c7ac9f587fa,optimization confirms structural stability,optimization confirms structural stability,404,446,show,show,473,477,CO_44f431a0c7e5,GC_faeeb9cbc4ce,LN_5889016660ac,indicating dynamical stability,indicating dynamical stability,504,534,observed_assertion,False,False,True,False,False,False,False,False,risk_cross_clause,False,pending,False,relation_review_required
AR_8e2b93383d12,P0520,holdout,iTE,2024,Bacterial Cellulose-Based ionogels with synergistically enhanced mechanical and thermoelectric performances for low-grade heat harvesting,10.1016/j.cej.2024.150638,4,The enhancement of thermoelectric properties of ionogels is mainly attributed to the increase of ion transport pathways and the mobility difference between anions and cations in ionic liquid.,420,611,CO_e42d7c8895d6,GC_82f863b160b5,LN_734e257af70f,thermoelectric properties,thermoelectric property,439,464,increase,increase,505,513,CO_b22ffdc45996,GC_c2d00d7f1242,LN_f44feaf8b41d,ion transport,ion transport,517,530,purpose_or_design,True,False,False,False,False,False,False,False,risk_nominal_predicate,False,pending,False,relation_review_required
AR_57a8c8d554fd,P0520,holdout,iTE,2024,Bacterial Cellulose-Based ionogels with synergistically enhanced mechanical and thermoelectric performances for low-grade heat harvesting,10.1016/j.cej.2024.150638,7,"Moreover, the CBCIG-Na0.5% shows high tensile strength (7.69 MPa) due to the larger 3D fiber network and enhanced intermolecular force, obvious adhesivity (9.28 kPa) and high transparence (76 %).",954,1149,CO_7483f14a2e5b,GC_cc0aa35d80a6,LN_f1af8a173140,CBCIG-Na0,cbcig na0,968,977,shows,show,981,986,CO_cca2fb008c9b,GC_a3f87b68a367,LN_f732b3783f28,tensile strength,tensile strength,992,1008,observed_assertion,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_0b170eb17030,P0521,holdout,iTE,2016,"Solid-state, individual dispersion of single-walled carbon nanotubes in ionic liquid-derived polymers and its impact on thermoelectric properties",10.1039/c5ra25490f,4,"Based on this discovery, we found that the well-dispersed and almost fully dispersed SWNTs in PILs are responsible for the enhanced thermoelectric properties, a future energy harvesting technique.",547,743,CO_7f2b2eb498ef,GC_c49337668d2c,LN_d50e60deb746,PILs,pils,641,645,are responsible for,responsible_for,646,665,CO_d427fbb155c0,GC_82f863b160b5,LN_734e257af70f,thermoelectric properties,thermoelectric property,679,704,observed_assertion,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_bd5a370deebb,P0522,holdout,iTE,2016,Enhanced thermoelectric power of single-wall carbon nanotube film blended with ionic liquid,10.7567/jjap.55.03dc01,2,The SWCNT/IL films showed simultaneous increase in electrical conductivity and the Seebeck coefficient compared with the pristine SWCNT.,114,250,CO_a36faba45289,GC_a3ee6c190fb1,LN_cc73864e508f,SWCNT/IL films,swcnt/il film,118,132,increase,increase,153,161,CO_4da774cb9cb4,GC_a8311b95a427,LN_67c440b08ad0,electrical conductivity,electrical conductivity,165,188,observed_assertion,True,False,False,False,False,False,False,False,risk_nominal_predicate,False,pending,False,relation_review_required
AR_bd174bd56b94,P0522,holdout,iTE,2016,Enhanced thermoelectric power of single-wall carbon nanotube film blended with ionic liquid,10.7567/jjap.55.03dc01,4,"The X-ray diffraction pattern and impedance diagram showed a unique behavior with the concentration of IL, which implies that the interaction between the SWCNTs and IL enhances the thermoelectric power of the SWCNTs.",300,516,CO_8d982d6a8d3e,GC_fd60a1db5fcf,LN_957e4e7b9b6b,interaction,interaction,430,441,enhances,enhance,468,476,CO_10876b385b14,GC_daadfd6b705e,LN_01770db3d089,thermoelectric power,thermoelectric power,481,501,observed_assertion,False,False,False,False,False,False,False,False,,False,pending,False,relation_review_required
AR_633b7a4836a8,P0523,iTE,iTE,2025,Electron-ion coupling enables ionic hydrogel with high thermopower for low-grade heat harvest and sensitive fire warning,10.1039/d5ta05571g,4,"Subsequent immersion in calcium chloride (CaCl2) solution enabled strong SA-Ca2+ crosslinking, enhancing the flame retardancy and mechanical strength to yield a high-performance ionic thermoelectric hydrogel (APSG).",481,696,CO_72380bc6b2b0,GC_f5c33f0ed7c9,LN_e2a22d400614,SA-Ca2+ crosslinking,sa ca2+ crosslinking,554,574,yield,yield,634,639,CO_25813391c2db,GC_ec54bf419c7c,LN_5ec8de67df89,ionic thermoelectric hydrogel,ionic thermoelectric hydrogel,659,688,purpose_or_design,False,False,True,False,False,False,True,False,risk_cross_clause; risk_compound_subject_after_selected_source,False,pending,False,relation_review_required
AR_d20ee0d670a0,P0525,iTE,iTE,2025,Synergistic coordination engineering and electrodes ion-attractive boost negative thermoelectric performance in hydrogel fibers for advanced wearable electronics,10.1016/j.cej.2025.170879,5,"In thermoelectric hydrogel fibers, the thermal migration of Li+ is suppressed by coordination interactions, while strong anion adsorption on conductive carbon paper electrodes synergistically enhances the concentration difference between anions and cations, leading to a remarkably negative Si of -55 mV K- 1.",559,868,CO_ed9afdd7e6fd,GC_96687fd1b877,LN_e6d41c823d5d,anion adsorption,anion adsorption,680,696,enhances,enhance,751,759,CO_c23298de7569,GC_720e69b53d5a,LN_4b92fed2a0dd,concentration difference,concentration difference,764,788,observed_assertion,False,False,False,False,False,False,False,False,,True,pending,False,strict_syntax_gate_pass_pending_semantic_review
AR_ffb691515dd3,P0529,holdout,iTE,2026,Synergistic Thermoelectric-Piezoionic Ionogel for Multimodal Energy Harvesting,10.1002/smll.202511861,5,"This enhancement stems from the chelation of redox ions within the ionic liquid, which induces a transition of the ionic liquid from n-type to p-type.",776,926,CO_d8c20ee0cef0,GC_41374fb28f21,LN_cd7a42ff19c0,redox ions,redox ion,821,831,induces,induce,863,870,CO_d08f4f5a81dd,GC_56bf8ae82a10,LN_ce6cc030f869,transition,transition,873,883,observed_assertion,False,False,True,False,False,False,False,False,risk_cross_clause,False,pending,False,relation_review_required
AR_793d422ca14f,P0529,holdout,iTE,2026,Synergistic Thermoelectric-Piezoionic Ionogel for Multimodal Energy Harvesting,10.1002/smll.202511861,6,"This polarity transition effectively couples with piezoionic-induced selective ion migration under mechanical stress, which amplifies the ionic concentration gradient and significantly enhances the thermopower of TPIG.",927,1145,CO_a33581438996,GC_dcc12f3294ea,LN_ef5091672855,ionic concentration gradient,ionic concentration gradient,1065,1093,enhances,enhance,1112,1120,CO_d167b1531d81,GC_118af0040619,LN_328e2e60dbad,thermopower,thermopower,1125,1136,observed_assertion,False,False,False,False,False,False,True,False,risk_compound_subject_after_selected_source,False,pending,False,relation_review_required
