semantic_audit_order,audit_order,candidate_id,review_adjusted_evidence_grade,review_adjusted_evidence_grade_order,review_adjusted_ite_side_level,review_adjusted_tg_side_level,review_adjusted_evidence_floor,review_adjusted_evidence_ceiling,ite_semantic_relation_review_status,tg_semantic_relation_review_status,semantic_review_scope,semantic_reviewer_type,human_confirmation_status,evidence_tier,evidence_tier_order,evidence_tier_reason,strict_syntax_supported_side,ite_side_evidence_level,tg_side_evidence_level,evidence_floor,evidence_ceiling,evidence_grade,evidence_grade_order,shared_global_concept_id,shared_label,shared_category,shared_node_focus_eligible,other_endpoints_focus_eligible,focus_eligible,shared_ite_document_frequency,shared_tg_document_frequency,shared_ite_incident_pair_degree,shared_tg_incident_pair_degree,ite_pair_id,ite_pair_key,ite_pair_label,ite_other_global_concept_id,ite_other_label,ite_other_category,ite_pair_paper_count,ite_pair_sentence_count,ite_pair_strict_syntax_relation_paper_count,ite_pair_human_confirmed_relation_paper_count,ite_strict_relation_ids,ite_human_confirmed_relation_ids,ite_authoritative_provenance_fk,tg_pair_id,tg_pair_key,tg_pair_label,tg_other_global_concept_id,tg_other_label,tg_other_category,tg_pair_paper_count,tg_pair_sentence_count,tg_pair_strict_syntax_relation_paper_count,tg_pair_human_confirmed_relation_paper_count,tg_strict_relation_ids,tg_human_confirmed_relation_ids,tg_authoritative_provenance_fk,closure_group_id,cross_endpoint_pair_key,cross_endpoint_pair,cross_endpoint_status_in_iTE,cross_endpoint_status_in_TG,human_relation_review_status,cross_paper_compatibility_status,cross_endpoint_evaluation_status,novelty_status,novelty_claim_allowed,scientific_claim_status,candidate_interpretation,minimum_relation_support,total_relation_support,minimum_human_confirmed_relation_support,total_human_confirmed_relation_support,minimum_pair_paper_count,sum_pair_paper_count,minimum_pair_sentence_count,sum_pair_sentence_count,shared_minimum_document_frequency,closure_path_count,shared_candidate_path_count,within_shared_node_support_rank,within_shared_node_tier_support_rank,focus_within_shared_node_support_rank,focus_within_shared_node_tier_support_rank,review_adjusted_within_shared_node_rank
2029,13629,TC_d50d888da6fa,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_69fb8a7dabe9,GC_41374fb28f21::GC_4a92e5f4fe38,redox ion + hydrogel,GC_41374fb28f21,redox ion,material_or_structure,2,3,0,0,,,TP_69fb8a7dabe9,CL_893cc15636ed,GC_073a88f61601::GC_41374fb28f21,ultrahigh thermoelectric output power + redox ion,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,3,1,4,21,1,9390,530,453,359,302,359
2030,13630,TC_ce17487256f8,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_6b79ae210b03,GC_4a92e5f4fe38::GC_9817ec2c9852,hydrogel + hydrogel nanostructure,GC_9817ec2c9852,hydrogel nanostructure,material_or_structure,1,1,0,0,,,TP_6b79ae210b03,CL_ed39ec19ac71,GC_073a88f61601::GC_9817ec2c9852,ultrahigh thermoelectric output power + hydrogel nanostructure,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,3307,3230,2219,2162,2219
2031,13631,TC_3a2a1aefb515,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_71eec3014b7e,GC_4a92e5f4fe38::GC_d8012e71b53a,hydrogel + rich hydrogen ion,GC_d8012e71b53a,rich hydrogen ion,material_or_structure,1,1,0,0,,,TP_71eec3014b7e,CL_24cb345da023,GC_073a88f61601::GC_d8012e71b53a,ultrahigh thermoelectric output power + rich hydrogen ion,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,3308,3231,2220,2163,2220
2032,13634,TC_88150679ae10,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_7e86bdc0137a,GC_4a92e5f4fe38::GC_c2d00d7f1242,hydrogel + ion transport,GC_c2d00d7f1242,ion transport,mechanism_or_process,2,2,0,0,,,TP_7e86bdc0137a,CL_1d4b4ecedc82,GC_073a88f61601::GC_c2d00d7f1242,ultrahigh thermoelectric output power + ion transport,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,3,1,3,21,1,9390,801,724,589,532,589
2033,13635,TC_4ea43d8f3039,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_83eda03cde51,GC_4a92e5f4fe38::GC_c466b5b6a256,hydrogel + evaporative cooling,GC_c466b5b6a256,evaporative cooling,mechanism_or_process,1,1,0,0,,,TP_83eda03cde51,CL_99fe027080c2,GC_073a88f61601::GC_c466b5b6a256,ultrahigh thermoelectric output power + evaporative cooling,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,3311,3234,2221,2164,2221
2034,13636,TC_5533f8228908,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_8c9b8461886c,GC_4a92e5f4fe38::GC_e99d770390b4,hydrogel + prepared typical hydrogel,GC_e99d770390b4,prepared typical hydrogel,material_or_structure,1,1,0,0,,,TP_8c9b8461886c,CL_0c9c37d26712,GC_073a88f61601::GC_e99d770390b4,ultrahigh thermoelectric output power + prepared typical hydrogel,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,3312,3235,2222,2165,2222
2035,13638,TC_f4564c99c240,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_9389a44bb223,GC_4a92e5f4fe38::GC_9b75b319b0a5,hydrogel + fe2+/fe3+,GC_9b75b319b0a5,fe2+/fe3+,literal_formula,1,1,0,0,,,TP_9389a44bb223,CL_491e179a4c44,GC_073a88f61601::GC_9b75b319b0a5,ultrahigh thermoelectric output power + fe2+/fe3+,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,3314,3237,2223,2166,2223
2036,13639,TC_f4a03cac6813,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_93f397fbf0b1,GC_4a92e5f4fe38::GC_9ac106b7e571,hydrogel + mass transfer,GC_9ac106b7e571,mass transfer,mechanism_or_process,1,1,0,0,,,TP_93f397fbf0b1,CL_e85d1839977d,GC_073a88f61601::GC_9ac106b7e571,ultrahigh thermoelectric output power + mass transfer,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,3315,3238,2224,2167,2224
2037,13640,TC_900cf9e91e47,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_98f25d8f06ad,GC_4a92e5f4fe38::GC_e9cefeab69ae,hydrogel + redox ion transport,GC_e9cefeab69ae,redox ion transport,mechanism_or_process,1,1,0,0,,,TP_98f25d8f06ad,CL_d1e51a283404,GC_073a88f61601::GC_e9cefeab69ae,ultrahigh thermoelectric output power + redox ion transport,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,3316,3239,2225,2168,2225
2038,13642,TC_facd22d098c3,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_a43d0774101c,GC_24abe3ce9618::GC_4a92e5f4fe38,pana sa hydrogel + hydrogel,GC_24abe3ce9618,pana sa hydrogel,material_or_structure,1,1,0,0,,,TP_a43d0774101c,CL_2d2f434d58ce,GC_073a88f61601::GC_24abe3ce9618,ultrahigh thermoelectric output power + pana sa hydrogel,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,3318,3241,2226,2169,2226
2039,13643,TC_7f9fb7fb7f13,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_a65aeb9ed2f8,GC_4a92e5f4fe38::GC_ab34d5c7ced2,hydrogel + absorption capacity,GC_ab34d5c7ced2,absorption capacity,outcome_or_property,1,1,0,0,,,TP_a65aeb9ed2f8,CL_92226983321f,GC_073a88f61601::GC_ab34d5c7ced2,ultrahigh thermoelectric output power + absorption capacity,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,3319,3242,2227,2170,2227
2040,13644,TC_8baf871fa9b3,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_a6813ac1cfae,GC_4a92e5f4fe38::GC_d73905a53f98,hydrogel + redox pair electrolyte,GC_d73905a53f98,redox pair electrolyte,material_or_structure,1,1,0,0,,,TP_a6813ac1cfae,CL_df7cb521ded6,GC_073a88f61601::GC_d73905a53f98,ultrahigh thermoelectric output power + redox pair electrolyte,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,3320,3243,2228,2171,2228
2041,13645,TC_71d1edfdb239,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_a741725664fe,GC_4a92e5f4fe38::GC_8335aa66a8d7,hydrogel + single solvent,GC_8335aa66a8d7,single solvent,material_or_structure,1,1,0,0,,,TP_a741725664fe,CL_e75eeb5a9e74,GC_073a88f61601::GC_8335aa66a8d7,ultrahigh thermoelectric output power + single solvent,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,3321,3244,2229,2172,2229
2042,13646,TC_4f83558ee464,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_ad71e2c1bc9c,GC_4a92e5f4fe38::GC_f7553cd07f36,hydrogel + hydrogel electrolyte,GC_f7553cd07f36,hydrogel electrolyte,material_or_structure,3,6,0,0,,,TP_ad71e2c1bc9c,CL_9503c58595af,GC_073a88f61601::GC_f7553cd07f36,ultrahigh thermoelectric output power + hydrogel electrolyte,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,4,1,7,21,1,9390,230,153,173,116,173
2043,13647,TC_79e1a5ca253b,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_b210542384f9,GC_1e7bbb5384f5::GC_4a92e5f4fe38,hydrogel network + hydrogel,GC_1e7bbb5384f5,hydrogel network,material_or_structure,1,1,0,0,,,TP_b210542384f9,CL_5fbc44d59e69,GC_073a88f61601::GC_1e7bbb5384f5,ultrahigh thermoelectric output power + hydrogel network,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,3322,3245,2230,2173,2230
2044,13648,TC_db3fdee665ab,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_b73121301dd1,GC_4a92e5f4fe38::GC_c2a122dae280,hydrogel + heat to power,GC_c2a122dae280,heat to power,outcome_or_property,1,1,0,0,,,TP_b73121301dd1,CL_683d7c19e59a,GC_073a88f61601::GC_c2a122dae280,ultrahigh thermoelectric output power + heat to power,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,3323,3246,2231,2174,2231
2045,13649,TC_d65016989bc5,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_be97758842c3,GC_4a92e5f4fe38::GC_753211f34d40,hydrogel + redox pair,GC_753211f34d40,redox pair,material_or_structure,1,2,0,0,,,TP_be97758842c3,CL_02576a9a6e21,GC_073a88f61601::GC_753211f34d40,ultrahigh thermoelectric output power + redox pair,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,3,21,1,9390,1674,1597,1269,1212,1269
2046,13650,TC_605fa61c28b2,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_c229a29b9571,GC_4a92e5f4fe38::GC_946d2b458f1f,hydrogel + qtcs,GC_946d2b458f1f,qtcs,literal_formula,1,1,0,0,,,TP_c229a29b9571,CL_63af9957522d,GC_073a88f61601::GC_946d2b458f1f,ultrahigh thermoelectric output power + qtcs,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,3324,3247,2232,2175,2232
2047,13651,TC_c87e9b59fa2f,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_c49a6bea5095,GC_4a92e5f4fe38::GC_9516ffbfc5d5,hydrogel + volume phase transition,GC_9516ffbfc5d5,volume phase transition,mechanism_or_process,1,1,0,0,,,TP_c49a6bea5095,CL_0dc0e54ba5d2,GC_073a88f61601::GC_9516ffbfc5d5,ultrahigh thermoelectric output power + volume phase transition,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,3325,3248,2233,2176,2233
2048,13652,TC_f36ffb29851e,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_c6df94686243,GC_4a92e5f4fe38::GC_6a99fac99646,hydrogel + water solvent,GC_6a99fac99646,water solvent,material_or_structure,1,1,0,0,,,TP_c6df94686243,CL_672b59566724,GC_073a88f61601::GC_6a99fac99646,ultrahigh thermoelectric output power + water solvent,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,3326,3249,2234,2177,2234
2049,13653,TC_ccc714335d9d,R0_cooccurrence_only_or_rejected,3,1,1,1,1,cooccurrence_only,cooccurrence_only,incident_relation_sentence_only,independent_AI_sentence_audit,pending,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_4a92e5f4fe38,hydrogel,material_or_structure,True,True,True,41,21,122,77,IP_212dbf2ef552,GC_073a88f61601::GC_4a92e5f4fe38,ultrahigh thermoelectric output power + hydrogel,GC_073a88f61601,ultrahigh thermoelectric output power,outcome_or_property,1,1,0,0,,,IP_212dbf2ef552,TP_c7c8a6c4ce0e,GC_4a92e5f4fe38::GC_78b3828d184a,hydrogel + marginal solvation,GC_78b3828d184a,marginal solvation,mechanism_or_process,1,1,0,0,,,TP_c7c8a6c4ce0e,CL_5cde38112804,GC_073a88f61601::GC_78b3828d184a,ultrahigh thermoelectric output power + marginal solvation,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,21,1,9390,3327,3250,2235,2178,2235
