audit_order,candidate_id,evidence_tier,evidence_tier_order,evidence_tier_reason,strict_syntax_supported_side,ite_side_evidence_level,tg_side_evidence_level,evidence_floor,evidence_ceiling,evidence_grade,evidence_grade_order,shared_global_concept_id,shared_label,shared_category,shared_node_focus_eligible,other_endpoints_focus_eligible,focus_eligible,shared_ite_document_frequency,shared_tg_document_frequency,shared_ite_incident_pair_degree,shared_tg_incident_pair_degree,ite_pair_id,ite_pair_key,ite_pair_label,ite_other_global_concept_id,ite_other_label,ite_other_category,ite_pair_paper_count,ite_pair_sentence_count,ite_pair_strict_syntax_relation_paper_count,ite_pair_human_confirmed_relation_paper_count,ite_strict_relation_ids,ite_human_confirmed_relation_ids,ite_authoritative_provenance_fk,tg_pair_id,tg_pair_key,tg_pair_label,tg_other_global_concept_id,tg_other_label,tg_other_category,tg_pair_paper_count,tg_pair_sentence_count,tg_pair_strict_syntax_relation_paper_count,tg_pair_human_confirmed_relation_paper_count,tg_strict_relation_ids,tg_human_confirmed_relation_ids,tg_authoritative_provenance_fk,closure_group_id,cross_endpoint_pair_key,cross_endpoint_pair,cross_endpoint_status_in_iTE,cross_endpoint_status_in_TG,human_relation_review_status,cross_paper_compatibility_status,cross_endpoint_evaluation_status,novelty_status,novelty_claim_allowed,scientific_claim_status,candidate_interpretation,minimum_relation_support,total_relation_support,minimum_human_confirmed_relation_support,total_human_confirmed_relation_support,minimum_pair_paper_count,sum_pair_paper_count,minimum_pair_sentence_count,sum_pair_sentence_count,shared_minimum_document_frequency,closure_path_count,shared_candidate_path_count,within_shared_node_support_rank,within_shared_node_tier_support_rank,focus_within_shared_node_support_rank,focus_within_shared_node_tier_support_rank
7883,TC_da1ebfdabf69,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_6929af5ac1cb,GC_21faa67da1fd::GC_66f64b2e393b,conversion + thermal diffusion,GC_66f64b2e393b,thermal diffusion,mechanism_or_process,1,1,0,0,,,IP_6929af5ac1cb,TP_2ed003920f6e,GC_21faa67da1fd::GC_bf5a88bb8a31,conversion + photo thermal electric,GC_bf5a88bb8a31,photo thermal electric,untyped_extractive_keyword,1,1,0,0,,,TP_2ed003920f6e,CL_3c6150372c39,GC_66f64b2e393b::GC_bf5a88bb8a31,thermal diffusion + photo thermal electric,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,519,519,,
7885,TC_f6197cc0a23a,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_6929af5ac1cb,GC_21faa67da1fd::GC_66f64b2e393b,conversion + thermal diffusion,GC_66f64b2e393b,thermal diffusion,mechanism_or_process,1,1,0,0,,,IP_6929af5ac1cb,TP_3c333f1c632d,GC_21faa67da1fd::GC_3ea8786de366,conversion + thermogalvanic cell,GC_3ea8786de366,thermogalvanic cell,device_or_context,3,3,0,0,,,TP_3c333f1c632d,CL_a8e9793783d6,GC_3ea8786de366::GC_66f64b2e393b,thermal diffusion + thermogalvanic cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,4,1,4,20,4,1267,55,55,,
7887,TC_da1e84798879,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_6929af5ac1cb,GC_21faa67da1fd::GC_66f64b2e393b,conversion + thermal diffusion,GC_66f64b2e393b,thermal diffusion,mechanism_or_process,1,1,0,0,,,IP_6929af5ac1cb,TP_4164e96a9bda,GC_138545480ba1::GC_21faa67da1fd,thermo electrochemical + conversion,GC_138545480ba1,thermo electrochemical,untyped_extractive_keyword,1,1,0,0,,,TP_4164e96a9bda,CL_5012f19f8426,GC_138545480ba1::GC_66f64b2e393b,thermal diffusion + thermo electrochemical,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,3,1267,521,521,,
7888,TC_e67facc013e1,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_6929af5ac1cb,GC_21faa67da1fd::GC_66f64b2e393b,conversion + thermal diffusion,GC_66f64b2e393b,thermal diffusion,mechanism_or_process,1,1,0,0,,,IP_6929af5ac1cb,TP_6652881d2ca0,GC_21faa67da1fd::GC_336acebc8a53,conversion + concentrated solar thermoelectric generator,GC_336acebc8a53,concentrated solar thermoelectric generator,device_or_context,1,1,0,0,,,TP_6652881d2ca0,CL_0a566403fa80,GC_336acebc8a53::GC_66f64b2e393b,thermal diffusion + concentrated solar thermoelectric generator,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,522,522,,
7889,TC_87df2f44caec,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_6929af5ac1cb,GC_21faa67da1fd::GC_66f64b2e393b,conversion + thermal diffusion,GC_66f64b2e393b,thermal diffusion,mechanism_or_process,1,1,0,0,,,IP_6929af5ac1cb,TP_6a1593fc8d75,GC_21faa67da1fd::GC_ab7d7b248944,conversion + flexible thermogalvanic cell,GC_ab7d7b248944,flexible thermogalvanic cell,device_or_context,1,1,0,0,,,TP_6a1593fc8d75,CL_e531f48ec47d,GC_66f64b2e393b::GC_ab7d7b248944,thermal diffusion + flexible thermogalvanic cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,523,523,,
7891,TC_d21434abb982,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_6929af5ac1cb,GC_21faa67da1fd::GC_66f64b2e393b,conversion + thermal diffusion,GC_66f64b2e393b,thermal diffusion,mechanism_or_process,1,1,0,0,,,IP_6929af5ac1cb,TP_85b32dc8f0ac,GC_21faa67da1fd::GC_6ddbab97dd49,conversion + solid state,GC_6ddbab97dd49,solid state,untyped_extractive_keyword,1,1,0,0,,,TP_85b32dc8f0ac,CL_7bd1990ad4e3,GC_66f64b2e393b::GC_6ddbab97dd49,thermal diffusion + solid state,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,525,525,,
7892,TC_57e0fee15937,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_6929af5ac1cb,GC_21faa67da1fd::GC_66f64b2e393b,conversion + thermal diffusion,GC_66f64b2e393b,thermal diffusion,mechanism_or_process,1,1,0,0,,,IP_6929af5ac1cb,TP_881149011264,GC_21faa67da1fd::GC_30808d38707c,conversion + thermoelectrochemical cell,GC_30808d38707c,thermoelectrochemical cell,device_or_context,1,1,0,0,,,TP_881149011264,CL_010778180b24,GC_30808d38707c::GC_66f64b2e393b,thermal diffusion + thermoelectrochemical cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,2,1267,526,526,,
7897,TC_9d63d4c775ba,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_6929af5ac1cb,GC_21faa67da1fd::GC_66f64b2e393b,conversion + thermal diffusion,GC_66f64b2e393b,thermal diffusion,mechanism_or_process,1,1,0,0,,,IP_6929af5ac1cb,TP_a197a1bc591c,GC_21faa67da1fd::GC_2e8e201aef30,conversion + liquid state,GC_2e8e201aef30,liquid state,untyped_extractive_keyword,1,1,0,0,,,TP_a197a1bc591c,CL_15c342e05a24,GC_2e8e201aef30::GC_66f64b2e393b,thermal diffusion + liquid state,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,2,1267,529,529,,
7900,TC_2f31378282c2,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_6929af5ac1cb,GC_21faa67da1fd::GC_66f64b2e393b,conversion + thermal diffusion,GC_66f64b2e393b,thermal diffusion,mechanism_or_process,1,1,0,0,,,IP_6929af5ac1cb,TP_c36cae6a17c2,GC_21faa67da1fd::GC_e7a1ae5c78a8,conversion + single cell,GC_e7a1ae5c78a8,single cell,device_or_context,1,1,0,0,,,TP_c36cae6a17c2,CL_65e7533fd59f,GC_66f64b2e393b::GC_e7a1ae5c78a8,thermal diffusion + single cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,532,532,,
7902,TC_55bc2f521aa1,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_6929af5ac1cb,GC_21faa67da1fd::GC_66f64b2e393b,conversion + thermal diffusion,GC_66f64b2e393b,thermal diffusion,mechanism_or_process,1,1,0,0,,,IP_6929af5ac1cb,TP_cc54634a7958,GC_21faa67da1fd::GC_6466380ecaf4,conversion + sub saharan,GC_6466380ecaf4,sub saharan,untyped_extractive_keyword,1,1,0,0,,,TP_cc54634a7958,CL_808de915ab85,GC_6466380ecaf4::GC_66f64b2e393b,thermal diffusion + sub saharan,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,534,534,,
7905,TC_45de83b90121,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_6929af5ac1cb,GC_21faa67da1fd::GC_66f64b2e393b,conversion + thermal diffusion,GC_66f64b2e393b,thermal diffusion,mechanism_or_process,1,1,0,0,,,IP_6929af5ac1cb,TP_e497fea1a5b6,GC_21faa67da1fd::GC_90fc79ec4aa9,conversion + series stacking,GC_90fc79ec4aa9,series stacking,untyped_extractive_keyword,1,1,0,0,,,TP_e497fea1a5b6,CL_66325e7864eb,GC_66f64b2e393b::GC_90fc79ec4aa9,thermal diffusion + series stacking,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,537,537,,
7909,TC_5811af391f98,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_69833b1a2e15,GC_21faa67da1fd::GC_8418537aa506,conversion + non contact,GC_8418537aa506,non contact,untyped_extractive_keyword,1,1,0,0,,,IP_69833b1a2e15,TP_09e4ff706edf,GC_09c84fb5d355::GC_21faa67da1fd,maximum power + conversion,GC_09c84fb5d355,maximum power,outcome_or_property,1,1,0,0,,,TP_09e4ff706edf,CL_de8507bb5faa,GC_09c84fb5d355::GC_8418537aa506,non contact + maximum power,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,541,541,,
7910,TC_7491a2d8d203,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_69833b1a2e15,GC_21faa67da1fd::GC_8418537aa506,conversion + non contact,GC_8418537aa506,non contact,untyped_extractive_keyword,1,1,0,0,,,IP_69833b1a2e15,TP_1782e46fcb4b,GC_21faa67da1fd::GC_937877bfc52b,conversion + cell electrode,GC_937877bfc52b,cell electrode,material_or_structure,1,1,0,0,,,TP_1782e46fcb4b,CL_6299367faf6b,GC_8418537aa506::GC_937877bfc52b,non contact + cell electrode,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,542,542,,
7911,TC_a3b10460c673,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_69833b1a2e15,GC_21faa67da1fd::GC_8418537aa506,conversion + non contact,GC_8418537aa506,non contact,untyped_extractive_keyword,1,1,0,0,,,IP_69833b1a2e15,TP_1e98e4f86a90,GC_21faa67da1fd::GC_ab850e819722,conversion + utilize redox couple ion,GC_ab850e819722,utilize redox couple ion,material_or_structure,1,1,0,0,,,TP_1e98e4f86a90,CL_72c3eb69af93,GC_8418537aa506::GC_ab850e819722,non contact + utilize redox couple ion,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,543,543,,
7912,TC_d118c34311ed,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_69833b1a2e15,GC_21faa67da1fd::GC_8418537aa506,conversion + non contact,GC_8418537aa506,non contact,untyped_extractive_keyword,1,1,0,0,,,IP_69833b1a2e15,TP_223c396dce0b,GC_21faa67da1fd::GC_6f0f083fb15f,conversion + maximum power density,GC_6f0f083fb15f,maximum power density,outcome_or_property,1,1,0,0,,,TP_223c396dce0b,CL_f860d1fcf7ba,GC_6f0f083fb15f::GC_8418537aa506,non contact + maximum power density,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,544,544,,
7913,TC_29eae212e375,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_69833b1a2e15,GC_21faa67da1fd::GC_8418537aa506,conversion + non contact,GC_8418537aa506,non contact,untyped_extractive_keyword,1,1,0,0,,,IP_69833b1a2e15,TP_24860da43400,GC_21faa67da1fd::GC_dad97d797387,conversion + redox reaction,GC_dad97d797387,redox reaction,mechanism_or_process,1,1,0,0,,,TP_24860da43400,CL_13344124120a,GC_8418537aa506::GC_dad97d797387,non contact + redox reaction,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,2,1267,545,545,,
7914,TC_11449175d091,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_69833b1a2e15,GC_21faa67da1fd::GC_8418537aa506,conversion + non contact,GC_8418537aa506,non contact,untyped_extractive_keyword,1,1,0,0,,,IP_69833b1a2e15,TP_2ed003920f6e,GC_21faa67da1fd::GC_bf5a88bb8a31,conversion + photo thermal electric,GC_bf5a88bb8a31,photo thermal electric,untyped_extractive_keyword,1,1,0,0,,,TP_2ed003920f6e,CL_2bdc81e01eb2,GC_8418537aa506::GC_bf5a88bb8a31,non contact + photo thermal electric,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,546,546,,
7915,TC_973143c4f99e,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_69833b1a2e15,GC_21faa67da1fd::GC_8418537aa506,conversion + non contact,GC_8418537aa506,non contact,untyped_extractive_keyword,1,1,0,0,,,IP_69833b1a2e15,TP_3261cda2193e,GC_21faa67da1fd::GC_7fd8c2696d32,conversion + solvation,GC_7fd8c2696d32,solvation,mechanism_or_process,1,1,0,0,,,TP_3261cda2193e,CL_79c815166d85,GC_7fd8c2696d32::GC_8418537aa506,non contact + solvation,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,547,547,,
7916,TC_826fea9c9fc3,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_69833b1a2e15,GC_21faa67da1fd::GC_8418537aa506,conversion + non contact,GC_8418537aa506,non contact,untyped_extractive_keyword,1,1,0,0,,,IP_69833b1a2e15,TP_3c333f1c632d,GC_21faa67da1fd::GC_3ea8786de366,conversion + thermogalvanic cell,GC_3ea8786de366,thermogalvanic cell,device_or_context,3,3,0,0,,,TP_3c333f1c632d,CL_b0c1ecd577b5,GC_3ea8786de366::GC_8418537aa506,non contact + thermogalvanic cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,4,1,4,20,2,1267,56,56,,
7917,TC_125b032a4516,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_69833b1a2e15,GC_21faa67da1fd::GC_8418537aa506,conversion + non contact,GC_8418537aa506,non contact,untyped_extractive_keyword,1,1,0,0,,,IP_69833b1a2e15,TP_3de30c8a3b7e,GC_21faa67da1fd::GC_4937afb10b20,conversion + conversion efficiency,GC_4937afb10b20,conversion efficiency,outcome_or_property,6,8,0,0,,,TP_3de30c8a3b7e,CL_8b0a47efa6b9,GC_4937afb10b20::GC_8418537aa506,non contact + conversion efficiency,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,7,1,9,20,1,1267,16,16,,
7918,TC_16b9ff80efa3,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_69833b1a2e15,GC_21faa67da1fd::GC_8418537aa506,conversion + non contact,GC_8418537aa506,non contact,untyped_extractive_keyword,1,1,0,0,,,IP_69833b1a2e15,TP_4164e96a9bda,GC_138545480ba1::GC_21faa67da1fd,thermo electrochemical + conversion,GC_138545480ba1,thermo electrochemical,untyped_extractive_keyword,1,1,0,0,,,TP_4164e96a9bda,CL_d881d6341367,GC_138545480ba1::GC_8418537aa506,non contact + thermo electrochemical,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,2,1267,548,548,,
7919,TC_9128f56e9faa,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_69833b1a2e15,GC_21faa67da1fd::GC_8418537aa506,conversion + non contact,GC_8418537aa506,non contact,untyped_extractive_keyword,1,1,0,0,,,IP_69833b1a2e15,TP_6652881d2ca0,GC_21faa67da1fd::GC_336acebc8a53,conversion + concentrated solar thermoelectric generator,GC_336acebc8a53,concentrated solar thermoelectric generator,device_or_context,1,1,0,0,,,TP_6652881d2ca0,CL_6d4c9c6dafbe,GC_336acebc8a53::GC_8418537aa506,non contact + concentrated solar thermoelectric generator,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,549,549,,
7920,TC_cc62ee350d3c,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_69833b1a2e15,GC_21faa67da1fd::GC_8418537aa506,conversion + non contact,GC_8418537aa506,non contact,untyped_extractive_keyword,1,1,0,0,,,IP_69833b1a2e15,TP_6a1593fc8d75,GC_21faa67da1fd::GC_ab7d7b248944,conversion + flexible thermogalvanic cell,GC_ab7d7b248944,flexible thermogalvanic cell,device_or_context,1,1,0,0,,,TP_6a1593fc8d75,CL_082ba6eaab2a,GC_8418537aa506::GC_ab7d7b248944,non contact + flexible thermogalvanic cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,550,550,,
7921,TC_a9db3332d313,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_69833b1a2e15,GC_21faa67da1fd::GC_8418537aa506,conversion + non contact,GC_8418537aa506,non contact,untyped_extractive_keyword,1,1,0,0,,,IP_69833b1a2e15,TP_7f5efc58addf,GC_21faa67da1fd::GC_55c4816f4855,conversion + liquid electrolyte,GC_55c4816f4855,liquid electrolyte,material_or_structure,1,1,0,0,,,TP_7f5efc58addf,CL_f495dcecc20b,GC_55c4816f4855::GC_8418537aa506,non contact + liquid electrolyte,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,551,551,,
7922,TC_4d98c028727e,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_69833b1a2e15,GC_21faa67da1fd::GC_8418537aa506,conversion + non contact,GC_8418537aa506,non contact,untyped_extractive_keyword,1,1,0,0,,,IP_69833b1a2e15,TP_85b32dc8f0ac,GC_21faa67da1fd::GC_6ddbab97dd49,conversion + solid state,GC_6ddbab97dd49,solid state,untyped_extractive_keyword,1,1,0,0,,,TP_85b32dc8f0ac,CL_61bdab96f171,GC_6ddbab97dd49::GC_8418537aa506,non contact + solid state,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,552,552,,
7923,TC_659952b32392,C_cooccurrence_only,3,neither_incident_pair_has_strict_syntax_relation_support,none,1,1,1,1,G0_cooccurrence_only,3,GC_21faa67da1fd,conversion,mechanism_or_process,True,False,False,25,20,41,31,IP_69833b1a2e15,GC_21faa67da1fd::GC_8418537aa506,conversion + non contact,GC_8418537aa506,non contact,untyped_extractive_keyword,1,1,0,0,,,IP_69833b1a2e15,TP_881149011264,GC_21faa67da1fd::GC_30808d38707c,conversion + thermoelectrochemical cell,GC_30808d38707c,thermoelectrochemical cell,device_or_context,1,1,0,0,,,TP_881149011264,CL_d7f4e36cff69,GC_30808d38707c::GC_8418537aa506,non contact + thermoelectrochemical cell,not_observed_in_frozen_iTE_abstract_corpus,not_observed_in_frozen_TG_abstract_corpus,not_applicable,untested,not_tested,not_assessed,False,retrieval_candidate_only,two_distinct_pairs_share_one_exact_node_no_cross_paper_causality,0,0,0,0,1,2,1,2,20,1,1267,553,553,,
