paper_id,analysis_layer,source_membership,year,title,paper_concept_id,concept_occurrence_id,doi,sentence_id,sentence_text,sentence_char_start,sentence_char_end,surface_text,normalized_label,normalization_operations,lexical_category,head_token,char_start,char_end,extractor_pattern,document_frequency,paper_occurrence_count,token_count,selection_score,global_concept_id,layer_node_id,span_exact_match,semantic_addition_allowed,selection_scope,cross_paper_frequency_used_for_selection,verifier_status,occurrence_count
P0163,holdout,iTE|TG,2024,A novel concentrated photovoltaic and ionic thermocells hybrid system for full-spectrum solar cascade utilization,PC_52f9356b617e,CO_032026c48cd4,10.1016/j.apenergy.2024.123033,5,"The ionic thermocell adhered directly to the photovoltaic panel consists the pi-type multi-channels, electrodes and p/n-type redox electrolytes flowing in multi-channels, which can simultaneously cool photovoltaic panel and output electric energy for waste heat harvesting.",710,983,p/n-type redox electrolytes,p/n type redox electrolyte,hyphen_to_space; simple_plural_to_singular,material_or_structure,electrolyte,826,853,head_noun_phrase,1,1,4,4.2479,GC_0ac6fd43e266,LN_709f36e67bd4,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0163,holdout,iTE|TG,2024,A novel concentrated photovoltaic and ionic thermocells hybrid system for full-spectrum solar cascade utilization,PC_0d7c71de64c6,CO_6955ada9a3e4,10.1016/j.apenergy.2024.123033,1,Concentrated photovoltaic-thermoelectric generator (CPV-TEG) hybrid system can harvest the low-grade waste heat derived from photovoltaic cells to generate more electric energy.,0,177,photovoltaic cells,photovoltaic cell,simple_plural_to_singular,device_or_context,cell,125,143,head_noun_phrase,2,1,2,1.8279,GC_94b1f2840ffd,LN_bf0f2226c9a0,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0163,holdout,iTE|TG,2024,A novel concentrated photovoltaic and ionic thermocells hybrid system for full-spectrum solar cascade utilization,PC_51a8c1242b0d,CO_67e4a403d06b,10.1016/j.apenergy.2024.123033,1,Concentrated photovoltaic-thermoelectric generator (CPV-TEG) hybrid system can harvest the low-grade waste heat derived from photovoltaic cells to generate more electric energy.,0,177,photovoltaic-thermoelectric,photovoltaic thermoelectric,hyphen_to_space,untyped_extractive_keyword,thermoelectric,13,40,generic_hyphenated_keyword,1,1,2,2.9279,GC_255c34c51276,LN_3f8988094f79,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0163,holdout,iTE|TG,2024,A novel concentrated photovoltaic and ionic thermocells hybrid system for full-spectrum solar cascade utilization,PC_481143e7475c,CO_3609b3f8b1a2,10.1016/j.apenergy.2024.123033,5,"The ionic thermocell adhered directly to the photovoltaic panel consists the pi-type multi-channels, electrodes and p/n-type redox electrolytes flowing in multi-channels, which can simultaneously cool photovoltaic panel and output electric energy for waste heat harvesting.",710,983,pi-type multi-channels,pi type multi channel,hyphen_to_space; simple_plural_to_singular,material_or_structure,channel,787,809,head_noun_phrase,1,1,4,4.2479,GC_f2b5fc5ef4c2,LN_623850e903cd,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0163,holdout,iTE|TG,2024,A novel concentrated photovoltaic and ionic thermocells hybrid system for full-spectrum solar cascade utilization,PC_e20bb32b71e6,CO_80efd8e27853,10.1016/j.apenergy.2024.123033,9,"During the optimization of advanced redox electrolytes/electrodes, the energy efficiency can reach 49.63% at 21 concentration ratios, which is 5.06% higher than that of CPV-TEG, and show a 22.65% lower overall cost.",1678,1893,redox electrolytes/electrodes,redox electrolytes/electrodes,identity,material_or_structure,electrodes,1714,1743,head_noun_phrase,1,1,2,4.1279,GC_dbafe673399d,LN_28c7e9b875f3,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0163,holdout,iTE|TG,2024,A novel concentrated photovoltaic and ionic thermocells hybrid system for full-spectrum solar cascade utilization,PC_3f67b5cbb0a0,CO_630f2a4bd65c,10.1016/j.apenergy.2024.123033,2,"However, it is economically unfeasible due to the expensive cost of thermoelectric generators and higher photovoltaics temperature.",178,309,thermoelectric generators,thermoelectric generator,simple_plural_to_singular,device_or_context,generator,246,271,head_noun_phrase,48,2,2,1.9496,GC_2af9f1aa472a,LN_25db46eeb2c6,True,False,single_abstract_only,False,span_valid_pending_semantic_review,2
P0164,TG,TG,2025,Precipitation-Driven Thermoelectric Conversion and Energy Storage Integrated Device,PC_ab2646846bc5,CO_ce396c99167a,10.1002/aenm.202502570,1,Thermoelectric devices have garnered significant interest but face limitations due to their reliance on external equipment and relatively low energy density for energy storage.,0,176,energy density,energy density,identity,outcome_or_property,density,142,156,head_noun_phrase,29,2,2,3.4496,GC_79c8cd50963f,LN_bbd184569d92,True,False,single_abstract_only,False,span_valid_pending_semantic_review,2
P0164,TG,TG,2025,Precipitation-Driven Thermoelectric Conversion and Energy Storage Integrated Device,PC_3b0000101573,CO_fa86c56eb590,10.1002/aenm.202502570,4,"Furthermore, a large-area prototype module comprising 32 units manifests an open circuit voltage of 1.7 V and exhibits an energy density of 463.9 J m-2.",552,704,large-area,large area,hyphen_to_space,untyped_extractive_keyword,area,567,577,generic_hyphenated_keyword,7,1,2,2.9279,GC_325c4869db3f,LN_f46d4826e476,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0164,TG,TG,2025,Precipitation-Driven Thermoelectric Conversion and Energy Storage Integrated Device,PC_2fcd666f1566,CO_d05ab0511cd4,10.1002/aenm.202502570,4,"Furthermore, a large-area prototype module comprising 32 units manifests an open circuit voltage of 1.7 V and exhibits an energy density of 463.9 J m-2.",552,704,open circuit voltage,open circuit voltage,identity,outcome_or_property,voltage,628,648,head_noun_phrase,37,1,3,3.3879,GC_234b2810632d,LN_e6367d223636,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0164,TG,TG,2025,Precipitation-Driven Thermoelectric Conversion and Energy Storage Integrated Device,PC_52facc2fb631,CO_0ca186d56fc9,10.1002/aenm.202502570,2,This study introduces an innovative integrated device that achieves both the function of thermoelectric conversion and energy storage within a single unit through a precipitation-driven Thermogalvanic effect.,177,385,precipitation-driven,precipitation driven,hyphen_to_space,untyped_extractive_keyword,driven,342,362,generic_hyphenated_keyword,1,1,2,2.9279,GC_0518079a6acb,LN_b16f628b8f8b,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0164,TG,TG,2025,Precipitation-Driven Thermoelectric Conversion and Energy Storage Integrated Device,PC_abb06c61f983,CO_230669b9b0ba,10.1002/aenm.202502570,2,This study introduces an innovative integrated device that achieves both the function of thermoelectric conversion and energy storage within a single unit through a precipitation-driven Thermogalvanic effect.,177,385,thermoelectric conversion,thermoelectric conversion,identity,mechanism_or_process,conversion,266,291,head_noun_phrase,45,2,2,4.4496,GC_4b155e3c784d,LN_5f68d5e6a98a,True,False,single_abstract_only,False,span_valid_pending_semantic_review,2
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_aa6a30702001,CO_1a55ea424ed0,10.1002/adfm.202513969,3,"Here, a facile strategy is demonstrated to fully activate the thermoelectrical behavior through simulation-guided electrode engineering, which is realized by incorporating battery-type molybdenum nitride quantum dot into carbon matrix.",388,623,battery-type,battery type,hyphen_to_space,untyped_extractive_keyword,type,560,572,generic_hyphenated_keyword,3,1,2,2.9279,GC_e7e4c4a87d68,LN_0f99f1ea58ce,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_400eccb2bb79,CO_3936c71d87bf,10.1002/adfm.202513969,2,"Combining thermodiffusion and thermogalvanic effects could boost their thermopower, but with limited kinetics for heat-to-electric conversion due to the incompatibility between thermodynamical and electrochemical processes.",164,387,Combining thermodiffusion,combining thermodiffusion,lowercase,mechanism_or_process,thermodiffusion,164,189,head_noun_phrase,2,1,2,4.3279,GC_5aad1cbdf5d1,LN_5ec1efac6fdd,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_fdb1435981ab,CO_e04dbadaa922,10.1002/adfm.202513969,4,"Benefitting to the well-developed 3D skeleton, abundant electroactive sites, and high conductivity, as-constructed device can achieve a giant thermopower of 53.6 mV K-1, normalized power density of 6.83 mW m-2 K-2, and good durability, which can meet the power demands of wearable sensors and small electronic devices.",624,942,conductivity,conductivity,identity,outcome_or_property,conductivity,710,722,head_noun_phrase,130,1,1,3.2679,GC_c21beccead48,LN_1bdabfd0c6ff,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_e9b768f9db97,CO_9403a462c3ea,10.1002/adfm.202513969,2,"Combining thermodiffusion and thermogalvanic effects could boost their thermopower, but with limited kinetics for heat-to-electric conversion due to the incompatibility between thermodynamical and electrochemical processes.",164,387,conversion,conversion,identity,mechanism_or_process,conversion,295,305,head_noun_phrase,103,1,1,4.2679,GC_21faa67da1fd,LN_faa5e90e9109,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_e292dfa274dc,CO_ebc4e03dc1b5,10.1002/adfm.202513969,4,"Benefitting to the well-developed 3D skeleton, abundant electroactive sites, and high conductivity, as-constructed device can achieve a giant thermopower of 53.6 mV K-1, normalized power density of 6.83 mW m-2 K-2, and good durability, which can meet the power demands of wearable sensors and small electronic devices.",624,942,giant thermopower,giant thermopower,identity,outcome_or_property,thermopower,760,777,head_noun_phrase,10,1,2,3.3279,GC_0782a94e48c7,LN_8de754b7d4ed,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_ffdb0d1c8fbd,CO_27388037f64c,10.1002/adfm.202513969,5,"As a proof-of-concept, a flexible quasi-solid-state device integrating four units is developed for self-powered health-monitoring system by harvesting body heat in daily life.",943,1118,health-monitoring,health monitoring,hyphen_to_space,untyped_extractive_keyword,monitoring,1055,1072,generic_hyphenated_keyword,2,1,2,2.9279,GC_b779dd031ae0,LN_8a4d5b3c86a3,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_99df1a8fd1d9,CO_d90f5ac190fc,10.1002/adfm.202513969,1,"Lithium-ion thermal charging cell, driven by ion migration and redox reaction, exhibits great potential for harvesting and storing electricity from thermal energy.",0,163,ion migration,ion migration,identity,mechanism_or_process,migration,45,58,head_noun_phrase,14,1,2,4.3279,GC_f4a6a0344f96,LN_21b89fe94733,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_e82389582f96,CO_af6398a10f6c,10.1002/adfm.202513969,2,"Combining thermodiffusion and thermogalvanic effects could boost their thermopower, but with limited kinetics for heat-to-electric conversion due to the incompatibility between thermodynamical and electrochemical processes.",164,387,limited kinetics,limited kinetics,identity,mechanism_or_process,kinetics,257,273,head_noun_phrase,1,1,2,4.3279,GC_26fa337768db,LN_3ccf127d5536,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_a9c25e3de919,CO_66433774ce0b,10.1002/adfm.202513969,1,"Lithium-ion thermal charging cell, driven by ion migration and redox reaction, exhibits great potential for harvesting and storing electricity from thermal energy.",0,163,Lithium-ion,lithium ion,lowercase; hyphen_to_space,material_or_structure,ion,0,11,head_noun_phrase,15,1,2,4.1279,GC_057bd7922615,LN_ecf9ed118253,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_5c37093a35b5,CO_003ec6a640a0,10.1002/adfm.202513969,1,"Lithium-ion thermal charging cell, driven by ion migration and redox reaction, exhibits great potential for harvesting and storing electricity from thermal energy.",0,163,Lithium-ion thermal charging cell,lithium ion thermal charging cell,lowercase; hyphen_to_space,device_or_context,cell,0,33,head_noun_phrase,1,1,5,1.9479,GC_98229c7d683e,LN_2fca014bbf65,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_ae0dcccc104f,CO_11833718f4c2,10.1002/adfm.202513969,4,"Benefitting to the well-developed 3D skeleton, abundant electroactive sites, and high conductivity, as-constructed device can achieve a giant thermopower of 53.6 mV K-1, normalized power density of 6.83 mW m-2 K-2, and good durability, which can meet the power demands of wearable sensors and small electronic devices.",624,942,normalized power,normalized power,identity,outcome_or_property,power,794,810,head_noun_phrase,13,1,2,3.3279,GC_faa270044b11,LN_6092a4b82cf3,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_51793284329d,CO_8bacd9753f18,10.1002/adfm.202513969,4,"Benefitting to the well-developed 3D skeleton, abundant electroactive sites, and high conductivity, as-constructed device can achieve a giant thermopower of 53.6 mV K-1, normalized power density of 6.83 mW m-2 K-2, and good durability, which can meet the power demands of wearable sensors and small electronic devices.",624,942,normalized power density,normalized power density,identity,outcome_or_property,density,794,818,head_noun_phrase,12,1,3,3.3879,GC_3cb102b9bb3d,LN_6c765153199f,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_8268363baab5,CO_e30ba0cb562a,10.1002/adfm.202513969,5,"As a proof-of-concept, a flexible quasi-solid-state device integrating four units is developed for self-powered health-monitoring system by harvesting body heat in daily life.",943,1118,quasi-solid-state,quasi solid state,hyphen_to_space,untyped_extractive_keyword,state,977,994,generic_hyphenated_keyword,27,1,3,2.9879,GC_e3dc7a9d810c,LN_ebb68a738c76,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_211e4539219c,CO_a769f8ae7806,10.1002/adfm.202513969,1,"Lithium-ion thermal charging cell, driven by ion migration and redox reaction, exhibits great potential for harvesting and storing electricity from thermal energy.",0,163,redox reaction,redox reaction,identity,mechanism_or_process,reaction,63,77,head_noun_phrase,33,1,2,4.3279,GC_dad97d797387,LN_620e8182d9b6,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_bb2e1958a48d,CO_fb4674a8dc25,10.1002/adfm.202513969,6,This work provides insights into the effective design of electrodes for high-performance ionic thermoelectrical systems and the development of multifunctional self-charging systems with sustainable operation.,1119,1327,self-charging,self charging,hyphen_to_space,untyped_extractive_keyword,charging,1278,1291,generic_hyphenated_keyword,2,1,2,2.9279,GC_b7c8d8c755d7,LN_ba2b3d33ec60,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_85b2eb41ca80,CO_ba0f61ea7fd8,10.1002/adfm.202513969,5,"As a proof-of-concept, a flexible quasi-solid-state device integrating four units is developed for self-powered health-monitoring system by harvesting body heat in daily life.",943,1118,self-powered,self powered,hyphen_to_space,untyped_extractive_keyword,powered,1042,1054,generic_hyphenated_keyword,114,1,2,2.9279,GC_3be2e7216e42,LN_e64a7e2bb986,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_a55b88f8cd07,CO_d683e3c4bd61,10.1002/adfm.202513969,3,"Here, a facile strategy is demonstrated to fully activate the thermoelectrical behavior through simulation-guided electrode engineering, which is realized by incorporating battery-type molybdenum nitride quantum dot into carbon matrix.",388,623,simulation-guided,simulation guided,hyphen_to_space,untyped_extractive_keyword,guided,484,501,generic_hyphenated_keyword,1,1,2,2.9279,GC_254c2dca9f73,LN_c2e576d60a6e,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_99ddef7137c1,CO_fc8f068bc726,10.1002/adfm.202513969,3,"Here, a facile strategy is demonstrated to fully activate the thermoelectrical behavior through simulation-guided electrode engineering, which is realized by incorporating battery-type molybdenum nitride quantum dot into carbon matrix.",388,623,simulation-guided electrode,simulation guided electrode,hyphen_to_space,material_or_structure,electrode,484,511,head_noun_phrase,1,1,3,4.1879,GC_2e7fc951fdb7,LN_6bc15bba3db3,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_ef1e2ae3cdb5,CO_7e5e6a9a075c,10.1002/adfm.202513969,2,"Combining thermodiffusion and thermogalvanic effects could boost their thermopower, but with limited kinetics for heat-to-electric conversion due to the incompatibility between thermodynamical and electrochemical processes.",164,387,thermopower,thermopower,identity,outcome_or_property,thermopower,235,246,head_noun_phrase,178,1,1,3.2679,GC_118af0040619,LN_328e2e60dbad,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0165,holdout,TG,2026,Rational Design of Molybdenum Nitride Quantum Dot Engineered by Carbon Framework for Boosted Lithium-Ion Thermal Charging Cells,PC_3aeb17fffef9,CO_8a55e4c44430,10.1002/adfm.202513969,4,"Benefitting to the well-developed 3D skeleton, abundant electroactive sites, and high conductivity, as-constructed device can achieve a giant thermopower of 53.6 mV K-1, normalized power density of 6.83 mW m-2 K-2, and good durability, which can meet the power demands of wearable sensors and small electronic devices.",624,942,wearable sensors,wearable sensor,simple_plural_to_singular,device_or_context,sensor,896,912,head_noun_phrase,4,1,2,1.8279,GC_97c092c35233,LN_0fd5fb2f9043,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0166,TG,TG,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,PC_4d7e72335c18,CO_810197367377,10.1002/aenm.202402226,6,"Meanwhile, hydrophilic MXene nanosheets facilitate gelation process, improve mechanical strength, and further bond to water molecules to enhance anti-freezing and moisture-retaining capabilities.",763,958,anti-freezing,anti freezing,hyphen_to_space,untyped_extractive_keyword,freezing,908,921,generic_hyphenated_keyword,14,2,2,3.0496,GC_b922063cd003,LN_3be04fdf9063,True,False,single_abstract_only,False,span_valid_pending_semantic_review,2
P0166,TG,TG,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,PC_3001b47c03eb,CO_6ea9bcaa14ec,10.1002/aenm.202402226,4,"To address these challenges, in this work, a composite hydrogel electrolyte incorporating ethylene glycol (EG) and Ti3C2Tx MXene nanosheets is rationally engineered.",408,573,composite hydrogel,composite hydrogel,identity,material_or_structure,hydrogel,453,471,head_noun_phrase,3,3,2,4.3359,GC_e25dfa9dcbd3,LN_0ebbd4caef83,True,False,single_abstract_only,False,span_valid_pending_semantic_review,3
P0166,TG,TG,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,PC_f1016c57fabc,CO_bf2230e6eb06,10.1002/aenm.202402226,4,"To address these challenges, in this work, a composite hydrogel electrolyte incorporating ethylene glycol (EG) and Ti3C2Tx MXene nanosheets is rationally engineered.",408,573,composite hydrogel electrolyte,composite hydrogel electrolyte,identity,material_or_structure,electrolyte,453,483,head_noun_phrase,1,3,3,4.3959,GC_92e433d013d4,LN_56e0e698c396,True,False,single_abstract_only,False,span_valid_pending_semantic_review,3
P0166,TG,TG,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,PC_39fe381d0765,CO_b6f155a33e2d,10.1002/aenm.202402226,5,EG boosts thermopower by increasing solvation entropy change and concentration ratio difference of redox ions; it also prevents freezing by disrupting hydrogen bonds among water molecules.,574,762,concentration ratio difference,concentration ratio difference,identity,mechanism_or_process,difference,639,669,head_noun_phrase,1,1,3,4.3879,GC_76614e503650,LN_8c3023fdef6b,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0166,TG,TG,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,PC_b6d1fcdf2b06,CO_d960a25d8e5f,10.1002/aenm.202402226,8,Electricity-generating TEC windows are further demonstrated to harvest all-day low-grade heat via utilizing the temperature difference between the indoor and the outdoor.,1154,1324,Electricity-generating,electricity generating,lowercase; hyphen_to_space,untyped_extractive_keyword,generating,1154,1176,generic_hyphenated_keyword,1,1,2,2.9279,GC_17431aeecb91,LN_34cd6c16f7e3,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0166,TG,TG,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,PC_9abfdb1ad35b,CO_109acccc72aa,10.1002/aenm.202402226,10,"A composite hydrogel electrolyte is rationally engineered for thermocells to achieve multiple objectives: increasing thermopower, enhancing mechanical strength, and improving anti-freezing and moisture-retaining capabilities.",1503,1728,enhancing mechanical strength,enhancing mechanical strength,identity,outcome_or_property,strength,1633,1662,head_noun_phrase,2,1,3,3.3879,GC_42e9a6ac7c28,LN_69b96d235b26,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0166,TG,TG,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,PC_5901202f7558,CO_9142b1c4ff83,10.1002/aenm.202402226,5,EG boosts thermopower by increasing solvation entropy change and concentration ratio difference of redox ions; it also prevents freezing by disrupting hydrogen bonds among water molecules.,574,762,increasing solvation,increasing solvation,identity,mechanism_or_process,solvation,599,619,head_noun_phrase,1,1,2,4.3279,GC_ff40452d5378,LN_476aceeff39e,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0166,TG,TG,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,PC_56e8d540bc02,CO_01b89d742546,10.1002/aenm.202402226,5,EG boosts thermopower by increasing solvation entropy change and concentration ratio difference of redox ions; it also prevents freezing by disrupting hydrogen bonds among water molecules.,574,762,increasing solvation entropy,increasing solvation entropy,identity,mechanism_or_process,entropy,599,627,head_noun_phrase,1,1,3,4.3879,GC_4352d7102b43,LN_80314281c13c,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0166,TG,TG,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,PC_ce273da8488b,CO_218d74095c6c,10.1002/aenm.202402226,10,"A composite hydrogel electrolyte is rationally engineered for thermocells to achieve multiple objectives: increasing thermopower, enhancing mechanical strength, and improving anti-freezing and moisture-retaining capabilities.",1503,1728,increasing thermopower,increasing thermopower,identity,outcome_or_property,thermopower,1609,1631,head_noun_phrase,1,1,2,3.3279,GC_712d5b93037e,LN_fc8fcb3f2392,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0166,TG,TG,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,PC_0d06eb9f202a,CO_b29172491ad7,10.1002/aenm.202402226,9,This study proposes an electrolyte engineering strategy for long-lasting and reliable TECs that are suitable for low-grade heat harvesting in extreme low-temperature conditions.,1325,1502,long-lasting,long lasting,hyphen_to_space,untyped_extractive_keyword,lasting,1385,1397,generic_hyphenated_keyword,7,1,2,2.9279,GC_d88ed30bd17b,LN_d32dad758327,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0166,TG,TG,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,PC_2711d0a4ca79,CO_34b0a4474ac0,10.1002/aenm.202402226,6,"Meanwhile, hydrophilic MXene nanosheets facilitate gelation process, improve mechanical strength, and further bond to water molecules to enhance anti-freezing and moisture-retaining capabilities.",763,958,mechanical strength,mechanical strength,identity,outcome_or_property,strength,840,859,head_noun_phrase,21,1,2,3.3279,GC_08f3d1289864,LN_8cb7a4dcfe6c,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0166,TG,TG,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,PC_24cb0d68d297,CO_6697fd0951cd,10.1002/aenm.202402226,6,"Meanwhile, hydrophilic MXene nanosheets facilitate gelation process, improve mechanical strength, and further bond to water molecules to enhance anti-freezing and moisture-retaining capabilities.",763,958,moisture-retaining,moisture retaining,hyphen_to_space,untyped_extractive_keyword,retaining,926,944,generic_hyphenated_keyword,1,2,2,3.0496,GC_1872ad56fd76,LN_9ff169dcfef3,True,False,single_abstract_only,False,span_valid_pending_semantic_review,2
P0166,TG,TG,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,PC_09760b1f5f80,CO_b5ea2e8c1fa7,10.1002/aenm.202402226,3,Optimizing thermopower and ensuring adaptability in low or sub-zero temperature conditions are crucial for the advancement of next-generation TECs.,260,407,Optimizing thermopower,optimizing thermopower,lowercase,outcome_or_property,thermopower,260,282,head_noun_phrase,1,1,2,3.3279,GC_fbe89a0a9d35,LN_9ef11e5e346e,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0166,TG,TG,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,PC_6c75bd63a09b,CO_afd4aa4140d4,10.1002/aenm.202402226,5,EG boosts thermopower by increasing solvation entropy change and concentration ratio difference of redox ions; it also prevents freezing by disrupting hydrogen bonds among water molecules.,574,762,redox ions,redox ion,simple_plural_to_singular,material_or_structure,ion,673,683,head_noun_phrase,12,1,2,4.1279,GC_41374fb28f21,LN_235359c120ea,True,False,single_abstract_only,False,span_valid_pending_semantic_review,1
P0166,TG,TG,2024,Electrolyte Engineering of Quasi-Solid-State Thermocells for Low-Grade Heat Harvest at Sub-Zero Temperatures,PC_751628fedc12,CO_8819e0b2365e,10.1002/aenm.202402226,3,Optimizing thermopower and ensuring adaptability in low or sub-zero temperature conditions are crucial for the advancement of next-generation TECs.,260,407,sub-zero,sub zero,hyphen_to_space,untyped_extractive_keyword,zero,319,327,generic_hyphenated_keyword,4,3,2,3.1359,GC_7cb9124c4f12,LN_2a915d19dbb2,True,False,single_abstract_only,False,span_valid_pending_semantic_review,3
