domain,source_concept_id,target_concept_id,source_mention_id,target_mention_id,rank,cosine_similarity
TG,TG:P0188:initial_n2,TG:P0072:initial_n1,TG:P0188:n2,TG:P0072:n1,7,0.8375508189201355
TG,TG:P0188:initial_n2,TG:P0022:initial_n2,TG:P0188:n2,TG:P0022:n2,8,0.8333761692047119
TG,TG:P0188:initial_n2,TG:P0090:initial_n2,TG:P0188:n2,TG:P0090:n2,9,0.8327318429946899
TG,TG:P0188:initial_n2,TG:P0020:initial_n2,TG:P0188:n2,TG:P0020:n2,10,0.8324342966079712
TG,TG:P0189:initial_n1,TG:P0189:initial_n3,TG:P0189:n1,TG:P0189:n3,1,0.9069069027900696
TG,TG:P0189:initial_n1,TG:P0189:initial_n2,TG:P0189:n1,TG:P0189:n2,2,0.8979308009147644
TG,TG:P0189:initial_n1,TG:P0189:initial_n4,TG:P0189:n1,TG:P0189:n4,3,0.8832671046257019
TG,TG:P0189:initial_n1,TG:P0208:initial_n3,TG:P0189:n1,TG:P0208:n3,4,0.8691451549530029
TG,TG:P0189:initial_n1,TG:P0208:initial_n2,TG:P0189:n1,TG:P0208:n2,5,0.8595815300941467
TG,TG:P0189:initial_n1,TG:P0303:initial_n1,TG:P0189:n1,TG:P0303:n1,6,0.8573201894760132
TG,TG:P0189:initial_n1,TG:P0303:initial_n2,TG:P0189:n1,TG:P0303:n2,7,0.8568444848060608
TG,TG:P0189:initial_n1,TG:P0199:initial_n1,TG:P0189:n1,TG:P0199:n1,8,0.8562871217727661
TG,TG:P0189:initial_n1,TG:P0303:initial_n3,TG:P0189:n1,TG:P0303:n3,9,0.8552231192588806
TG,TG:P0189:initial_n1,TG:P0139:initial_n8,TG:P0189:n1,TG:P0139:n8,10,0.8508459329605103
TG,TG:P0189:initial_n2,TG:P0189:initial_n4,TG:P0189:n2,TG:P0189:n4,1,0.9728084802627563
TG,TG:P0189:initial_n2,TG:P0189:initial_n3,TG:P0189:n2,TG:P0189:n3,2,0.971098780632019
TG,TG:P0189:initial_n2,TG:P0303:initial_n1,TG:P0189:n2,TG:P0303:n1,3,0.9278315305709839
TG,TG:P0189:initial_n2,TG:P0303:initial_n3,TG:P0189:n2,TG:P0303:n3,4,0.9087448716163635
TG,TG:P0189:initial_n2,TG:P0189:initial_n1,TG:P0189:n2,TG:P0189:n1,5,0.8979308009147644
TG,TG:P0189:initial_n2,TG:P0303:initial_n2,TG:P0189:n2,TG:P0303:n2,6,0.8978655338287354
TG,TG:P0189:initial_n2,TG:P0121:initial_n2,TG:P0189:n2,TG:P0121:n2,7,0.8874120116233826
TG,TG:P0189:initial_n2,TG:P0121:initial_n1,TG:P0189:n2,TG:P0121:n1,8,0.8845932483673096
TG,TG:P0189:initial_n2,TG:P0086:initial_n1,TG:P0189:n2,TG:P0086:n1,9,0.8804692029953003
TG,TG:P0189:initial_n2,TG:P0199:initial_n3,TG:P0189:n2,TG:P0199:n3,10,0.8671817779541016
TG,TG:P0189:initial_n3,TG:P0189:initial_n2,TG:P0189:n3,TG:P0189:n2,1,0.971098780632019
TG,TG:P0189:initial_n3,TG:P0189:initial_n4,TG:P0189:n3,TG:P0189:n4,2,0.9637842774391174
TG,TG:P0189:initial_n3,TG:P0189:initial_n1,TG:P0189:n3,TG:P0189:n1,3,0.9069069027900696
TG,TG:P0189:initial_n3,TG:P0303:initial_n1,TG:P0189:n3,TG:P0303:n1,4,0.8908470273017883
TG,TG:P0189:initial_n3,TG:P0303:initial_n3,TG:P0189:n3,TG:P0303:n3,5,0.8846988081932068
TG,TG:P0189:initial_n3,TG:P0303:initial_n2,TG:P0189:n3,TG:P0303:n2,6,0.8805213570594788
TG,TG:P0189:initial_n3,TG:P0199:initial_n1,TG:P0189:n3,TG:P0199:n1,7,0.8755213022232056
TG,TG:P0189:initial_n3,TG:P0217:initial_n1,TG:P0189:n3,TG:P0217:n1,8,0.8580668568611145
TG,TG:P0189:initial_n3,TG:P0199:initial_n3,TG:P0189:n3,TG:P0199:n3,9,0.8557873368263245
TG,TG:P0189:initial_n3,TG:P0128:initial_n2,TG:P0189:n3,TG:P0128:n2,10,0.8533371090888977
TG,TG:P0189:initial_n4,TG:P0189:initial_n2,TG:P0189:n4,TG:P0189:n2,1,0.9728084802627563
TG,TG:P0189:initial_n4,TG:P0189:initial_n3,TG:P0189:n4,TG:P0189:n3,2,0.9637842774391174
TG,TG:P0189:initial_n4,TG:P0077:initial_n2,TG:P0189:n4,TG:P0077:n2,3,0.9071715474128723
TG,TG:P0189:initial_n4,TG:P0199:initial_n3,TG:P0189:n4,TG:P0199:n3,4,0.9025456309318542
TG,TG:P0189:initial_n4,TG:P0303:initial_n1,TG:P0189:n4,TG:P0303:n1,5,0.8892179131507874
TG,TG:P0189:initial_n4,TG:P0303:initial_n3,TG:P0189:n4,TG:P0303:n3,6,0.8882181644439697
TG,TG:P0189:initial_n4,TG:P0281:initial_n2,TG:P0189:n4,TG:P0281:n2,7,0.8841216564178467
TG,TG:P0189:initial_n4,TG:P0189:initial_n1,TG:P0189:n4,TG:P0189:n1,8,0.8832671046257019
TG,TG:P0189:initial_n4,TG:P0077:initial_n1,TG:P0189:n4,TG:P0077:n1,9,0.8776081800460815
TG,TG:P0189:initial_n4,TG:P0211:initial_n1,TG:P0189:n4,TG:P0211:n1,10,0.8739123940467834
TG,TG:P0190:initial_n1,TG:P0190:initial_n2,TG:P0190:n1,TG:P0190:n2,1,0.9664973616600037
TG,TG:P0190:initial_n1,TG:P0190:initial_n3,TG:P0190:n1,TG:P0190:n3,2,0.964262843132019
TG,TG:P0190:initial_n1,TG:P0138:initial_n1,TG:P0190:n1,TG:P0138:n1,3,0.8632937669754028
TG,TG:P0190:initial_n1,TG:P0138:initial_n2,TG:P0190:n1,TG:P0138:n2,4,0.849993884563446
TG,TG:P0190:initial_n1,TG:P0157:initial_n1,TG:P0190:n1,TG:P0157:n1,5,0.8438648581504822
TG,TG:P0190:initial_n1,TG:P0158:initial_n1,TG:P0190:n1,TG:P0158:n1,6,0.8369498252868652
TG,TG:P0190:initial_n1,TG:P0075:initial_n1,TG:P0190:n1,TG:P0075:n1,7,0.8359114527702332
TG,TG:P0190:initial_n1,TG:P0075:initial_n3,TG:P0190:n1,TG:P0075:n3,8,0.8351907730102539
TG,TG:P0190:initial_n1,TG:P0147:initial_n1,TG:P0190:n1,TG:P0147:n1,9,0.8322414755821228
TG,TG:P0190:initial_n1,TG:P0068:initial_n3,TG:P0190:n1,TG:P0068:n3,10,0.8291208744049072
TG,TG:P0190:initial_n2,TG:P0190:initial_n3,TG:P0190:n2,TG:P0190:n3,1,0.969921350479126
TG,TG:P0190:initial_n2,TG:P0190:initial_n1,TG:P0190:n2,TG:P0190:n1,2,0.9664973616600037
TG,TG:P0190:initial_n2,TG:P0075:initial_n3,TG:P0190:n2,TG:P0075:n3,3,0.861289918422699
TG,TG:P0190:initial_n2,TG:P0138:initial_n1,TG:P0190:n2,TG:P0138:n1,4,0.8578012585639954
TG,TG:P0190:initial_n2,TG:P0075:initial_n1,TG:P0190:n2,TG:P0075:n1,5,0.8553038239479065
TG,TG:P0190:initial_n2,TG:P0068:initial_n3,TG:P0190:n2,TG:P0068:n3,6,0.8546891212463379
TG,TG:P0190:initial_n2,TG:P0158:initial_n1,TG:P0190:n2,TG:P0158:n1,7,0.8473682403564453
TG,TG:P0190:initial_n2,TG:P0138:initial_n2,TG:P0190:n2,TG:P0138:n2,8,0.841644287109375
TG,TG:P0190:initial_n2,TG:P0157:initial_n1,TG:P0190:n2,TG:P0157:n1,9,0.8386631608009338
TG,TG:P0190:initial_n2,TG:P0052:initial_n2,TG:P0190:n2,TG:P0052:n2,10,0.8365684747695923
TG,TG:P0190:initial_n3,TG:P0190:initial_n2,TG:P0190:n3,TG:P0190:n2,1,0.969921350479126
TG,TG:P0190:initial_n3,TG:P0190:initial_n1,TG:P0190:n3,TG:P0190:n1,2,0.964262843132019
TG,TG:P0190:initial_n3,TG:P0075:initial_n1,TG:P0190:n3,TG:P0075:n1,3,0.8744774460792542
TG,TG:P0190:initial_n3,TG:P0075:initial_n3,TG:P0190:n3,TG:P0075:n3,4,0.8683414459228516
TG,TG:P0190:initial_n3,TG:P0138:initial_n1,TG:P0190:n3,TG:P0138:n1,5,0.8642378449440002
TG,TG:P0190:initial_n3,TG:P0157:initial_n1,TG:P0190:n3,TG:P0157:n1,6,0.859531819820404
TG,TG:P0190:initial_n3,TG:P0138:initial_n2,TG:P0190:n3,TG:P0138:n2,7,0.8524269461631775
TG,TG:P0190:initial_n3,TG:P0052:initial_n2,TG:P0190:n3,TG:P0052:n2,8,0.8501519560813904
TG,TG:P0190:initial_n3,TG:P0032:initial_n6,TG:P0190:n3,TG:P0032:n6,9,0.8437813520431519
TG,TG:P0190:initial_n3,TG:P0158:initial_n1,TG:P0190:n3,TG:P0158:n1,10,0.843436062335968
TG,TG:P0191:initial_n1,TG:P0191:initial_n2,TG:P0191:n1,TG:P0191:n2,1,0.9557337164878845
TG,TG:P0191:initial_n1,TG:P0191:initial_n3,TG:P0191:n1,TG:P0191:n3,2,0.9385422468185425
TG,TG:P0191:initial_n1,TG:P0191:initial_n4,TG:P0191:n1,TG:P0191:n4,3,0.9036542177200317
TG,TG:P0191:initial_n1,TG:P0043:initial_n3,TG:P0191:n1,TG:P0043:n3,4,0.891657829284668
TG,TG:P0191:initial_n1,TG:P0016:initial_n3,TG:P0191:n1,TG:P0016:n3,5,0.8896992802619934
TG,TG:P0191:initial_n1,TG:P0156:initial_n2,TG:P0191:n1,TG:P0156:n2,6,0.888421356678009
TG,TG:P0191:initial_n1,TG:P0043:initial_n2,TG:P0191:n1,TG:P0043:n2,7,0.8883430361747742
TG,TG:P0191:initial_n1,TG:P0043:initial_n1,TG:P0191:n1,TG:P0043:n1,8,0.8806961178779602
TG,TG:P0191:initial_n1,TG:P0016:initial_n2,TG:P0191:n1,TG:P0016:n2,9,0.88016676902771
TG,TG:P0191:initial_n1,TG:P0139:initial_n3,TG:P0191:n1,TG:P0139:n3,10,0.8800703287124634
TG,TG:P0191:initial_n2,TG:P0191:initial_n1,TG:P0191:n2,TG:P0191:n1,1,0.9557337164878845
TG,TG:P0191:initial_n2,TG:P0191:initial_n3,TG:P0191:n2,TG:P0191:n3,2,0.9387192130088806
TG,TG:P0191:initial_n2,TG:P0191:initial_n4,TG:P0191:n2,TG:P0191:n4,3,0.9326574802398682
TG,TG:P0191:initial_n2,TG:P0156:initial_n2,TG:P0191:n2,TG:P0156:n2,4,0.9306690692901611
TG,TG:P0191:initial_n2,TG:P0136:initial_n2,TG:P0191:n2,TG:P0136:n2,5,0.922247588634491
TG,TG:P0191:initial_n2,TG:P0156:initial_n1,TG:P0191:n2,TG:P0156:n1,6,0.921225905418396
TG,TG:P0191:initial_n2,TG:P0136:initial_n1,TG:P0191:n2,TG:P0136:n1,7,0.9174380898475647
TG,TG:P0191:initial_n2,TG:P0051:initial_n2,TG:P0191:n2,TG:P0051:n2,8,0.8992473483085632
TG,TG:P0191:initial_n2,TG:P0016:initial_n3,TG:P0191:n2,TG:P0016:n3,9,0.897400438785553
TG,TG:P0191:initial_n2,TG:P0043:initial_n2,TG:P0191:n2,TG:P0043:n2,10,0.892203152179718
TG,TG:P0191:initial_n3,TG:P0191:initial_n2,TG:P0191:n3,TG:P0191:n2,1,0.9387192130088806
TG,TG:P0191:initial_n3,TG:P0191:initial_n1,TG:P0191:n3,TG:P0191:n1,2,0.9385422468185425
TG,TG:P0191:initial_n3,TG:P0191:initial_n4,TG:P0191:n3,TG:P0191:n4,3,0.9300132393836975
TG,TG:P0191:initial_n3,TG:P0156:initial_n2,TG:P0191:n3,TG:P0156:n2,4,0.9062511920928955
TG,TG:P0191:initial_n3,TG:P0156:initial_n1,TG:P0191:n3,TG:P0156:n1,5,0.893696129322052
TG,TG:P0191:initial_n3,TG:P0156:initial_n3,TG:P0191:n3,TG:P0156:n3,6,0.8852488994598389
TG,TG:P0191:initial_n3,TG:P0136:initial_n2,TG:P0191:n3,TG:P0136:n2,7,0.8786171674728394
TG,TG:P0191:initial_n3,TG:P0051:initial_n2,TG:P0191:n3,TG:P0051:n2,8,0.8748837113380432
TG,TG:P0191:initial_n3,TG:P0043:initial_n2,TG:P0191:n3,TG:P0043:n2,9,0.8743142485618591
TG,TG:P0191:initial_n3,TG:P0043:initial_n3,TG:P0191:n3,TG:P0043:n3,10,0.868281364440918
TG,TG:P0191:initial_n4,TG:P0191:initial_n2,TG:P0191:n4,TG:P0191:n2,1,0.9326574802398682
TG,TG:P0191:initial_n4,TG:P0191:initial_n3,TG:P0191:n4,TG:P0191:n3,2,0.9300132393836975
TG,TG:P0191:initial_n4,TG:P0191:initial_n1,TG:P0191:n4,TG:P0191:n1,3,0.9036542177200317
TG,TG:P0191:initial_n4,TG:P0156:initial_n2,TG:P0191:n4,TG:P0156:n2,4,0.8796157240867615
TG,TG:P0191:initial_n4,TG:P0136:initial_n1,TG:P0191:n4,TG:P0136:n1,5,0.8679159283638
TG,TG:P0191:initial_n4,TG:P0136:initial_n2,TG:P0191:n4,TG:P0136:n2,6,0.8640597462654114
TG,TG:P0191:initial_n4,TG:P0016:initial_n2,TG:P0191:n4,TG:P0016:n2,7,0.8589943051338196
TG,TG:P0191:initial_n4,TG:P0156:initial_n1,TG:P0191:n4,TG:P0156:n1,8,0.8555532693862915
TG,TG:P0191:initial_n4,TG:P0043:initial_n2,TG:P0191:n4,TG:P0043:n2,9,0.8546426296234131
TG,TG:P0191:initial_n4,TG:P0047:initial_n4,TG:P0191:n4,TG:P0047:n4,10,0.8532152771949768
TG,TG:P0192:initial_n1,TG:P0192:initial_n4,TG:P0192:n1,TG:P0192:n4,1,0.9670304656028748
TG,TG:P0192:initial_n1,TG:P0192:initial_n2,TG:P0192:n1,TG:P0192:n2,2,0.8892670273780823
TG,TG:P0192:initial_n1,TG:P0264:initial_n3,TG:P0192:n1,TG:P0264:n3,3,0.885792076587677
TG,TG:P0192:initial_n1,TG:P0018:initial_n3,TG:P0192:n1,TG:P0018:n3,4,0.8839032649993896
TG,TG:P0192:initial_n1,TG:P0251:initial_n6,TG:P0192:n1,TG:P0251:n6,5,0.8829184174537659
TG,TG:P0192:initial_n1,TG:P0192:initial_n3,TG:P0192:n1,TG:P0192:n3,6,0.8794872760772705
TG,TG:P0192:initial_n1,TG:P0264:initial_n4,TG:P0192:n1,TG:P0264:n4,7,0.8778640031814575
TG,TG:P0192:initial_n1,TG:P0139:initial_n3,TG:P0192:n1,TG:P0139:n3,8,0.87543123960495
TG,TG:P0192:initial_n1,TG:P0139:initial_n2,TG:P0192:n1,TG:P0139:n2,9,0.8752185106277466
TG,TG:P0192:initial_n1,TG:P0140:initial_n4,TG:P0192:n1,TG:P0140:n4,10,0.8743668794631958
TG,TG:P0192:initial_n2,TG:P0192:initial_n3,TG:P0192:n2,TG:P0192:n3,1,0.9509161114692688
TG,TG:P0192:initial_n2,TG:P0192:initial_n4,TG:P0192:n2,TG:P0192:n4,2,0.8970102667808533
TG,TG:P0192:initial_n2,TG:P0192:initial_n1,TG:P0192:n2,TG:P0192:n1,3,0.8892670273780823
TG,TG:P0192:initial_n2,TG:P0172:initial_n3,TG:P0192:n2,TG:P0172:n3,4,0.8842484354972839
TG,TG:P0192:initial_n2,TG:P0072:initial_n1,TG:P0192:n2,TG:P0072:n1,5,0.8818413019180298
TG,TG:P0192:initial_n2,TG:P0264:initial_n3,TG:P0192:n2,TG:P0264:n3,6,0.8813965916633606
TG,TG:P0192:initial_n2,TG:P0264:initial_n4,TG:P0192:n2,TG:P0264:n4,7,0.8800181150436401
TG,TG:P0192:initial_n2,TG:P0195:initial_n4,TG:P0192:n2,TG:P0195:n4,8,0.8777366280555725
TG,TG:P0192:initial_n2,TG:P0139:initial_n3,TG:P0192:n2,TG:P0139:n3,9,0.8735970854759216
TG,TG:P0192:initial_n2,TG:P0166:initial_n2,TG:P0192:n2,TG:P0166:n2,10,0.8733975291252136
TG,TG:P0192:initial_n3,TG:P0192:initial_n2,TG:P0192:n3,TG:P0192:n2,1,0.9509161114692688
TG,TG:P0192:initial_n3,TG:P0195:initial_n4,TG:P0192:n3,TG:P0195:n4,2,0.9209597706794739
TG,TG:P0192:initial_n3,TG:P0072:initial_n2,TG:P0192:n3,TG:P0072:n2,3,0.9143930077552795
TG,TG:P0192:initial_n3,TG:P0072:initial_n1,TG:P0192:n3,TG:P0072:n1,4,0.913221001625061
TG,TG:P0192:initial_n3,TG:P0160:initial_n2,TG:P0192:n3,TG:P0160:n2,5,0.8956051468849182
TG,TG:P0192:initial_n3,TG:P0022:initial_n2,TG:P0192:n3,TG:P0022:n2,6,0.8906540274620056
TG,TG:P0192:initial_n3,TG:P0146:initial_n2,TG:P0192:n3,TG:P0146:n2,7,0.8904018998146057
TG,TG:P0192:initial_n3,TG:P0072:initial_n3,TG:P0192:n3,TG:P0072:n3,8,0.8900282382965088
TG,TG:P0192:initial_n3,TG:P0085:initial_n2,TG:P0192:n3,TG:P0085:n2,9,0.8865463137626648
TG,TG:P0192:initial_n3,TG:P0160:initial_n3,TG:P0192:n3,TG:P0160:n3,10,0.8848569989204407
TG,TG:P0192:initial_n4,TG:P0192:initial_n1,TG:P0192:n4,TG:P0192:n1,1,0.9670304656028748
TG,TG:P0192:initial_n4,TG:P0139:initial_n3,TG:P0192:n4,TG:P0139:n3,2,0.9082285165786743
TG,TG:P0192:initial_n4,TG:P0192:initial_n2,TG:P0192:n4,TG:P0192:n2,3,0.8970102667808533
TG,TG:P0192:initial_n4,TG:P0264:initial_n4,TG:P0192:n4,TG:P0264:n4,4,0.8936039805412292
TG,TG:P0192:initial_n4,TG:P0139:initial_n6,TG:P0192:n4,TG:P0139:n6,5,0.8920998573303223
TG,TG:P0192:initial_n4,TG:P0139:initial_n2,TG:P0192:n4,TG:P0139:n2,6,0.8873686194419861
TG,TG:P0192:initial_n4,TG:P0018:initial_n3,TG:P0192:n4,TG:P0018:n3,7,0.8843956589698792
TG,TG:P0192:initial_n4,TG:P0140:initial_n3,TG:P0192:n4,TG:P0140:n3,8,0.8837477564811707
TG,TG:P0192:initial_n4,TG:P0081:initial_n5,TG:P0192:n4,TG:P0081:n5,9,0.8832225203514099
TG,TG:P0192:initial_n4,TG:P0332:initial_n2,TG:P0192:n4,TG:P0332:n2,10,0.8828020095825195
TG,TG:P0193:initial_n1,TG:P0193:initial_n3,TG:P0193:n1,TG:P0193:n3,1,0.9594677686691284
TG,TG:P0193:initial_n1,TG:P0193:initial_n2,TG:P0193:n1,TG:P0193:n2,2,0.95540851354599
TG,TG:P0193:initial_n1,TG:P0004:initial_n1,TG:P0193:n1,TG:P0004:n1,3,0.8617631793022156
TG,TG:P0193:initial_n1,TG:P0166:initial_n4,TG:P0193:n1,TG:P0166:n4,4,0.8491488695144653
TG,TG:P0193:initial_n1,TG:P0197:initial_n5,TG:P0193:n1,TG:P0197:n5,5,0.8464877009391785
TG,TG:P0193:initial_n1,TG:P0166:initial_n1,TG:P0193:n1,TG:P0166:n1,6,0.845960259437561
TG,TG:P0193:initial_n1,TG:P0166:initial_n2,TG:P0193:n1,TG:P0166:n2,7,0.8442909121513367
TG,TG:P0193:initial_n1,TG:P0166:initial_n5,TG:P0193:n1,TG:P0166:n5,8,0.8433058261871338
TG,TG:P0193:initial_n1,TG:P0010:initial_n3,TG:P0193:n1,TG:P0010:n3,9,0.8410791754722595
TG,TG:P0193:initial_n1,TG:P0010:initial_n2,TG:P0193:n1,TG:P0010:n2,10,0.836677610874176
TG,TG:P0193:initial_n2,TG:P0193:initial_n3,TG:P0193:n2,TG:P0193:n3,1,0.9615927934646606
TG,TG:P0193:initial_n2,TG:P0193:initial_n1,TG:P0193:n2,TG:P0193:n1,2,0.95540851354599
TG,TG:P0193:initial_n2,TG:P0052:initial_n2,TG:P0193:n2,TG:P0052:n2,3,0.8743895292282104
TG,TG:P0193:initial_n2,TG:P0166:initial_n5,TG:P0193:n2,TG:P0166:n5,4,0.8712881207466125
TG,TG:P0193:initial_n2,TG:P0166:initial_n1,TG:P0193:n2,TG:P0166:n1,5,0.8642466068267822
TG,TG:P0193:initial_n2,TG:P0166:initial_n2,TG:P0193:n2,TG:P0166:n2,6,0.8600174188613892
TG,TG:P0193:initial_n2,TG:P0166:initial_n4,TG:P0193:n2,TG:P0166:n4,7,0.8572880029678345
TG,TG:P0193:initial_n2,TG:P0010:initial_n3,TG:P0193:n2,TG:P0010:n3,8,0.8552766442298889
TG,TG:P0193:initial_n2,TG:P0052:initial_n1,TG:P0193:n2,TG:P0052:n1,9,0.8480708003044128
TG,TG:P0193:initial_n2,TG:P0043:initial_n1,TG:P0193:n2,TG:P0043:n1,10,0.8475017547607422
TG,TG:P0193:initial_n3,TG:P0193:initial_n2,TG:P0193:n3,TG:P0193:n2,1,0.9615927934646606
TG,TG:P0193:initial_n3,TG:P0193:initial_n1,TG:P0193:n3,TG:P0193:n1,2,0.9594677686691284
TG,TG:P0193:initial_n3,TG:P0166:initial_n5,TG:P0193:n3,TG:P0166:n5,3,0.880943238735199
TG,TG:P0193:initial_n3,TG:P0010:initial_n3,TG:P0193:n3,TG:P0010:n3,4,0.8623539209365845
TG,TG:P0193:initial_n3,TG:P0166:initial_n1,TG:P0193:n3,TG:P0166:n1,5,0.8573057055473328
TG,TG:P0193:initial_n3,TG:P0053:initial_n3,TG:P0193:n3,TG:P0053:n3,6,0.849680483341217
TG,TG:P0193:initial_n3,TG:P0052:initial_n2,TG:P0193:n3,TG:P0052:n2,7,0.8488767743110657
TG,TG:P0193:initial_n3,TG:P0004:initial_n2,TG:P0193:n3,TG:P0004:n2,8,0.8481005430221558
TG,TG:P0193:initial_n3,TG:P0004:initial_n1,TG:P0193:n3,TG:P0004:n1,9,0.8472706079483032
TG,TG:P0193:initial_n3,TG:P0010:initial_n1,TG:P0193:n3,TG:P0010:n1,10,0.8460832834243774
TG,TG:P0194:initial_n1,TG:P0194:initial_n2,TG:P0194:n1,TG:P0194:n2,1,0.9394537210464478
TG,TG:P0194:initial_n1,TG:P0194:initial_n3,TG:P0194:n1,TG:P0194:n3,2,0.9387540221214294
TG,TG:P0194:initial_n1,TG:P0198:initial_n3,TG:P0194:n1,TG:P0198:n3,3,0.8495896458625793
TG,TG:P0194:initial_n1,TG:P0198:initial_n4,TG:P0194:n1,TG:P0198:n4,4,0.8471426367759705
TG,TG:P0194:initial_n1,TG:P0160:initial_n3,TG:P0194:n1,TG:P0160:n3,5,0.8466650247573853
TG,TG:P0194:initial_n1,TG:P0037:initial_n3,TG:P0194:n1,TG:P0037:n3,6,0.8440325260162354
TG,TG:P0194:initial_n1,TG:P0209:initial_n1,TG:P0194:n1,TG:P0209:n1,7,0.8434727191925049
TG,TG:P0194:initial_n1,TG:P0011:initial_n4,TG:P0194:n1,TG:P0011:n4,8,0.8411113619804382
TG,TG:P0194:initial_n1,TG:P0011:initial_n2,TG:P0194:n1,TG:P0011:n2,9,0.8368297815322876
TG,TG:P0194:initial_n1,TG:P0310:initial_n2,TG:P0194:n1,TG:P0310:n2,10,0.8366677165031433
TG,TG:P0194:initial_n2,TG:P0194:initial_n1,TG:P0194:n2,TG:P0194:n1,1,0.9394537210464478
TG,TG:P0194:initial_n2,TG:P0194:initial_n3,TG:P0194:n2,TG:P0194:n3,2,0.9322803616523743
TG,TG:P0194:initial_n2,TG:P0145:initial_n2,TG:P0194:n2,TG:P0145:n2,3,0.891462504863739
TG,TG:P0194:initial_n2,TG:P0164:initial_n1,TG:P0194:n2,TG:P0164:n1,4,0.8788555264472961
TG,TG:P0194:initial_n2,TG:P0024:initial_n2,TG:P0194:n2,TG:P0024:n2,5,0.8717108368873596
TG,TG:P0194:initial_n2,TG:P0209:initial_n2,TG:P0194:n2,TG:P0209:n2,6,0.8716773390769958
TG,TG:P0194:initial_n2,TG:P0160:initial_n3,TG:P0194:n2,TG:P0160:n3,7,0.8703936338424683
TG,TG:P0194:initial_n2,TG:P0037:initial_n3,TG:P0194:n2,TG:P0037:n3,8,0.8700867891311646
TG,TG:P0194:initial_n2,TG:P0209:initial_n1,TG:P0194:n2,TG:P0209:n1,9,0.8655495047569275
TG,TG:P0194:initial_n2,TG:P0160:initial_n2,TG:P0194:n2,TG:P0160:n2,10,0.8646022081375122
TG,TG:P0194:initial_n3,TG:P0194:initial_n1,TG:P0194:n3,TG:P0194:n1,1,0.9387540221214294
TG,TG:P0194:initial_n3,TG:P0194:initial_n2,TG:P0194:n3,TG:P0194:n2,2,0.9322803616523743
TG,TG:P0194:initial_n3,TG:P0178:initial_n2,TG:P0194:n3,TG:P0178:n2,3,0.8775249123573303
TG,TG:P0194:initial_n3,TG:P0037:initial_n3,TG:P0194:n3,TG:P0037:n3,4,0.861792266368866
TG,TG:P0194:initial_n3,TG:P0156:initial_n3,TG:P0194:n3,TG:P0156:n3,5,0.8611720204353333
TG,TG:P0194:initial_n3,TG:P0160:initial_n3,TG:P0194:n3,TG:P0160:n3,6,0.8595811724662781
TG,TG:P0194:initial_n3,TG:P0289:initial_n3,TG:P0194:n3,TG:P0289:n3,7,0.8544415235519409
TG,TG:P0194:initial_n3,TG:P0199:initial_n3,TG:P0194:n3,TG:P0199:n3,8,0.8531942963600159
TG,TG:P0194:initial_n3,TG:P0164:initial_n2,TG:P0194:n3,TG:P0164:n2,9,0.8531102538108826
TG,TG:P0194:initial_n3,TG:P0114:initial_n3,TG:P0194:n3,TG:P0114:n3,10,0.8501200675964355
TG,TG:P0195:initial_n1,TG:P0195:initial_n2,TG:P0195:n1,TG:P0195:n2,1,0.9630936980247498
TG,TG:P0195:initial_n1,TG:P0195:initial_n4,TG:P0195:n1,TG:P0195:n4,2,0.9101544618606567
TG,TG:P0195:initial_n1,TG:P0192:initial_n1,TG:P0195:n1,TG:P0192:n1,3,0.8676599860191345
TG,TG:P0195:initial_n1,TG:P0251:initial_n6,TG:P0195:n1,TG:P0251:n6,4,0.8549297451972961
TG,TG:P0195:initial_n1,TG:P0018:initial_n3,TG:P0195:n1,TG:P0018:n3,5,0.853143572807312
TG,TG:P0195:initial_n1,TG:P0251:initial_n4,TG:P0195:n1,TG:P0251:n4,6,0.8527300357818604
TG,TG:P0195:initial_n1,TG:P0251:initial_n3,TG:P0195:n1,TG:P0251:n3,7,0.8489687442779541
TG,TG:P0195:initial_n1,TG:P0166:initial_n2,TG:P0195:n1,TG:P0166:n2,8,0.8477553129196167
TG,TG:P0195:initial_n1,TG:P0315:initial_n1,TG:P0195:n1,TG:P0315:n1,9,0.8472686409950256
TG,TG:P0195:initial_n1,TG:P0264:initial_n3,TG:P0195:n1,TG:P0264:n3,10,0.845572829246521
TG,TG:P0195:initial_n2,TG:P0195:initial_n1,TG:P0195:n2,TG:P0195:n1,1,0.9630936980247498
TG,TG:P0195:initial_n2,TG:P0195:initial_n4,TG:P0195:n2,TG:P0195:n4,2,0.8967192769050598
TG,TG:P0195:initial_n2,TG:P0251:initial_n6,TG:P0195:n2,TG:P0251:n6,3,0.8740491271018982
TG,TG:P0195:initial_n2,TG:P0251:initial_n3,TG:P0195:n2,TG:P0251:n3,4,0.8702611327171326
TG,TG:P0195:initial_n2,TG:P0251:initial_n4,TG:P0195:n2,TG:P0251:n4,5,0.8690946698188782
TG,TG:P0195:initial_n2,TG:P0192:initial_n1,TG:P0195:n2,TG:P0192:n1,6,0.8617323637008667
TG,TG:P0195:initial_n2,TG:P0018:initial_n3,TG:P0195:n2,TG:P0018:n3,7,0.8573110699653625
TG,TG:P0195:initial_n2,TG:P0251:initial_n2,TG:P0195:n2,TG:P0251:n2,8,0.8559812903404236
TG,TG:P0195:initial_n2,TG:P0251:initial_n1,TG:P0195:n2,TG:P0251:n1,9,0.8533145189285278
