alignment_id,edge_id,edge_type,global_concept_id,normalized_label,ite_layer_node_id,tg_layer_node_id,source_node_id,target_node_id,alignment_method,exact_label_match,category_match,ite_lexical_category,tg_lexical_category,both_pair_endpoints,path_eligible,all_nontrivial_path_count,endpoint_pass_focus_path_count,focus_eligible,release_status,directed,scientific_relation,causal_claim_allowed,graph_edge_status
AL_f22fc7968114,AL_f22fc7968114,exact_node_alignment,GC_5b704f82a7d4,stable open circuit voltage,LN_1f64a6f40878,LN_cbc77b54d46d,LN_1f64a6f40878,LN_cbc77b54d46d,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,3,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_decd584e2f76,AL_decd584e2f76,exact_node_alignment,GC_5c9d495e3ca6,additional voltage,LN_f20e630c8203,LN_adcfb4a990e0,LN_f20e630c8203,LN_adcfb4a990e0,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,7,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_86076c43ead7,AL_86076c43ead7,exact_node_alignment,GC_5caf10c33d02,heating,LN_f5b23c9afacf,LN_50b8f4c0a388,LN_f5b23c9afacf,LN_50b8f4c0a388,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,8,2,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_4bf7fce09723,AL_4bf7fce09723,exact_node_alignment,GC_5f9395c3b80a,entropy,LN_c533b593df72,LN_b26f52a5bd6b,LN_c533b593df72,LN_b26f52a5bd6b,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,127,107,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_037810453941,AL_037810453941,exact_node_alignment,GC_5fecb4c8cca5,mechanical property,LN_7de8d55f1374,LN_a132892ef02d,LN_7de8d55f1374,LN_a132892ef02d,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,288,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_c14a2c31705d,AL_c14a2c31705d,exact_node_alignment,GC_611b1137450c,non toxic,LN_6d4c5856f9e8,LN_52f5548bcc07,LN_6d4c5856f9e8,LN_52f5548bcc07,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,False,False,0,0,False,not_in_pair_path_inventory,False,False,False,alignment_identity_not_scientific_relation
AL_0c0848dd1319,AL_0c0848dd1319,exact_node_alignment,GC_611c0774e516,waste heat,LN_0996e262409e,LN_53cc12499776,LN_0996e262409e,LN_53cc12499776,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,False,False,0,0,False,not_in_pair_path_inventory,False,False,False,alignment_identity_not_scientific_relation
AL_09944a182927,AL_09944a182927,exact_node_alignment,GC_611c5281ea25,screen printed,LN_22e331aa8f8c,LN_672587cad66c,LN_22e331aa8f8c,LN_672587cad66c,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,4,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_cf29d66d90f2,AL_cf29d66d90f2,exact_node_alignment,GC_61a323841d4d,electrode electrolyte,LN_00f6ca957d06,LN_1273f6810fcf,LN_00f6ca957d06,LN_1273f6810fcf,exact_global_concept_id,True,True,material_or_structure,material_or_structure,True,True,56,56,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_cf97f70df471,AL_cf97f70df471,exact_node_alignment,GC_6210b1a22324,reduced graphene oxide,LN_48d1dda6a33d,LN_dd68acfa004d,LN_48d1dda6a33d,LN_dd68acfa004d,exact_global_concept_id,True,True,material_or_structure,material_or_structure,True,True,5,4,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_1f05a3ed1a6d,AL_1f05a3ed1a6d,exact_node_alignment,GC_640a71a16147,real world,LN_ed743f53da9b,LN_2b24b02b7686,LN_ed743f53da9b,LN_2b24b02b7686,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,12,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_c147ea05599a,AL_c147ea05599a,exact_node_alignment,GC_667b8c957730,power generator,LN_73924cb085ca,LN_572c654d36a4,LN_73924cb085ca,LN_572c654d36a4,exact_global_concept_id,True,True,device_or_context,device_or_context,False,False,0,0,False,not_in_pair_path_inventory,False,False,False,alignment_identity_not_scientific_relation
AL_4b9454ad65ea,AL_4b9454ad65ea,exact_node_alignment,GC_672c27ecf51b,maximum output voltage,LN_8747ecd36072,LN_cdabdd245cc2,LN_8747ecd36072,LN_cdabdd245cc2,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,False,False,0,0,False,not_in_pair_path_inventory,False,False,False,alignment_identity_not_scientific_relation
AL_8695abe88bed,AL_8695abe88bed,exact_node_alignment,GC_68f1c722bee5,ultra stretchability,LN_f019610186dc,LN_94c804278dfb,LN_f019610186dc,LN_94c804278dfb,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,False,False,0,0,False,not_in_pair_path_inventory,False,False,False,alignment_identity_not_scientific_relation
AL_bf2f5ebc34b0,AL_bf2f5ebc34b0,exact_node_alignment,GC_69f746cf4c69,energy harvesting,LN_f26cb740a571,LN_13426f07b0b7,LN_f26cb740a571,LN_13426f07b0b7,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,False,False,0,0,False,not_in_pair_path_inventory,False,False,False,alignment_identity_not_scientific_relation
AL_7bfe0f38c216,AL_7bfe0f38c216,exact_node_alignment,GC_6c76863e5251,copper electrode,LN_1ef3ab9601b5,LN_9915eba6ba04,LN_1ef3ab9601b5,LN_9915eba6ba04,exact_global_concept_id,True,True,material_or_structure,material_or_structure,False,False,0,0,False,not_in_pair_path_inventory,False,False,False,alignment_identity_not_scientific_relation
AL_26c50fcb5217,AL_26c50fcb5217,exact_node_alignment,GC_6cdb23f33c74,seebeck coefficient,LN_62e98998afef,LN_ccd3eb53d5e7,LN_62e98998afef,LN_ccd3eb53d5e7,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,13692,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_65366611ba11,AL_65366611ba11,exact_node_alignment,GC_6f0f083fb15f,maximum power density,LN_047cad720934,LN_aa1b60c4c7af,LN_047cad720934,LN_aa1b60c4c7af,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,45,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_e017f5ded25e,AL_e017f5ded25e,exact_node_alignment,GC_6f2fde195710,interpenetrating network,LN_4a10f3a10134,LN_34a9bab005da,LN_4a10f3a10134,LN_34a9bab005da,exact_global_concept_id,True,True,material_or_structure,material_or_structure,True,True,3,3,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_d2a27716de46,AL_d2a27716de46,exact_node_alignment,GC_6f3be58a8f19,real time,LN_8be4c24ecd25,LN_7c98efbbb204,LN_8be4c24ecd25,LN_7c98efbbb204,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,18,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_2dc0158be936,AL_2dc0158be936,exact_node_alignment,GC_7058edaeedb4,human machine interaction,LN_d2d68a929b93,LN_36b9ba1f7f49,LN_d2d68a929b93,LN_36b9ba1f7f49,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,1,0,True,endpoint_quarantine,False,False,False,alignment_identity_not_scientific_relation
AL_01f8cd31ce6a,AL_01f8cd31ce6a,exact_node_alignment,GC_708aecfa880a,output power density,LN_c16cf0dfda1e,LN_397ae39e7479,LN_c16cf0dfda1e,LN_397ae39e7479,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,20,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_17ba6ab63928,AL_17ba6ab63928,exact_node_alignment,GC_720e69b53d5a,concentration difference,LN_4b92fed2a0dd,LN_32b3af464493,LN_4b92fed2a0dd,LN_32b3af464493,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,25,15,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_a3d05aa4adf4,AL_a3d05aa4adf4,exact_node_alignment,GC_7502dbb07223,gradient,LN_9536f6549a85,LN_a1c34393f3d1,LN_9536f6549a85,LN_a1c34393f3d1,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,100,70,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_63312ba7f5b2,AL_63312ba7f5b2,exact_node_alignment,GC_7802ae4324c7,deep eutectic solvent,LN_285f857d7b1d,LN_7543b0ebf5bf,LN_285f857d7b1d,LN_7543b0ebf5bf,exact_global_concept_id,True,True,material_or_structure,material_or_structure,False,False,0,0,False,not_in_pair_path_inventory,False,False,False,alignment_identity_not_scientific_relation
AL_710b814969b9,AL_710b814969b9,exact_node_alignment,GC_784e9e72bad1,superior thermopower,LN_5e1338238345,LN_f4dc4fc009c8,LN_5e1338238345,LN_f4dc4fc009c8,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,2,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_9213518b5dba,AL_9213518b5dba,exact_node_alignment,GC_78b732fc9f3c,ultra stretchable,LN_98f02ad1a4c5,LN_c592dba23769,LN_98f02ad1a4c5,LN_c592dba23769,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,4,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_473288a46976,AL_473288a46976,exact_node_alignment,GC_78d65254f96d,phase transition,LN_f89b13ea4daa,LN_dc26529b4b4d,LN_f89b13ea4daa,LN_dc26529b4b4d,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,48,21,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_98001420a1bd,AL_98001420a1bd,exact_node_alignment,GC_79c8cd50963f,energy density,LN_e7fce325cc22,LN_bbd184569d92,LN_e7fce325cc22,LN_bbd184569d92,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,125,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_90dcdc8e51c6,AL_90dcdc8e51c6,exact_node_alignment,GC_7abe572670fb,output power,LN_c1e2f649c67b,LN_6dbfbf8b965d,LN_c1e2f649c67b,LN_6dbfbf8b965d,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,419,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_f7b3b27f1dc1,AL_f7b3b27f1dc1,exact_node_alignment,GC_7ca4d45a305d,maximum output power density,LN_fe65306e8146,LN_8cc519909104,LN_fe65306e8146,LN_8cc519909104,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,17,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_44d601790bf5,AL_44d601790bf5,exact_node_alignment,GC_7ef3326ecb7c,photothermal conversion,LN_453459bfb8dc,LN_810fd1d216c6,LN_453459bfb8dc,LN_810fd1d216c6,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,14,10,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_d939ef320262,AL_d939ef320262,exact_node_alignment,GC_7fd8c2696d32,solvation,LN_fa89ee67bb02,LN_9131c4fde17c,LN_fa89ee67bb02,LN_9131c4fde17c,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,21,18,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_4aceae0a598a,AL_4aceae0a598a,exact_node_alignment,GC_82322e409c3c,light emitting,LN_1bacdd29e647,LN_11c6f614c940,LN_1bacdd29e647,LN_11c6f614c940,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,8,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_2697dbf63044,AL_2697dbf63044,exact_node_alignment,GC_82f863b160b5,thermoelectric property,LN_df07834fe835,LN_206614f88ac4,LN_df07834fe835,LN_206614f88ac4,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,260,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_1c3635212043,AL_1c3635212043,exact_node_alignment,GC_842144ce90c3,energy conversion efficiency,LN_01fd94a32d1b,LN_0c3471244747,LN_01fd94a32d1b,LN_0c3471244747,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,23,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_4997b31f0916,AL_4997b31f0916,exact_node_alignment,GC_843294ffb6b0,charge transfer,LN_3de126ff0acf,LN_2484d7286ccd,LN_3de126ff0acf,LN_2484d7286ccd,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,36,27,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_a80864deb457,AL_a80864deb457,exact_node_alignment,GC_8ad5b453cc37,ion diffusion,LN_72ada6baecfc,LN_ec5c94179a6e,LN_72ada6baecfc,LN_ec5c94179a6e,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,239,199,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_e712ad7b990d,AL_e712ad7b990d,exact_node_alignment,GC_9041bd2ee6b9,mw/m2,LN_5dbc777157ae,LN_004fc9102be3,LN_5dbc777157ae,LN_004fc9102be3,exact_global_concept_id,True,True,literal_formula,literal_formula,True,True,54,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_8aa26022a018,AL_8aa26022a018,exact_node_alignment,GC_9112a3072547,conducting polymer,LN_859563d8fb53,LN_a2c6de810147,LN_859563d8fb53,LN_a2c6de810147,exact_global_concept_id,True,True,material_or_structure,material_or_structure,True,True,90,48,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_5d801be36ba0,AL_5d801be36ba0,exact_node_alignment,GC_91287f57545e,short term,LN_dffdd4a37b47,LN_50bf562da9dd,LN_dffdd4a37b47,LN_50bf562da9dd,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,6,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_26757a39d264,AL_26757a39d264,exact_node_alignment,GC_9642d16dca71,graphene oxide,LN_80b90fec1ba3,LN_7ec5c18cef8a,LN_80b90fec1ba3,LN_7ec5c18cef8a,exact_global_concept_id,True,True,material_or_structure,material_or_structure,True,True,5,5,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_34c657f29270,AL_34c657f29270,exact_node_alignment,GC_96a5e1f0372e,complexation,LN_2e81673bb6e1,LN_f3b4517f07bd,LN_2e81673bb6e1,LN_f3b4517f07bd,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,16,7,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_be1d25ff5de7,AL_be1d25ff5de7,exact_node_alignment,GC_99697930f29b,selective transport,LN_2fc4b15934c6,LN_102e9b613903,LN_2fc4b15934c6,LN_102e9b613903,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,20,9,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_4c7d8fd2e1c5,AL_4c7d8fd2e1c5,exact_node_alignment,GC_99cc5cc07851,swelling,LN_e6f35447a3e2,LN_eb21b8cf5c4c,LN_e6f35447a3e2,LN_eb21b8cf5c4c,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,81,64,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_fe75c18870e7,AL_fe75c18870e7,exact_node_alignment,GC_9d681fc02c8b,non volatility,LN_b50845712fb1,LN_e4ebff7b0f7e,LN_b50845712fb1,LN_e4ebff7b0f7e,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,9,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_79840eba8d44,AL_79840eba8d44,exact_node_alignment,GC_9f138d3cd94d,diffusion,LN_4af4b913d1d9,LN_f9483b4847c0,LN_4af4b913d1d9,LN_f9483b4847c0,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,160,119,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_eba1c018b15a,AL_eba1c018b15a,exact_node_alignment,GC_9f1b398c45ad,cold electrode,LN_d96a8ce450c9,LN_3d9154354103,LN_d96a8ce450c9,LN_3d9154354103,exact_global_concept_id,True,True,material_or_structure,material_or_structure,True,True,60,40,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_b78cc0f7468d,AL_b78cc0f7468d,exact_node_alignment,GC_a3a83bfdb959,skin like,LN_70b63de80330,LN_ec3479a36761,LN_70b63de80330,LN_ec3479a36761,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,20,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_9b2caec006b1,AL_9b2caec006b1,exact_node_alignment,GC_a5448f40a055,spin coating,LN_8d8e930326de,LN_a37221e31a38,LN_8d8e930326de,LN_a37221e31a38,exact_global_concept_id,True,True,material_or_structure,material_or_structure,False,False,0,0,False,not_in_pair_path_inventory,False,False,False,alignment_identity_not_scientific_relation
AL_ff37b59dcf7a,AL_ff37b59dcf7a,exact_node_alignment,GC_a5851e9164df,wearable power,LN_e892a5583da3,LN_04fb214dd70f,LN_e892a5583da3,LN_04fb214dd70f,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,6,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_71a4ad7a4d22,AL_71a4ad7a4d22,exact_node_alignment,GC_a81f77289665,anti freezing property,LN_106e7a3d40ee,LN_5eafc45cc906,LN_106e7a3d40ee,LN_5eafc45cc906,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,6,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_df878583fbbc,AL_df878583fbbc,exact_node_alignment,GC_a8311b95a427,electrical conductivity,LN_71a89774ac41,LN_4426b80a47c7,LN_71a89774ac41,LN_4426b80a47c7,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,70,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_df05a6069d27,AL_df05a6069d27,exact_node_alignment,GC_a8e6012e4ab8,transport,LN_1a86a9a998d2,LN_c2c8148bd99a,LN_1a86a9a998d2,LN_c2c8148bd99a,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,65,61,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_ea23baf7d25f,AL_ea23baf7d25f,exact_node_alignment,GC_a96e785527e1,electrical energy conversion,LN_fc544596fbb6,LN_adb53f8ad75e,LN_fc544596fbb6,LN_adb53f8ad75e,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,2,0,True,endpoint_quarantine,False,False,False,alignment_identity_not_scientific_relation
AL_e07c86bb5ccb,AL_e07c86bb5ccb,exact_node_alignment,GC_a97795bf660d,different electrode,LN_2028207f3dd7,LN_5b1121b8790f,LN_2028207f3dd7,LN_5b1121b8790f,exact_global_concept_id,True,True,material_or_structure,material_or_structure,True,True,4,0,True,endpoint_quarantine,False,False,False,alignment_identity_not_scientific_relation
AL_d9fb021e5706,AL_d9fb021e5706,exact_node_alignment,GC_acb21462956e,w/m2,LN_d88473a5e04b,LN_c6a25ce1647a,LN_d88473a5e04b,LN_c6a25ce1647a,exact_global_concept_id,True,True,literal_formula,literal_formula,True,True,30,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_ee4a70a6bf09,AL_ee4a70a6bf09,exact_node_alignment,GC_add8780f20fe,molecular dynamics simulations,LN_527bcdeb55d5,LN_3da6fd00609e,LN_527bcdeb55d5,LN_3da6fd00609e,exact_global_concept_id,True,True,evidence_method,evidence_method,True,True,45,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_9ea3748398b2,AL_9ea3748398b2,exact_node_alignment,GC_b5a2446cb394,kinetics,LN_3f44023d0d59,LN_1ccab039b5bc,LN_3f44023d0d59,LN_1ccab039b5bc,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,18,18,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_49cfde9caf36,AL_49cfde9caf36,exact_node_alignment,GC_b5a9925163a6,intermolecular interaction,LN_37fbc0df255e,LN_00c346f364f8,LN_37fbc0df255e,LN_00c346f364f8,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,20,16,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_a4ba72376800,AL_a4ba72376800,exact_node_alignment,GC_b616185db913,large thermopower,LN_cb3066daab97,LN_080bced9bfed,LN_cb3066daab97,LN_080bced9bfed,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,False,False,0,0,False,not_in_pair_path_inventory,False,False,False,alignment_identity_not_scientific_relation
AL_d6ef0eea2e8a,AL_d6ef0eea2e8a,exact_node_alignment,GC_b74f3b2d2a63,human machine,LN_8055cbf7d4af,LN_4b27b395efa1,LN_8055cbf7d4af,LN_4b27b395efa1,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,14,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_6bf57d75ff6a,AL_6bf57d75ff6a,exact_node_alignment,GC_b866c3462ec2,uv vis spectroscopy,LN_0307996cd4fa,LN_fa4a394e8757,LN_0307996cd4fa,LN_fa4a394e8757,exact_global_concept_id,True,True,evidence_method,evidence_method,True,True,30,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_cce8641aa0df,AL_cce8641aa0df,exact_node_alignment,GC_b922063cd003,anti freezing,LN_b19ebc6fb8fa,LN_3be04fdf9063,LN_b19ebc6fb8fa,LN_3be04fdf9063,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,44,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_62880d479d3a,AL_62880d479d3a,exact_node_alignment,GC_b9e0f7aed71f,mpa,LN_e6d5fba00de5,LN_237feee0749b,LN_e6d5fba00de5,LN_237feee0749b,exact_global_concept_id,True,True,literal_formula,literal_formula,True,True,36,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_9a03563944fb,AL_9a03563944fb,exact_node_alignment,GC_ba40bb63c8f0,water soluble,LN_afc908e0f749,LN_06cd67824aee,LN_afc908e0f749,LN_06cd67824aee,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,4,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_aa8226f33e29,AL_aa8226f33e29,exact_node_alignment,GC_bbb29d51b9cd,output voltage,LN_17edb3569855,LN_db640c97f25a,LN_17edb3569855,LN_db640c97f25a,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,78,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_fb526a67dbab,AL_fb526a67dbab,exact_node_alignment,GC_bc536166f47d,ionic conductivity,LN_9721c108e06f,LN_59643f29af8f,LN_9721c108e06f,LN_59643f29af8f,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,1338,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_0371d7ead0c0,AL_0371d7ead0c0,exact_node_alignment,GC_bc94ee622331,overall power,LN_ef957e9f2bf6,LN_ffa70441eac1,LN_ef957e9f2bf6,LN_ffa70441eac1,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,8,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_0f284c0c1439,AL_0f284c0c1439,exact_node_alignment,GC_bfa67b12b5ea,cost effective,LN_8c1b89ca9882,LN_37f623759849,LN_8c1b89ca9882,LN_37f623759849,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,116,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_22d5238b8676,AL_22d5238b8676,exact_node_alignment,GC_bfab31d6e65a,electrostatic interaction,LN_887e8aa3c36d,LN_f6fc4b9b9b7b,LN_887e8aa3c36d,LN_f6fc4b9b9b7b,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,85,70,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_9cb024be97f5,AL_9cb024be97f5,exact_node_alignment,GC_bfdbe77c3dac,host guest,LN_742ecf3bcd8b,LN_20b02e88422d,LN_742ecf3bcd8b,LN_20b02e88422d,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,117,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_77a98a1cbca4,AL_77a98a1cbca4,exact_node_alignment,GC_c193d91329df,charge transport,LN_50f3b037ed53,LN_8f0e3aa6fcf3,LN_50f3b037ed53,LN_8f0e3aa6fcf3,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,56,42,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_06569fb48cdc,AL_06569fb48cdc,exact_node_alignment,GC_c19a90a7850d,triiodide ion,LN_5a1b7835a5b2,LN_6b025f8e7535,LN_5a1b7835a5b2,LN_6b025f8e7535,exact_global_concept_id,True,True,material_or_structure,material_or_structure,True,True,5,1,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_e87229df76c9,AL_e87229df76c9,exact_node_alignment,GC_c21beccead48,conductivity,LN_a367f5923d44,LN_af24b05123d9,LN_a367f5923d44,LN_af24b05123d9,exact_global_concept_id,True,True,outcome_or_property,outcome_or_property,True,True,116,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_7798180bcc09,AL_7798180bcc09,exact_node_alignment,GC_c2d00d7f1242,ion transport,LN_99d784e78c74,LN_e02b203feff5,LN_99d784e78c74,LN_e02b203feff5,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,368,255,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_5849ff72a13b,AL_5849ff72a13b,exact_node_alignment,GC_c33e719ba22e,eco friendly,LN_316e87e1fcae,LN_35980dd2bd2c,LN_316e87e1fcae,LN_35980dd2bd2c,exact_global_concept_id,True,True,untyped_extractive_keyword,untyped_extractive_keyword,True,True,10,0,False,outside_material_mechanism_focus,False,False,False,alignment_identity_not_scientific_relation
AL_e318b0d204fc,AL_e318b0d204fc,exact_node_alignment,GC_c346d734e247,host polymer,LN_0eef82966483,LN_add19c328387,LN_0eef82966483,LN_add19c328387,exact_global_concept_id,True,True,material_or_structure,material_or_structure,True,True,12,0,True,endpoint_quarantine,False,False,False,alignment_identity_not_scientific_relation
AL_5fe96472f05a,AL_5fe96472f05a,exact_node_alignment,GC_c466b5b6a256,evaporative cooling,LN_be79be5f34e3,LN_c002b73077d9,LN_be79be5f34e3,LN_c002b73077d9,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,1,1,True,eligible,False,False,False,alignment_identity_not_scientific_relation
AL_ded8a99af51a,AL_ded8a99af51a,exact_node_alignment,GC_c5590b164e57,migration,LN_690cedca5dc7,LN_d72be9de1b4f,LN_690cedca5dc7,LN_d72be9de1b4f,exact_global_concept_id,True,True,mechanism_or_process,mechanism_or_process,True,True,25,11,True,eligible,False,False,False,alignment_identity_not_scientific_relation
