relation_id,edge_id,edge_type,analysis_layer,paper_id,doi,title,sentence_id,evidence_sentence,source_global_concept_id,source_label,source_node_id,predicate_surface,predicate_normalized,target_global_concept_id,target_label,target_node_id,pair_id,pair_key,assertion_status,risk_reasons,strict_syntax_eligible,semantic_verdict,direct_sentence_entailment,claim_context,human_confirmation_status,review_basis,decision_rationale,edge_state,directed,graph_eligible,production_graph_eligible,graph_edge_status
AR_05c15743a91b,AR_05c15743a91b,direct_relation_candidate_audit,TG,P0199,10.1002/smll.202310777,Synergistic Anisotropic Network and Hierarchical Electrodes Endow Cost-Effective N-Type Quasi-Solid State Thermocell with Boosted Electricity Production,8,"Specifically, well-organized ion transport pathways and optimized hierarchical electrodes improve the thermogalvanic kinetics.",GC_c2d00d7f1242,ion transport,LN_e02b203feff5,improve,improve,GC_39d068c9cf3e,thermogalvanic kinetics,LN_009a9fa30fc7,TP_2230dc926a75,GC_39d068c9cf3e::GC_c2d00d7f1242,observed_assertion,risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_b06178da4270,AR_b06178da4270,direct_relation_candidate_audit,TG,P0199,10.1002/smll.202310777,Synergistic Anisotropic Network and Hierarchical Electrodes Endow Cost-Effective N-Type Quasi-Solid State Thermocell with Boosted Electricity Production,4,"The anisotropic polymer network, combined with the salting-out effect, yields impressive mechanical properties that exceed those of most N-type quasi-solid state thermocells.",GC_77643b4a4911,anisotropic polymer network,LN_58a156d9bbef,yields,yield,GC_5fecb4c8cca5,mechanical property,LN_a132892ef02d,TP_d2a0166c0de0,GC_5fecb4c8cca5::GC_77643b4a4911,observed_assertion,risk_cross_clause,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_5656455c2f6f,AR_5656455c2f6f,direct_relation_candidate_audit,TG,P0208,10.1016/j.electacta.2016.12.152,Thermoelectrochemistry using conventional and novel gelled electrolytes in heat-to-current thermocells,8,"Ultimately, the gelled electrolytes were found to result in more stable power output and effectively frustrate heat transfer through the cells, relative to the un-gelled (liquid) electrolytes.",GC_8aa87c1dffcd,gelled electrolyte,LN_46e5a1d5978c,result in,result_in,GC_02772d498f8b,heat transfer,LN_4d3c75c88880,TP_b6109984a918,GC_02772d498f8b::GC_8aa87c1dffcd,observed_assertion,risk_other_predicate_between_endpoints,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_b7a3d7f869b5,AR_b7a3d7f869b5,direct_relation_candidate_audit,TG,P0208,10.1016/j.electacta.2016.12.152,Thermoelectrochemistry using conventional and novel gelled electrolytes in heat-to-current thermocells,8,"Ultimately, the gelled electrolytes were found to result in more stable power output and effectively frustrate heat transfer through the cells, relative to the un-gelled (liquid) electrolytes.",GC_72620138b2ad,stable power,LN_fca8d69f6438,frustrate,frustrate,GC_02772d498f8b,heat transfer,LN_4d3c75c88880,TP_b0897cc5bb80,GC_02772d498f8b::GC_72620138b2ad,observed_assertion,risk_coordinated_inherited_subject; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_40852ddb2c0b,AR_40852ddb2c0b,direct_relation_candidate_audit,TG,P0221,10.1002/anie.201609088,Self-Powered Multimodal Temperature and Force Sensor Based-On a Liquid Droplet,2,"The deformation of the droplet and the temperature difference across the droplet can induce an alternating pulse voltage and a direct voltage, respectively, which is easy to separate/analyze and can be utilized to sense the external force and temperature simultaneously.",GC_d18c91f9affa,temperature difference,LN_0f6d9cc28a72,induce,induce,GC_bc0d4d508515,alternating pulse voltage,LN_fdde7351ac0f,TP_695b2524351a,GC_bc0d4d508515::GC_d18c91f9affa,hypothetical_or_modal,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_d6810324e177,AR_d6810324e177,direct_relation_candidate_audit,TG,P0229,10.1007/s10973-012-2311-9,Novel carbon materials for thermal energy harvesting,4,"This study aims to increase the power conversion efficiency and reduce the cost of thermogalvanic cells by optimizing the electrolyte and utilizing a carbon based electromaterial, reduced graphene oxide, as electrodes.",GC_0ca6bf1bbab3,power conversion,LN_990a76f422e1,reduce,reduce,GC_6210b1a22324,reduced graphene oxide,LN_dd68acfa004d,TP_1f96d9827a06,GC_0ca6bf1bbab3::GC_6210b1a22324,hypothetical_or_epistemic,risk_cross_clause; risk_long_endpoint_gap; risk_coordinated_inherited_subject; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_0cd45da1c161,AR_0cd45da1c161,direct_relation_candidate_audit,TG,P0252,10.1021/acsaem.5c00167,"A Room-Temperature Excessively Concentrated Polyanionic Polymer Hydrogel Thermocell with High Absorbency, Retainability and Extensibility",4,"Sodium polyacrylate (PANa) hydrogels, with their abundant carboxylate groups, reduce mass transfer resistance for [Fe(CN)6]3-/K4[Fe(CN)6]4- redox couples, while also outperforming widely studied polyacrylamide-based hydrogels in terms of absorption capacity and moisture retention.",GC_4a92e5f4fe38,hydrogel,LN_ce78e7c63303,reduce,reduce,GC_9ac106b7e571,mass transfer,LN_79ba2812d66f,TP_93f397fbf0b1,GC_4a92e5f4fe38::GC_9ac106b7e571,observed_assertion,risk_cross_clause,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_67d27e096272,AR_67d27e096272,direct_relation_candidate_audit,TG,P0255,10.1007/s40820-025-01977-w,High-Performance Cu-Based Liquid Thermocells Enabled by Thermosensitive Crystallization and Etched Carbon Cloth Electrode,5,"The thermosensitive crystallization process establishes a persistent Cu2+ concentration gradient, boosting the thermopower from 1.47 to 2.93 mV K-1.",GC_967653ea5f9f,thermosensitive crystallization,LN_4a0ae177e1fa,establishes,establish,GC_691eb258b626,persistent cu2+ concentration gradient,LN_c1ca300f9b0c,TP_2cc037465bff,GC_691eb258b626::GC_967653ea5f9f,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_9c17a537eb7f,AR_9c17a537eb7f,direct_relation_candidate_audit,TG,P0255,10.1007/s40820-025-01977-w,High-Performance Cu-Based Liquid Thermocells Enabled by Thermosensitive Crystallization and Etched Carbon Cloth Electrode,6,"Moreover, the etched carbon cloth electrodes provide a larger electroactive surface area and demonstrate a higher current density.",GC_64de6030cf86,etched carbon cloth electrode,LN_b5562e4c90dc,provide,provide,GC_d30b07ed8945,current density,LN_9859ce6c4f6b,TP_ba05aaf11262,GC_64de6030cf86::GC_d30b07ed8945,observed_assertion,risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_8315bccc6da5,AR_8315bccc6da5,direct_relation_candidate_audit,TG,P0263,10.1016/j.cej.2026.178256,Efficient seawater desalination enabled by temperature-regulated electrolyte gradient,3,"With this gradient, the thermocell coupled in the ETRD system delivers a Seebeck coefficient of 3.33 mV K-1, a temperature-insensitive power density of 0.65 mW m- 2 K- 2, and a maximum power density of 1.06 W m- 2 at 40 K temperature difference, which significantly enhances the desalination kinetics of ETRD.",GC_d18c91f9affa,temperature difference,LN_0f6d9cc28a72,enhances,enhance,GC_4b2bb4f3be59,desalination kinetics,LN_7538bd4adad2,TP_45d687af1354,GC_4b2bb4f3be59::GC_d18c91f9affa,observed_assertion,risk_cross_clause,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_9b685be8dcd9,AR_9b685be8dcd9,direct_relation_candidate_audit,TG,P0269,10.1016/j.cej.2024.152887,Tough and elastic hydrogel thermocells for heat energy utilization,1,Hydrogel thermocells possess great potential in the energy conversion field as they directly absorb waste heat from the environment to drive redox reactions for continuous electricity generation.,GC_49990adc781e,energy conversion,LN_8dec66ff92cd,drive,drive,GC_dad97d797387,redox reaction,LN_13114a75157e,TP_d48dc73f6567,GC_49990adc781e::GC_dad97d797387,purpose_or_design,risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_565849d959ae,AR_565849d959ae,direct_relation_candidate_audit,TG,P0270,10.1016/j.cej.2024.152806,Strong concentration gradient effect and weak solvation effect in thermopower enhancement in K 3 Fe(CN) 6 / K 4 Fe(CN) 6 aqueous electrolyte with ethanol addition,5,"Further, the introduction of ethanol results in a thermosensitive solubility of K4Fe(CN)6 and a minimal concentration at the cold end, which establishes a huge substantial normalized Fe(CN)64- concentration gradient and increases the Seebeck coefficient to 3.4 mV/K.",GC_3de6bbd46484,k4fe,LN_5d75d0e2fe57,establishes,establish,GC_cf402379d512,concentration gradient,LN_273c9e5c97c9,TP_ef0bf70ddd78,GC_3de6bbd46484::GC_cf402379d512,observed_assertion,risk_cross_clause; risk_coordinated_inherited_subject; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_862b631ddbf8,AR_862b631ddbf8,direct_relation_candidate_audit,TG,P0270,10.1016/j.cej.2024.152806,Strong concentration gradient effect and weak solvation effect in thermopower enhancement in K 3 Fe(CN) 6 / K 4 Fe(CN) 6 aqueous electrolyte with ethanol addition,5,"Further, the introduction of ethanol results in a thermosensitive solubility of K4Fe(CN)6 and a minimal concentration at the cold end, which establishes a huge substantial normalized Fe(CN)64- concentration gradient and increases the Seebeck coefficient to 3.4 mV/K.",GC_cf402379d512,concentration gradient,LN_273c9e5c97c9,increases,increase,GC_6cdb23f33c74,seebeck coefficient,LN_ccd3eb53d5e7,TP_885920e56b51,GC_6cdb23f33c74::GC_cf402379d512,observed_assertion,risk_coordinated_inherited_subject; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_4e2eff4bf7b9,AR_4e2eff4bf7b9,direct_relation_candidate_audit,TG,P0277,10.1002/adfm.202304067,FeNC Electrocatalyst for Enhancing Fe(II)/Fe(III) Redox Kinetics in Thermo-Electrochemical Cells,6,"Moreover, the use of a cost-effective FeNC electrocatalyst shows redox kinetics and a power density comparable to those of state-of-the-art Pt electrodes, economically compensating for the sluggish charge-transfer kinetics of the inner-sphere redox mechanism.",GC_266b8cee4008,fenc,LN_6c4c6203ba91,shows,show,GC_3430a50e63de,redox kinetics,LN_2eae47ed08b2,TP_028338e3be61,GC_266b8cee4008::GC_3430a50e63de,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_9ff4ef61c8a8,AR_9ff4ef61c8a8,direct_relation_candidate_audit,TG,P0283,10.1021/jacs.6b04923,Supramolecular Thermo-Electrochemical Cells: Enhanced Thermoelectric Performance by Host-Guest Complexation and Salt-Induced Crystallization,5,"This temperature-dependent host-guest interaction provides a concentration gradient of redox ion pairs between two electrodes, leading to the eminent performance of the thermo-electrochemical cells.",GC_6624fb8cc64b,temperature dependent host guest interaction,LN_a242c5999247,provides,provide,GC_cf402379d512,concentration gradient,LN_273c9e5c97c9,TP_671a0fd969af,GC_6624fb8cc64b::GC_cf402379d512,observed_assertion,,True,accepted,True,study_mechanism_result,pending,two_independent_AI_original_sentence_reviews,temperature-dependent host-guest interaction directly provides a concentration gradient,semantic_accepted_human_pending,True,False,False,audit_only
AR_31ae948cb243,AR_31ae948cb243,direct_relation_candidate_audit,TG,P0285,10.1016/j.electacta.2020.135651,Unravelling ionic speciation and hydration structure of Fe(III/II) redox couples for thermoelectrochemical cells,4,"Herein, we unravel that the excellent performance of the Fe(III)/(II) perchlorate is ascribed to the non-coordinating nature of its perchlorate anion, which suppresses the formation of the ion pairs that reduce the S-e and ionic conductivity.",GC_ccfb5ee163eb,perchlorate anion,LN_520435af9caa,suppresses,suppress,GC_bc536166f47d,ionic conductivity,LN_59643f29af8f,TP_f78d380da1d1,GC_bc536166f47d::GC_ccfb5ee163eb,observed_assertion,risk_cross_clause; risk_other_predicate_between_endpoints,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_e1bc1081eee2,AR_e1bc1081eee2,direct_relation_candidate_audit,TG,P0285,10.1016/j.electacta.2020.135651,Unravelling ionic speciation and hydration structure of Fe(III/II) redox couples for thermoelectrochemical cells,4,"Herein, we unravel that the excellent performance of the Fe(III)/(II) perchlorate is ascribed to the non-coordinating nature of its perchlorate anion, which suppresses the formation of the ion pairs that reduce the S-e and ionic conductivity.",GC_3c0cb933cdf7,ion pair,LN_439da2bda163,reduce,reduce,GC_bc536166f47d,ionic conductivity,LN_59643f29af8f,TP_46ec6d90fab8,GC_3c0cb933cdf7::GC_bc536166f47d,observed_assertion,,True,accepted,True,study_mechanism_result,pending,two_independent_AI_original_sentence_reviews,ion pairs is the relative-clause subject; reduce directly governs ionic conductivity as one coordinated object,semantic_accepted_human_pending,True,False,False,audit_only
AR_db40038f3386,AR_db40038f3386,direct_relation_candidate_audit,TG,P0289,10.1021/nl903267n,Harvesting Waste Thermal Energy Using Carbon-Nanotube-Based Thermo-Electrochemical Cell,3,"These electrodes provide high electrochemically accessible surface areas and fast redox-mediated electron transfer, which significantly enhances thermocell current generation capacity and overall efficiency.",GC_6783b2f26b53,fast redox mediated electron transfer,LN_405cb732c115,enhances,enhance,GC_b424c7bba46f,thermocell current generation capacity,LN_8424205145ed,TP_e69e2d11987d,GC_6783b2f26b53::GC_b424c7bba46f,observed_assertion,risk_cross_clause,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_1917cc97209c,AR_1917cc97209c,direct_relation_candidate_audit,TG,P0299,10.1039/c7se00470b,Thermo-electrochemical cells empowered by selective inclusion of redox-active ions by polysaccharides,2,"To maximize the potential of TECs, we show that the Seebeck coefficient of TECs with a redox pair of I-/I3(-) is enhanced by introducing polymer-ion interactions.",GC_c6f96235805f,tecs,LN_a5e5c636fd27,show,show,GC_836ff5f8265e,introducing polymer ion interaction,LN_66d4200863c9,TP_0d12507b7341,GC_836ff5f8265e::GC_c6f96235805f,hypothetical_or_modal,risk_cross_clause; risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_25f1e4b890fe,AR_25f1e4b890fe,direct_relation_candidate_audit,TG,P0299,10.1039/c7se00470b,Thermo-electrochemical cells empowered by selective inclusion of redox-active ions by polysaccharides,6,"Consequently, the two electrode cells differing in temperature show a considerable difference in the concentration of I-3(-) ions, which causes a significant increase of the Seebeck coefficient up to 1.5 mV K-1.",GC_bd19fbf55956,considerable difference,LN_0ac0990d5f71,causes,cause,GC_6cdb23f33c74,seebeck coefficient,LN_ccd3eb53d5e7,TP_cfc40a87ecef,GC_6cdb23f33c74::GC_bd19fbf55956,observed_assertion,risk_cross_clause; risk_other_predicate_between_endpoints; risk_coordinated_inherited_subject,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_317f2da4054e,AR_317f2da4054e,direct_relation_candidate_audit,TG,P0299,10.1039/c7se00470b,Thermo-electrochemical cells empowered by selective inclusion of redox-active ions by polysaccharides,6,"Consequently, the two electrode cells differing in temperature show a considerable difference in the concentration of I-3(-) ions, which causes a significant increase of the Seebeck coefficient up to 1.5 mV K-1.",GC_bd19fbf55956,considerable difference,LN_0ac0990d5f71,increase,increase,GC_6cdb23f33c74,seebeck coefficient,LN_ccd3eb53d5e7,TP_cfc40a87ecef,GC_6cdb23f33c74::GC_bd19fbf55956,observed_assertion,risk_nominal_predicate; risk_cross_clause; risk_other_predicate_between_endpoints; risk_long_endpoint_gap; risk_coordinated_inherited_subject,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_6cf684ee00f0,AR_6cf684ee00f0,direct_relation_candidate_audit,TG,P0306,10.1039/c8se00224j,Flexible and non-volatile redox active quasi-solid state ionic liquid based electrolytes for thermal energy harvesting,4,"Polyvinylidene difluoride (PVDF) or poly(vinylidene fluoride-co-hexafluoropropene) (PVDF-HFP) was added to an ionic liquid electrolyte, consisting of a [Co(bpy)(3)](2+/3+) redox couple in 1-ethyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide ([C(2)mim][NTf2]), to produce either soft gels or free-standing films depending on the polymer content.",GC_1f999f8574a5,ionic liquid electrolyte,LN_844894834f2b,produce,produce,GC_65e948f83c63,soft gel,LN_9c88b6b4d194,TP_775f232f7416,GC_1f999f8574a5::GC_65e948f83c63,purpose_or_design,risk_cross_clause; risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_1e0731e0bb9f,AR_1e0731e0bb9f,direct_relation_candidate_audit,TG,P0316,10.1149/2.043205jes,Nitrogen- and Boron-Doped Carbon Nanotube Electrodes in a Thermo-Electrochemical Cell,5,"In TEC test, accumulation of potassium ions at doped CNT electrodes was found to reduce short-circuit current.",GC_34a9543f05f6,doped cnt electrode,LN_44574599ad59,reduce,reduce,GC_e49423da4792,short circuit current,LN_d9788bf895da,TP_3437e2b50c6d,GC_34a9543f05f6::GC_e49423da4792,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_2446841a2797,AR_2446841a2797,direct_relation_candidate_audit,TG,P0328,10.1016/s0378-7753(97)02676-1,Effect of non-graphitized carbon electrodes on the electrochemical characteristics of a thermocell with a Br2/Br- redox couple,4,"The Maxsorb electrodes also improve the cathodic polarization in the presence of a gas-liquid-solid interface in Br-2-free electrolyte, while the graphite electrodes do not.",GC_a51be089433c,maxsorb electrode,LN_4cf61ff0abe3,improve,improve,GC_dd3571e3df43,br 2 free electrolyte,LN_01029e8db2e4,TP_97b9616395d4,GC_a51be089433c::GC_dd3571e3df43,observed_assertion,risk_long_endpoint_gap,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_5bd192b94b2b,AR_5bd192b94b2b,direct_relation_candidate_audit,TG,P0328,10.1016/s0378-7753(97)02676-1,Effect of non-graphitized carbon electrodes on the electrochemical characteristics of a thermocell with a Br2/Br- redox couple,2,The Maxsorb electrodes provide a higher open-circuit voltage than graphite (Perma Foil) eletrodes and the maximum discharge current density is 2.4 mA/cm(2) until the voltage reaches 0 V.,GC_a51be089433c,maxsorb electrode,LN_4cf61ff0abe3,provide,provide,GC_234b2810632d,open circuit voltage,LN_e6367d223636,TP_aa2ba82adfa3,GC_234b2810632d::GC_a51be089433c,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_72c9bb1fbf6d,AR_72c9bb1fbf6d,direct_relation_candidate_audit,TG,P0328,10.1016/s0378-7753(97)02676-1,Effect of non-graphitized carbon electrodes on the electrochemical characteristics of a thermocell with a Br2/Br- redox couple,3,"The Maxsorb electrodes generate 5.68 mV/degrees/C of thermoelectric power at a temperature difference greater than 40 degrees C, which is 2.5 times the power reported previously.",GC_a51be089433c,maxsorb electrode,LN_4cf61ff0abe3,generate,generate,GC_d18c91f9affa,temperature difference,LN_0f6d9cc28a72,TP_7512f79881c6,GC_a51be089433c::GC_d18c91f9affa,observed_assertion,,True,rejected,False,study_result_sentence_misparsed,pending,two_independent_AI_original_sentence_reviews,generate governs thermoelectric power; temperature difference is an at-condition rather than the generated object,semantic_rejected,True,False,False,audit_only
AR_19d92883f48b,AR_19d92883f48b,direct_relation_candidate_audit,TG,P0660,10.1039/c5ra24835c,Synthesis and characterization of protic ionic liquids as thermoelectrochemical materials,5,PILs show lower thermal conductivity and good ionic conductivity which leads to the success of good thermoelectric materials.,GC_c49337668d2c,pils,LN_51e536ebd875,show,show,GC_cf542d621742,thermal conductivity,LN_e6a3600e3b14,TP_97002eff6d08,GC_c49337668d2c::GC_cf542d621742,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_9fa4e9655f18,AR_9fa4e9655f18,direct_relation_candidate_audit,TG,P1493,10.1021/acsami.1c07266,Rational Design of Thermocells Driven by the Volume Phase Transition of Hydrogel Nanoparticles,7,The figure of merit (ZT) of the thermocell was improved by selecting appropriate electrolyte salt to increase the ionic conductivity and prevent the precipitation of nanoparticles.,GC_995a4da0634c,selecting appropriate electrolyte salt,LN_e10a2e31a605,increase,increase,GC_bc536166f47d,ionic conductivity,LN_59643f29af8f,TP_e7b90663bc19,GC_995a4da0634c::GC_bc536166f47d,purpose_or_design,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_02e12dbb034c,AR_02e12dbb034c,direct_relation_candidate_audit,TG,P1614,10.1002/smll.73890,Highly Stable Quasi-Solid Thermocells for Continuous Power Generation Across a Broad Humidity Range,3,This design ensures operational stability across a wide relative humidity (RH) by synergistically combining hydrophilic & horbar;SO3 - groups and hygroscopic electrolytes for high water retention at low humidity and hydrophobic phenyl moieties that form physical crosslinks to suppress swelling at high humidity.,GC_5f17e1399bbd,hygroscopic electrolyte,LN_354155173301,form,form,GC_99cc5cc07851,swelling,LN_eb21b8cf5c4c,TP_f587a53a2d35,GC_5f17e1399bbd::GC_99cc5cc07851,observed_assertion,risk_nominal_predicate; risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_67420f8ca50e,AR_67420f8ca50e,direct_relation_candidate_audit,TG,P1614,10.1002/smll.73890,Highly Stable Quasi-Solid Thermocells for Continuous Power Generation Across a Broad Humidity Range,4,"Furthermore, the & horbar;SO3 - and phenyl moieties of amphiphilic networks enhance the entropy difference of the [Fe(CN)6 4-/Fe(CN)6 3-] redox couple via electrostatic and ion-pi interactions, boosting thermopower.",GC_c66d2ca12074,amphiphilic network,LN_c98ab6aeacbf,enhance,enhance,GC_f22b98b878db,entropy difference,LN_75d11ad03343,TP_0df90ce39775,GC_c66d2ca12074::GC_f22b98b878db,observed_assertion,,True,rejected,False,study_result_sentence_misparsed,pending,two_independent_AI_original_sentence_reviews,the grammatical agents are the sulfonate and phenyl moieties of the networks; replacing those moieties with amphiphilic networks is an unsupported NP compression,semantic_rejected,True,False,False,audit_only
AR_31ff8624dec1,AR_31ff8624dec1,direct_relation_candidate_audit,iTE,P0336,10.1002/adma.202510199,Exceptional n-Type Ionic Thermoelectric Hydrogels by Synergistic Hydrophobic and Coordination Interactions,6,"This dual-interaction strategy approach enhances the thermophoretic difference between chloride anions (from both CuCl2 and PMNT) and cations, enabling the giant ionic thermopower.",GC_d068e9e698ac,dual interaction,LN_265ea64406e1,enhances,enhance,GC_5e2268127286,thermophoretic difference,LN_5b76e6a18bd7,IP_97e935e0a088,GC_5e2268127286::GC_d068e9e698ac,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_281e7aa7d45f,AR_281e7aa7d45f,direct_relation_candidate_audit,iTE,P0337,10.1002/aenm.202405502,Host-Guest Complexation of α-Cyclodextrin and Triiodide Ions for Enhanced Performance of Ionic Thermoelectric Capacitors,3,"The strong host-guest complexation between alpha-CD and I3- confines the diffusion of I3- within the cylindrical cavities of alpha-CD, as evidenced by UV-vis spectroscopy and 13C-NMR analysis.",GC_05203ac208f7,host guest complexation,LN_7ab487182a50,confines,confine,GC_9f138d3cd94d,diffusion,LN_4af4b913d1d9,IP_74c7586b48eb,GC_05203ac208f7::GC_9f138d3cd94d,observed_assertion,,True,accepted,True,study_mechanism_result,pending,two_independent_AI_original_sentence_reviews,host-guest complexation directly confines diffusion,semantic_accepted_human_pending,True,False,False,audit_only
AR_e81c47301015,AR_e81c47301015,direct_relation_candidate_audit,iTE,P0337,10.1002/aenm.202405502,Host-Guest Complexation of α-Cyclodextrin and Triiodide Ions for Enhanced Performance of Ionic Thermoelectric Capacitors,4,"This confinement enhances the ion mobility difference between I3- and sodium ions, which in turn significantly boosts the ionic thermopower of the polyvinyl alcohol/alpha-CD/NaI hydrogels.",GC_174473113892,confinement,LN_e1120a826795,enhances,enhance,GC_5240a8a256de,ion mobility difference,LN_54eee84c3d4d,IP_8ca0d090c29e,GC_174473113892::GC_5240a8a256de,observed_assertion,,True,pending,False,not_reviewed,pending,not_reviewed,,strict_unreviewed_candidate,True,False,False,audit_only
AR_f39af8630007,AR_f39af8630007,direct_relation_candidate_audit,iTE,P0337,10.1002/aenm.202405502,Host-Guest Complexation of α-Cyclodextrin and Triiodide Ions for Enhanced Performance of Ionic Thermoelectric Capacitors,4,"This confinement enhances the ion mobility difference between I3- and sodium ions, which in turn significantly boosts the ionic thermopower of the polyvinyl alcohol/alpha-CD/NaI hydrogels.",GC_5240a8a256de,ion mobility difference,LN_54eee84c3d4d,boosts,boost,GC_f0253d479934,ionic thermopower,LN_46f1903152e3,IP_839a36739e24,GC_5240a8a256de::GC_f0253d479934,observed_assertion,risk_cross_clause; risk_coordinated_inherited_subject,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_ebca018eddc4,AR_ebca018eddc4,direct_relation_candidate_audit,iTE,P0338,10.1002/smll.202501960,Long-Term Serviceable Ionic Thermoelectric Hydrogel with Temperature and Moisture Dual-Driven Waste Energy Harvesting Capability,1,"Despite the substantial progress in developing high-performance quasi-solid hydrogels based on ionic thermophoretic migration, ionic thermoelectric materials (i-TEs) show unsatisfactory long-lasting stability caused by ionic migration failures and de-electrolytes.",GC_2f9efc9dab6d,ionic thermophoretic migration,LN_00db36663773,show,show,GC_13666ce7a796,unsatisfactory long lasting stability,LN_805ba1a36819,IP_e905aac067e7,GC_13666ce7a796::GC_2f9efc9dab6d,observed_assertion,risk_cross_clause,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_75c4ea3ea6bb,AR_75c4ea3ea6bb,direct_relation_candidate_audit,iTE,P0341,10.1039/d5ta00744e,Self-healing and stretchable tetrameric PVA-CNF-PVP-IL complex ionogel with high-performance ionic thermoelectric properties,3,"In this study, we present a novel water-assisted self-healing, stretchable tetrameric complex ionogel, which integrates polyvinyl alcohol (PVA), cellulose nanofibers (CNF), and polyvinyl pyrrolidone (PVP) to form a dynamic network structure.",GC_1eaab7d5b5c4,stretchable tetrameric complex ionogel,LN_da38e66f3cfe,form,form,GC_671c9eea2e49,dynamic network,LN_b935c2a6c5fc,IP_6311da8308b1,GC_1eaab7d5b5c4::GC_671c9eea2e49,purpose_or_design,risk_cross_clause; risk_long_endpoint_gap; risk_compound_subject_after_selected_source,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
AR_9d455f210b4b,AR_9d455f210b4b,direct_relation_candidate_audit,iTE,P0344,10.1016/j.colsurfa.2025.138182,High-performance ionic thermoelectric hydrogels via electrohydrodynamic printing for self-powered wearable sensors,3,"I-TEH was constructed with an interpenetrating network of PVA and CMC-Na, using NaTFSI as the mobile ions to promote thermal diffusion.",GC_e000a91bf98b,mobile ion,LN_3cb33b50e542,promote,promote,GC_66f64b2e393b,thermal diffusion,LN_df0e38f2a523,IP_a47ce7488934,GC_66f64b2e393b::GC_e000a91bf98b,purpose_or_design,,False,pending,False,not_reviewed,pending,not_reviewed,,audit_non_strict,True,False,False,audit_only
