relation_id,domain,paper_id,title,year,subject,predicate,object,assertion_type,quote,full_abstract,stratum,stratum_population,stratum_sample,inclusion_probability,inverse_probability_weight,human_evidence_valid,human_direction_valid,human_assertion_valid,human_conditions_preserved,human_overall_label,human_error_type,human_reason,reviewer_id,reviewed_at,review_status
TG:P0098:r001,TG,P0098,Thermogalvanic cells demonstrate inherent physiochemical limitations in redox-active electrolytes at water-in-salt concentrations,2021,quasi-stable water-in-salt region (up to 2.4 m),decreases relative to salt-in-water,power,author_claim,Pushing the system from conventional salt-in-water electrolytes into the quasi-stable water-in-salt region (up to 2.4 m) resulted in a decrease in power.,"The majority of usable energy generated by humanity is lost as waste heat, but thermogalvanic systems (or thermocells) can address this problem by converting low-grade waste heat directly into electricity using redox chemistry. The concentration of the redox couple is a critical parameter; almost invariably, higher concentrations result in more power. This study exploits the simple synergy between Na+ and K+ counter ions to achieve-to the best of our knowledge-the most concentrated stable aqueous ferricyanide/ferrocyanide thermocell to date, at 1.6 m [Fe(CN)(6)](3-/4-). Despite increasing the concentration by 400% relative to the standard K-3/K-4[Fe(CN)(6)] electrolyte (0.4 m), electrical power production increased only 166%. Pushing the system from conventional salt-in-water electrolytes into the quasi-stable water-in-salt region (up to 2.4 m) resulted in a decrease in power. Detailed characterization highlighted the various physicochemical hurdles introduced by these extremely concentrated electrolytes; the identified issues have direct relevance to other energy systems also seeking to use the highest possible concentration.",author_claim|2016_2021|simple_1or2_nodes,29,4,0.13793103448275862,7.25,,,,,,,,,,pending_human
TG:P0095:r002,TG,P0095,Thermogalvanic and Thermocapacitive Behavior of Superabsorbent Hydrogels for Combined Low-Temperature Thermal Energy Conversion and Harvesting,2021,highly charged superabsorbent hydrogels,improves as source wording,ohmic resistance,author_claim,"These highly charged superabsorbent hydrogels were found to improve both electrocatalysis and ohmic resistance of the hosted redox couples, preventing electrolyte leakage, and enable the ability to perform both thermogalvanic conversion and thermocapacitive storage.","Around two-thirds of the energy generated by the society is lost as waste heat. Thermogalvanic cells can continuously convert thermal energy directly into electrical energy. Conversely, thermocapacitors can convert and store thermal energy as thermocapacitance. Here, we report two superabsorbent monolithic polymer hydrogel matrices designed through vessel-templated synthesis, which act as soft host materials for extremely high concentrations of redox-active ions, namely, [Fe(CN)(6)](3-/4-) and Fe2+/3+. These highly charged superabsorbent hydrogels were found to improve both electrocatalysis and ohmic resistance of the hosted redox couples, preventing electrolyte leakage, and enable the ability to perform both thermogalvanic conversion and thermocapacitive storage. An unoptimized maximum thermogalvanic power density was observed at ca. 95 mW m(-2) (Delta T of 20 K), on par with other reported gelled systems. An optimized thermocapacitance density of ca. 220 F cm(-2) was achieved, which is 15-fold higher than the highest previously reported. These novel systems therefore present new possibilities in both the harvesting and storage of low-grade waste thermal energy.",author_claim|2016_2021|complex_3plus_nodes,88,15,0.17045454545454544,5.866666666666667,,,,,,,,,,pending_human
TG:P0045:r001,TG,P0045,Thermogalvanic hydrogel with controllable ion confined transportation and its application for self-powered lactic acid sensor,2024,salting out effect,causes,confined ion transportation in micro/nano channels,author_claim,"The thermoelectric performance of the proposed hydrogel is highly dependent on the ion concentration, which is attributed to the confined ion transportation in micro/nano channels caused by the salting out effect.","Low-grade heat energy (below 100 degrees C) is abundantly available in the natural environment, yet effective utilization remains challenging. Liquid-state thermocells, also known as thermo-electrochemical cells or thermogalvanic cells, have emerged as promising solution for converting low-grade heat into electrical energy due to their high Seebeck coefficients (mV & sdot;K-1). However, traditional liquid-state thermocells suffer from the issue of liquid leakage caused by frequent cooling or heating during operation. Here in this work, we propose thermogalvanic hydrogels through introducing redox ions into hydrogel framework. The thermoelectric performance of the proposed hydrogel is highly dependent on the ion concentration, which is attributed to the confined ion transportation in micro/nano channels caused by the salting out effect. After the optimization of thermoelectric parameters, a Pi-shaped thermocell composed of three p-n pairs is fabricated to harvest low-grade body heat energy. An open-circuit voltage of 163 mV, a short-current density of 0.7 mA & sdot;m-2 and a maximum power density of 26.7 mu W & sdot;m-2 are achieved at a temperature difference of 30 K. To further demonstrate the practical potential, the thermoelectric generator is integrated with a lactic acid sensor to sensitively detect the lactic acid concentration without any external power supplies.",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0136:r002,TG,P0136,A Dual-Function Poly(vinyl alcohol) Hydrogel for Solar Water Production and Thermoelectric Energy Generation,2025,photothermal conversion,generates,temperature gradient,author_claim,The device generates a temperature gradient through efficient photothermal conversion by placing thermoelectric hydrogels on top of a photothermal hydrogel.,"This work addresses the dual challenges of seawater purification and converting low-grade waste heat into electricity, both of which are crucial for sustainable resource management. It presents a combined approach that solves both problems using a self-fabricated device. The device generates a temperature gradient through efficient photothermal conversion by placing thermoelectric hydrogels on top of a photothermal hydrogel. Poly(vinyl alcohol) (PVA) is used as the matrix for the photothermal hydrogel and was selected for its biocompatibility and ease of processing. In order to enhance both the solar-driven water evaporation and photothermal conversion efficiency, ball-milled dititanium trioxide (Ti2O3) nanoparticles and carbon nanotubes (CNTs) are incorporated within the PVA matrix. This approach enables a water evaporation rate as high as 3.22 kg m-2 h-1. Additionally, PVA also serves as the matrix for thermoelectric gels, which are soaked with a K3[Fe(CN)6]/K4[Fe(CN)6] redox pair solution to exploit the thermogalvanic acid (TGC) effect. This arrangement enables voltage generation through redox reactions at the hot and cold ends. The obtained excellent thermoelectric properties can be characterized by the ionic Seebeck coefficient (S i ) of 1.48 mV K-1 and a power density of 9.6 mW m-2 after nine thermoelectric hydrogels were connected in series. As a result, this dual-functional device simultaneously and effectively purifies seawater and generates electricity. Outdoor testing shows a daily water production of 9.2 kg m-2 and a stable voltage generation of 130 mV from the thermoelectric hydrogels. This approach advances water purification and energy generation technologies and opens new avenues for innovative applications in renewable energy.",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0222:r001,TG,P0222,The Soret effect in dry polymer electrolyte,2020,salt concentrations,concentration dependent,Soret coefficient,association,"The Soret effect results in a concentration gradient when a mixture is exposed to a temperature gradient. It is a balance between diffusion of mass driven by the temperature gradient (thermal diffusion) and mass diffusion acting to remove the concentration gradient. Thus, the Soret effect is measured at steady state. In this work, the Soret effect was studied in a thermogalvanic cell with lithium metal electrodes and a dry polymer electrolyte composed of poly(ethylene oxide) and lithium bis-trifluoromethanesulfonylimide (LiTFSI). The concentration gradient was determined by measuring the voltage of the thermogalvanic cell. This was examined at several different temperature gradients and with four different salt concentrations. The Soret coefficient was found to be similar to that observed in small-molecule mixtures and electrolytes and significantly less than polymeric systems. An explanation for this unexpected result is proffered. The Soret coefficient was found to be concentration dependent, which requires further investigation. Finally, it was demonstrated that the thermogalvanic cells used to measure the Soret coefficient can also be used to generate power. Thus, polymer electrolytes are potentially of interest for waste heat recovery, and thermal diffusion might be used to improve battery efficiency.","The Soret effect results in a concentration gradient when a mixture is exposed to a temperature gradient. It is a balance between diffusion of mass driven by the temperature gradient (thermal diffusion) and mass diffusion acting to remove the concentration gradient. Thus, the Soret effect is measured at steady state. In this work, the Soret effect was studied in a thermogalvanic cell with lithium metal electrodes and a dry polymer electrolyte composed of poly(ethylene oxide) and lithium bis-trifluoromethanesulfonylimide (LiTFSI). The concentration gradient was determined by measuring the voltage of the thermogalvanic cell. This was examined at several different temperature gradients and with four different salt concentrations. The Soret coefficient was found to be similar to that observed in small-molecule mixtures and electrolytes and significantly less than polymeric systems. An explanation for this unexpected result is proffered. The Soret coefficient was found to be concentration dependent, which requires further investigation. Finally, it was demonstrated that the thermogalvanic cells used to measure the Soret coefficient can also be used to generate power. Thus, polymer electrolytes are potentially of interest for waste heat recovery, and thermal diffusion might be used to improve battery efficiency.",association|2016_2021|simple_1or2_nodes,2,1,0.5,2.0,,,,,,,,,,pending_human
TG:P0148:r001,TG,P0148,THERMOGALVANIC BEHAVIOR OF ACIDIC CU-2+/CU SYSTEM INDUCED BY LASER IRRADIATION,1993,thermogalvanic deposition process,dominates at lower laser power,copper deposition rate,author_claim,"The mechanism responsible for the electroless copper deposition on a copper electrode in an acidic copper sulfate solution upon laser irradiation was investigated. The system served as a thermogalvanic cell and a highly selective copper deposit was formed at the laser-irradiated center without any chemical reductant added. The deposit's thickness reached 510 mum after an hour's irradiation with the incident laser power density being controlled at 2.0 x 10(5) W/cm2. The deposition rates, however, decayed as the incident laser power was further raised. Finally an etched hole instead of a deposit was found as the incident laser power density exceeded 1.1 X 10(7) W/cm2. The rather peculiar decay of the copper deposition rate at high incident laser power densities can be interpreted to be owing to three competitive processes involved in the electroless copper deposition: (i) a thermogalvanic deposition process, which is the predominant one at the lower incident laser power densities condition, (ii) a copper dissolution process due to the corrosion reaction, Cu + Cu+2 --> 2Cu+, which is predominant at high incident laser power densities, (iii) incomplete consecutive discharge reduction process due to the loss of cuprous ions by violent microstirring under high laser power density irradiation condition. A net etching effect instead of an electroless deposition can be obtained under the extreme case.","The mechanism responsible for the electroless copper deposition on a copper electrode in an acidic copper sulfate solution upon laser irradiation was investigated. The system served as a thermogalvanic cell and a highly selective copper deposit was formed at the laser-irradiated center without any chemical reductant added. The deposit's thickness reached 510 mum after an hour's irradiation with the incident laser power density being controlled at 2.0 x 10(5) W/cm2. The deposition rates, however, decayed as the incident laser power was further raised. Finally an etched hole instead of a deposit was found as the incident laser power density exceeded 1.1 X 10(7) W/cm2. The rather peculiar decay of the copper deposition rate at high incident laser power densities can be interpreted to be owing to three competitive processes involved in the electroless copper deposition: (i) a thermogalvanic deposition process, which is the predominant one at the lower incident laser power densities condition, (ii) a copper dissolution process due to the corrosion reaction, Cu + Cu+2 --> 2Cu+, which is predominant at high incident laser power densities, (iii) incomplete consecutive discharge reduction process due to the loss of cuprous ions by violent microstirring under high laser power density irradiation condition. A net etching effect instead of an electroless deposition can be obtained under the extreme case.",author_claim|through_2015|complex_3plus_nodes,38,6,0.15789473684210525,6.333333333333334,,,,,,,,,,pending_human
TG:P0313:r001,TG,P0313,Multivoltaic GaSe<SmCl3> clathrate as new hybrid functional nanostructure,2021,GaSe clathrate of 4-fold expansion,authors report coexistence driven by magnetic/thermal/electric fields without Faradaic reactions,"generation, transformation and accumulation of electric energy on a quantum level",author_claim,"The electrical properties and behaviour in constant magnetic field of fourfold expanded GaSe matrix intercalated with SmCl3 guest were investigated by means of impedance spectroscopy and cyclic voltammetry. It was determined that the synthesized GaSe clathrate of 4-fold expansion demonstrates the coexistence of mechanisms of generation, transformation and accumulation of electric energy on a quantum level. These mechanisms are driven from external sources of magnetic, thermal and electric field without Faradaic reactions. Therefore, investigated GaSe structure is of great attraction in multivoltaics as a prototype of new class of materials. Quantum mechanical model of electro motive force of spin nature is proposed. The main focus of work lies in the prospects of synthesized clathrates for the development of power nanosources and gyrator-free delay nanolines controlled by means of magnetic field.","The electrical properties and behaviour in constant magnetic field of fourfold expanded GaSe matrix intercalated with SmCl3 guest were investigated by means of impedance spectroscopy and cyclic voltammetry. It was determined that the synthesized GaSe clathrate of 4-fold expansion demonstrates the coexistence of mechanisms of generation, transformation and accumulation of electric energy on a quantum level. These mechanisms are driven from external sources of magnetic, thermal and electric field without Faradaic reactions. Therefore, investigated GaSe structure is of great attraction in multivoltaics as a prototype of new class of materials. Quantum mechanical model of electro motive force of spin nature is proposed. The main focus of work lies in the prospects of synthesized clathrates for the development of power nanosources and gyrator-free delay nanolines controlled by means of magnetic field.",author_claim|2016_2021|simple_1or2_nodes,29,4,0.13793103448275862,7.25,,,,,,,,,,pending_human
TG:P0053:r004,TG,P0053,Boosting Thermoelectric Performance of Thermogalvanic Hydrogels by Structure Engineering Induced by Liquid Nitrogen Quenching,2024,Ultrafast cooling,promotes,redox reactions,author_claim,"Ultrafast cooling can greatly reduce ion diffusion and increase crystallization nucleation rates, inhibit the growth and precipitation of the produced thermosensitive crystals, increase their utilization rates, promote redox reactions, and further improve thermoelectric properties.","Quasi-solid thermogalvanic hydrogels hold great promise in harvesting low-grade thermal energy, yet, they are still far from practical application owing to relatively low power output. Herein, through liquid nitrogen quenching-induced structure engineering, a high-performance stretchable thermogalvanic hydrogel thread with a high specific output power density of 2227.5 mu W m-2 K-2 and a large thermopower of 4.5 mV K-1 is designed. After liquid nitrogen quenching, both the thermopower and electrical conductivity have been greatly improved compared to natural cooling. The excellent properties are attributed to liquid nitrogen quenching-induced grain refinement and precipitation inhibition. It is a novel and general preparation method for high-performance and homogeneous thermogalvanic hydrogels. Finally, a thermogalvanic hydrogel array is demonstrated to be capable of driving a low-power motor and charging a mobile phone by low-grade thermal energy harvesting, indicating a great potential for practical applications in human daily life. Stretchable thermogalvanic hydrogels with high output power densities are fabricated by ultrafast cooling with liquid nitrogen quenching. Ultrafast cooling can greatly reduce ion diffusion and increase crystallization nucleation rates, inhibit the growth and precipitation of the produced thermosensitive crystals, increase their utilization rates, promote redox reactions, and further improve thermoelectric properties.image",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0074:r002,TG,P0074,All-Soft and Stretchable Thermogalvanic Gel Fabric for Antideformity Body Heat Harvesting Wearable,2021,adaptability to irregular and continuously deformed skin,supports,body heat harvesting,author_claim,"In addition to improved wearing comfort, the compliant mechanical properties of the thermogalvanic fabric possess desired adaptability to irregular and continuously deformed skin, so as to realize conformal and efficient body heat harvesting.","Currently, wearable thermal-electric harvester is a loose term for technology that embraces rigid thermoelectric leg incorporated flexible substrates. In reality, they are not exclusively flexible, much less totally soft and stretchable. Likewise, conventional substrate-dependent thermogalvanic cells lack the highly sought after mechanical adaptability, and hinder the full exploitation of the inherent merit of their fluidic matrices. The existence of the substrate causes poor air permeability and worse still, leads to low heat transfer efficiency. Here, a soft and stretchable thermogalvanic fabric directly woven out of p/n alternating hydrogel-based fibers is proposed. In addition to improved wearing comfort, the compliant mechanical properties of the thermogalvanic fabric possess desired adaptability to irregular and continuously deformed skin, so as to realize conformal and efficient body heat harvesting. The scalable and modular, processable soft gel serves as the groundwork to the realization of prototypical arbitrary fabric design and potentially a new battery-free bodily heat harvesting wearable.",author_claim|2016_2021|complex_3plus_nodes,88,15,0.17045454545454544,5.866666666666667,,,,,,,,,,pending_human
TG:P0170:r001,TG,P0170,"Ionic thermoelectrics based on Poly(3,4-ethylenedioxythiophene):Poly(styrenesulfonate): A mini-review",2026,hybrid ionic-electronic designs,proposed to enable,continuous power output,hypothesis,"In particular, hybrid ionic-electronic designs are highlighted as a promising strategy to enable continuous power output.","Ionic thermoelectric (iTE) materials facilitate the efficient conversion of low-grade heat into electrical energy through ion diffusion, typically exhibiting Seebeck coefficients several orders of magnitude higher than conventional electronic thermoelectric materials. Among various iTE candidates, the mixed ionic-electronic conductor poly(3,4-ethylenedioxythiophene):poly(styrenesulfonate) (PEDOT:PSS) has emerged as a prominent material for flexible thermal energy harvesting applications. This mini-review provides an overview of recent advancements in PEDOT:PSS-based iTE materials and devices. Initially, we compared the thermodiffusion and thermogalvanic mechanisms responsible for ionic thermopower generation. A systematic analysis is presented for both p-type and n-type PEDOT:PSS-based ionic thermoelectric materials. In addition, recent advances in device implementations are highlighted, including thermocapacitive sensors, wearable energy harvesters, and thermogalvanic systems. Key factors affecting performance such as humidity, doping level, morphological characteristics are thoroughly examined, while persistent challenges in stability and scalability are critically assessed. In particular, hybrid ionic-electronic designs are highlighted as a promising strategy to enable continuous power output. Overall, PEDOT:PSS is identified as a viable platform for sustainable and flexible thermoelectric energy harvesting.",hypothesis|2022_onward|simple_1or2_nodes,4,1,0.25,4.0,,,,,,,,,,pending_human
TG:P0220:r001,TG,P0220,Exploiting low-grade waste heat to produce electricity through supercapacitor containing carbon electrodes and ionic liquid electrolytes,2022,different diffusivity of individual ions,gives rise to,asymmetry in the interfaces of the electrical double layer,author_claim,The observed performance difference between the two ILs is rationalized in terms of the extent of asymmetry in the interfaces of the electrical double layer that essentially originates from different diffusivity of individual ions.,"Low-grade thermal energy harvesting presents great challenges to traditional thermoelectric systems based on the Seebeck effect, the thermogalvanic effect, and the Soret effect due to fixed temperature gradient and low voltage output. In this study, we report an ionic thermoelectric system, essentially a su-percapacitor (SC) containing an ionic liquid (IL) electrolyte and activated carbon electrodes, which works on the thermocapacitive effect and does not require any fixed temperature gradient, rather it works in a homogeneously changing temperature. A systematic investigation is carried out on SCs containing two different ILs, 1-Ethyl-3-methylimidazolium bis (trifluoromethylsulfonyl), EMIm TFSI, and 1-Ethyl-3-methylimidazolium acetate, EMIm OAc. A high voltage output of 176 mV is achieved for EMIm TFSI con-taining SC by exposing just to 60 degrees C environment. Moreover, a large voltage of 502 mV is recovered from the SC upon subjecting to heat after one electrical charge/discharge cycle. A system containing two SCs in series demonstrates a significant voltage of 947 mV. The observed performance difference between the two ILs is rationalized in terms of the extent of asymmetry in the interfaces of the electrical double layer that essentially originates from different diffusivity of individual ions. The mechanism can be applied to a plethora of ILs to exploit low-grade heat to store electricity without a fixed temperature gradient, opening up the possibility to merge different scientific communities and enrich this rising research field.(c) 2021 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY license ( http://creativecommons.org/licenses/by/4.0/ )",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0044:r002,TG,P0044,Boosted thermogalvanic thermopower upon solid-to-liquid phase transition,2024,melting phase transition of bulk NaxK alloys,enhances,thermopower,author_claim,"Here, we show that phase transforming electrodes achieve significantly enhanced thermopower using the melting phase transition of bulk NaxK alloys.","Thermogalvanic cells offer scalable low-grade waste heat recovery using tunable electrode-dependent thermopower and electrolyte-dependent thermal conductivities. However, the use of single-phase electrodes thermodynamically curbs the entropy difference, limiting the thermopower enhancement. Here, we show that phase transforming electrodes achieve significantly enhanced thermopower using the melting phase transition of bulk NaxK alloys. Under both temporal and spatial temperature gradients, the electrodes exhibit significantly increased thermopower up to 26.1 mV K-1 across the melting point and the generated voltages of 261 mV under 10 K temperature gradient. We also show that stabilizing the liquid metal electrode-electrolyte interface plays a critical role in evaluating the thermopower associated with the phase transition. The strategies demonstrated in this work suggest potential design guidelines towards optimizing thermogalvanic cells to specific temperature ranges. Exploiting the entropy of fusion among thermogalvanic devices and the associated configurational entropy change of bulk alkali metal alloys enables significant boosting of the thermopower from 1.5 mV K-1 to 26.1 mV K-1 for Na2+xK alloys.",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0004:r001,TG,P0004,Deep-Learning-Assisted Thermogalvanic Hydrogel E-Skin for Self-Powered Signature Recognition and Biometric Authentication,2024,formation of Li+(H2O)n hydration structure,supports,anti-freezing,author_claim,"Owing to the formation of Li+(H2O)n hydration structure, the TGH presents excellent anti-freezing and non-drying performance.","Self-powered electronic skins (e-skins), as on-skin human-machine interfaces, play a significant role in cyber security and personal electronics. However, current self-powered e-skins are primarily constrained by complex fabricating process, intrinsic stiffness, signal distortion under deformation, and inadequate comprehensive performance, thereby hindering their practical applications. Herein, a novel highly stretchable (534.5%), ionic conductive (4.54 S m-1), thermogalvanic (1.82 mV K-1) hydrogel (TGH) is facilely fabricated by a one-pot method. Owing to the formation of Li+(H2O)n hydration structure, the TGH presents excellent anti-freezing and non-drying performance. It remains flexible and conductive (3.86 S m-1) at -20 degrees C and shows no obvious degradation in the thermoelectrical performance over 10 days. Besides, acting as a self-powered e-skin, the TGH combined with deep learning technology for signature recognition and biometric authentication is successfully demonstrated, achieving an accuracy of 92.97%. This work exhibits the TGH-based e-skin's tremendous potential in the new generation of human-computer interaction and information security. A highly stretchable (534.5%), conductive (4.54 S m-1), thermogalvanic (1.82 mV K-1) hydrogel is fabricated, which remains conductive (3.86 S m-1) at -20 degrees C and hardly shows degradation in thermoelectrical performance over 10 days. Besides, acting as a self-powered e-skin, the hydrogel is combined with deep learning technology for signature recognition and biometric authentication, achieving an accuracy of 92.97%.image",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0291:r002,TG,P0291,Quasi-solid-State Electrolytes for Low-Grade Thermal Energy Harvesting using a Cobalt Redox Couple,2018,separation between the hot and cold electrodes,optimization jointly improves,cell performance,author_claim,"The Seebeck coefficient and diffusivity of the cobalt redox couple were measured in both liquid and gelled electrolytes, and the effect of gelation on the thermocell performance is reported. Finally, the cell performance was further improved by optimizing the concentration of the redox couple and the separation between the hot and cold electrodes, and the stability of the device over 25h of operation is demonstrated.","Thermoelectrochemical cells, also known as thermocells, are electrochemical devices for the conversion of thermal energy directly into electricity. They are a promising method for harvesting low-grade waste heat from a variety of different natural and manmade sources. The development of solid- or quasi-solid-state electrolytes for thermocells could address the possible leakage problems of liquid electrolytes and make this technology more applicable for wearable devices. Here, we report the gelation of an organic-solvent-based electrolyte system containing a redox couple for application in thermocell technologies. The effect of gelation of the liquid electrolyte, comprising a cobalt bipyridyl redox couple dissolved in 3-methoxypropionitrile (MPN), on the performance of thermocells was investigated. Polyvinylidene difluoride (PVDF) and poly(vinylidene fluoride-co-hexafluoropropene) (PVDF-HFP) were used for gelation of the electrolyte, and the influence of the different polymers on the mechanical properties was studied. The Seebeck coefficient and diffusivity of the cobalt redox couple were measured in both liquid and gelled electrolytes, and the effect of gelation on the thermocell performance is reported. Finally, the cell performance was further improved by optimizing the concentration of the redox couple and the separation between the hot and cold electrodes, and the stability of the device over 25h of operation is demonstrated.",author_claim|2016_2021|complex_3plus_nodes,88,15,0.17045454545454544,5.866666666666667,,,,,,,,,,pending_human
TG:P0131:r002,TG,P0131,Effect of Temperature on Thermogalvanic Coupling of Alloy 31 in Libr Solutions Studied by Means of Imposed Potential Measurements,2011,high temperatures,decreases,pitting potential,author_claim,"Corrosion resistance of Alloy 31, a highly alloyed stainless steel (UNS N08031) were studied in heavy brine LiBr solutions (400, 700 and 992 g/l) at different temperatures using electrochemical techniques. The mixed potential theory was used to evaluate thermogalvanic corrosion of Alloy 31 in the studied LiBr solutions. Potentiodynamic curves indicate that high temperatures favoured both cathodic and anodic processes, increasing passive current densities and decreasing the pitting potential. Generally, the cold electrode of the pair was the anode of the thermogalvanic cell.","Corrosion resistance of Alloy 31, a highly alloyed stainless steel (UNS N08031) were studied in heavy brine LiBr solutions (400, 700 and 992 g/l) at different temperatures using electrochemical techniques. The mixed potential theory was used to evaluate thermogalvanic corrosion of Alloy 31 in the studied LiBr solutions. Potentiodynamic curves indicate that high temperatures favoured both cathodic and anodic processes, increasing passive current densities and decreasing the pitting potential. Generally, the cold electrode of the pair was the anode of the thermogalvanic cell.",author_claim|through_2015|complex_3plus_nodes,38,6,0.15789473684210525,6.333333333333334,,,,,,,,,,pending_human
TG:P0086:r001,TG,P0086,Enhanced long-term discharge stability of aqueous thermogalvanic cells through thermal resistance network,2026,natural convection,enhances,heat transfer,author_claim,"The presence of natural convection can effectively enhance the heat transfer and mass transport in LTCs, but to some extent induce a significant decrease in Delta T from 10.9 K to 5.9 K due to the increase in effective thermal conductivity from 0.59 to 2.17 W/(m & sdot;K).","Liquid thermogalvanic cells (LTCs) with high thermopowers have emerged as a promising next-generation thermoelectric technology. However, existing research commonly focused on the effect of structure parameter on mass transport under constant hot/cold temperature condition, while ignoring the voltage attenuation behavior caused by the temperature change(Delta T) due to thermal resistance changes, significantly hindering longterm discharge stability in practical application. Herein, this present work improved the long-term discharge stability of LTCs through thermal resistance network from the perspective of internal thermal resistance regulation, aiming to reveal thermo-mass-electric synergy mechanism in actual environments. Considering effective thermal resistance and induced temperature changes in cold and hot electrodes, the effects of structural and operational parameters on its long-term discharge stability were investigated through a proposed thermal resistance network and two-dimensional transient numerical model to obtain the optimal configurations in actual environments. Results showed that the LTCs without natural convection cannot maintain the stable power and thus gradually decline to 2.38 mW/m2 over time at Delta T = 10.9 K due to the significant increase in concentration overpotential. The presence of natural convection can effectively enhance the heat transfer and mass transport in LTCs, but to some extent induce a significant decrease in Delta T from 10.9 K to 5.9 K due to the increase in effective thermal conductivity from 0.59 to 2.17 W/(m & sdot;K). The trade-off between heat transfer and mass transport significantly affected the stability of output power. The optimal conditions with appropriate effective thermal resistance (rotation angle: 154.4 Deg, electrode spacing: 18.6 mm, and electrolyte concentration: 400 mol/m3) were obtained through response surface methodology and experiments verification. It can output a stable power density of 21.6 mW/m2, showing 809.7%, 368.2% and 385.6% times higher than Hot above cold, Cold above hot and Horizontal configurations. This work would provide an important theoretical basis and insight for the large-scale practical application of LTCs from the perspective of internal thermal resistance regulation.",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
TG:P0135:r001,TG,P0135,MXene Hollow Microsphere-Boosted Nanocomposite Electrodes for Thermocells with Enhanced Thermal Energy Harvesting Capability,2025,hollow microsphere structures,increases,electrochemically active surface area,author_claim,"Thermal energy, constantly being produced in natural and industrial processes, constitutes a significant portion of energy lost through various inefficiencies. Employing the thermogalvanic effect, thermocells (TECs) can directly convert thermal energy into electricity, representing a promising energy-conversion technology for efficient, low-grade heat harvesting. However, the use of high-cost platinum electrodes in TECs has severely limited their widespread adoption, highlighting the need for more cost-effective alternatives that maintain comparable thermoelectrochemical performance. In this study, a nanocomposite electrode featuring Ti3C2T x with hollow microsphere structures is rationally designed. This design addresses the restacking issue inherent in MXene nanosheets, increases the electrochemically active surface area, and modifies the original MXene surfaces with oxygen terminations, leading to improved redox kinetics at the electrode-electrolyte interface, particularly in n-type TECs employing Fe2+/3+ redox ions. The optimized n-type TEC achieved an output power of 84.55 mu W cm-2 and a normalized power density of 0.53 mW m-2 K-2 under a Delta T of 40 K, outperforming noble platinum-based TECs by a factor of 5.5. An integrated device consisting of 32 TEC units with a p-n connection is also fabricated, which can be successfully utilized to power various small electronics. These results demonstrate the potential of MXene-based composite electrodes to revolutionize TEC technology by offering a cost-effective, high-performance alternative to traditional noble metal electrodes and contributing to efficient low-grade heat harvesting.","Thermal energy, constantly being produced in natural and industrial processes, constitutes a significant portion of energy lost through various inefficiencies. Employing the thermogalvanic effect, thermocells (TECs) can directly convert thermal energy into electricity, representing a promising energy-conversion technology for efficient, low-grade heat harvesting. However, the use of high-cost platinum electrodes in TECs has severely limited their widespread adoption, highlighting the need for more cost-effective alternatives that maintain comparable thermoelectrochemical performance. In this study, a nanocomposite electrode featuring Ti3C2T x with hollow microsphere structures is rationally designed. This design addresses the restacking issue inherent in MXene nanosheets, increases the electrochemically active surface area, and modifies the original MXene surfaces with oxygen terminations, leading to improved redox kinetics at the electrode-electrolyte interface, particularly in n-type TECs employing Fe2+/3+ redox ions. The optimized n-type TEC achieved an output power of 84.55 mu W cm-2 and a normalized power density of 0.53 mW m-2 K-2 under a Delta T of 40 K, outperforming noble platinum-based TECs by a factor of 5.5. An integrated device consisting of 32 TEC units with a p-n connection is also fabricated, which can be successfully utilized to power various small electronics. These results demonstrate the potential of MXene-based composite electrodes to revolutionize TEC technology by offering a cost-effective, high-performance alternative to traditional noble metal electrodes and contributing to efficient low-grade heat harvesting.",author_claim|2022_onward|complex_3plus_nodes,323,55,0.17027863777089783,5.872727272727273,,,,,,,,,,pending_human
