mention_id,paper_id,domain,local_node_id,raw_phrase,legacy_role,semantic_role,claim_id,quote,phrase_location_status,phrase_start_char,phrase_end_char,phrase_span_candidates,semantic_review_status,reconstruction_run_id,title,abstract
iTE:P0352:n1,P0352,iTE,n1,"lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte",material_strategy,,iTE:P0352:claim_block,"The optimized lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte, demonstrates high ionic conductivity (226.5 mS/cm) and a superior Seebeck coefficient of 13 mV/K.",exact_unique_in_quote,709,772,"[[709, 772]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,"The efficient and economical conversion of low-grade waste heat into electricity has promising potential to combat the greenhouse effect and expedite the shift towards sustainable development. This study presents an innovative and appealing approach through the utilization of lignin, an abundant waste product derived from the paper and pulp industry, to develop hydrogels as compelling and sustainable materials for application in ionic thermoelectricity. Various compositions were evaluated to examine the impacts of varying lignin concentrations, types of electrolytes, concentrations of crosslinkers, and electrolyte concentrations on the ionic thermoelectric performance of the hydrogels. The optimized lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte, demonstrates high ionic conductivity (226.5 mS/cm) and a superior Seebeck coefficient of 13 mV/K. This results in a remarkable power factor (3831 mu W/m center dot K2) that leads to an impressive Figure of merit (ZTi) (3.75), surpassing most of the existing state-of-the-art materials and making it the most efficient sustainable ionic thermoelectric material reported until now. These findings underscore the exceptional performance of lignin-based hydrogels in the realm of low-grade waste energy harvesting applications. The present study contributes to address the challenges posed by waste heat through effectively harnessing low-grade waste heat through the utilization of sustainable lignin-based hydrogels while reducing the reliance on fossil fuels and minimizing greenhouse gas emissions."
iTE:P0352:n2,P0352,iTE,n2,ionic conductivity,physical_consequence,,iTE:P0352:claim_block,"The optimized lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte, demonstrates high ionic conductivity (226.5 mS/cm) and a superior Seebeck coefficient of 13 mV/K.",exact_unique_in_quote,792,810,"[[792, 810]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,"The efficient and economical conversion of low-grade waste heat into electricity has promising potential to combat the greenhouse effect and expedite the shift towards sustainable development. This study presents an innovative and appealing approach through the utilization of lignin, an abundant waste product derived from the paper and pulp industry, to develop hydrogels as compelling and sustainable materials for application in ionic thermoelectricity. Various compositions were evaluated to examine the impacts of varying lignin concentrations, types of electrolytes, concentrations of crosslinkers, and electrolyte concentrations on the ionic thermoelectric performance of the hydrogels. The optimized lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte, demonstrates high ionic conductivity (226.5 mS/cm) and a superior Seebeck coefficient of 13 mV/K. This results in a remarkable power factor (3831 mu W/m center dot K2) that leads to an impressive Figure of merit (ZTi) (3.75), surpassing most of the existing state-of-the-art materials and making it the most efficient sustainable ionic thermoelectric material reported until now. These findings underscore the exceptional performance of lignin-based hydrogels in the realm of low-grade waste energy harvesting applications. The present study contributes to address the challenges posed by waste heat through effectively harnessing low-grade waste heat through the utilization of sustainable lignin-based hydrogels while reducing the reliance on fossil fuels and minimizing greenhouse gas emissions."
iTE:P0352:n3,P0352,iTE,n3,Seebeck coefficient,performance,,iTE:P0352:claim_block,"The optimized lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte, demonstrates high ionic conductivity (226.5 mS/cm) and a superior Seebeck coefficient of 13 mV/K.",exact_unique_in_quote,840,859,"[[840, 859]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Highly-efficient sustainable ionic thermoelectric materials using lignin-derived hydrogels,"The efficient and economical conversion of low-grade waste heat into electricity has promising potential to combat the greenhouse effect and expedite the shift towards sustainable development. This study presents an innovative and appealing approach through the utilization of lignin, an abundant waste product derived from the paper and pulp industry, to develop hydrogels as compelling and sustainable materials for application in ionic thermoelectricity. Various compositions were evaluated to examine the impacts of varying lignin concentrations, types of electrolytes, concentrations of crosslinkers, and electrolyte concentrations on the ionic thermoelectric performance of the hydrogels. The optimized lignin-derived hydrogel, infiltrated with a 6 M KOH electrolyte, demonstrates high ionic conductivity (226.5 mS/cm) and a superior Seebeck coefficient of 13 mV/K. This results in a remarkable power factor (3831 mu W/m center dot K2) that leads to an impressive Figure of merit (ZTi) (3.75), surpassing most of the existing state-of-the-art materials and making it the most efficient sustainable ionic thermoelectric material reported until now. These findings underscore the exceptional performance of lignin-based hydrogels in the realm of low-grade waste energy harvesting applications. The present study contributes to address the challenges posed by waste heat through effectively harnessing low-grade waste heat through the utilization of sustainable lignin-based hydrogels while reducing the reliance on fossil fuels and minimizing greenhouse gas emissions."
iTE:P0353:n1,P0353,iTE,n1,ion-electronic friction,interaction,,iTE:P0353:claim_block,"In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation.",exact_unique_in_quote,471,494,"[[471, 494]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Conveyor mode enabling continuous ionic thermoelectric conversion,"The huge thermopower observed in the thermodiffusion mechanism of ionic thermoelectric (i-TE) materials has led researchers to conceive of the upgrading of thermoelectric technology. However, the intermittent power generation in the capacitor mode has been a major hindrance to achieving optimal performance. This work proposes a conveyor mode for continuous i- TE conversion in mixed ion-electron- conducting i- TE material with an ionic circuit. In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation. Experiments demonstrate continuous power generation and significant improvements of power density in the conveyor mode. Theoretical analysis shows that the conveyor mode is competitive to not only the capacitor mode but also a general electronic thermoelectric conversion. Our study points out a direction for the development of i- TE technology."
iTE:P0353:n2,P0353,iTE,n2,thermally diffused ions to convey electrons,mechanism,,iTE:P0353:claim_block,"In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation.",exact_unique_in_quote,555,598,"[[555, 598]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Conveyor mode enabling continuous ionic thermoelectric conversion,"The huge thermopower observed in the thermodiffusion mechanism of ionic thermoelectric (i-TE) materials has led researchers to conceive of the upgrading of thermoelectric technology. However, the intermittent power generation in the capacitor mode has been a major hindrance to achieving optimal performance. This work proposes a conveyor mode for continuous i- TE conversion in mixed ion-electron- conducting i- TE material with an ionic circuit. In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation. Experiments demonstrate continuous power generation and significant improvements of power density in the conveyor mode. Theoretical analysis shows that the conveyor mode is competitive to not only the capacitor mode but also a general electronic thermoelectric conversion. Our study points out a direction for the development of i- TE technology."
iTE:P0353:n3,P0353,iTE,n3,ionic circuit,material_strategy,,iTE:P0353:claim_block,"In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation.",exact_unique_in_quote,663,676,"[[663, 676]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Conveyor mode enabling continuous ionic thermoelectric conversion,"The huge thermopower observed in the thermodiffusion mechanism of ionic thermoelectric (i-TE) materials has led researchers to conceive of the upgrading of thermoelectric technology. However, the intermittent power generation in the capacitor mode has been a major hindrance to achieving optimal performance. This work proposes a conveyor mode for continuous i- TE conversion in mixed ion-electron- conducting i- TE material with an ionic circuit. In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation. Experiments demonstrate continuous power generation and significant improvements of power density in the conveyor mode. Theoretical analysis shows that the conveyor mode is competitive to not only the capacitor mode but also a general electronic thermoelectric conversion. Our study points out a direction for the development of i- TE technology."
iTE:P0353:n4,P0353,iTE,n4,persistent ionic transport,mechanism,,iTE:P0353:claim_block,"In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation.",exact_unique_in_quote,622,648,"[[622, 648]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Conveyor mode enabling continuous ionic thermoelectric conversion,"The huge thermopower observed in the thermodiffusion mechanism of ionic thermoelectric (i-TE) materials has led researchers to conceive of the upgrading of thermoelectric technology. However, the intermittent power generation in the capacitor mode has been a major hindrance to achieving optimal performance. This work proposes a conveyor mode for continuous i- TE conversion in mixed ion-electron- conducting i- TE material with an ionic circuit. In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation. Experiments demonstrate continuous power generation and significant improvements of power density in the conveyor mode. Theoretical analysis shows that the conveyor mode is competitive to not only the capacitor mode but also a general electronic thermoelectric conversion. Our study points out a direction for the development of i- TE technology."
iTE:P0353:n5,P0353,iTE,n5,continuous power generation,performance,,iTE:P0353:claim_block,"In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation.",exact_unique_in_quote,686,713,"[[686, 713]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Conveyor mode enabling continuous ionic thermoelectric conversion,"The huge thermopower observed in the thermodiffusion mechanism of ionic thermoelectric (i-TE) materials has led researchers to conceive of the upgrading of thermoelectric technology. However, the intermittent power generation in the capacitor mode has been a major hindrance to achieving optimal performance. This work proposes a conveyor mode for continuous i- TE conversion in mixed ion-electron- conducting i- TE material with an ionic circuit. In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation. Experiments demonstrate continuous power generation and significant improvements of power density in the conveyor mode. Theoretical analysis shows that the conveyor mode is competitive to not only the capacitor mode but also a general electronic thermoelectric conversion. Our study points out a direction for the development of i- TE technology."
TG:P0003:n1,P0003,TG,n1,increase in Fe2+/3+ concentration,material_strategy,,TG:P0003:claim_block,"On the other hand, the increase in Fe2+/3+ concentration also leads to the decrease in electron transfer resistance, thus resulting in the ISC value increase in the device.",exact_unique_in_quote,697,730,"[[697, 730]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,"Ionic thermoelectric generators (i-TEGs), capable of generating several tens of millivolts per Kelvin, have emerged as a promising technology for powering mu W or mW-level electric devices by recovering low-grade heat energy. However, the development of n-type i-TE materials still fall behind. In this work, a n-type i-TEG with both high thermopower and energy density was achieved by balancing thermodiffusion effect and thermogalvanic effect in the hydrogel with the Fe2+/3+ redox couple. It's found that the thermopower generated by the hydrogels show a significant dependence on Fe2+/3+ concentration due to the complexation interaction between Fe2+/3+and Cl- species. On the other hand, the increase in Fe2+/3+ concentration also leads to the decrease in electron transfer resistance, thus resulting in the ISC value increase in the device. Consequently, the device based on gel Gel-Fe24 exhibits a balanced and high VOC and ISC, delivering a maximum Pmax/(Delta T)2 of 2.78 mW m-2 K-2 at Delta T = 10 K. In i-TE generator mode, the i-TEG with gel Gel-Fe24 can output a maximum energy density of 456J m-2 within the 1-hour discharging, and exhibit relatively good cyclic stability. A thermoelectric module consisting of seven thermoelectric cells in series was demonstrated to output a thermovoltage of -2.75 V and an instantaneous power of 0.278 mW, capable of continuously powering low-power electronic devices. This study illustrates the impact of Fe2+/3+ concentration on the thermopower and output performance of the i-TEG, providing an optimization route for the preparation of high-performance n-type ionic thermoelectric devices."
TG:P0003:n2,P0003,TG,n2,decrease in electron transfer resistance,physical_consequence,,TG:P0003:claim_block,"On the other hand, the increase in Fe2+/3+ concentration also leads to the decrease in electron transfer resistance, thus resulting in the ISC value increase in the device.",exact_unique_in_quote,749,789,"[[749, 789]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,"Ionic thermoelectric generators (i-TEGs), capable of generating several tens of millivolts per Kelvin, have emerged as a promising technology for powering mu W or mW-level electric devices by recovering low-grade heat energy. However, the development of n-type i-TE materials still fall behind. In this work, a n-type i-TEG with both high thermopower and energy density was achieved by balancing thermodiffusion effect and thermogalvanic effect in the hydrogel with the Fe2+/3+ redox couple. It's found that the thermopower generated by the hydrogels show a significant dependence on Fe2+/3+ concentration due to the complexation interaction between Fe2+/3+and Cl- species. On the other hand, the increase in Fe2+/3+ concentration also leads to the decrease in electron transfer resistance, thus resulting in the ISC value increase in the device. Consequently, the device based on gel Gel-Fe24 exhibits a balanced and high VOC and ISC, delivering a maximum Pmax/(Delta T)2 of 2.78 mW m-2 K-2 at Delta T = 10 K. In i-TE generator mode, the i-TEG with gel Gel-Fe24 can output a maximum energy density of 456J m-2 within the 1-hour discharging, and exhibit relatively good cyclic stability. A thermoelectric module consisting of seven thermoelectric cells in series was demonstrated to output a thermovoltage of -2.75 V and an instantaneous power of 0.278 mW, capable of continuously powering low-power electronic devices. This study illustrates the impact of Fe2+/3+ concentration on the thermopower and output performance of the i-TEG, providing an optimization route for the preparation of high-performance n-type ionic thermoelectric devices."
TG:P0003:n3,P0003,TG,n3,ISC value increase,performance,,TG:P0003:claim_block,"On the other hand, the increase in Fe2+/3+ concentration also leads to the decrease in electron transfer resistance, thus resulting in the ISC value increase in the device.",exact_unique_in_quote,813,831,"[[813, 831]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,A n-Type ionic thermoelectric generator with high thermopower and energy density enabled by modulation of thermodiffusion and thermogalvanic effect,"Ionic thermoelectric generators (i-TEGs), capable of generating several tens of millivolts per Kelvin, have emerged as a promising technology for powering mu W or mW-level electric devices by recovering low-grade heat energy. However, the development of n-type i-TE materials still fall behind. In this work, a n-type i-TEG with both high thermopower and energy density was achieved by balancing thermodiffusion effect and thermogalvanic effect in the hydrogel with the Fe2+/3+ redox couple. It's found that the thermopower generated by the hydrogels show a significant dependence on Fe2+/3+ concentration due to the complexation interaction between Fe2+/3+and Cl- species. On the other hand, the increase in Fe2+/3+ concentration also leads to the decrease in electron transfer resistance, thus resulting in the ISC value increase in the device. Consequently, the device based on gel Gel-Fe24 exhibits a balanced and high VOC and ISC, delivering a maximum Pmax/(Delta T)2 of 2.78 mW m-2 K-2 at Delta T = 10 K. In i-TE generator mode, the i-TEG with gel Gel-Fe24 can output a maximum energy density of 456J m-2 within the 1-hour discharging, and exhibit relatively good cyclic stability. A thermoelectric module consisting of seven thermoelectric cells in series was demonstrated to output a thermovoltage of -2.75 V and an instantaneous power of 0.278 mW, capable of continuously powering low-power electronic devices. This study illustrates the impact of Fe2+/3+ concentration on the thermopower and output performance of the i-TEG, providing an optimization route for the preparation of high-performance n-type ionic thermoelectric devices."
TG:P0143:n1,P0143,TG,n1,applying pressure,material_strategy,,TG:P0143:claim_block,"In addition, by applying pressure, the thermoelectric effect of this ionic thermoelectric gelatin can be changed (the thermopower of the ionic thermoelectric gelatin increases from 1.21 mV/K to 1.67 mV/K, representing a 38 % increase), so as to enable the sensor to sense external forces.",exact_unique_in_quote,642,659,"[[642, 659]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Pressure-enhanced thermopower of ionic thermoelectric gelatin for identifying materials with different thermal conductivities,"As the human body's most vital environmental interface, the skin integrates diverse sensory receptors enabling simultaneous perception of multiple stimuli through multisensory processing. However, the realization of multifunctional sensing system on robots or prosthetics remains a huge challenge. Here we report a multifunctional tactile sensor fabricated from ionic thermoelectric gelatin that achieves simultaneous pressure and temperature detection. The thermoelectric effect of this ionic thermoelectric gelatin is mainly achieved through the synergy of the thermodiffusion effects and the thermogalvanic effect of ions. In addition, by applying pressure, the thermoelectric effect of this ionic thermoelectric gelatin can be changed (the thermopower of the ionic thermoelectric gelatin increases from 1.21 mV/K to 1.67 mV/K, representing a 38 % increase), so as to enable the sensor to sense external forces. By comparing the thermoelectric effect driven by temperature difference and the thermoelectric effect driven by pressure-temperature difference, there is a difference in the voltage response time. This allows for the decoupling of signals at the backend with only a simple algorithm. Using this sensor, we achieved a 95.31 % accuracy rate in identifying different materials. The multifunctional tactile sensor can promote the development of robots and better assist the disabled in restoring their sensory abilities."
TG:P0143:n2,P0143,TG,n2,thermopower,performance,,TG:P0143:claim_block,"In addition, by applying pressure, the thermoelectric effect of this ionic thermoelectric gelatin can be changed (the thermopower of the ionic thermoelectric gelatin increases from 1.21 mV/K to 1.67 mV/K, representing a 38 % increase), so as to enable the sensor to sense external forces.",exact_unique_in_quote,744,755,"[[744, 755]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Pressure-enhanced thermopower of ionic thermoelectric gelatin for identifying materials with different thermal conductivities,"As the human body's most vital environmental interface, the skin integrates diverse sensory receptors enabling simultaneous perception of multiple stimuli through multisensory processing. However, the realization of multifunctional sensing system on robots or prosthetics remains a huge challenge. Here we report a multifunctional tactile sensor fabricated from ionic thermoelectric gelatin that achieves simultaneous pressure and temperature detection. The thermoelectric effect of this ionic thermoelectric gelatin is mainly achieved through the synergy of the thermodiffusion effects and the thermogalvanic effect of ions. In addition, by applying pressure, the thermoelectric effect of this ionic thermoelectric gelatin can be changed (the thermopower of the ionic thermoelectric gelatin increases from 1.21 mV/K to 1.67 mV/K, representing a 38 % increase), so as to enable the sensor to sense external forces. By comparing the thermoelectric effect driven by temperature difference and the thermoelectric effect driven by pressure-temperature difference, there is a difference in the voltage response time. This allows for the decoupling of signals at the backend with only a simple algorithm. Using this sensor, we achieved a 95.31 % accuracy rate in identifying different materials. The multifunctional tactile sensor can promote the development of robots and better assist the disabled in restoring their sensory abilities."
TG:P0146:n1,P0146,TG,n1,interaction between multications and anions,interaction,,TG:P0146:claim_block,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.",exact_unique_in_quote,584,627,"[[584, 627]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,"Gel thermocell can directly convert heat into electricity by ions as energy carriers, capable of low-grade heat harvesting. However, ionic thermoelectric performance, including ionic thermopower, output power density, and energy density, needs to be significantly improved to meet practical applications. To date, it still lacks an effective strategy to focus on gels to achieve the overall high performance. Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance. The CHEG thermocell using the synergy of thermogalvanic and thermodiffusion effects showed a total ionic thermopower of 41 mV K-1 with 2.3 mV K-1 for the former, and delivered a maximum output power density of 14.3 mW m-2 K-2 and an energy density of 4.5 J m-2 K-2. In addition, an ultrahigh maximum output power density of 4.13 mW m-2 K-2 was obtained in the CHEG device that was assembled by connecting four thermocells in series, which could realize electrocatalytic degradation of rhodamine B. This work demonstrates a feasible way to design high-performance ionic thermoelectric gels and provides a new application in water pollution treatments."
TG:P0146:n2,P0146,TG,n2,entropy change of redox reaction,physical_consequence,,TG:P0146:claim_block,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.",exact_unique_in_quote,643,675,"[[643, 675]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,"Gel thermocell can directly convert heat into electricity by ions as energy carriers, capable of low-grade heat harvesting. However, ionic thermoelectric performance, including ionic thermopower, output power density, and energy density, needs to be significantly improved to meet practical applications. To date, it still lacks an effective strategy to focus on gels to achieve the overall high performance. Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance. The CHEG thermocell using the synergy of thermogalvanic and thermodiffusion effects showed a total ionic thermopower of 41 mV K-1 with 2.3 mV K-1 for the former, and delivered a maximum output power density of 14.3 mW m-2 K-2 and an energy density of 4.5 J m-2 K-2. In addition, an ultrahigh maximum output power density of 4.13 mW m-2 K-2 was obtained in the CHEG device that was assembled by connecting four thermocells in series, which could realize electrocatalytic degradation of rhodamine B. This work demonstrates a feasible way to design high-performance ionic thermoelectric gels and provides a new application in water pollution treatments."
TG:P0146:n3,P0146,TG,n3,exchange current density,physical_consequence,,TG:P0146:claim_block,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.",exact_unique_in_quote,677,701,"[[677, 701]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,"Gel thermocell can directly convert heat into electricity by ions as energy carriers, capable of low-grade heat harvesting. However, ionic thermoelectric performance, including ionic thermopower, output power density, and energy density, needs to be significantly improved to meet practical applications. To date, it still lacks an effective strategy to focus on gels to achieve the overall high performance. Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance. The CHEG thermocell using the synergy of thermogalvanic and thermodiffusion effects showed a total ionic thermopower of 41 mV K-1 with 2.3 mV K-1 for the former, and delivered a maximum output power density of 14.3 mW m-2 K-2 and an energy density of 4.5 J m-2 K-2. In addition, an ultrahigh maximum output power density of 4.13 mW m-2 K-2 was obtained in the CHEG device that was assembled by connecting four thermocells in series, which could realize electrocatalytic degradation of rhodamine B. This work demonstrates a feasible way to design high-performance ionic thermoelectric gels and provides a new application in water pollution treatments."
TG:P0146:n4,P0146,TG,n4,ionic conductivity,physical_consequence,,TG:P0146:claim_block,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.",exact_unique_in_quote,707,725,"[[707, 725]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,"Gel thermocell can directly convert heat into electricity by ions as energy carriers, capable of low-grade heat harvesting. However, ionic thermoelectric performance, including ionic thermopower, output power density, and energy density, needs to be significantly improved to meet practical applications. To date, it still lacks an effective strategy to focus on gels to achieve the overall high performance. Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance. The CHEG thermocell using the synergy of thermogalvanic and thermodiffusion effects showed a total ionic thermopower of 41 mV K-1 with 2.3 mV K-1 for the former, and delivered a maximum output power density of 14.3 mW m-2 K-2 and an energy density of 4.5 J m-2 K-2. In addition, an ultrahigh maximum output power density of 4.13 mW m-2 K-2 was obtained in the CHEG device that was assembled by connecting four thermocells in series, which could realize electrocatalytic degradation of rhodamine B. This work demonstrates a feasible way to design high-performance ionic thermoelectric gels and provides a new application in water pollution treatments."
TG:P0146:n5,P0146,TG,n5,ionic thermoelectric performance,performance,,TG:P0146:claim_block,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.",exact_unique_in_quote,761,793,"[[761, 793]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Improved Ionic Thermoelectric Performance of Adhesive and Self-Healing Cationic High-Entropy Gel Thermocell,"Gel thermocell can directly convert heat into electricity by ions as energy carriers, capable of low-grade heat harvesting. However, ionic thermoelectric performance, including ionic thermopower, output power density, and energy density, needs to be significantly improved to meet practical applications. To date, it still lacks an effective strategy to focus on gels to achieve the overall high performance. Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance. The CHEG thermocell using the synergy of thermogalvanic and thermodiffusion effects showed a total ionic thermopower of 41 mV K-1 with 2.3 mV K-1 for the former, and delivered a maximum output power density of 14.3 mW m-2 K-2 and an energy density of 4.5 J m-2 K-2. In addition, an ultrahigh maximum output power density of 4.13 mW m-2 K-2 was obtained in the CHEG device that was assembled by connecting four thermocells in series, which could realize electrocatalytic degradation of rhodamine B. This work demonstrates a feasible way to design high-performance ionic thermoelectric gels and provides a new application in water pollution treatments."
TG:P0141:n1,P0141,TG,n1,hybridizing electron-type and ion-type materials,material_strategy,,TG:P0141:claim_block,"Within this context, the proposal of hybridizing electron-type and ion-type materials emerges as an innovative approach aimed at enhancing performance.",exact_unique_in_quote,775,823,"[[775, 823]]",not_reviewed,txt_reconstruction_v1_19f1c2edac18,Ionic thermoelectric materials: Innovations and challenges,"As innovative energy materials, ionic thermoelectric materials (i-TEs) possess a distinctive combination of a high Seebeck coefficient and low thermal conductivity. This unique feature positions them as ideal candidates for efficiently harvesting low-grade heat. This review categorizes i-TEs into thermally diffusive type and thermogalvanic type, with a focus on the former due to its higher Seebeck coefficient. Notably, quasi-solid state materials within this category are explored in the most detailed way for their safety, flexibility, and versatile polymer network design. Strategies to enhance i -TE performance, such as improving the Seebeck coefficient, electrical conductivity, and reducing thermal conductivity, are discussed. Within this context, the proposal of hybridizing electron-type and ion-type materials emerges as an innovative approach aimed at enhancing performance. The future prospects underscore the critical necessity for challenge of establishing a systematic theoretical framework for i-TEs and emphasize the potential of electrode-electrolyte interactions in improving device performance to tackle the challenge of low energy density in diverse applications. In essence, i-TEs play a pivotal role in the effective harvesting of waste heat, making significant contributions to global sustainability and facilitating progress in green energy practices."
