mention_id,paper_id,domain,raw_phrase,legacy_role,proposed_semantic_role,role_detail,role_flags,model_reason,quote,claim_id,annotation_author,proposal_status,human_decision,human_role,human_reason
iTE:P0353:n4,P0353,iTE,persistent ionic transport,mechanism,mechanism_process,persistent_ionic_transport,temporal_qualifier,持续离子输运过程。,"In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation.",iTE:P0353:claim_block,Codex current session,model_proposed_pending_human,,,
iTE:P0353:n5,P0353,iTE,continuous power generation,performance,performance_function,continuous_power_generation,temporal_qualifier,持续发电功能。,"In this conveyor mode, ion-electronic friction serves as the link between ions and electrons, enabling the thermally diffused ions to convey electrons to power the load, and persistent ionic transport, owing to the ionic circuit, ensures continuous power generation.",iTE:P0353:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0003:n1,P0003,TG,increase in Fe2+/3+ concentration,material_strategy,condition,increasing_iron_redox_concentration,direction_in_label,原文比较 Fe2+/3+ 浓度变化，作为影响电阻的条件变量。,"On the other hand, the increase in Fe2+/3+ concentration also leads to the decrease in electron transfer resistance, thus resulting in the ISC value increase in the device.",TG:P0003:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0003:n2,P0003,TG,decrease in electron transfer resistance,physical_consequence,quantity,decreased_electron_transfer_resistance,direction_in_label,电子转移电阻降低为物理量变化，不能与离子电导率合并。,"On the other hand, the increase in Fe2+/3+ concentration also leads to the decrease in electron transfer resistance, thus resulting in the ISC value increase in the device.",TG:P0003:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0003:n3,P0003,TG,ISC value increase,performance,performance_function,increased_short_circuit_current,direction_in_label,器件 ISC 输出指标的增加。,"On the other hand, the increase in Fe2+/3+ concentration also leads to the decrease in electron transfer resistance, thus resulting in the ISC value increase in the device.",TG:P0003:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0143:n1,P0143,TG,applying pressure,material_strategy,condition,applied_pressure,external_intervention,外加压力是可控工况，而非材料组分。,"In addition, by applying pressure, the thermoelectric effect of this ionic thermoelectric gelatin can be changed (the thermopower of the ionic thermoelectric gelatin increases from 1.21 mV/K to 1.67 mV/K, representing a 38 % increase), so as to enable the sensor to sense external forces.",TG:P0143:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0143:n2,P0143,TG,thermopower,performance,performance_function,thermopower,,原文以 mV/K 报告的热电响应。,"In addition, by applying pressure, the thermoelectric effect of this ionic thermoelectric gelatin can be changed (the thermopower of the ionic thermoelectric gelatin increases from 1.21 mV/K to 1.67 mV/K, representing a 38 % increase), so as to enable the sensor to sense external forces.",TG:P0143:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0146:n1,P0146,TG,interaction between multications and anions,interaction,interaction,multication_anion_interaction,object_specific;underspecified,多阳离子与阴离子间作用，未细化具体作用种类。,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.",TG:P0146:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0146:n2,P0146,TG,entropy change of redox reaction,physical_consequence,quantity,redox_reaction_entropy_change,signed_quantity,反应熵变化，改善不等于统一正向增大。,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.",TG:P0146:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0146:n3,P0146,TG,exchange current density,physical_consequence,quantity,exchange_current_density,,反应动力学相关物理量。,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.",TG:P0146:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0146:n4,P0146,TG,ionic conductivity,physical_consequence,quantity,ionic_conductivity,,离子输运物理量。,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.",TG:P0146:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0146:n5,P0146,TG,ionic thermoelectric performance,performance,performance_function,generic_ionic_thermoelectric_performance,underspecified,总体热电性能，原节点未指定单一指标。,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.",TG:P0146:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0141:n1,P0141,TG,hybridizing electron-type and ion-type materials,material_strategy,design_strategy,electron_ion_material_hybridization,review_proposal,综述中提出的混合设计策略，尚非该句证明的实验效应。,"Within this context, the proposal of hybridizing electron-type and ion-type materials emerges as an innovative approach aimed at enhancing performance.",TG:P0141:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0141:n2,P0141,TG,performance,performance,performance_function,unspecified_performance,underspecified;review_proposal,performance 未明确目标量，不细化为热电系数。,"Within this context, the proposal of hybridizing electron-type and ion-type materials emerges as an innovative approach aimed at enhancing performance.",TG:P0141:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0268:n1,P0268,TG,carbon-based paper (CBP) electrodes,material_strategy,material_entity,carbon_based_paper_electrodes,comparator_in_quote,替代铜箔的电极实体。,"A universal negative offset in the thermopower is observed when substituting the conventional Cu foil by carbon-based paper (CBP) electrodes. This is attributed to the electrolyte infiltration and strong cation restriction on the CBP electrodes, which facilitates anion thermodiffusion.",TG:P0268:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0268:n2,P0268,TG,electrolyte infiltration,mechanism,mechanism_process,electrolyte_infiltration,joint_factor,电解液渗入过程，与阳离子限制共同归因。,"A universal negative offset in the thermopower is observed when substituting the conventional Cu foil by carbon-based paper (CBP) electrodes. This is attributed to the electrolyte infiltration and strong cation restriction on the CBP electrodes, which facilitates anion thermodiffusion.",TG:P0268:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0268:n3,P0268,TG,strong cation restriction on the CBP electrodes,mechanism,mechanism_process,cation_restriction_at_electrode,joint_factor;object_specific,电极上的阳离子限制过程，不能作为独立因素直接归因。,"A universal negative offset in the thermopower is observed when substituting the conventional Cu foil by carbon-based paper (CBP) electrodes. This is attributed to the electrolyte infiltration and strong cation restriction on the CBP electrodes, which facilitates anion thermodiffusion.",TG:P0268:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0268:n4,P0268,TG,anion thermodiffusion,mechanism,mechanism_process,anion_thermodiffusion,ion_specific,明确限定阴离子热扩散。,"A universal negative offset in the thermopower is observed when substituting the conventional Cu foil by carbon-based paper (CBP) electrodes. This is attributed to the electrolyte infiltration and strong cation restriction on the CBP electrodes, which facilitates anion thermodiffusion.",TG:P0268:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0268:n5,P0268,TG,negative offset in the thermopower,performance,performance_function,negative_thermopower_offset,direction_in_label,热电势率负向偏移，区别于绝对负值。,"A universal negative offset in the thermopower is observed when substituting the conventional Cu foil by carbon-based paper (CBP) electrodes. This is attributed to the electrolyte infiltration and strong cation restriction on the CBP electrodes, which facilitates anion thermodiffusion.",TG:P0268:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0267:n1,P0267,TG,copper electrodes,material_strategy,material_entity,copper_electrodes,,铜电极实体。,"Crucially, the i-TE system achieves continuous current output when equipped with copper electrodes, facilitated by the redox reaction involving Cu/Cu2+, and maintains stable long-term outputs across a range of resistances from 1 k Omega to 1 M Omega.",TG:P0267:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0267:n2,P0267,TG,redox reaction involving Cu/Cu2+,mechanism,mechanism_process,copper_redox_reaction,object_specific,Cu/Cu2+ 氧化还原过程，保留电极对象。,"Crucially, the i-TE system achieves continuous current output when equipped with copper electrodes, facilitated by the redox reaction involving Cu/Cu2+, and maintains stable long-term outputs across a range of resistances from 1 k Omega to 1 M Omega.",TG:P0267:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0267:n3,P0267,TG,continuous current output,performance,performance_function,continuous_current_output,temporal_qualifier,持续电流输出功能。,"Crucially, the i-TE system achieves continuous current output when equipped with copper electrodes, facilitated by the redox reaction involving Cu/Cu2+, and maintains stable long-term outputs across a range of resistances from 1 k Omega to 1 M Omega.",TG:P0267:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0175:n1,P0175,TG,ionic thermodiffusion-induced thermal potentials,mechanism,quantity,thermodiffusion_induced_thermal_potential,compound_phrase;process_in_modifier,节点中心是热电势，热扩散是其来源修饰，不应整个判作氧化还原过程。,"Unlike conventional thermogalvanic cells, the current in our system arises from a reversible redox reaction driven by ionic thermodiffusion-induced thermal potentials.",TG:P0175:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0175:n2,P0175,TG,reversible redox reaction,mechanism,mechanism_process,reversible_redox_reaction,reversibility_qualifier,被热电势驱动的可逆反应过程。,"Unlike conventional thermogalvanic cells, the current in our system arises from a reversible redox reaction driven by ionic thermodiffusion-induced thermal potentials.",TG:P0175:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0175:n3,P0175,TG,current,performance,performance_function,current_output,,此处作为器件输出的电流。,"Unlike conventional thermogalvanic cells, the current in our system arises from a reversible redox reaction driven by ionic thermodiffusion-induced thermal potentials.",TG:P0175:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0201:n1,P0201,TG,thermodiffusion (Soret) effect,mechanism,mechanism_process,thermodiffusion_soret_effect,review_summary,原文括号明确把 thermodiffusion 与 Soret 对应。,"In this perspective article, we discuss similarities and differences of i-TE materials from electronic-based thermoelectric materials and also different i-TE thermoelectric effects including the thermodiffusion (Soret) effect and the thermogalvanic effect, in which the latter includes redox reaction entropy and the Soret effect.",TG:P0201:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0201:n2,P0201,TG,thermogalvanic effect,mechanism,mechanism_process,thermogalvanic_effect,review_summary,综述中的热电化学效应概念，includes 关系不是因果边。,"In this perspective article, we discuss similarities and differences of i-TE materials from electronic-based thermoelectric materials and also different i-TE thermoelectric effects including the thermodiffusion (Soret) effect and the thermogalvanic effect, in which the latter includes redox reaction entropy and the Soret effect.",TG:P0201:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0201:n3,P0201,TG,redox reaction entropy,physical_consequence,quantity,redox_reaction_entropy,review_summary,综述提及的反应熵物理量。,"In this perspective article, we discuss similarities and differences of i-TE materials from electronic-based thermoelectric materials and also different i-TE thermoelectric effects including the thermodiffusion (Soret) effect and the thermogalvanic effect, in which the latter includes redox reaction entropy and the Soret effect.",TG:P0201:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0201:n4,P0201,TG,Soret effect,mechanism,mechanism_process,soret_effect,review_summary,同一摘要中明确的 Soret 效应名称。,"In this perspective article, we discuss similarities and differences of i-TE materials from electronic-based thermoelectric materials and also different i-TE thermoelectric effects including the thermodiffusion (Soret) effect and the thermogalvanic effect, in which the latter includes redox reaction entropy and the Soret effect.",TG:P0201:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0142:n1,P0142,TG,coordination between Fe2+/Fe3+ redox couples and carboxyl (& horbar;COOH) groups,interaction,interaction,iron_redox_carboxyl_coordination,object_specific;encoding_artifact,铁氧化还原对与羧基配位，HTML 残留不自动改写化学含义。,"By tailoring the synergistic coordination between Fe2+/Fe3+ redox couples and carboxyl (& horbar;COOH) groups in the polymer network, the gel functions as a thermogalvanic electrolyte, and its voltage generation is driven by temperature-dependent redox reactions of Fe2+/Fe3+.",TG:P0142:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0142:n2,P0142,TG,temperature-dependent redox reactions of Fe2+/Fe3+,mechanism,mechanism_process,temperature_dependent_iron_redox,object_specific;condition_embedded,温度依赖的 Fe2+/Fe3+ 反应过程。,"By tailoring the synergistic coordination between Fe2+/Fe3+ redox couples and carboxyl (& horbar;COOH) groups in the polymer network, the gel functions as a thermogalvanic electrolyte, and its voltage generation is driven by temperature-dependent redox reactions of Fe2+/Fe3+.",TG:P0142:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0142:n3,P0142,TG,voltage generation,performance,performance_function,voltage_generation,,电压产生功能。,"By tailoring the synergistic coordination between Fe2+/Fe3+ redox couples and carboxyl (& horbar;COOH) groups in the polymer network, the gel functions as a thermogalvanic electrolyte, and its voltage generation is driven by temperature-dependent redox reactions of Fe2+/Fe3+.",TG:P0142:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0159:n1,P0159,TG,ionic liquid,material_strategy,material_entity,ionic_liquid,underspecified,离子液体实体，具体化学组成未在该节点指明。,"The ionic liquid undergoes a phase transition from solid to liquid in cold and hot regions, significantly improving performance without requiring additional components or complex processing.",TG:P0159:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0159:n2,P0159,TG,phase transition from solid to liquid,mechanism,mechanism_process,solid_liquid_phase_transition,phase_specific,固液相变，不能与水凝胶体积相变无条件合并。,"The ionic liquid undergoes a phase transition from solid to liquid in cold and hot regions, significantly improving performance without requiring additional components or complex processing.",TG:P0159:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0159:n3,P0159,TG,performance,performance,performance_function,unspecified_performance,underspecified,性能未具体定义。,"The ionic liquid undergoes a phase transition from solid to liquid in cold and hot regions, significantly improving performance without requiring additional components or complex processing.",TG:P0159:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0176:n1,P0176,TG,anion doping,material_strategy,design_strategy,anion_doping,,阴离子掺杂操作策略。,"This study, grounded in the Gutmann donor theory for anion doping, demonstrates four universal configurations of structural reconfiguration in anion/cation clusters within ternary ionogels to progressively enhance anionic transport heat.",TG:P0176:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0176:n2,P0176,TG,structural reconfiguration in anion/cation clusters,mechanism,mechanism_process,ionic_cluster_reconfiguration,compound_phrase,离子簇结构重排的过程，不是静态结构标签。,"This study, grounded in the Gutmann donor theory for anion doping, demonstrates four universal configurations of structural reconfiguration in anion/cation clusters within ternary ionogels to progressively enhance anionic transport heat.",TG:P0176:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0176:n3,P0176,TG,anionic transport heat,physical_consequence,quantity,anionic_heat_of_transport,definition_specific,阴离子输运热，不能直接与输运熵合并。,"This study, grounded in the Gutmann donor theory for anion doping, demonstrates four universal configurations of structural reconfiguration in anion/cation clusters within ternary ionogels to progressively enhance anionic transport heat.",TG:P0176:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0247:n1,P0247,TG,ionic interactions,interaction,interaction,ionic_interactions,underspecified,宽泛离子相互作用，不细化为配位或离子对。,Mechanistic studies reveal that optimized ionic interactions enhance thermal diffusion and elevate the Seebeck coefficient to 4.1 mV K-1.,TG:P0247:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0247:n2,P0247,TG,thermal diffusion,mechanism,mechanism_process,thermal_diffusion,,热扩散过程。,Mechanistic studies reveal that optimized ionic interactions enhance thermal diffusion and elevate the Seebeck coefficient to 4.1 mV K-1.,TG:P0247:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0247:n3,P0247,TG,Seebeck coefficient,performance,performance_function,seebeck_coefficient,,热电性能指标。,Mechanistic studies reveal that optimized ionic interactions enhance thermal diffusion and elevate the Seebeck coefficient to 4.1 mV K-1.,TG:P0247:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0163:n1,P0163,TG,p/n-type redox electrolytes flowing in multi-channels,material_strategy,material_entity,flowing_redox_electrolyte_device_component,compound_phrase;process_and_geometry_embedded,对象是流经多通道的氧化还原电解液，短语同时含流动和结构，需后续拆分审查。,"The ionic thermocell adhered directly to the photovoltaic panel consists the pi-type multi-channels, electrodes and p/n-type redox electrolytes flowing in multi-channels, which can simultaneously cool photovoltaic panel and output electric energy for waste heat harvesting.",TG:P0163:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0163:n2,P0163,TG,cool photovoltaic panel,physical_consequence,performance_function,photovoltaic_panel_cooling,device_thermal_management,冷却光伏板是器件热管理功能，不是物理量名称。,"The ionic thermocell adhered directly to the photovoltaic panel consists the pi-type multi-channels, electrodes and p/n-type redox electrolytes flowing in multi-channels, which can simultaneously cool photovoltaic panel and output electric energy for waste heat harvesting.",TG:P0163:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0163:n3,P0163,TG,output electric energy,performance,performance_function,electric_energy_output,device_function,输出电能功能。,"The ionic thermocell adhered directly to the photovoltaic panel consists the pi-type multi-channels, electrodes and p/n-type redox electrolytes flowing in multi-channels, which can simultaneously cool photovoltaic panel and output electric energy for waste heat harvesting.",TG:P0163:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0197:n1,P0197,TG,functional groups on PACS,material_strategy,material_entity,pacs_functional_groups,object_specific,聚合物官能团实体，而非添加官能团的操作。,"The abundant functional groups on PACS confine free H2O molecules to the polymer network, forming polar corona, reducing the volume of thermally diffused ions, and enabling rapid conduction of lithium ions (Li+) in unsaturated coordination.",TG:P0197:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0197:n2,P0197,TG,confine free H2O molecules to the polymer network,mechanism,mechanism_process,water_confinement,predicate_in_label;object_specific,将自由水限制在聚合物网络中的过程。,"The abundant functional groups on PACS confine free H2O molecules to the polymer network, forming polar corona, reducing the volume of thermally diffused ions, and enabling rapid conduction of lithium ions (Li+) in unsaturated coordination.",TG:P0197:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0197:n3,P0197,TG,polar corona,physical_consequence,state_structure,polar_corona,author_term,作者命名的 polar corona 结构，暂不释义为其他结构。,"The abundant functional groups on PACS confine free H2O molecules to the polymer network, forming polar corona, reducing the volume of thermally diffused ions, and enabling rapid conduction of lithium ions (Li+) in unsaturated coordination.",TG:P0197:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0197:n4,P0197,TG,reducing the volume of thermally diffused ions,physical_consequence,quantity,reduced_thermally_diffused_ion_volume,direction_in_label;definition_unresolved,离子体积减少的量变表述，不能直接改成溶剂化半径。,"The abundant functional groups on PACS confine free H2O molecules to the polymer network, forming polar corona, reducing the volume of thermally diffused ions, and enabling rapid conduction of lithium ions (Li+) in unsaturated coordination.",TG:P0197:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0197:n5,P0197,TG,rapid conduction of lithium ions (Li+) in unsaturated coordination,mechanism,mechanism_process,lithium_conduction_in_unsaturated_coordination,compound_phrase;condition_embedded,特定配位条件下的快速锂离子传导过程。,"The abundant functional groups on PACS confine free H2O molecules to the polymer network, forming polar corona, reducing the volume of thermally diffused ions, and enabling rapid conduction of lithium ions (Li+) in unsaturated coordination.",TG:P0197:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0188:n1,P0188,TG,different functional groups,material_strategy,material_entity,redox_molecule_functional_groups,comparison_context,比较的氧化还原分子官能团实体。,"Pyrazine-based organic redox couples with different functional groups is comparatively analyzed through cyclic voltammetry under varying temperatures. The results reveal substantial differences in entropy changes with temperature and highlight 2,5-pyrazinedicarboxylic acid dihydrate (PDCA) as the optimal candidate.",TG:P0188:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0188:n2,P0188,TG,entropy changes with temperature,physical_consequence,quantity,temperature_dependent_entropy_change,definition_unresolved,温度下熵变化，具体热力学定义需核查；不补入选择性溶剂化。,"Pyrazine-based organic redox couples with different functional groups is comparatively analyzed through cyclic voltammetry under varying temperatures. The results reveal substantial differences in entropy changes with temperature and highlight 2,5-pyrazinedicarboxylic acid dihydrate (PDCA) as the optimal candidate.",TG:P0188:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0180:n1,P0180,TG,thermodiffusion effect of lithium sulfate (Li2SO4) ions,mechanism,mechanism_process,lithium_sulfate_thermodiffusion,joint_factor;object_specific,硫酸锂离子热扩散贡献，保留离子对象。,"By combining the thermodiffusion effect of lithium sulfate (Li2SO4) ions and the thermogalvanic effect of [Fe(CN)64-/Fe(CN)63-], which achieved a coupled ionic Seebeck effect of up to 11.58 mV/K, exhibiting a high ionic conductivity (18.4 mS cm-1) and low thermal conductivity (0.47 W m-1/K), resulting in a high ionic power factor (198.2 mW m-1K-2) at room tem-perature.",TG:P0180:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0180:n2,P0180,TG,thermogalvanic effect of [Fe(CN)64-/Fe(CN)63-],mechanism,mechanism_process,iron_cyanide_thermogalvanic_effect,joint_factor;object_specific,铁氰化物氧化还原对的热电化学效应，与另一机制共同贡献。,"By combining the thermodiffusion effect of lithium sulfate (Li2SO4) ions and the thermogalvanic effect of [Fe(CN)64-/Fe(CN)63-], which achieved a coupled ionic Seebeck effect of up to 11.58 mV/K, exhibiting a high ionic conductivity (18.4 mS cm-1) and low thermal conductivity (0.47 W m-1/K), resulting in a high ionic power factor (198.2 mW m-1K-2) at room tem-perature.",TG:P0180:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0180:n3,P0180,TG,coupled ionic Seebeck effect,performance,performance_function,coupled_ionic_seebeck_response,compound_phrase;quantity_definition_review,原句用 mV/K 报告耦合响应，但节点写 effect，保留名称并标记指标定义待核。,"By combining the thermodiffusion effect of lithium sulfate (Li2SO4) ions and the thermogalvanic effect of [Fe(CN)64-/Fe(CN)63-], which achieved a coupled ionic Seebeck effect of up to 11.58 mV/K, exhibiting a high ionic conductivity (18.4 mS cm-1) and low thermal conductivity (0.47 W m-1/K), resulting in a high ionic power factor (198.2 mW m-1K-2) at room tem-perature.",TG:P0180:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0145:n1,P0145,TG,thermodiffusion,mechanism,mechanism_process,thermodiffusion,joint_factor,协同机制之一，不能从总热电势率分出独立占比。,"We demonstrate a giant positive thermopower of 17.0 millivolts per degree Kelvin in a flexible, quasi-solid-state, ionic thermoelectric material using synergistic thermodiffusion and thermogalvanic effects.",TG:P0145:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0145:n2,P0145,TG,thermogalvanic effects,mechanism,mechanism_process,thermogalvanic_effect,joint_factor,另一协同机制，与热扩散保持区分。,"We demonstrate a giant positive thermopower of 17.0 millivolts per degree Kelvin in a flexible, quasi-solid-state, ionic thermoelectric material using synergistic thermodiffusion and thermogalvanic effects.",TG:P0145:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0145:n3,P0145,TG,thermopower,performance,performance_function,thermopower,,总热电势率性能。,"We demonstrate a giant positive thermopower of 17.0 millivolts per degree Kelvin in a flexible, quasi-solid-state, ionic thermoelectric material using synergistic thermodiffusion and thermogalvanic effects.",TG:P0145:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0227:n1,P0227,TG,concentrations of both the ionic liquid and the redox couple,material_strategy,condition,ionic_liquid_and_redox_concentrations,compound_phrase;joint_conditions,两个浓度变量作为工况，不能拆成独立已定量效应。,The thermoelectric power depends strongly on concentrations of both the ionic liquid and the redox couple. It is enhanced by a factor of six at high ionic-liquid concentrations.,TG:P0227:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0227:n2,P0227,TG,thermoelectric power,performance,performance_function,thermoelectric_power_ambiguous,definition_unresolved,术语可能指 thermopower，证据不足时不合并为功率或 Seebeck。,The thermoelectric power depends strongly on concentrations of both the ionic liquid and the redox couple. It is enhanced by a factor of six at high ionic-liquid concentrations.,TG:P0227:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0227:n3,P0227,TG,high ionic-liquid concentrations,material_strategy,condition,high_ionic_liquid_concentration,level_specific,高离子液体浓度条件。,The thermoelectric power depends strongly on concentrations of both the ionic liquid and the redox couple. It is enhanced by a factor of six at high ionic-liquid concentrations.,TG:P0227:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0174:n1,P0174,TG,electrical double layer (EDL) overlap,physical_consequence,state_structure,electrical_double_layer_overlap,condition_role_in_context,双电层重叠状态，原句用于限定低浓度机制适用区间。,"In the low-concentration regime, where the electrical double layer (EDL) overlap becomes significant, the TDIEM effect dominates, leading to a large negative ionic Seebeck coefficient.",TG:P0174:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0174:n2,P0174,TG,TDIEM effect,mechanism,mechanism_process,tdiem_driven_diffusion,distinct_mechanism,完整摘要将温度依赖电泳迁移率驱动扩散与 Soret 热扩散分开。,"In the low-concentration regime, where the electrical double layer (EDL) overlap becomes significant, the TDIEM effect dominates, leading to a large negative ionic Seebeck coefficient.",TG:P0174:claim_block,Codex current session,model_proposed_pending_human,,,
TG:P0174:n3,P0174,TG,negative ionic Seebeck coefficient,performance,performance_function,negative_ionic_seebeck_coefficient,polarity_specific,负离子 Seebeck 响应，不能丢掉符号和低浓度条件。,"In the low-concentration regime, where the electrical double layer (EDL) overlap becomes significant, the TDIEM effect dominates, leading to a large negative ionic Seebeck coefficient.",TG:P0174:claim_block,Codex current session,model_proposed_pending_human,,,
