relation_id,domain,paper_id,subject,predicate,object,assertion_type,model_assessment,model_reason,quote,source_limitations,proposal_status,human_decision,human_reason
TG:P0146:r002,TG,P0146,interaction between multications and anions,improves,exchange current density,author_claim,qualification_needed,多离子作用改善三个物理量属于作者主张；反应熵的 improve 与对象条件应保留，不与另一体系的耦合无条件等同。,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 多阳离子—阴离子相互作用不能直接等同 iTE 样本中的阴离子主导 multi-ion coupling。",model_proposed_pending_human,,
TG:P0146:r003,TG,P0146,interaction between multications and anions,improves,ionic conductivity,author_claim,qualification_needed,多离子作用改善三个物理量属于作者主张；反应熵的 improve 与对象条件应保留，不与另一体系的耦合无条件等同。,"Herein, an adhesive and self-healing cationic high-entropy gel (CHEG) G-FeCN4-/3--K+-Na+-Li+-Gdm+-Cs+ in a multi-ion cooperative chemical environment has been designed by the interaction between multications and anions, improving the entropy change of redox reaction, exchange current density, and ionic conductivity, thereby achieving an overall high ionic thermoelectric performance.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 多阳离子—阴离子相互作用不能直接等同 iTE 样本中的阴离子主导 multi-ion coupling。",model_proposed_pending_human,,
TG:P0141:r001,TG,P0141,hybridizing electron-type and ion-type materials,proposed to enhance,performance,hypothesis,qualification_needed,综述中的 proposal / aimed at 已被标为 hypothesis；不作为该篇实测性能改进。,"Within this context, the proposal of hybridizing electron-type and ion-type materials emerges as an innovative approach aimed at enhancing performance.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 综述中的提议，非本篇实测机制；performance 未明确指标，不强填 Seebeck。",model_proposed_pending_human,,
TG:P0268:r001,TG,P0268,carbon-based paper (CBP) electrodes,substitution produces,negative offset in the thermopower,author_claim,supported_as_reported,替换 Cu foil 为 CBP 电极的比较结果在原文中明确，比较对象要与边一起保留。,"A universal negative offset in the thermopower is observed when substituting the conventional Cu foil by carbon-based paper (CBP) electrodes. This is attributed to the electrolyte infiltration and strong cation restriction on the CBP electrodes, which facilitates anion thermodiffusion.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 渗入与阳离子限制的联合归因保留在原文；不强拆其独立贡献。阳离子限制不等于阴离子固定。",model_proposed_pending_human,,
TG:P0268:r002,TG,P0268,strong cation restriction on the CBP electrodes,facilitates,anion thermodiffusion,author_claim,qualification_needed,作者共同归因于 electrolyte infiltration 与 cation restriction；单独 n3→n4 会丢失联合因素，需联合因素标记或重审主张拆分。,"A universal negative offset in the thermopower is observed when substituting the conventional Cu foil by carbon-based paper (CBP) electrodes. This is attributed to the electrolyte infiltration and strong cation restriction on the CBP electrodes, which facilitates anion thermodiffusion.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 渗入与阳离子限制的联合归因保留在原文；不强拆其独立贡献。阳离子限制不等于阴离子固定。",model_proposed_pending_human,,
TG:P0267:r001,TG,P0267,redox reaction involving Cu/Cu2+,facilitates with copper electrodes,continuous current output,author_claim,supported_as_reported,铜电极条件下 Cu/Cu2+ 反应支持持续电流，谓词中已保留铜电极条件。,"Crucially, the i-TE system achieves continuous current output when equipped with copper electrodes, facilitated by the redox reaction involving Cu/Cu2+, and maintains stable long-term outputs across a range of resistances from 1 k Omega to 1 M Omega.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 电极反应支持持续电流；不等同反应熵主导的 thermogalvanic 电压来源。",model_proposed_pending_human,,
TG:P0175:r001,TG,P0175,ionic thermodiffusion-induced thermal potentials,drives,reversible redox reaction,author_claim,supported_as_reported,驱动方向是热扩散引起的电势到氧化还原反应，再到电流；不能倒置方向。,"Unlike conventional thermogalvanic cells, the current in our system arises from a reversible redox reaction driven by ionic thermodiffusion-induced thermal potentials.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 保留驱动方向：热扩散电势驱动氧化还原，不倒置成反应熵产生全部电势。",model_proposed_pending_human,,
TG:P0175:r002,TG,P0175,reversible redox reaction,generates,current,author_claim,supported_as_reported,驱动方向是热扩散引起的电势到氧化还原反应，再到电流；不能倒置方向。,"Unlike conventional thermogalvanic cells, the current in our system arises from a reversible redox reaction driven by ionic thermodiffusion-induced thermal potentials.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 保留驱动方向：热扩散电势驱动氧化还原，不倒置成反应熵产生全部电势。",model_proposed_pending_human,,
TG:P0201:r001,TG,P0201,thermogalvanic effect,described by this perspective as including,redox reaction entropy,author_claim,qualification_needed,该 perspective 的 includes 是综述概念性描述，不是反应熵或 Soret 驱动关系的实验验证；应保留文献角色和关系种类。,"In this perspective article, we discuss similarities and differences of i-TE materials from electronic-based thermoelectric materials and also different i-TE thermoelectric effects including the thermodiffusion (Soret) effect and the thermogalvanic effect, in which the latter includes redox reaction entropy and the Soret effect.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 综述概念性陈述，不和原始实验机制证据等权；Soret 同义依据在此句明确给出。",model_proposed_pending_human,,
TG:P0201:r002,TG,P0201,thermogalvanic effect,described by this perspective as including,Soret effect,author_claim,qualification_needed,该 perspective 的 includes 是综述概念性描述，不是反应熵或 Soret 驱动关系的实验验证；应保留文献角色和关系种类。,"In this perspective article, we discuss similarities and differences of i-TE materials from electronic-based thermoelectric materials and also different i-TE thermoelectric effects including the thermodiffusion (Soret) effect and the thermogalvanic effect, in which the latter includes redox reaction entropy and the Soret effect.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 综述概念性陈述，不和原始实验机制证据等权；Soret 同义依据在此句明确给出。",model_proposed_pending_human,,
TG:P0142:r001,TG,P0142,temperature-dependent redox reactions of Fe2+/Fe3+,drives,voltage generation,author_claim,supported_as_reported,温度依赖铁氧化还原反应驱动电压由原句明确表述；没有补出配位改变反应熵的边。,"By tailoring the synergistic coordination between Fe2+/Fe3+ redox couples and carboxyl (& horbar;COOH) groups in the polymer network, the gel functions as a thermogalvanic electrolyte, and its voltage generation is driven by temperature-dependent redox reactions of Fe2+/Fe3+.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. coordination 与反应熵变化之间没有明确证据，不补边。",model_proposed_pending_human,,
TG:P0159:r001,TG,P0159,ionic liquid,undergoes,phase transition from solid to liquid,author_claim,supported_as_reported,离子液体经历固液相变及性能改善是作者陈述；性能未定，不擅自填入 Seebeck。,"The ionic liquid undergoes a phase transition from solid to liquid in cold and hot regions, significantly improving performance without requiring additional components or complex processing.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 固液相变可以有 phase transition 上位概念，但不等于水凝胶体积相变，不补熵差。",model_proposed_pending_human,,
TG:P0159:r002,TG,P0159,phase transition from solid to liquid,improves,performance,author_claim,supported_as_reported,离子液体经历固液相变及性能改善是作者陈述；性能未定，不擅自填入 Seebeck。,"The ionic liquid undergoes a phase transition from solid to liquid in cold and hot regions, significantly improving performance without requiring additional components or complex processing.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 固液相变可以有 phase transition 上位概念，但不等于水凝胶体积相变，不补熵差。",model_proposed_pending_human,,
TG:P0176:r001,TG,P0176,structural reconfiguration in anion/cation clusters,enhances,anionic transport heat,author_claim,supported_as_reported,离子簇重排提高阴离子输运热由原句支持，输运热和输运熵保持区分。,"This study, grounded in the Gutmann donor theory for anion doping, demonstrates four universal configurations of structural reconfiguration in anion/cation clusters within ternary ionogels to progressively enhance anionic transport heat.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. transport heat 不能未经温度与定义转换直接合并成 transport entropy。",model_proposed_pending_human,,
TG:P0247:r001,TG,P0247,ionic interactions,enhances,thermal diffusion,author_claim,supported_as_reported,优化的离子作用增强热扩散并提高 Seebeck，是原文共同报告的两个结果；不细化相互作用类型。,Mechanistic studies reveal that optimized ionic interactions enhance thermal diffusion and elevate the Seebeck coefficient to 4.1 mV K-1.,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. ionic interactions 过于宽泛；不能细化为氢键、配位或离子对。",model_proposed_pending_human,,
TG:P0247:r002,TG,P0247,ionic interactions,elevates,Seebeck coefficient,author_claim,supported_as_reported,优化的离子作用增强热扩散并提高 Seebeck，是原文共同报告的两个结果；不细化相互作用类型。,Mechanistic studies reveal that optimized ionic interactions enhance thermal diffusion and elevate the Seebeck coefficient to 4.1 mV K-1.,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. ionic interactions 过于宽泛；不能细化为氢键、配位或离子对。",model_proposed_pending_human,,
TG:P0163:r001,TG,P0163,p/n-type redox electrolytes flowing in multi-channels,can enable,cool photovoltaic panel,author_claim,qualification_needed,完整摘要以数值模型和初步实验研究器件；电解液、多通道、流动及电极构成联合系统，两条边不能归为单一材料固有机制。,"The ionic thermocell adhered directly to the photovoltaic panel consists the pi-type multi-channels, electrodes and p/n-type redox electrolytes flowing in multi-channels, which can simultaneously cool photovoltaic panel and output electric energy for waste heat harvesting.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 器件结构／流动层面的机制，不从背景推断溶剂化细节；其定量性能涉及数值模型。",model_proposed_pending_human,,
TG:P0163:r002,TG,P0163,p/n-type redox electrolytes flowing in multi-channels,can enable,output electric energy,author_claim,qualification_needed,完整摘要以数值模型和初步实验研究器件；电解液、多通道、流动及电极构成联合系统，两条边不能归为单一材料固有机制。,"The ionic thermocell adhered directly to the photovoltaic panel consists the pi-type multi-channels, electrodes and p/n-type redox electrolytes flowing in multi-channels, which can simultaneously cool photovoltaic panel and output electric energy for waste heat harvesting.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 器件结构／流动层面的机制，不从背景推断溶剂化细节；其定量性能涉及数值模型。",model_proposed_pending_human,,
TG:P0197:r001,TG,P0197,functional groups on PACS,confines,confine free H2O molecules to the polymer network,author_claim,representation_review,客体节点本身含 confine，谓词也为 confines，存在过程与动作的重复编码；保留原文后另审表示。,"The abundant functional groups on PACS confine free H2O molecules to the polymer network, forming polar corona, reducing the volume of thermally diffused ions, and enabling rapid conduction of lithium ions (Li+) in unsaturated coordination.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. polar corona 等作者术语原样保留；并列分句不强造严格逐级因果。",model_proposed_pending_human,,
TG:P0197:r002,TG,P0197,confine free H2O molecules to the polymer network,forms,polar corona,author_claim,qualification_needed,原句列出限制水、形成 polar corona、体积降低和锂传导等连续分句，不能把全部中间关系解释为独立验证的逐级因果。,"The abundant functional groups on PACS confine free H2O molecules to the polymer network, forming polar corona, reducing the volume of thermally diffused ions, and enabling rapid conduction of lithium ions (Li+) in unsaturated coordination.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. polar corona 等作者术语原样保留；并列分句不强造严格逐级因果。",model_proposed_pending_human,,
TG:P0197:r003,TG,P0197,confine free H2O molecules to the polymer network,reported with,reducing the volume of thermally diffused ions,association,supported_as_reported,该边使用 association / reported with，较好保留并列结果而没有增加因果断言。,"The abundant functional groups on PACS confine free H2O molecules to the polymer network, forming polar corona, reducing the volume of thermally diffused ions, and enabling rapid conduction of lithium ions (Li+) in unsaturated coordination.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. polar corona 等作者术语原样保留；并列分句不强造严格逐级因果。",model_proposed_pending_human,,
TG:P0197:r004,TG,P0197,confine free H2O molecules to the polymer network,enables,rapid conduction of lithium ions (Li+) in unsaturated coordination,author_claim,qualification_needed,原句列出限制水、形成 polar corona、体积降低和锂传导等连续分句，不能把全部中间关系解释为独立验证的逐级因果。,"The abundant functional groups on PACS confine free H2O molecules to the polymer network, forming polar corona, reducing the volume of thermally diffused ions, and enabling rapid conduction of lithium ions (Li+) in unsaturated coordination.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. polar corona 等作者术语原样保留；并列分句不强造严格逐级因果。",model_proposed_pending_human,,
TG:P0188:r001,TG,P0188,different functional groups,associated with differences across compared couples,entropy changes with temperature,association,supported_as_reported,不同官能团的体系比较与熵差使用 association，未虚构选择性溶剂化机制；器件串联片数冲突不影响此边但保留来源限制。,"Pyrazine-based organic redox couples with different functional groups is comparatively analyzed through cyclic voltammetry under varying temperatures. The results reveal substantial differences in entropy changes with temperature and highlight 2,5-pyrazinedicarboxylic acid dihydrate (PDCA) as the optimal candidate.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 摘要未明确选择性溶剂化机制；正文与附加摘要关于串联片数有 36/9 冲突，不在本轮修正。",model_proposed_pending_human,,
TG:P0180:r001,TG,P0180,thermodiffusion effect of lithium sulfate (Li2SO4) ions,contributes jointly to,coupled ionic Seebeck effect,author_claim,qualification_needed,两个机制共同贡献耦合响应，不能拆成各自定量贡献；指标与单位的核对不在本轮静默修正。,"By combining the thermodiffusion effect of lithium sulfate (Li2SO4) ions and the thermogalvanic effect of [Fe(CN)64-/Fe(CN)63-], which achieved a coupled ionic Seebeck effect of up to 11.58 mV/K, exhibiting a high ionic conductivity (18.4 mS cm-1) and low thermal conductivity (0.47 W m-1/K), resulting in a high ionic power factor (198.2 mW m-1K-2) at room tem-perature.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 保留耦合而不是拆成两个已知定量贡献；原始功率因子单位待核，不在本轮静默改写。",model_proposed_pending_human,,
TG:P0180:r002,TG,P0180,thermogalvanic effect of [Fe(CN)64-/Fe(CN)63-],contributes jointly to,coupled ionic Seebeck effect,author_claim,qualification_needed,两个机制共同贡献耦合响应，不能拆成各自定量贡献；指标与单位的核对不在本轮静默修正。,"By combining the thermodiffusion effect of lithium sulfate (Li2SO4) ions and the thermogalvanic effect of [Fe(CN)64-/Fe(CN)63-], which achieved a coupled ionic Seebeck effect of up to 11.58 mV/K, exhibiting a high ionic conductivity (18.4 mS cm-1) and low thermal conductivity (0.47 W m-1/K), resulting in a high ionic power factor (198.2 mW m-1K-2) at room tem-perature.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 保留耦合而不是拆成两个已知定量贡献；原始功率因子单位待核，不在本轮静默改写。",model_proposed_pending_human,,
TG:P0145:r001,TG,P0145,thermodiffusion,contributes synergistically to,thermopower,author_claim,qualification_needed,thermodiffusion 与 thermogalvanic 为协同机制，总 thermopower 不支持分配独立贡献。,"We demonstrate a giant positive thermopower of 17.0 millivolts per degree Kelvin in a flexible, quasi-solid-state, ionic thermoelectric material using synergistic thermodiffusion and thermogalvanic effects.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 两种机制协同，不推定各自占比。",model_proposed_pending_human,,
TG:P0145:r002,TG,P0145,thermogalvanic effects,contributes synergistically to,thermopower,author_claim,qualification_needed,thermodiffusion 与 thermogalvanic 为协同机制，总 thermopower 不支持分配独立贡献。,"We demonstrate a giant positive thermopower of 17.0 millivolts per degree Kelvin in a flexible, quasi-solid-state, ionic thermoelectric material using synergistic thermodiffusion and thermogalvanic effects.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 两种机制协同，不推定各自占比。",model_proposed_pending_human,,
TG:P0227:r001,TG,P0227,concentrations of both the ionic liquid and the redox couple,associated with,thermoelectric power,association,qualification_needed,thermoelectric power 的具体定义待核；保留两个浓度条件与 high-concentration 限定，不能把六倍增益直接当输出功率。,The thermoelectric power depends strongly on concentrations of both the ionic liquid and the redox couple. It is enhanced by a factor of six at high ionic-liquid concentrations.,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. thermoelectric power 此处很可能指 thermopower，但不能当输出功率；保留待定，不作单位不明的数值换算。",model_proposed_pending_human,,
TG:P0227:r002,TG,P0227,high ionic-liquid concentrations,enhances sixfold,thermoelectric power,author_claim,qualification_needed,thermoelectric power 的具体定义待核；保留两个浓度条件与 high-concentration 限定，不能把六倍增益直接当输出功率。,The thermoelectric power depends strongly on concentrations of both the ionic liquid and the redox couple. It is enhanced by a factor of six at high ionic-liquid concentrations.,"Focal-claim pilot, not exhaustive extraction; independent semantic review pending. thermoelectric power 此处很可能指 thermopower，但不能当输出功率；保留待定，不作单位不明的数值换算。",model_proposed_pending_human,,
TG:P0174:r001,TG,P0174,TDIEM effect,leads to in low-concentration regime,negative ionic Seebeck coefficient,author_claim,qualification_needed,低浓度和显著 EDL 重叠限定 TDIEM 主导区间，不能外推所有浓度，也不能与 Soret 过程合并。,"In the low-concentration regime, where the electrical double layer (EDL) overlap becomes significant, the TDIEM effect dominates, leading to a large negative ionic Seebeck coefficient.","Focal-claim pilot, not exhaustive extraction; independent semantic review pending. 上文定义 TDIEM 为温度依赖电泳迁移率驱动扩散；不与 Soret 热扩散合并。EDL 显著重叠是条件，未强加因果边。",model_proposed_pending_human,,
