relation_id,paper_id,domain,subject_mention_id,object_mention_id,raw_predicate,assertion_type,direction,claim_id,quote,limitations,joint_factor_group,condition_annotation_status,semantic_review_status,graph_status,reconstruction_run_id
TG:P0204:r001,P0204,TG,TG:P0204:n1,TG:P0204:n3,jointly generates,author_claim,subject_to_object_as_exported,TG:P0204:claim_block,"Efficient low-grade heat recovery can help to reduce greenhouse gas emission as over 70% of primary energy input is wasted as heat, but current technologies to fulfill the heat-to-electricity conversion are still far from optimum. Here we report a direct thermal charging cell, using asymmetric electrodes of a graphene oxide/platinum nanoparticles cathode and a polyaniline anode in Fe2+/Fe3+ redox electrolyte via isothermal heating operation. When heated, the cell generates voltage via a temperature-induced pseudocapacitive effect of graphene oxide and a thermogalvanic effect of Fe2+/Fe3+, and then discharges continuously by oxidizing polyaniline and reducing Fe3+ under isothermal heating till Fe3+ depletion. The cell can be self-regenerated when cooled down. Direct thermal charging cells attain a temperature coefficient of 5.0 mV K-1 and heat-to-electricity conversion efficiency of 2.8% at 70 degrees C (21.4% of Carnot efficiency) and 3.52% at 90 degrees C (19.7% of Carnot efficiency), outperforming other thermoelectrochemical and thermoelectric systems.",Whole-abstract relation context; core claims only. Isothermal heated discharge stops at depletion; cold regeneration distinct.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0204:r002,P0204,TG,TG:P0204:n2,TG:P0204:n3,jointly generates,author_claim,subject_to_object_as_exported,TG:P0204:claim_block,"Efficient low-grade heat recovery can help to reduce greenhouse gas emission as over 70% of primary energy input is wasted as heat, but current technologies to fulfill the heat-to-electricity conversion are still far from optimum. Here we report a direct thermal charging cell, using asymmetric electrodes of a graphene oxide/platinum nanoparticles cathode and a polyaniline anode in Fe2+/Fe3+ redox electrolyte via isothermal heating operation. When heated, the cell generates voltage via a temperature-induced pseudocapacitive effect of graphene oxide and a thermogalvanic effect of Fe2+/Fe3+, and then discharges continuously by oxidizing polyaniline and reducing Fe3+ under isothermal heating till Fe3+ depletion. The cell can be self-regenerated when cooled down. Direct thermal charging cells attain a temperature coefficient of 5.0 mV K-1 and heat-to-electricity conversion efficiency of 2.8% at 70 degrees C (21.4% of Carnot efficiency) and 3.52% at 90 degrees C (19.7% of Carnot efficiency), outperforming other thermoelectrochemical and thermoelectric systems.",Whole-abstract relation context; core claims only. Isothermal heated discharge stops at depletion; cold regeneration distinct.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0204:r003,P0204,TG,TG:P0204:n4,TG:P0204:n5,enables until Fe3+ depletion,author_claim,subject_to_object_as_exported,TG:P0204:claim_block,"Efficient low-grade heat recovery can help to reduce greenhouse gas emission as over 70% of primary energy input is wasted as heat, but current technologies to fulfill the heat-to-electricity conversion are still far from optimum. Here we report a direct thermal charging cell, using asymmetric electrodes of a graphene oxide/platinum nanoparticles cathode and a polyaniline anode in Fe2+/Fe3+ redox electrolyte via isothermal heating operation. When heated, the cell generates voltage via a temperature-induced pseudocapacitive effect of graphene oxide and a thermogalvanic effect of Fe2+/Fe3+, and then discharges continuously by oxidizing polyaniline and reducing Fe3+ under isothermal heating till Fe3+ depletion. The cell can be self-regenerated when cooled down. Direct thermal charging cells attain a temperature coefficient of 5.0 mV K-1 and heat-to-electricity conversion efficiency of 2.8% at 70 degrees C (21.4% of Carnot efficiency) and 3.52% at 90 degrees C (19.7% of Carnot efficiency), outperforming other thermoelectrochemical and thermoelectric systems.",Whole-abstract relation context; core claims only. Isothermal heated discharge stops at depletion; cold regeneration distinct.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0205:r001,P0205,TG,TG:P0205:n1,TG:P0205:n3,limits in analysis,author_claim,subject_to_object_as_exported,TG:P0205:claim_block,"Harvesting waste heat with temperatures lower than 100 degrees C can improve the system efficiency and reduce greenhouse gas emissions, yet it has been a longstanding and challenging task. Electrochemical methods for harvesting low-grade heat have aroused research interest in recent years due to the relatively high effective temperature coefficient of the electrolytes (>1 mV K-1) compared with the thermopower of traditional thermoelectric devices. Compared with other electrochemical devices such as the temperature-variation based thermally regenerative electrochemical cycle and temperature-difference based thermogalvanic cells, the thermally regenerative electrochemically cycled flow battery (TREC-FB) has the advantages of providing a continuous power output, decoupling the heat source and heat sink, and recuperating heat, and compatible with stacking for scaling up. However, the TREC-FB suffers from the issue of stable operation due to the challenge of pH matching between catholyte and anolyte solutions with desirable temperature coefficients. In this work, we demonstrate a pH-neutral TREC-FB based on KI/KI3 and K3Fe(CN)(6)/K4Fe(CN)(6) as the catholyte and anolyte, respectively, with a cell temperature coefficient of 1.9 mV K-1 and a power density of 9 mu W cm(-2). This work also presents a comprehensive model with a coupled analysis of mass transfer and reaction kinetics in a porous electrode that can accurately capture the flow rate dependence of the power density and energy conversion efficiency. We estimate that the efficiency of the pH-neutral TREC-FB can reach nearly 9% of the Carnot efficiency at the maximum power output with a temperature difference of 37 K. Via analysis, we identify that the mass transfer overpotential inside the porous electrode and the resistance of the ion exchange membrane are the two major factors limiting the efficiency and power density, pointing to directions for future improvements.",Whole-abstract relation context; core claims only. pH-neutral flow battery temperature cycling; no molecular entropy mechanism added.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0205:r002,P0205,TG,TG:P0205:n2,TG:P0205:n3,limits in analysis,author_claim,subject_to_object_as_exported,TG:P0205:claim_block,"Harvesting waste heat with temperatures lower than 100 degrees C can improve the system efficiency and reduce greenhouse gas emissions, yet it has been a longstanding and challenging task. Electrochemical methods for harvesting low-grade heat have aroused research interest in recent years due to the relatively high effective temperature coefficient of the electrolytes (>1 mV K-1) compared with the thermopower of traditional thermoelectric devices. Compared with other electrochemical devices such as the temperature-variation based thermally regenerative electrochemical cycle and temperature-difference based thermogalvanic cells, the thermally regenerative electrochemically cycled flow battery (TREC-FB) has the advantages of providing a continuous power output, decoupling the heat source and heat sink, and recuperating heat, and compatible with stacking for scaling up. However, the TREC-FB suffers from the issue of stable operation due to the challenge of pH matching between catholyte and anolyte solutions with desirable temperature coefficients. In this work, we demonstrate a pH-neutral TREC-FB based on KI/KI3 and K3Fe(CN)(6)/K4Fe(CN)(6) as the catholyte and anolyte, respectively, with a cell temperature coefficient of 1.9 mV K-1 and a power density of 9 mu W cm(-2). This work also presents a comprehensive model with a coupled analysis of mass transfer and reaction kinetics in a porous electrode that can accurately capture the flow rate dependence of the power density and energy conversion efficiency. We estimate that the efficiency of the pH-neutral TREC-FB can reach nearly 9% of the Carnot efficiency at the maximum power output with a temperature difference of 37 K. Via analysis, we identify that the mass transfer overpotential inside the porous electrode and the resistance of the ion exchange membrane are the two major factors limiting the efficiency and power density, pointing to directions for future improvements.",Whole-abstract relation context; core claims only. pH-neutral flow battery temperature cycling; no molecular entropy mechanism added.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0206:r001,P0206,TG,TG:P0206:n1,TG:P0206:n2,improves relative to pure PAAm,author_claim,subject_to_object_as_exported,TG:P0206:claim_block,"Quasi-solid hydrogel-based thermoelectrochemical cells (QS-TECs) have the potential to power ubiquitous sensors needed for the internet of things (IoT). However, developing a strategy for simultaneously enhancing mechanical performance, water-retention capacity and Seebeck coefficient remains a challenge. Additionally, little attention has been paid to developing QS-TECs that are able to convert solar energy into electricity, even though solar energy is a major source of renewable energy. Here, a semi-interpenetrated QS-TEC has been designed by introducing carboxymethylcellulose (CMC) into the network of a polyacrylamide hydrogel. Because of strong interactions between CMC, the polyacrylamide network, water molecules and thermogalvanic ions, the newly designed QS-TEC showed a similar to 1.5-fold better mechanical performance, similar to 1.2-fold greater water retention and similar to 1.05-fold higher Seebeck coefficient than a QS-TEC with a pure polyacrylamide network. Robust solar-thermal-electricity conversion was achieved by coating solar-thermal carbon nanotubes onto the surface of the QS-TEC. As a demonstration of a practical application, the solar-driven QS-TEC was successfully used as the energy supply for mechanical sensors.",Whole-abstract relation context; core claims only. Interactions not chemically specified; do not relabel all as hydrogen bonding.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0206:r002,P0206,TG,TG:P0206:n1,TG:P0206:n3,improves,author_claim,subject_to_object_as_exported,TG:P0206:claim_block,"Quasi-solid hydrogel-based thermoelectrochemical cells (QS-TECs) have the potential to power ubiquitous sensors needed for the internet of things (IoT). However, developing a strategy for simultaneously enhancing mechanical performance, water-retention capacity and Seebeck coefficient remains a challenge. Additionally, little attention has been paid to developing QS-TECs that are able to convert solar energy into electricity, even though solar energy is a major source of renewable energy. Here, a semi-interpenetrated QS-TEC has been designed by introducing carboxymethylcellulose (CMC) into the network of a polyacrylamide hydrogel. Because of strong interactions between CMC, the polyacrylamide network, water molecules and thermogalvanic ions, the newly designed QS-TEC showed a similar to 1.5-fold better mechanical performance, similar to 1.2-fold greater water retention and similar to 1.05-fold higher Seebeck coefficient than a QS-TEC with a pure polyacrylamide network. Robust solar-thermal-electricity conversion was achieved by coating solar-thermal carbon nanotubes onto the surface of the QS-TEC. As a demonstration of a practical application, the solar-driven QS-TEC was successfully used as the energy supply for mechanical sensors.",Whole-abstract relation context; core claims only. Interactions not chemically specified; do not relabel all as hydrogen bonding.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0206:r003,P0206,TG,TG:P0206:n1,TG:P0206:n4,improves,author_claim,subject_to_object_as_exported,TG:P0206:claim_block,"Quasi-solid hydrogel-based thermoelectrochemical cells (QS-TECs) have the potential to power ubiquitous sensors needed for the internet of things (IoT). However, developing a strategy for simultaneously enhancing mechanical performance, water-retention capacity and Seebeck coefficient remains a challenge. Additionally, little attention has been paid to developing QS-TECs that are able to convert solar energy into electricity, even though solar energy is a major source of renewable energy. Here, a semi-interpenetrated QS-TEC has been designed by introducing carboxymethylcellulose (CMC) into the network of a polyacrylamide hydrogel. Because of strong interactions between CMC, the polyacrylamide network, water molecules and thermogalvanic ions, the newly designed QS-TEC showed a similar to 1.5-fold better mechanical performance, similar to 1.2-fold greater water retention and similar to 1.05-fold higher Seebeck coefficient than a QS-TEC with a pure polyacrylamide network. Robust solar-thermal-electricity conversion was achieved by coating solar-thermal carbon nanotubes onto the surface of the QS-TEC. As a demonstration of a practical application, the solar-driven QS-TEC was successfully used as the energy supply for mechanical sensors.",Whole-abstract relation context; core claims only. Interactions not chemically specified; do not relabel all as hydrogen bonding.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0207:r001,P0207,TG,TG:P0207:n1,TG:P0207:n2,provides,author_claim,subject_to_object_as_exported,TG:P0207:claim_block,"Solar energy is regarded as the most promising source of electricity considering its large magnitude on earth every day. The effective use of such an intermittent energy source relies on development of affordable, inexhaustible and clean solar energy conversion and storage technologies. Here, we design a novel solar-driven regenerative electrochemical system for simultaneous photoelectric energy harvesting and storage. With rational screening of redox species and comprehensive electrochemical study, a high Seebeck coefficient of -1.8 mV K-1 is achieved by solely exploiting earth-abundant materials based on the thermogalvanic effect. A high energy conversion efficiency (1.23%, and 11.9% versus the Carnot efficiency) is achieved under a low temperature gradient of 35 degrees C. Moreover, the durability of the proof-of-concept device has been examined under solar irradiation employing the bifunctional current collector/solar absorber with good electrical conductivity, efficient solar absorption and photothermal transduction. This innovative cell design integrating simultaneous energy conversion and storage represents an alternative approach towards cost-effective harnessing of solar energy and even more broad thermal energy in ambient environments.",Whole-abstract relation context; core claims only. Integrated regenerative solar device; no specific redox identity from abstract.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0207:r002,P0207,TG,TG:P0207:n1,TG:P0207:n3,provides,author_claim,subject_to_object_as_exported,TG:P0207:claim_block,"Solar energy is regarded as the most promising source of electricity considering its large magnitude on earth every day. The effective use of such an intermittent energy source relies on development of affordable, inexhaustible and clean solar energy conversion and storage technologies. Here, we design a novel solar-driven regenerative electrochemical system for simultaneous photoelectric energy harvesting and storage. With rational screening of redox species and comprehensive electrochemical study, a high Seebeck coefficient of -1.8 mV K-1 is achieved by solely exploiting earth-abundant materials based on the thermogalvanic effect. A high energy conversion efficiency (1.23%, and 11.9% versus the Carnot efficiency) is achieved under a low temperature gradient of 35 degrees C. Moreover, the durability of the proof-of-concept device has been examined under solar irradiation employing the bifunctional current collector/solar absorber with good electrical conductivity, efficient solar absorption and photothermal transduction. This innovative cell design integrating simultaneous energy conversion and storage represents an alternative approach towards cost-effective harnessing of solar energy and even more broad thermal energy in ambient environments.",Whole-abstract relation context; core claims only. Integrated regenerative solar device; no specific redox identity from abstract.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0208:r001,P0208,TG,TG:P0208:n1,TG:P0208:n2,stabilizes relative to liquid,author_claim,subject_to_object_as_exported,TG:P0208:claim_block,"Thermoelectrochemistry involves the study or application of temperature-dependant parameters in an electrochemical system. Thermoelectrochemistry can be exploited in non-isothermal cells to form thermogalvanic cells (or thermocells) to convert a temperature gradient into a useful electrical current. However, heat can also transfer and reduce the temperature gradient, while spillage is a potential issue for liquid electrolytes. For this reason, we have investigated aqueous thermocells containing potassium ferricyanide and potassium ferrocyanide (0.1 MK3[Fe(CN)(6)]/0.1 MK4[Fe(CN)(6)]) as a gelled electrolyte. Fumed silica and gelatine were not found to be sufficient gelling agents, whereas agar agar (agarose) and beads of poly(sodium acrylate) were found to form effective gelled electrolytes; the latter gel was also self-healing. Thermocells were prepared using commercial CR2032 battery casings, and surface treatments and preparations of the stainless steel electrodes evaluated for their electrocatalytic effects and influence on long-term current output. Emphasis was placed upon body heat harvesting, and preliminary heat transfer modelling through the CR2032 systems also performed. Ultimately, the gelled electrolytes were found to result in more stable power output and effectively frustrate heat transfer through the cells, relative to the un-gelled (liquid) electrolytes. These results will inform the development of both more efficient electrolytes and housings for thermocells. (C) 2016 Elsevier Ltd. All rights reserved.",Whole-abstract relation context; core claims only. Gelling agents differ; silica/gelatine unsuccessful cases retained in full context.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0208:r002,P0208,TG,TG:P0208:n1,TG:P0208:n3,frustrates,author_claim,subject_to_object_as_exported,TG:P0208:claim_block,"Thermoelectrochemistry involves the study or application of temperature-dependant parameters in an electrochemical system. Thermoelectrochemistry can be exploited in non-isothermal cells to form thermogalvanic cells (or thermocells) to convert a temperature gradient into a useful electrical current. However, heat can also transfer and reduce the temperature gradient, while spillage is a potential issue for liquid electrolytes. For this reason, we have investigated aqueous thermocells containing potassium ferricyanide and potassium ferrocyanide (0.1 MK3[Fe(CN)(6)]/0.1 MK4[Fe(CN)(6)]) as a gelled electrolyte. Fumed silica and gelatine were not found to be sufficient gelling agents, whereas agar agar (agarose) and beads of poly(sodium acrylate) were found to form effective gelled electrolytes; the latter gel was also self-healing. Thermocells were prepared using commercial CR2032 battery casings, and surface treatments and preparations of the stainless steel electrodes evaluated for their electrocatalytic effects and influence on long-term current output. Emphasis was placed upon body heat harvesting, and preliminary heat transfer modelling through the CR2032 systems also performed. Ultimately, the gelled electrolytes were found to result in more stable power output and effectively frustrate heat transfer through the cells, relative to the un-gelled (liquid) electrolytes. These results will inform the development of both more efficient electrolytes and housings for thermocells. (C) 2016 Elsevier Ltd. All rights reserved.",Whole-abstract relation context; core claims only. Gelling agents differ; silica/gelatine unsuccessful cases retained in full context.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0209:r001,P0209,TG,TG:P0209:n1,TG:P0209:n2,enhances,author_claim,subject_to_object_as_exported,TG:P0209:claim_block,"Harvesting heat from fire itself to power wireless sensor networks has the potential to realize effective detection and alarm for forest fires. Thermocells based on the thermogalvanic effect offer an inexpensive and scalable way for heat-to-electricity conversion but challenged by their low performance. We demonstrate a boosted thermogalvanic effect by introducing concentration gradients into a thermocell, achieving a one order magnitude enhancement of output up to 45.9 W m(-2). Using a heat-triggered membrane as the start switch, a thermocell which can hibernate in peacetime and awaken when fire occurs, is further obtained. A proof-of-concept device integrated from five units successfully detects precombustion and open fire to synchronously generate a high voltage of similar to 2 V for driving an alarm. This system shows promise for combating the globally increasing forest fires.",Whole-abstract relation context; core claims only. Heat-triggered release/start and concentration augmentation distinct.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0209:r002,P0209,TG,TG:P0209:n3,TG:P0209:n2,gates activation upon heat,author_claim,subject_to_object_as_exported,TG:P0209:claim_block,"Harvesting heat from fire itself to power wireless sensor networks has the potential to realize effective detection and alarm for forest fires. Thermocells based on the thermogalvanic effect offer an inexpensive and scalable way for heat-to-electricity conversion but challenged by their low performance. We demonstrate a boosted thermogalvanic effect by introducing concentration gradients into a thermocell, achieving a one order magnitude enhancement of output up to 45.9 W m(-2). Using a heat-triggered membrane as the start switch, a thermocell which can hibernate in peacetime and awaken when fire occurs, is further obtained. A proof-of-concept device integrated from five units successfully detects precombustion and open fire to synchronously generate a high voltage of similar to 2 V for driving an alarm. This system shows promise for combating the globally increasing forest fires.",Whole-abstract relation context; core claims only. Heat-triggered release/start and concentration augmentation distinct.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0210:r001,P0210,TG,TG:P0210:n1,TG:P0210:n3,jointly contributes,author_claim,subject_to_object_as_exported,TG:P0210:claim_block,"Harvesting heat from the low-grade heat (below 100 degrees C) into electricity has the signification to enhance the utilization of energy and lower carbon emissions by a simple device. Herein we demonstrate a thermally chargeable ammonium ion capacitor (TAIC) by employing graphene-polyimide (rGO-PI) synthesized through polycondensation of 1,4,5,8-naphthalene-tetracarboxylic dianhydride and ethylenediamine as cold electrode, N-doped hollow carbon nanofibers as hot electrode to directly convert waste heat into electricity. Combining thermodiffusion effect of electrolyte with thermogalvanic effect of a redox couple (C=O/C-O-NH4+), as-assembled TAIC can deliver a high output voltage of 624 mV, power density of 82 mu Wcm(-2) and average Seebeck coefficient of 9.07 mVK(-1) at temperature difference of 45 K. Meanwhile, with the introduction of polyacrylamide-polyacrylic acid-based gel electrolyte, the assembled flexible device can well serve in various bending states, and the power density can attain a satisfying value of 1.92 mu Wcm(-2). This quasi-solid-state TAIC shows great potential as one promising candidate for high value-added conversion from low-grade heat into electricity as well as wearable applications.",Whole-abstract relation context; core claims only. Ammonium redox-capacitor hybrid retained.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0210:r002,P0210,TG,TG:P0210:n2,TG:P0210:n3,jointly contributes,author_claim,subject_to_object_as_exported,TG:P0210:claim_block,"Harvesting heat from the low-grade heat (below 100 degrees C) into electricity has the signification to enhance the utilization of energy and lower carbon emissions by a simple device. Herein we demonstrate a thermally chargeable ammonium ion capacitor (TAIC) by employing graphene-polyimide (rGO-PI) synthesized through polycondensation of 1,4,5,8-naphthalene-tetracarboxylic dianhydride and ethylenediamine as cold electrode, N-doped hollow carbon nanofibers as hot electrode to directly convert waste heat into electricity. Combining thermodiffusion effect of electrolyte with thermogalvanic effect of a redox couple (C=O/C-O-NH4+), as-assembled TAIC can deliver a high output voltage of 624 mV, power density of 82 mu Wcm(-2) and average Seebeck coefficient of 9.07 mVK(-1) at temperature difference of 45 K. Meanwhile, with the introduction of polyacrylamide-polyacrylic acid-based gel electrolyte, the assembled flexible device can well serve in various bending states, and the power density can attain a satisfying value of 1.92 mu Wcm(-2). This quasi-solid-state TAIC shows great potential as one promising candidate for high value-added conversion from low-grade heat into electricity as well as wearable applications.",Whole-abstract relation context; core claims only. Ammonium redox-capacitor hybrid retained.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0211:r001,P0211,TG,TG:P0211:n1,TG:P0211:n2,determines effective weighting,author_claim,subject_to_object_as_exported,TG:P0211:claim_block,"Thermocells, also called thermogalvanic cells, are a promising technology that can efficiently harvest low-grade waste heat with direct thermoelectric conversion. The cells operate under a temperature difference, with one electrode on the hot side and the other on the cold side. The recently developed electrodes, such as porous carbon materials and pin-structured electrodes, have led to a temperature gradient even inside one of the electrodes. However, it still remains an open question of what temperature difference determines the open-circuit voltage of thermocells. Here, we investigated the effective voltage of a thermocell with thick electrodes. The temperature difference that determines the voltage turned out to be the smallest temperature difference between anode and cathode electrodes, the average temperature difference, or in between, depending on the internal resistances of the cell. We also verified the validity of normalized power density estimated from the open-circuit voltage. In addition, a strategy was demonstrated to improve the power density of a thermocell that consists of thick electrodes. The results provided here would help devise high-performance thermocells with optimized electrode structures.",Whole-abstract relation context; core claims only. Thick electrode temperature inhomogeneity; measured voltage not fixed by one universal average.,,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0212:r001,P0212,TG,TG:P0212:n1,TG:P0212:n2,associated with large changes near full lithiation,author_claim,subject_to_object_as_exported,TG:P0212:claim_block,"We report Peltier heats and reaction entropy of cells with lithium metal-and near fully lithiated lithium iron phosphate (LFP) electrodes. The Peltier heats were measured through the Seebeck coefficient of thermogalvanic cells. The value obtained for the Peltier heat of Li-metal, -32 & PLUSMN; 3 kJ/mol at 298 K, supports previously reported values. When close to being fully lithiated, LFP goes through a phase transition from a two-phase mixture to a solid solution. The value of Peltier heats obtained for LFP vary from -15 & PLUSMN; 1 to -72 & PLUSMN; 9 kJ/mol. The variation is explained by large entropy changes of lithium iron phosphate, near the phase transition. The cell entropy difference of lithium iron phosphate against lithium metal varied from -64 & PLUSMN; 3 to +50 & PLUSMN; 20 J/K mol. The negative Peltier heats means that the electrodes generates heat when acting as an anode, which leads to a temperature rise in the electrode compartment, and absorbs heat when acting as a cathode. The local reversible heat effect is equal to or larger in magnitude than the net reversible heat effect. The time-dependence of the Seebeck coefficient, the Soret effect, was found to differ between the cells with planar Li-metal electrodes to porous LFP.","Whole-abstract relation context; core claims only. Solid electrode lithiation phase transition, not electrolyte crystallization.",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0212:r002,P0212,TG,TG:P0212:n2,TG:P0212:n3,explains variation,author_claim,subject_to_object_as_exported,TG:P0212:claim_block,"We report Peltier heats and reaction entropy of cells with lithium metal-and near fully lithiated lithium iron phosphate (LFP) electrodes. The Peltier heats were measured through the Seebeck coefficient of thermogalvanic cells. The value obtained for the Peltier heat of Li-metal, -32 & PLUSMN; 3 kJ/mol at 298 K, supports previously reported values. When close to being fully lithiated, LFP goes through a phase transition from a two-phase mixture to a solid solution. The value of Peltier heats obtained for LFP vary from -15 & PLUSMN; 1 to -72 & PLUSMN; 9 kJ/mol. The variation is explained by large entropy changes of lithium iron phosphate, near the phase transition. The cell entropy difference of lithium iron phosphate against lithium metal varied from -64 & PLUSMN; 3 to +50 & PLUSMN; 20 J/K mol. The negative Peltier heats means that the electrodes generates heat when acting as an anode, which leads to a temperature rise in the electrode compartment, and absorbs heat when acting as a cathode. The local reversible heat effect is equal to or larger in magnitude than the net reversible heat effect. The time-dependence of the Seebeck coefficient, the Soret effect, was found to differ between the cells with planar Li-metal electrodes to porous LFP.","Whole-abstract relation context; core claims only. Solid electrode lithiation phase transition, not electrolyte crystallization.",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0213:r001,P0213,TG,TG:P0213:n1,TG:P0213:n2,enables,author_claim,subject_to_object_as_exported,TG:P0213:claim_block,"Thermally regenerative electrochemical cycle (TREC) is a promising technology for low-grade heat harvesting by employing the thermogalvanic effect of the electrodes. Whereas the electrolytes applied in TREC systems have a negligible response to temperature variation. In this study, a thermoresponsive ionic liquid (TRIL) is added to an electrolyte to endow it with temperature-driven phase change behavior, and the electrolyte is then utilized in a copper hexacyanoferrate-based TREC system for ultralow-grade heat harvesting. The TREC system is operated between 10 and 30 degrees C across the phase change critical point (Tc), so that the solvation states of the ions varied during the charging and discharging process, and a high energy density of 1.30 J g-1 and high energy conversion efficiency of 1.32% (20.0% for the Carnot efficiency) are achieved. The energy efficiency is 10 times that ach-ieved by the conventional non-TRIL system under the same conditions. Moreover, the Tc of the TRIL can be tuned according to the species and concentrations of the electrolyte salt, which enhances the feasibility and resilience of the TRIL-containing TREC system. This study provides a novel perspective for electrolyte design in electro-chemical cells, promoting the applicability of electrochemical cells in high-performance ultralow-grade thermal energy harvesting systems.","Whole-abstract relation context; core claims only. Cycling across critical point, not single constant-gradient experiment.",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0213:r002,P0213,TG,TG:P0213:n2,TG:P0213:n3,changes during cycling,author_claim,subject_to_object_as_exported,TG:P0213:claim_block,"Thermally regenerative electrochemical cycle (TREC) is a promising technology for low-grade heat harvesting by employing the thermogalvanic effect of the electrodes. Whereas the electrolytes applied in TREC systems have a negligible response to temperature variation. In this study, a thermoresponsive ionic liquid (TRIL) is added to an electrolyte to endow it with temperature-driven phase change behavior, and the electrolyte is then utilized in a copper hexacyanoferrate-based TREC system for ultralow-grade heat harvesting. The TREC system is operated between 10 and 30 degrees C across the phase change critical point (Tc), so that the solvation states of the ions varied during the charging and discharging process, and a high energy density of 1.30 J g-1 and high energy conversion efficiency of 1.32% (20.0% for the Carnot efficiency) are achieved. The energy efficiency is 10 times that ach-ieved by the conventional non-TRIL system under the same conditions. Moreover, the Tc of the TRIL can be tuned according to the species and concentrations of the electrolyte salt, which enhances the feasibility and resilience of the TRIL-containing TREC system. This study provides a novel perspective for electrolyte design in electro-chemical cells, promoting the applicability of electrochemical cells in high-performance ultralow-grade thermal energy harvesting systems.","Whole-abstract relation context; core claims only. Cycling across critical point, not single constant-gradient experiment.",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
TG:P0213:r003,P0213,TG,TG:P0213:n1,TG:P0213:n4,enhances relative to non-TRIL system,author_claim,subject_to_object_as_exported,TG:P0213:claim_block,"Thermally regenerative electrochemical cycle (TREC) is a promising technology for low-grade heat harvesting by employing the thermogalvanic effect of the electrodes. Whereas the electrolytes applied in TREC systems have a negligible response to temperature variation. In this study, a thermoresponsive ionic liquid (TRIL) is added to an electrolyte to endow it with temperature-driven phase change behavior, and the electrolyte is then utilized in a copper hexacyanoferrate-based TREC system for ultralow-grade heat harvesting. The TREC system is operated between 10 and 30 degrees C across the phase change critical point (Tc), so that the solvation states of the ions varied during the charging and discharging process, and a high energy density of 1.30 J g-1 and high energy conversion efficiency of 1.32% (20.0% for the Carnot efficiency) are achieved. The energy efficiency is 10 times that ach-ieved by the conventional non-TRIL system under the same conditions. Moreover, the Tc of the TRIL can be tuned according to the species and concentrations of the electrolyte salt, which enhances the feasibility and resilience of the TRIL-containing TREC system. This study provides a novel perspective for electrolyte design in electro-chemical cells, promoting the applicability of electrochemical cells in high-performance ultralow-grade thermal energy harvesting systems.","Whole-abstract relation context; core claims only. Cycling across critical point, not single constant-gradient experiment.",,not_reconstructed,not_reviewed,machine_candidate_only,txt_reconstruction_v1_19f1c2edac18
