class_id,group_index,pair_id,left_mention_id,right_mention_id,dsh_relation,dsh_reason,judge_equivalence_decision,judge_risk_disposition,judge_reason,judge_hierarchy_direction,source_locator
iTE:P1958:n2,0,pair:738e9a8b7a6a8c0974d1,iTE:P1525:n3,iTE:P1958:n2,broader_than,left 节点为一般 Seebeck 系数，right 为限定 large 幅值的 Seebeck 系数，right 范围更窄。,reject,keep_separate_hierarchy_direction_not_asserted,130成员及661既有建议全部逐组读取并按定义划分。thermopower/TEP/Seebeck/S通常同义，但仅在同一载流范围及测量定义下；原摘要证明P0660/P1024/P1210/P1520/P1614是红氧系数，P0595是电子SWCNT，P0547是电动学等效系数，P0804是Kelvin近似，P1676为质子加空穴的总响应。电子、离子、红氧、混合、符号幅值、加权贡献、非线性有限温差系数不可整体传递合并。节点属性及原始数值保留，未确定定义者不跨组接受。；左右定义分别为电子Seebeck系数 / 高电子Seebeck系数,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:738e9a8b7a6a8c0974d1
iTE:P1964:n2,1,pair:e4b8c0b86b036f9c52a9,iTE:P0377:n3,iTE:P0389:n2,broader_than,left 原文只用无限定的 conductiv-ity（仅提 charge carriers），right 明确限定为 electric conductivity，left 语义范围更宽。,accept,hierarchy_warning_rejected_by_shared_definition,共同定义：离子电导率。67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:e4b8c0b86b036f9c52a9
iTE:P1964:n2,1,pair:dd645be31e0365e169ce,iTE:P0377:n3,iTE:P1270:n2,broader_than,left 是未加限定的导电率，right 明确限定为直流电导率并给出其活化能，属更具体的下位概念。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为离子电导率 / 混合直流电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:dd645be31e0365e169ce
iTE:P1964:n2,1,pair:259c88da205996b9a798,iTE:P0377:n3,iTE:P1772:n2,broader_than,左侧是未限定的 generic conductivity，右侧是施加直流电场下测得的 dc electric conductivity，属更受限定的具体量，故 left 更宽泛。,uncertain,unresolved_do_not_merge,原摘要未给该电导的载流子/总量与分量归属，或高值定义不足；不靠相同conductivity/DC词强行判定。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:259c88da205996b9a798
iTE:P1964:n2,1,pair:d085e909e81c8b8e65f9,iTE:P0377:n3,iTE:P1964:n2,broader_than,右侧 DC conductivity 是限定在直流条件（并表现为离子导电）的电导，属左侧泛指 conductivity 的受限具体类型。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为离子电导率 / 离子直流电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:d085e909e81c8b8e65f9
iTE:P1964:n2,1,pair:119fef0ed93b20c01a40,iTE:P0389:n2,iTE:P1270:n2,broader_than,left 为无测量条件限定的电导率，right 是限定为直流（dc）条件下测得的电导率，后者是前者的具体限定形式（right IS-A left）。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为离子电导率 / 混合直流电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:119fef0ed93b20c01a40
iTE:P1964:n2,1,pair:c80fba3d3c695117daef,iTE:P0389:n2,iTE:P1772:n2,narrower_than,评估对象写反了——left 为 electric conductivity（宽），right 为 dc electric conductivity（直流限定，窄），故 left 比 right 更宽泛。,uncertain,unresolved_do_not_merge,原摘要未给该电导的载流子/总量与分量归属，或高值定义不足；不靠相同conductivity/DC词强行判定。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:c80fba3d3c695117daef
iTE:P1964:n2,1,pair:92c45d6c574b2d7536f6,iTE:P0409:n4,iTE:P1257:n2,broader_than,左侧为未加限定的电导率量，右侧特指被显著提升后的电导率状态（“enhanced”构成限定），右侧是左侧的一个受限实例，故左侧更宽泛。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为电子电导率 / 电子电导增强,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:92c45d6c574b2d7536f6
iTE:P1964:n2,1,pair:0a6266550e53fd95a18c,iTE:P0409:n4,iTE:P1356:n1,broader_than,左侧为未加限定的电导率（quantity），右侧是带“高”这一量级限定的电导率，属于对同一物理量加了限定条件，右侧范围更窄。,uncertain,unresolved_do_not_merge,原摘要未给该电导的载流子/总量与分量归属，或高值定义不足；不靠相同conductivity/DC词强行判定。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:0a6266550e53fd95a18c
iTE:P1964:n2,1,pair:57f29043dbef8561c44e,iTE:P0409:n4,iTE:P1435:n2,broader_than,右侧原文限定为 DC electrical conductivity，是 electrical conductivity 的直流子类；左侧未限定，故左侧更宽泛。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为电子电导率 / 混合直流电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:57f29043dbef8561c44e
iTE:P1964:n2,1,pair:056ed55a6b1aac4adef5,iTE:P0409:n4,iTE:P1772:n2,broader_than,左侧为泛称 electrical conductivity，右侧限定为直流条件下的 dc electric conductivity，后者是前者的具体限定形式。,uncertain,unresolved_do_not_merge,原摘要未给该电导的载流子/总量与分量归属，或高值定义不足；不靠相同conductivity/DC词强行判定。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:056ed55a6b1aac4adef5
iTE:P1964:n2,1,pair:e7f02c865986650aa994,iTE:P0414:n2,iTE:P1013:n1,broader_than,"right 带比较级 ""higher"" 且仅指该薄膜的偏高电导表现，是 left 通用电导率的受限具体情形。",reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为离子电导率 / 较高电子电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:e7f02c865986650aa994
iTE:P1964:n2,1,pair:9c036ac9db7e8f7726fb,iTE:P0414:n2,iTE:P1257:n2,broader_than,右侧为“增强的电导率”这一受限定的具体状态，左侧为通用电导率量，左侧更宽泛。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为离子电导率 / 电子电导增强,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:9c036ac9db7e8f7726fb
iTE:P1964:n2,1,pair:d9c48e503672d8c316d5,iTE:P0414:n2,iTE:P1356:n1,broader_than,左侧为一般意义上的电导率，右侧为带“high”限定的高电导率特例，范围更窄。,uncertain,unresolved_do_not_merge,原摘要未给该电导的载流子/总量与分量归属，或高值定义不足；不靠相同conductivity/DC词强行判定。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:d9c48e503672d8c316d5
iTE:P1964:n2,1,pair:918c0d71a48960ca8ed0,iTE:P0414:n2,iTE:P1813:n2,broader_than,左侧为无限定的电导率，右侧特指“高电导率”这一受限状态，右侧 IS-A 左侧。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为离子电导率 / 高电子电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:918c0d71a48960ca8ed0
iTE:P1964:n2,1,pair:e66d44f8bc383be815d3,iTE:P0462:n4,iTE:P1257:n2,broader_than,left 是未加限定的电导率（conductivity），right 是被增强后的具体电导率，范围更窄，故 left 更宽泛。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为电子电导率 / 电子电导增强,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:e66d44f8bc383be815d3
iTE:P1964:n2,1,pair:28f92bdd4d59a9f46f81,iTE:P0471:n3,iTE:P1013:n1,broader_than,左侧为一般电导率概念，右侧是带“higher”比较限定、针对 SnSe 薄膜的电导率，属于受限定的更具体表达。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为电子电导率 / 较高电子电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:28f92bdd4d59a9f46f81
iTE:P1964:n2,1,pair:1d4d15652c4dbee2bc51,iTE:P0471:n3,iTE:P1257:n2,broader_than,右侧是被“enhanced”限定的电导率状态（IS-A 电导率），左侧为不带限定的通用电导率量，故左侧更宽泛。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为电子电导率 / 电子电导增强,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:1d4d15652c4dbee2bc51
iTE:P1964:n2,1,pair:21a433f273c8bfa3dc9e,iTE:P0471:n3,iTE:P1813:n2,broader_than,左侧为通用的电导率量，右侧限定为“高电导率”，范围更窄，属左侧的下位。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为电子电导率 / 高电子电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:21a433f273c8bfa3dc9e
iTE:P1964:n2,1,pair:cc7011d077d4e5690f07,iTE:P0471:n3,iTE:P1964:n2,broader_than,left 泛指 electrical conductivity，right 特指 DC conductivities（直流电导率），DC 电导率是电导率的受限子类，因此 left 更宽泛。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为电子电导率 / 离子直流电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:cc7011d077d4e5690f07
iTE:P1964:n2,1,pair:364f668c3924800c343a,iTE:P0518:n4,iTE:P1356:n1,broader_than,左侧仅给出未加限定的“conductivity”，右侧限定为“high electrical conductivity”，后者是前者受限定的具体形式，故左侧更宽泛。,uncertain,unresolved_do_not_merge,原摘要未给该电导的载流子/总量与分量归属，或高值定义不足；不靠相同conductivity/DC词强行判定。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:364f668c3924800c343a
iTE:P1964:n2,1,pair:dfcf20cd9526c6054157,iTE:P0533:n2,iTE:P1013:n1,broader_than,"左侧为一般电导率量；右侧带程度限定词""higher""，原文专指被提高后的电导率水平，是电导率的一个受限具体表述，故左侧更宽泛。",reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为电子电导率 / 较高电子电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:dfcf20cd9526c6054157
iTE:P1964:n2,1,pair:0941acd5b06f85bafc6b,iTE:P0632:n2,iTE:P1270:n2,broader_than,左侧为未加限定的电导率（泛指），右侧特指直流（dc）电导率，是电导率的一种受限测量形式。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为电子电导率 / 混合直流电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:0941acd5b06f85bafc6b
iTE:P1964:n2,1,pair:df5170742582f987204c,iTE:P0636:n2,iTE:P1013:n1,broader_than,"left 是无取向限定的通用电导率，right 以 ""higher"" 限定了电导率取值方向与对象，范围更窄。",reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为电子电导率 / 较高电子电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:df5170742582f987204c
iTE:P1964:n2,1,pair:43edebbd21d279a3db78,iTE:P0636:n2,iTE:P1356:n1,broader_than,左侧是不加限定的电导率量，右侧特指水凝胶中高达约305 S cm(-1)的高电导率，属带幅度限定的更具体概念。,uncertain,unresolved_do_not_merge,原摘要未给该电导的载流子/总量与分量归属，或高值定义不足；不靠相同conductivity/DC词强行判定。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:43edebbd21d279a3db78
iTE:P1964:n2,1,pair:3bcd4d3fb27b491ab927,iTE:P0636:n2,iTE:P1772:n2,broader_than,右侧明确限定为直流（dc）条件下的电导率，是左侧通用 electrical conductivity 的受限具体形式，故左侧更宽泛。,uncertain,unresolved_do_not_merge,原摘要未给该电导的载流子/总量与分量归属，或高值定义不足；不靠相同conductivity/DC词强行判定。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:3bcd4d3fb27b491ab927
iTE:P1964:n2,1,pair:396f54e425003e7d138f,iTE:P0636:n2,iTE:P1952:n2,broader_than,左侧为未限定测量类型的电导率（总称），右侧特指直流电导率，是前者的受限子类（dc conductivity IS-A electrical conductivity）。,uncertain,unresolved_do_not_merge,原摘要未给该电导的载流子/总量与分量归属，或高值定义不足；不靠相同conductivity/DC词强行判定。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:396f54e425003e7d138f
iTE:P1964:n2,1,pair:2871188693d1287a46f4,iTE:P0651:n2,iTE:P1257:n2,broader_than,左侧为未加限定的“电导率”量，右侧是带限定条件的“被增强的电导率”，后者是前者的具体情形（IS-A）。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为电子电导率 / 电子电导增强,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:2871188693d1287a46f4
iTE:P1964:n2,1,pair:626a3bb48f1ad03bc01a,iTE:P0718:n2,iTE:P1952:n2,broader_than,右侧 dc conductivity 是在直流条件下的电导，属受测量条件限定的更具体概念，左侧 electrical conductivity 为更宽泛的一般电导概念，故 left 比 right 宽。,uncertain,unresolved_do_not_merge,原摘要未给该电导的载流子/总量与分量归属，或高值定义不足；不靠相同conductivity/DC词强行判定。,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:626a3bb48f1ad03bc01a
iTE:P1964:n2,1,pair:2ef0072dd0aa3a85ecce,iTE:P0823:n2,iTE:P1257:n2,broader_than,左侧指一般电导率量，右侧指 PEDOT:PSS 中增强后的特定电导率，是更受限的下位概念。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为离子电导率 / 电子电导增强,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:2ef0072dd0aa3a85ecce
iTE:P1964:n2,1,pair:38f009174c1b026e59f0,iTE:P0823:n2,iTE:P1813:n2,broader_than,left 是未加限定的电导率量值，right 是带 magnitude 限定词 high 的电导率，属于电导率的受限子类，故 left 更宽泛。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为离子电导率 / 高电子电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:38f009174c1b026e59f0
iTE:P1964:n2,1,pair:ab3398df70f8ed303c3d,iTE:P0823:n2,iTE:P1964:n2,broader_than,左侧泛指电导率（未限定测量方式），右侧特指直流（DC）电导率，是电导率的一种受限具体类型，故左侧更宽泛。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为离子电导率 / 离子直流电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:ab3398df70f8ed303c3d
iTE:P1964:n2,1,pair:8584593bea287d1ea1eb,iTE:P1013:n1,iTE:P1430:n2,narrower_than,右侧为未限定的 electrical conductivity，左侧为受 higher 限定的更高电导率，是更具体/受限的概念。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为较高电子电导率 / 电子电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:8584593bea287d1ea1eb
iTE:P1964:n2,1,pair:4335e5163fbbeff0c8e4,iTE:P1013:n1,iTE:P1574:n1,narrower_than,左侧是带有“更高”限定的具体电导率取值（thin film 的高于文献值），右侧为未限定的通用电导率量，左侧是右侧的受限具体概念。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为较高电子电导率 / 电子电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:4335e5163fbbeff0c8e4
iTE:P1964:n2,1,pair:859247d979d9e818232a,iTE:P1013:n1,iTE:P1670:n2,narrower_than,两侧指同一物理量电导率，但左侧被限定为“更高”的取值（受限的具体情形），属该量的更具体表述，不是独立概念。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为较高电子电导率 / 电子电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:859247d979d9e818232a
iTE:P1964:n2,1,pair:0defbe932635f81f3d8e,iTE:P1048:n2,iTE:P1813:n2,broader_than,左侧是未加限定的电导率量，右侧特指被限定为“高”的电导率状态，左侧比右侧宽泛。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为电子电导率 / 高电子电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:0defbe932635f81f3d8e
iTE:P1964:n2,1,pair:ca91a6d87da48f0ae449,iTE:P1060:n2,iTE:P1964:n2,broader_than,左侧是未加频域限定的一般电导率，右侧明确为 DC 电导率；后者是前者的受限定子类，对象同为电导率但范围不同。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为电子电导率 / 离子直流电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:ca91a6d87da48f0ae449
iTE:P1964:n2,1,pair:84388359a1be3a973793,iTE:P1257:n2,iTE:P1449:n2,narrower_than,left 是带“enhanced”限定的电导率（被提升后的取值），是 right 所表示的通用电导率量的受限/更具体形式，二者非同一概念。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为电子电导增强 / 电子电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:84388359a1be3a973793
iTE:P1964:n2,1,pair:8ef76c734079a24c2a8d,iTE:P1257:n2,iTE:P1613:n3,narrower_than,left 是带“增强/升高”限定的电导率（特定体系被提高后的值），right 是未加限定的通用电导率量；left 属于 right 的一个受限子情形，故为 narrower_than 而非等价。,reject,keep_separate_hierarchy_direction_not_asserted,67成员逐一读取。完整摘要确认P0377/P0399/P0518/P1639/P1903离子导电，P0959/P1050/P1599混合导电，P1359电子极化子DC，P1964明确离子DC。电子电导、离子电导、两者总和及DC条件不互为严格同义；higher/high/enhanced状态分离。未明载流机制与分量回指保留待定。；左右定义分别为电子电导增强 / 电子电导率,not_adjudicated_as_formal_relation,/Users/chl/Desktop/my_project/knowledge_reflection/stage2_normalization/dsh_flash_review/review_results.csv::pair_id=pair:8ef76c734079a24c2a8d
