sample_index,relation_id,domain,paper_id,baseline_status,strict_correct,reason,evidence_modality,analysis_scope,joint_factor_requirement,repair_instruction,judge_model,judge_reasoning_effort,final_analysis_scope,post_repair_status,inclusion_probability,inverse_probability_weight,stratum,judge_evidence_valid,judge_direction_valid,judge_assertion_valid_before,judge_conditions_and_representation_valid_before,human_label,human_review_required,final_subject,final_predicate,final_object
70,iTE:P0408:r003,iTE,P0408,qualify,False,共价网络、电极依赖与离子尺寸差条件共同造成浓度差，单边需约束。,as_reported,intrinsic_material_mechanism,covalent cross-linked polymer network + electrode-dependent effect under ion-size difference,绑定因素并保留热扩散与尺寸差条件。,gpt-6-astra,high,intrinsic_material_mechanism,applied_and_rechecked,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,False,False,,False,covalent cross-linked polymer network + electrode-dependent effect under ion-size difference,jointly boosts,ion concentration difference
71,iTE:P0657:r001,iTE,P0657,supported,True,DFT解释水含量4:1下弱化阴离子簇/Au作用引起p-n转变，模态与条件正确。,computational_prediction,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.04669260700389105,21.416666666666668,author_claim|2016_2021|simple_1or2_nodes,True,True,True,True,,False,interaction between anion clusters and gold electrodes,weakening leads to in DFT interpretation,离子热电p到n转换
72,iTE:P1454:r002,iTE,P1454,supported,True,稀释纳米纤维素水凝胶改善织物耐磨损，摘要明确。,as_reported,device_engineering,,,gpt-6-astra,high,device_thermal_management,unchanged_supported,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,dilute NC hydrogel,benefits,wear resistance
73,iTE:P1840:r001,iTE,P1840,supported,True,Y掺入抑制烧结晶粒生长，与原文一致。,as_reported,synthesis_processing,,,gpt-6-astra,high,other_adjacent_domain,unchanged_supported,0.04669260700389105,21.416666666666668,author_claim|2016_2021|simple_1or2_nodes,True,True,True,True,,False,Y incorporation,inhibits during sintering,晶粒长大
74,iTE:P1032:r001,iTE,P1032,supported,True,Ga-Sb共价性质明确标注计算，块内键范围保留。,computational_prediction,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,True,True,,False,Ga-Sb link within the [GaSb2] block,calculated to exhibit,共价键合占主导
75,iTE:P0488:r003,iTE,P0488,supported,True,否定去掺杂导致S上升，替代DOS解释未被误当否定对象。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.16666666666666666,6.0,negated|2016_2021|complex_3plus_nodes,True,True,True,True,,False,dedoping of PEDOT chains,does not cause,increase in S
76,iTE:P1486:r001,iTE,P1486,supported,True,缺陷结构支配三种输运量，属通用理论背景，保持范围。,as_reported,thermodynamics,,,gpt-6-astra,high,thermodynamics,unchanged_supported,0.05,20.0,author_claim|through_2015|simple_1or2_nodes,True,True,True,True,,False,defect structure,governs,"Electrical conductivity, thermoelectric power, and chemical diffusivity"
77,iTE:P0391:r001,iTE,P0391,supported,True,两种聚合物体系的空气稳定性改善和40%RH条件准确。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,True,True,,False,BF4--based MADQUAT and PF6--based PDADMAC,shows improvement at 40% relative humidity,air stability
78,iTE:P1827:r001,iTE,P1827,supported,True,La取代/氧空位产生载流子的共同来源完整保留，增电导为作者归因。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04669260700389105,21.416666666666668,author_claim|2016_2021|simple_1or2_nodes,True,True,True,True,,False,generation of charge carriers by substitution of Ba with La ion and oxygen vacancies,causes increase in La-doped BaSnO3,电子电导率
79,iTE:P1934:r001,iTE,P1934,supported,True,含SnO2掺杂样品比未掺杂样品热导更高，比较对象和方向正确。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04669260700389105,21.416666666666668,author_claim|2016_2021|simple_1or2_nodes,True,True,True,True,,False,thermally-conducting SnO2 secondary phases,increases in doped samples relative to undoped,材料总体热导率
80,iTE:P1159:r001,iTE,P1159,supported,True,按作者补偿机制产生电子归因保留；不由Ca价态自行推导反向结论。,experiment_and_computation,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,True,True,,False,charge compensation effect,introduces after Ca doping,free electrons
81,iTE:P0770:r001,iTE,P0770,supported,True,否定不相容因子材料的高效分段组合，未推广到所有结构组合。,as_reported,thermodynamics,,,gpt-6-astra,high,thermodynamics,unchanged_supported,0.08333333333333333,12.0,negated|through_2015|simple_1or2_nodes,True,True,True,True,,False,dissimilar compatibility factors,prevents efficient segmentation combination,efficient thermoelectric generator
82,iTE:P0731:r001,iTE,P0731,supported,True,明确绝对值随半径增加而下降，正负符号未混淆。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.0425531914893617,23.5,association|through_2015|simple_1or2_nodes,True,True,True,True,,False,三价稀土阳离子半径,increasing radius decreases magnitude,热电势系数绝对值
83,iTE:P1484:r002,iTE,P1484,supported,True,阳离子交换抑制TDAE扩散相关去掺杂，宾语机制保留。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,阳离子交换,inhibits,dedoping reaction related with diffusion of TDAE species
84,iTE:P1161:r001,iTE,P1161,supported,True,升温热还原导致空穴减少，气氛与材料范围在证据完整。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,True,True,,False,thermal reduction,decreases with increasing temperature,空穴数浓度
85,iTE:P1657:r001,iTE,P1657,supported,True,Li增加导致空穴密度增强，正向链条可直接读出。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.0375,26.666666666666668,author_claim|through_2015|complex_3plus_nodes,True,True,True,True,,False,content of Li,increases,空穴数浓度
86,iTE:P0932:r001,iTE,P0932,qualify,False,PSS分离与PEDOT构象改变共同解释电导增强，需绑定联合因素。,as_reported,intrinsic_material_mechanism,PSS separation + benzoid-to-quinoid PEDOT conformational change,建立共同因素组。,gpt-6-astra,high,intrinsic_material_mechanism,applied_and_rechecked,0.04639175257731959,21.555555555555554,author_claim|2016_2021|complex_3plus_nodes,True,True,False,False,,False,PSS separation + benzoid-to-quinoid PEDOT conformational change,jointly increases,PEDOT:PSS电导率
87,iTE:P1817:r001,iTE,P1817,supported,True,碘占优对应室温储存分解最快，association没有把趋势写成必然反应。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.0425531914893617,23.5,association|2022_onward|simple_1or2_nodes,True,True,True,True,,False,predominance of iodine,associated with room-temperature decomposition of solid solutions,decomposed most rapidly
88,iTE:P1966:r001,iTE,P1966,supported,True,5–10%Sr和1%O2条件明确，未线性外推至20%。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,True,True,,False,Small amounts of Sr-content (5-10%),stabilize by improving reversibility of cyclic thermal expansion/contraction at 1% O-2,macroscopic structural integrity
89,iTE:P1936:r001,iTE,P1936,supported,True,Mn-O-Mn弯曲引起带宽窄化，Ca取代条件与作者解释保持一致。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.05,20.0,author_claim|through_2015|simple_1or2_nodes,True,True,True,True,,False,increased bending of the Mn-O-Mn bond,causes as Ca substitution decreases average A-site radius and tolerance factor,电子带宽变窄
90,iTE:P1255:r001,iTE,P1255,qualify,False,弱离子键导致声学软化的计算机制，缺显式计算标记。,computational_prediction,intrinsic_material_mechanism,,增加first-principles/Boltzmann证据模态。,gpt-6-astra,high,intrinsic_material_mechanism,applied_and_rechecked,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,False,False,,False,弱离子键合,causes,soft acoustic phonon modes
91,iTE:P1595:r001,iTE,P1595,qualify,False,Cu非谐各向异振动、Cu周围离子键、全局弱键共同解释类玻璃热性质，必须绑定。,as_reported,intrinsic_material_mechanism,anharmonic anisotropic Cu vibration + ionic bonds around Cu + global weak bonding,建立三因素联合组。,gpt-6-astra,high,intrinsic_material_mechanism,applied_and_rechecked,0.04639175257731959,21.555555555555554,author_claim|2016_2021|complex_3plus_nodes,True,True,False,False,,False,anharmonic anisotropic Cu vibration + ionic bonds around Cu + global weak bonding,jointly causes,glass-like thermal property
92,iTE:P1496:r001,iTE,P1496,supported,True,电子声子散射增强降低电导，是often限定的解释，不当作所有材料普适实测。,as_reported,thermodynamics,,,gpt-6-astra,high,thermodynamics,unchanged_supported,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,True,True,,False,电子声子散射,increased scattering reduces,电子电导率
93,iTE:P1456:r001,iTE,P1456,supported,True,Bi掺杂与晶格膨胀共变，association未把较小Bi半径误当膨胀机理。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.2,5.0,association|2016_2021|complex_3plus_nodes,True,True,True,True,,False,Bi doping,associated with,expansion
94,iTE:P0815:r001,iTE,P0815,qualify,False,used to enhance为制备目的，摘要未给添加前后对照，不能标为已实测因果增益。,as_reported,device_engineering,,谓词改为used with aim of enhancing；标design_purpose。,gpt-6-astra,high,device_thermal_management,applied_and_rechecked,0.04906542056074766,20.380952380952383,author_claim|2022_onward|simple_1or2_nodes,True,True,False,False,,False,ionic liquid additives,used with aim of enhancing,力学与电学性质组合
95,iTE:P0915:r002,iTE,P0915,qualify,False,混合导电只是电子/离子Seebeck联合设计一环；三参数需展开为P/T/H。,as_reported,application_sensing,electronic Seebeck effect + ionic Seebeck effect + mixed ion-electron conduction in elastic aerogel,绑定联合机制，并展开宾语为pressure-temperature-humidity readout with minimal crosstalk。,gpt-6-astra,high,application_sensing,applied_and_rechecked,0.04639175257731959,21.555555555555554,author_claim|2016_2021|complex_3plus_nodes,True,True,False,False,,False,electronic Seebeck effect + ionic Seebeck effect + mixed ion-electron conduction in elastic aerogel,jointly enables,pressure-temperature-humidity readout with minimal crosstalk
96,iTE:P1605:r002,iTE,P1605,qualify,False,3:1对1:1比较有效，但源自三维瞬态模拟，不是实验测得。,computational_prediction,thermal_management,,补充numerical-model预测限定。,gpt-6-astra,high,device_thermal_management,applied_and_rechecked,0.04945054945054945,20.22222222222222,author_claim|2022_onward|complex_3plus_nodes,True,True,False,False,,False,Sin/Sout= 3:1,improves versus 1:1,temperature uniformity
97,iTE:P1527:r001,iTE,P1527,supported,True,may与proposed保留组分调整的展望性质。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.1111111111111111,9.0,hypothesis|through_2015|complex_3plus_nodes,True,True,True,True,,False,changing the composition,proposed to adjust,电导率与热导率
98,iTE:P1607:r001,iTE,P1607,supported,True,温度与生长时间联合调控直径，联合主语保留。,as_reported,synthesis_processing,,,gpt-6-astra,high,other_adjacent_domain,unchanged_supported,0.05,20.0,author_claim|through_2015|simple_1or2_nodes,True,True,True,True,,False,assembly temperature and the growth time,controls,average diameter of the 1 D nanoarrays
99,iTE:P1011:r001,iTE,P1011,supported,True,may保留假设强度，键增强与阻挡层均在联合主语中。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.047619047619047616,21.0,hypothesis|2022_onward|simple_1or2_nodes,True,True,True,True,,False,increasing chemical bonding and forming ionic blocking layers at the grain boundary,may jointly enhance,电子热电性质集合
100,TG:P0042:r001,TG,P0042,supported,True,Au复合膜LSPR性质是原文明确的组成贡献。,as_reported,device_engineering,,,gpt-6-astra,high,device_thermal_management,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,Au nanoparticles (AuNPs)@SiO2-PDMS composite film,provides,local surface plasmon resonance (LSPR)
101,TG:P0047:r004,TG,P0047,supported,True,可逆键提供耗能，双交联来源在同句明确。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,mechanical_environmental_stability,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,reversible bonds,enables,energy dissipation
102,TG:P0290:r001,TG,P0290,supported,True,铁氧化伴随铁磁化合物形成，为磁测分析所报告的结果，不另推具体物种。,as_reported,other_adjacent_domain,,,gpt-6-astra,high,other_adjacent_domain,unchanged_supported,0.15625,6.4,author_claim|2022_onward|simple_1or2_nodes,True,True,True,True,,False,iron oxidation in the ferrocene structure,forms,ferromagnetic iron compounds
103,TG:P0029:r001,TG,P0029,supported,True,DFT特征与Seebeck预测关联准确，未升级成因果。,model_association,measurement_method_model,,,gpt-6-astra,high,measurement_method_model,unchanged_supported,0.125,8.0,association|2022_onward|complex_3plus_nodes,True,True,True,True,,False,DFT-derived ion-solvent interaction features,predictive association,电化学Seebeck系数
104,TG:P0158:r001,TG,P0158,supported,True,凝胶减薄消除像素串扰，原文明确。,as_reported,application_sensing,,,gpt-6-astra,high,application_sensing,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,reduction in hydrogel thickness,eliminates,crosstalk between pixels
105,TG:P0035:r002,TG,P0035,supported,True,原位氧化还原维持电极附近浓度梯度，方向无误。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,in situ redox reactions,maintains,持续红氧离子浓度梯度
106,TG:P0276:r001,TG,P0276,supported,True,水和热吸收共同诱导Na/H解离扩散，联合因素与结果完整。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,adsorption of water molecules and heat,induces fast processes,dissociation and diffusion of Na+ and H+
107,TG:P0084:r001,TG,P0084,supported,True,ZnAl-LDH选择结合四价阴离子，未误作三价。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,ZnAl-LDH,provides,selectively binds with Fe(CN)64-
108,TG:P0058:r001,TG,P0058,supported,True,水凝胶中离子对应热电化学循环，未与水气化循环混淆。,as_reported,device_engineering,,,gpt-6-astra,high,device_thermal_management,unchanged_supported,0.17045454545454544,5.866666666666667,author_claim|2016_2021|complex_3plus_nodes,True,True,True,True,,False,thermogalvanic hydrogel film,supports separate cycle,thermogalvanic reaction
109,TG:P0300:r002,TG,P0300,supported,True,NHPC连续结构缩短电解质离子扩散路径，明确直接。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,continuous architecture of NHPC,shortens,diffusion pathways of electrolyte ions
110,TG:P0286:r001,TG,P0286,qualify,False,孔结构与氮掺杂共同贡献，且仅800°C条件下最大值；需要联合组。,as_reported,intrinsic_material_mechanism,well-developed pore structure + nitrogen doping,绑定共同因素并保持800°C碳化条件。,gpt-6-astra,high,electrode_interface_kinetics,applied_and_rechecked,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,False,False,,False,well-developed pore structure + nitrogen doping,jointly enables at 800 degree carbonization,maximum power density
111,TG:P0275:r002,TG,P0275,supported,True,界面效应可促进输运，can未改成定量或普适保证。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,interfacial effect of microstructure-electrolyte solution,can boost,transport processes
112,TG:P0312:r001,TG,P0312,supported,True,NiO比锂化NiO稳定，负Seebeckabove原文保持，不擅自解释绝对值。,as_reported,device_engineering,,,gpt-6-astra,high,device_thermal_management,unchanged_supported,0.13793103448275862,7.25,author_claim|2016_2021|simple_1or2_nodes,True,True,True,True,,False,NiO phase,shows while Seebeck coefficient remains above -1.2 mV/K,higher stability than the LixNi1-xO
113,TG:P0098:r001,TG,P0098,supported,True,quasi-stable water-in-salt区比salt-in-water功率下降，条件与方向明确。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.13793103448275862,7.25,author_claim|2016_2021|simple_1or2_nodes,True,True,True,True,,False,quasi-stable water-in-salt region (up to 2.4 m),decreases relative to salt-in-water,总输出功率
114,TG:P0095:r002,TG,P0095,supported,True,improves as source wording未擅改成电阻增或减；方向未给定，不用于方向性推理。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.17045454545454544,5.866666666666667,author_claim|2016_2021|complex_3plus_nodes,True,True,True,True,,False,highly charged superabsorbent hydrogels,improves as source wording,欧姆电阻
115,TG:P0045:r001,TG,P0045,supported,True,盐析导致微纳通道内离子输运受限，原文明确。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,盐析效应,causes,confined ion transportation in micro/nano channels
116,TG:P0136:r002,TG,P0136,supported,True,光热转换建立温差，器件布局是证据上下文。,as_reported,device_engineering,,,gpt-6-astra,high,device_thermal_management,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,光热转换,generates,空间温度梯度
117,TG:P0222:r001,TG,P0222,supported,True,浓度依赖不等于单调增减，association保留原文未指定方向。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.5,2.0,association|2016_2021|simple_1or2_nodes,True,True,True,True,,False,salt concentrations,concentration dependent,Soret coefficient
118,TG:P0148:r001,TG,P0148,qualify,False,低激光功率下沉积主导是竞争过程解释，需保留can be interpreted模态。,as_reported,corrosion_electrodeposition,,谓词改为interpreted as predominant deposition contribution at lower laser power。,gpt-6-astra,high,other_adjacent_domain,resolved_by_reference_repair,0.15789473684210525,6.333333333333334,author_claim|through_2015|complex_3plus_nodes,True,True,False,False,,False,thermogalvanic deposition process,interpreted as predominant deposition contribution at lower laser power,copper deposition rate
119,TG:P0313:r001,TG,P0313,supported,True,明确authors report，不把量子能量机制的作者概括当独立实证确认；无Faradaic条件保留。,as_reported,other_adjacent_domain,,,gpt-6-astra,high,other_adjacent_domain,unchanged_supported,0.13793103448275862,7.25,author_claim|2016_2021|simple_1or2_nodes,True,True,True,True,,False,GaSe clathrate of 4-fold expansion,authors report coexistence driven by magnetic/thermal/electric fields without Faradaic reactions,"generation, transformation and accumulation of electric energy on a quantum level"
120,TG:P0053:r004,TG,P0053,supported,True,快冷通过抑晶等步骤促进氧化还原，直接链条未外推独立量值。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,Ultrafast cooling,promotes,氧化还原反应
121,TG:P0074:r002,TG,P0074,supported,True,随皮肤形变贴合支持人体热采集，器件功能明确。,as_reported,device_engineering,,,gpt-6-astra,high,device_thermal_management,unchanged_supported,0.17045454545454544,5.866666666666667,author_claim|2016_2021|complex_3plus_nodes,True,True,True,True,,False,adaptability to irregular and continuously deformed skin,supports,body heat harvesting
122,TG:P0170:r001,TG,P0170,supported,True,promising strategy标hypothesis准确，未把展望当实测。,as_reported,device_engineering,,,gpt-6-astra,high,device_thermal_management,unchanged_supported,0.25,4.0,hypothesis|2022_onward|simple_1or2_nodes,True,True,True,True,,False,离子与电子热电的混合设计,proposed to enable,continuous power output
123,TG:P0220:r001,TG,P0220,supported,True,离子扩散率差导致双电层界面不对称，是作者解释。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,different diffusivity of individual ions,gives rise to,asymmetry in the interfaces of the electrical double layer
124,TG:P0044:r002,TG,P0044,supported,True,NaK合金熔融相变提升热电势，电极相变范围明确。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,melting phase transition of bulk NaxK alloys,enhances,热电化学热电势系数
125,TG:P0004:r001,TG,P0004,supported,True,Li水合结构支持抗冻，原句直接支持。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,mechanical_environmental_stability,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,formation of Li+(H2O)n hydration structure,supports,抗冻性能
126,TG:P0291:r002,TG,P0291,qualify,False,间距优化与浓度优化共同改善性能，应绑定而非单因素推断。,as_reported,device_engineering,redox-couple concentration optimization + hot/cold electrode separation optimization,加入联合因素组。,gpt-6-astra,high,electrode_interface_kinetics,applied_and_rechecked,0.17045454545454544,5.866666666666667,author_claim|2016_2021|complex_3plus_nodes,True,True,False,False,,False,redox-couple concentration optimization + hot/cold electrode separation optimization,optimization jointly improves,热电化学电池整体性能
127,TG:P0131:r002,TG,P0131,supported,True,高温降低点蚀电位，Alloy31/LiBr范围由证据限制。,as_reported,corrosion_electrodeposition,,,gpt-6-astra,high,other_adjacent_domain,unchanged_supported,0.15789473684210525,6.333333333333334,author_claim|through_2015|complex_3plus_nodes,True,True,True,True,,False,high temperatures,decreases,pitting potential
128,TG:P0086:r001,TG,P0086,supported,True,自然对流增强传热不等于提升净发电；此边只讲传热，原文支持。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,自然对流,enhances,heat transfer
129,TG:P0135:r001,TG,P0135,supported,True,MXene空心微球提升电化学活性面积，明确中间结构关系。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,electrode_interface_kinetics,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,hollow microsphere structures,increases,电化学活性表面积
130,TG:P0198:r002,TG,P0198,supported,True,协同输运使TGC/RED相互增益，耦合限定已保留。,as_reported,device_engineering,,,gpt-6-astra,high,device_thermal_management,unchanged_supported,0.17045454545454544,5.866666666666667,author_claim|2016_2021|complex_3plus_nodes,True,True,True,True,,False,synergistic ion transport effect,enables TGC/RED coupling,mutual power enhancement
131,TG:P0258:r003,TG,P0258,supported,True,Fe3与水作用提高氧化还原溶剂化熵，在流动混合/配合物解离上下文成立。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,interaction of Fe3+ and water molecules,increases,redox solvation entropy
132,TG:P0127:r003,TG,P0127,supported,True,cold-above-hot有利对流下传质不限制电流，否定范围明确。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.25,4.0,negated|through_2015|complex_3plus_nodes,True,True,True,True,,False,物质输运,not limiting under beneficial convection,电池输出电流
133,TG:P0263:r001,TG,P0263,supported,True,外循环间周期交换介体实现连续脱盐，条件明确。,as_reported,device_engineering,,,gpt-6-astra,high,device_thermal_management,unchanged_supported,0.15625,6.4,author_claim|2022_onward|simple_1or2_nodes,True,True,True,True,,False,Periodic interchange of the solid mediator (LiFePO4/FePO4),enables between external loops,continuous desalination
134,TG:P0151:r001,TG,P0151,supported,True,仅studied的研究对象关联，不作温差增加腐蚀的因果边。,experiment_and_computation,corrosion_electrodeposition,,,gpt-6-astra,high,other_adjacent_domain,unchanged_supported,0.5,2.0,association|through_2015|simple_1or2_nodes,True,True,True,True,,False,variable temperature distribution along the metal surface,studied in acid sulfate electrolyte,thermogalvanic corrosion of iron
135,TG:P0148:r002,TG,P0148,qualify,False,高功率腐蚀减少净沉积是竞争解释，需解释性模态。,as_reported,corrosion_electrodeposition,,谓词改为interpreted competing dissolution contribution reducing net deposition at high laser power。,gpt-6-astra,high,other_adjacent_domain,resolved_by_reference_repair,0.15789473684210525,6.333333333333334,author_claim|through_2015|complex_3plus_nodes,True,True,False,False,,False,copper dissolution process,interpreted competing dissolution contribution reducing net deposition at high laser power,copper deposition rate
136,TG:P0173:r001,TG,P0173,qualify,False,热电化学与电化学电势共同贡献电压，不可全归热驱动，原文仅约33%热贡献。,as_reported,device_engineering,thermogalvanic effect + electrochemical potential,绑定联合来源，保留90°C约33%热贡献及无空间温差条件。,gpt-6-astra,high,device_thermal_management,applied_and_rechecked,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,False,False,,False,thermogalvanic effect + electrochemical potential,jointly contributes,热与化学势复合总电压
137,TG:P0165:r002,TG,P0165,qualify,False,活性位点与3D骨架及高电导共同解释性能，单项不可独立。,as_reported,intrinsic_material_mechanism,3D skeleton + abundant electroactive sites + high conductivity,绑定三因素。,gpt-6-astra,high,intrinsic_material_mechanism,resolved_by_reference_repair,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,False,False,,False,3D skeleton + abundant electroactive sites + high conductivity,jointly supports,热扩散与热电化学混合热电势
138,TG:P0285:r002,TG,P0285,supported,True,离子对降低Seebeck，与抑制离子对提高性能没有方向倒置。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.17045454545454544,5.866666666666667,author_claim|2016_2021|complex_3plus_nodes,True,True,True,True,,False,formation of the ion pairs,reduces when formed,电化学Seebeck系数
139,TG:P0253:r003,TG,P0253,supported,True,转速改变时电荷转移电阻无观察到依赖，与扩散电阻下降区别正确。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,intrinsic_material_mechanism,unchanged_supported,0.3333333333333333,3.0,negated|2022_onward|complex_3plus_nodes,True,True,True,True,,False,angular velocity w increased,no observed dependence,电荷转移电阻Rct
140,TG:P0033:r002,TG,P0033,supported,True,this phenomenon回指低温运行及力学表现，shared attribution保留，未拆分共同原因。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,mechanical_environmental_stability,unchanged_supported,0.17027863777089783,5.872727272727273,author_claim|2022_onward|complex_3plus_nodes,True,True,True,True,,False,DMSO与水之间的氢键,supports jointly reported,mechanical tensile properties
141,TG:P0093:r002,TG,P0093,supported,True,热端捕获冷端释放形成自由I3浓度梯度，冷热方向准确。,as_reported,intrinsic_material_mechanism,,,gpt-6-astra,high,ion_mass_transport,unchanged_supported,0.17045454545454544,5.866666666666667,author_claim|2016_2021|complex_3plus_nodes,True,True,True,True,,False,selective capture of I-3(-) at the hot side followed by the release of I-3(-) at the cold side,yields,concentration gradient of the free I-3(-)
