index,mention_id,domain,raw_phrase,accepted_role,reason,definition_status,role_review_status,human_review_required,normalization_policy,judge_model
127,iTE:P1675:n3,iTE,thermoelectric power and the charge separation effects,mechanism_process,热电势及电荷分离效应为电场起源的联合机制，复合角色保留。,compound_performance_process,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
128,iTE:P1679:n2,iTE,electrical conductivity and Seebeck coefficient,quantity,电导与S为高温/低pO2下不同载流子贡献的双输运量。,compound_quantity,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
129,iTE:P1680:n3,iTE,unusual Cu doping effect,mechanism_process,Cu掺杂异常效应的结果/机制概括，不虚构具体单一性能。,underspecified_process,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
130,iTE:P1689:n1,iTE,weak bonding and heavy atomic mass of the Nd atom,state_structure,Nd弱键与重质量的联合材料状态属性。,compound_state_quantity,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
131,iTE:P1703:n1,iTE,"corner-sharing, edge-sharing, and P-P bonds",state_structure,共顶点/共边与P-P键的连接结构。,compound_structure,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
132,iTE:P1712:n3,iTE,phonon scattering processes and scattering rate,mechanism_process,声子散射过程及其速率的复合机制节点。,compound_process_quantity,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
133,iTE:P1718:n2,iTE,stability and conductivity,performance_function,稳定性与电导作为被调节的双性能目标。,compound_performance_quantity,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
134,iTE:P1744:n1,iTE,sensor,state_structure,可在海水高压工作的是完整传感器件。,device_structure,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
135,iTE:P1765:n1,iTE,thermoelectric chip,state_structure,热电芯片为ESI控温部件，非被研究的热电材料。,device_structure,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
136,iTE:P1776:n2,iTE,Activation energy and thermoelectric coefficient values,quantity,活化能与热电系数随组分改变的双量，保持联合对象。,compound_quantity,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
137,iTE:P1777:n1,iTE,a cell containing a PCM derived from synthesized ILs,state_structure,装有PCM的容器单元为储热装置结构。,device_structure,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
138,iTE:P1825:n1,iTE,optimized multi-nozzle electrospray cooling system,state_structure,多喷嘴电喷雾冷却系统为整体器件结构。,device_structure,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
139,iTE:P1842:n1,iTE,3D multijunction multiband photovoltaic,state_structure,3D多结光伏器件设计对象；来源撤稿，角色可定但不能据此恢复科学支持。,device_structure_retracted_source,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
140,iTE:P1845:n1,iTE,VTIG,state_structure,VTIG为真空热离子发电器件，不能归并为离子热电发电器。,device_structure,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
141,iTE:P1874:n1,iTE,Mott's model of phonon-assisted polaronic hopping,descriptor,Mott声子辅助极化子跳跃模型是解释数据的理论表征。,ontology_fit_limited_model_representation,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
142,iTE:P1891:n1,iTE,Chemical dissimilarity among the II and I/IV atoms,descriptor,元素化学差异作为抗反位设计的解释性特征；不造量化距离。,underspecified_descriptor,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
143,iTE:P1894:n1,iTE,Heikes model,descriptor,Heikes模型作为被检验且不适用的理论表征。,ontology_fit_limited_model_representation,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
144,iTE:P1900:n2,iTE,over three-fold improvements in impedance and charge injection capacity in vitro,performance_function,体外阻抗及注入容量三倍改善是复合电极性能；不把阻抗改善说成增大。,compound_performance,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
145,iTE:P1917:n2,iTE,friction and the amount of heat generated,quantity,摩擦及产热量作为随面积变化的联合量。,compound_quantity,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
146,iTE:P1920:n1,iTE,small polaron hopping model,descriptor,小极化子跳跃模型用于说明温度不依赖性，模型表征。,ontology_fit_limited_model_representation,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
147,iTE:P1921:n1,iTE,phase transition and the variation of interplanar spacing,mechanism_process,相变及层间距变化联合动态过程。,compound_process_quantity,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
148,iTE:P1932:n2,iTE,large values of the Seebeck coefficient and low electrical resistivity,performance_function,高S与低电阻率联合热电性能状态，保留相反方向。,compound_performance_quantity,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
149,iTE:P1945:n2,iTE,guest-atom structure and dynamics,state_structure,客体原子构型和动力学复合状态，不归成客体实体。,compound_state_process,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
150,iTE:P1955:n2,iTE,enhanced conduction and the appearance of a semiconductor behavior,state_structure,增强导电与半导体行为出现为复合电子输运状态。,compound_state_quantity,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
151,TG:P0308:n2,TG,maximum power density of 660 mW m(-1),performance_function,功率密度数值性能；原mW/m量纲异常保留，禁止未经依据转换成面功率密度。,source_unit_ambiguity,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
152,TG:P0317:n1,TG,thermocell with hydrogen gas electrodes and a proton exchange membrane,state_structure,氢气电极/PEM热电池为完整模拟器件。,device_structure,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
153,TG:P0237:n2,TG,thermoelectric measurement technique,mechanism_process,热电测量技术为测量过程，不是热电机理本身。,measurement_process,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
154,TG:P0241:n1,TG,solid-electrolyte cell,state_structure,固体电解质电池为温度传感器件结构。,device_structure,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
155,TG:P0260:n2,TG,Hofmeister effect,mechanism_process,Hofmeister效应为触发凝胶形成的作用过程。,context_scoped,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
156,TG:P0262:n1,TG,structural disorder and interfacial entropy,state_structure,无序与界面熵联合材料状态，量/状态混合须保持。,compound_state_quantity,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
157,TG:P0280:n1,TG,planar TEC with Sb:SnO2,state_structure,含Sb:SnO2的平面TEC器件结构，与标准配置作比较。,device_structure,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
158,TG:P0281:n1,TG,Pt-free thermocells,state_structure,无Pt热电池整体器件；保留无Pt限定。,device_structure,astra_accepted,False,retain_singleton_unless_explicit_equivalence_approved,gpt-6-astra
