claim_record_id,origin_relation_id,domain,paper_id,subject_concept_id,predicate,object_concept_id,assertion_type,evidence_modality,quote,analysis_scope,review_status,active_reviewed_claim,main_analysis_eligible,joint_factor_group,joint_factors_text,conditions_evidence,condition_encoding,reference_links,limitation_note,source_abstract_sha256
TG:P0213:r003,TG:P0213:r003,TG,P0213,concept:v2:TG:7648cdad5df2944b9ccd,enhances relative to non-TRIL system,concept:v2:TG:69be1184fd8ba4a4bb8a,author_claim,not_reclassified,"Thermally regenerative electrochemical cycle (TREC) is a promising technology for low-grade heat harvesting by employing the thermogalvanic effect of the electrodes. Whereas the electrolytes applied in TREC systems have a negligible response to temperature variation. In this study, a thermoresponsive ionic liquid (TRIL) is added to an electrolyte to endow it with temperature-driven phase change behavior, and the electrolyte is then utilized in a copper hexacyanoferrate-based TREC system for ultralow-grade heat harvesting. The TREC system is operated between 10 and 30 degrees C across the phase change critical point (Tc), so that the solvation states of the ions varied during the charging and discharging process, and a high energy density of 1.30 J g-1 and high energy conversion efficiency of 1.32% (20.0% for the Carnot efficiency) are achieved. The energy efficiency is 10 times that ach-ieved by the conventional non-TRIL system under the same conditions. Moreover, the Tc of the TRIL can be tuned according to the species and concentrations of the electrolyte salt, which enhances the feasibility and resilience of the TRIL-containing TREC system. This study provides a novel perspective for electrolyte design in electro-chemical cells, promoting the applicability of electrochemical cells in high-performance ultralow-grade thermal energy harvesting systems.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Thermally regenerative electrochemical cycle (TREC) is a promising technology for low-grade heat harvesting by employing the thermogalvanic effect of the electrodes. Whereas the electrolytes applied in TREC systems have a negligible response to temperature variation. In this study, a thermoresponsive ionic liquid (TRIL) is added to an electrolyte to endow it with temperature-driven phase change behavior, and the electrolyte is then utilized in a copper hexacyanoferrate-based TREC system for ultralow-grade heat harvesting. The TREC system is operated between 10 and 30 degrees C across the phase change critical point (Tc), so that the solvation states of the ions varied during the charging and discharging process, and a high energy density of 1.30 J g-1 and high energy conversion efficiency of 1.32% (20.0% for the Carnot efficiency) are achieved. The energy efficiency is 10 times that ach-ieved by the conventional non-TRIL system under the same conditions. Moreover, the Tc of the TRIL can be tuned according to the species and concentrations of the electrolyte salt, which enhances the feasibility and resilience of the TRIL-containing TREC system. This study provides a novel perspective for electrolyte design in electro-chemical cells, promoting the applicability of electrochemical cells in high-performance ultralow-grade thermal energy harvesting systems.",source_quote_preserved_not_fully_structured,[],,cac3f2c1a3bf3dce8aab18fdaf1e87404234e6c68b44ca552f80eef9fe2898ca
TG:P0214:r001,TG:P0214:r001,TG,P0214,concept:v2:TG:03d962d43e654b388fd6,higher than CoHCF,concept:v2:TG:3d5a4ee39084b325d129,author_claim,not_reclassified,"Thermally regenerative electrochemical cycles (TRECs) have drawn plenty of attention recently as an efficient and low-cost approach to convert heat to electricity. In this work, we report the application of cobalt hexacyanoferrate (CoHCF)-based materials in TRECs. When the battery is charged at a high temperature (T-H) and discharged at a low temperature (T-L), the discharge voltage is higher than the charge voltage due to the dependence of battery voltage on temperature, and thus low-grade heat can be converted into electricity. The temperature coefficient and specific heat of the material determine the energy conversion efficiency of the battery. When complexed with helical carbon nanotubes (HCNTs), the CoHCF/HCNTs show a higher absolute temperature coefficient and lower specific heat than pure CoHCF. Consequently, the heat-to-electricity conversion efficiency is greatly increased. It is suggested that moderately changing the temperature coefficient and specific heat is an effective strategy to further improve thermogalvanic performance of CoHCF-based materials.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Thermally regenerative electrochemical cycles (TRECs) have drawn plenty of attention recently as an efficient and low-cost approach to convert heat to electricity. In this work, we report the application of cobalt hexacyanoferrate (CoHCF)-based materials in TRECs. When the battery is charged at a high temperature (T-H) and discharged at a low temperature (T-L), the discharge voltage is higher than the charge voltage due to the dependence of battery voltage on temperature, and thus low-grade heat can be converted into electricity. The temperature coefficient and specific heat of the material determine the energy conversion efficiency of the battery. When complexed with helical carbon nanotubes (HCNTs), the CoHCF/HCNTs show a higher absolute temperature coefficient and lower specific heat than pure CoHCF. Consequently, the heat-to-electricity conversion efficiency is greatly increased. It is suggested that moderately changing the temperature coefficient and specific heat is an effective strategy to further improve thermogalvanic performance of CoHCF-based materials.",source_quote_preserved_not_fully_structured,[],,1db1e2cd6c8648748f7a5c96ed827929821099dbb0d7106e13abb2e0c26a28ad
TG:P0214:r002,TG:P0214:r002,TG,P0214,concept:v2:TG:03d962d43e654b388fd6,lower than CoHCF,concept:v2:TG:d52f5848a6695d42c8c5,author_claim,not_reclassified,"Thermally regenerative electrochemical cycles (TRECs) have drawn plenty of attention recently as an efficient and low-cost approach to convert heat to electricity. In this work, we report the application of cobalt hexacyanoferrate (CoHCF)-based materials in TRECs. When the battery is charged at a high temperature (T-H) and discharged at a low temperature (T-L), the discharge voltage is higher than the charge voltage due to the dependence of battery voltage on temperature, and thus low-grade heat can be converted into electricity. The temperature coefficient and specific heat of the material determine the energy conversion efficiency of the battery. When complexed with helical carbon nanotubes (HCNTs), the CoHCF/HCNTs show a higher absolute temperature coefficient and lower specific heat than pure CoHCF. Consequently, the heat-to-electricity conversion efficiency is greatly increased. It is suggested that moderately changing the temperature coefficient and specific heat is an effective strategy to further improve thermogalvanic performance of CoHCF-based materials.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Thermally regenerative electrochemical cycles (TRECs) have drawn plenty of attention recently as an efficient and low-cost approach to convert heat to electricity. In this work, we report the application of cobalt hexacyanoferrate (CoHCF)-based materials in TRECs. When the battery is charged at a high temperature (T-H) and discharged at a low temperature (T-L), the discharge voltage is higher than the charge voltage due to the dependence of battery voltage on temperature, and thus low-grade heat can be converted into electricity. The temperature coefficient and specific heat of the material determine the energy conversion efficiency of the battery. When complexed with helical carbon nanotubes (HCNTs), the CoHCF/HCNTs show a higher absolute temperature coefficient and lower specific heat than pure CoHCF. Consequently, the heat-to-electricity conversion efficiency is greatly increased. It is suggested that moderately changing the temperature coefficient and specific heat is an effective strategy to further improve thermogalvanic performance of CoHCF-based materials.",source_quote_preserved_not_fully_structured,[],,1db1e2cd6c8648748f7a5c96ed827929821099dbb0d7106e13abb2e0c26a28ad
TG:P0214:r003,TG:P0214:r003,TG,P0214,concept:v2:TG:3d5a4ee39084b325d129,jointly increases,concept:v2:TG:69be1184fd8ba4a4bb8a,author_claim,not_reclassified,"Thermally regenerative electrochemical cycles (TRECs) have drawn plenty of attention recently as an efficient and low-cost approach to convert heat to electricity. In this work, we report the application of cobalt hexacyanoferrate (CoHCF)-based materials in TRECs. When the battery is charged at a high temperature (T-H) and discharged at a low temperature (T-L), the discharge voltage is higher than the charge voltage due to the dependence of battery voltage on temperature, and thus low-grade heat can be converted into electricity. The temperature coefficient and specific heat of the material determine the energy conversion efficiency of the battery. When complexed with helical carbon nanotubes (HCNTs), the CoHCF/HCNTs show a higher absolute temperature coefficient and lower specific heat than pure CoHCF. Consequently, the heat-to-electricity conversion efficiency is greatly increased. It is suggested that moderately changing the temperature coefficient and specific heat is an effective strategy to further improve thermogalvanic performance of CoHCF-based materials.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Thermally regenerative electrochemical cycles (TRECs) have drawn plenty of attention recently as an efficient and low-cost approach to convert heat to electricity. In this work, we report the application of cobalt hexacyanoferrate (CoHCF)-based materials in TRECs. When the battery is charged at a high temperature (T-H) and discharged at a low temperature (T-L), the discharge voltage is higher than the charge voltage due to the dependence of battery voltage on temperature, and thus low-grade heat can be converted into electricity. The temperature coefficient and specific heat of the material determine the energy conversion efficiency of the battery. When complexed with helical carbon nanotubes (HCNTs), the CoHCF/HCNTs show a higher absolute temperature coefficient and lower specific heat than pure CoHCF. Consequently, the heat-to-electricity conversion efficiency is greatly increased. It is suggested that moderately changing the temperature coefficient and specific heat is an effective strategy to further improve thermogalvanic performance of CoHCF-based materials.",source_quote_preserved_not_fully_structured,[],,1db1e2cd6c8648748f7a5c96ed827929821099dbb0d7106e13abb2e0c26a28ad
TG:P0214:r004,TG:P0214:r004,TG,P0214,concept:v2:TG:d52f5848a6695d42c8c5,reduction jointly increases,concept:v2:TG:69be1184fd8ba4a4bb8a,author_claim,not_reclassified,"Thermally regenerative electrochemical cycles (TRECs) have drawn plenty of attention recently as an efficient and low-cost approach to convert heat to electricity. In this work, we report the application of cobalt hexacyanoferrate (CoHCF)-based materials in TRECs. When the battery is charged at a high temperature (T-H) and discharged at a low temperature (T-L), the discharge voltage is higher than the charge voltage due to the dependence of battery voltage on temperature, and thus low-grade heat can be converted into electricity. The temperature coefficient and specific heat of the material determine the energy conversion efficiency of the battery. When complexed with helical carbon nanotubes (HCNTs), the CoHCF/HCNTs show a higher absolute temperature coefficient and lower specific heat than pure CoHCF. Consequently, the heat-to-electricity conversion efficiency is greatly increased. It is suggested that moderately changing the temperature coefficient and specific heat is an effective strategy to further improve thermogalvanic performance of CoHCF-based materials.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Thermally regenerative electrochemical cycles (TRECs) have drawn plenty of attention recently as an efficient and low-cost approach to convert heat to electricity. In this work, we report the application of cobalt hexacyanoferrate (CoHCF)-based materials in TRECs. When the battery is charged at a high temperature (T-H) and discharged at a low temperature (T-L), the discharge voltage is higher than the charge voltage due to the dependence of battery voltage on temperature, and thus low-grade heat can be converted into electricity. The temperature coefficient and specific heat of the material determine the energy conversion efficiency of the battery. When complexed with helical carbon nanotubes (HCNTs), the CoHCF/HCNTs show a higher absolute temperature coefficient and lower specific heat than pure CoHCF. Consequently, the heat-to-electricity conversion efficiency is greatly increased. It is suggested that moderately changing the temperature coefficient and specific heat is an effective strategy to further improve thermogalvanic performance of CoHCF-based materials.",source_quote_preserved_not_fully_structured,[],,1db1e2cd6c8648748f7a5c96ed827929821099dbb0d7106e13abb2e0c26a28ad
TG:P0216:r001,TG:P0216:r001,TG,P0216,concept:v2:TG:b9ae9974ec7e34eea183,analysis explains,concept:v2:TG:a0a6219964a36389990c,author_claim,not_reclassified,"The Seebeck effect in unipolar ion-conducting, solid-state polymers is characterized. The high Seebeck coefficient and sign in polymer ion conductors is explained via analysis of thermogalvanic multicomponent transport. A solid-state, water-processeable, flexible device based on these materials is demonstrated, showcasing the promise of polymers as thermogalvanic materials. Thermogalvanic materials based on ion-conducting polymer membranes show great promise in the harvesting of waste heat.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"The Seebeck effect in unipolar ion-conducting, solid-state polymers is characterized. The high Seebeck coefficient and sign in polymer ion conductors is explained via analysis of thermogalvanic multicomponent transport. A solid-state, water-processeable, flexible device based on these materials is demonstrated, showcasing the promise of polymers as thermogalvanic materials. Thermogalvanic materials based on ion-conducting polymer membranes show great promise in the harvesting of waste heat.",source_quote_preserved_not_fully_structured,[],,ce7053ca32498d68ce4d0a1ee15950fd5bc8ddcc60124343d07be83e5cb69c6f
TG:P0218:r001,TG:P0218:r001,TG,P0218,concept:v2:TG:4b595e1f2a87b730cbca,explains synergistic improvement,concept:v2:TG:c90ab2d13b329a75a042,author_claim,not_reclassified,"Combining ferrocene and iodine results in enhanced thermoelectrochemical (or thermogalvanic) waste heat harvesting abilities, for both the Seebeck coefficient and the overall power output. All systems displayed a mixture of ferrocene, ferrocenium, iodine and triiodide. The observed enhancement correlates with lower electron-density on the ferrocene; the synergistic improvement observed for mixtures of substituted ferrocenes and iodine is attributed to the formation of charge-transfer complexes. Combining dibutanoylferrocene and iodine resulted in the highest Seebeck coefficient of 1.67 mV K-1.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Combining ferrocene and iodine results in enhanced thermoelectrochemical (or thermogalvanic) waste heat harvesting abilities, for both the Seebeck coefficient and the overall power output. All systems displayed a mixture of ferrocene, ferrocenium, iodine and triiodide. The observed enhancement correlates with lower electron-density on the ferrocene; the synergistic improvement observed for mixtures of substituted ferrocenes and iodine is attributed to the formation of charge-transfer complexes. Combining dibutanoylferrocene and iodine resulted in the highest Seebeck coefficient of 1.67 mV K-1.",source_quote_preserved_not_fully_structured,[],,169a186a87c13dc64df4454c18b963a5df3835a5cc22198e3f84122d34a60ea9
TG:P0218:r002,TG:P0218:r002,TG,P0218,concept:v2:TG:4b595e1f2a87b730cbca,explains synergistic improvement,concept:v2:TG:cf31f14318fcef766412,author_claim,as_reported,"Combining ferrocene and iodine results in enhanced thermoelectrochemical (or thermogalvanic) waste heat harvesting abilities, for both the Seebeck coefficient and the overall power output. All systems displayed a mixture of ferrocene, ferrocenium, iodine and triiodide. The observed enhancement correlates with lower electron-density on the ferrocene; the synergistic improvement observed for mixtures of substituted ferrocenes and iodine is attributed to the formation of charge-transfer complexes. Combining dibutanoylferrocene and iodine resulted in the highest Seebeck coefficient of 1.67 mV K-1.",intrinsic_material_mechanism,astra_supported_as_reported,True,True,,,"Combining ferrocene and iodine results in enhanced thermoelectrochemical (or thermogalvanic) waste heat harvesting abilities, for both the Seebeck coefficient and the overall power output. All systems displayed a mixture of ferrocene, ferrocenium, iodine and triiodide. The observed enhancement correlates with lower electron-density on the ferrocene; the synergistic improvement observed for mixtures of substituted ferrocenes and iodine is attributed to the formation of charge-transfer complexes. Combining dibutanoylferrocene and iodine resulted in the highest Seebeck coefficient of 1.67 mV K-1.",source_quote_preserved_not_fully_structured,[],电荷转移配合物形成解释混合物协同性能，归因准确。,169a186a87c13dc64df4454c18b963a5df3835a5cc22198e3f84122d34a60ea9
TG:P0218:r003,TG:P0218:r003,TG,P0218,concept:v2:TG:194c95c3abcd2a60c7af,correlates with enhancement,concept:v2:TG:c90ab2d13b329a75a042,association,not_reclassified,"Combining ferrocene and iodine results in enhanced thermoelectrochemical (or thermogalvanic) waste heat harvesting abilities, for both the Seebeck coefficient and the overall power output. All systems displayed a mixture of ferrocene, ferrocenium, iodine and triiodide. The observed enhancement correlates with lower electron-density on the ferrocene; the synergistic improvement observed for mixtures of substituted ferrocenes and iodine is attributed to the formation of charge-transfer complexes. Combining dibutanoylferrocene and iodine resulted in the highest Seebeck coefficient of 1.67 mV K-1.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Combining ferrocene and iodine results in enhanced thermoelectrochemical (or thermogalvanic) waste heat harvesting abilities, for both the Seebeck coefficient and the overall power output. All systems displayed a mixture of ferrocene, ferrocenium, iodine and triiodide. The observed enhancement correlates with lower electron-density on the ferrocene; the synergistic improvement observed for mixtures of substituted ferrocenes and iodine is attributed to the formation of charge-transfer complexes. Combining dibutanoylferrocene and iodine resulted in the highest Seebeck coefficient of 1.67 mV K-1.",source_quote_preserved_not_fully_structured,[],,169a186a87c13dc64df4454c18b963a5df3835a5cc22198e3f84122d34a60ea9
TG:P0219:r001,TG:P0219:r001,TG,P0219,concept:v2:TG:a1c0b4177327ed334656,increases,concept:v2:TG:ecb2041aed5498c1d91e,author_claim,not_reclassified,"Thermogalvanic cells have the ability to convert low-temperature waste heat energy (<200 degrees C) into electrical energy. However, these systems cannot store this electrical energy. Thermocapacitors use analogous mechanisms to convert heat into electrical energy, but crucially can store this electrical energy. Previous work has used polyelectrolyte gels to frustrate the mobility of a redox couple, causing an accumulation of charge imbalance at the two electode:gelled electrolyte interfaces, resulting in stored thermocapacitance. Here we report an investigation into two methods of utilizing nanostructuring to increase the thermocapacitance performance of a [Fe(CN)(6)](3-/4-) containing polyacrylate hydrogel; specifically, nanostructuring the bulk of the hydrogel and modifying the electrode with carbon nanotubes and liquid crystalline graphene oxide. Nanomaterial-enhanced carbon cloth electrodes significantly increased the available electroactive surface area and charging-discharging rates of these hydrogels, but only resulted in a modest increase in thermocapacitance. Conversely nanostructuring of the hydrogels by changing the degree of neutralization of the hydrogels resulted in significant improvement in thermocapacitance, but only when high concentrations (1 M) of ferricyanide/ferrocyanide electrolyte are available. This study indicates how two different aspects of the system can be nanostructured to enhance device performance.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Thermogalvanic cells have the ability to convert low-temperature waste heat energy (<200 degrees C) into electrical energy. However, these systems cannot store this electrical energy. Thermocapacitors use analogous mechanisms to convert heat into electrical energy, but crucially can store this electrical energy. Previous work has used polyelectrolyte gels to frustrate the mobility of a redox couple, causing an accumulation of charge imbalance at the two electode:gelled electrolyte interfaces, resulting in stored thermocapacitance. Here we report an investigation into two methods of utilizing nanostructuring to increase the thermocapacitance performance of a [Fe(CN)(6)](3-/4-) containing polyacrylate hydrogel; specifically, nanostructuring the bulk of the hydrogel and modifying the electrode with carbon nanotubes and liquid crystalline graphene oxide. Nanomaterial-enhanced carbon cloth electrodes significantly increased the available electroactive surface area and charging-discharging rates of these hydrogels, but only resulted in a modest increase in thermocapacitance. Conversely nanostructuring of the hydrogels by changing the degree of neutralization of the hydrogels resulted in significant improvement in thermocapacitance, but only when high concentrations (1 M) of ferricyanide/ferrocyanide electrolyte are available. This study indicates how two different aspects of the system can be nanostructured to enhance device performance.",source_quote_preserved_not_fully_structured,[],,d23504125c226427150e95d8b2dda6201087803e5d4334b9556cb68cb1efb928
TG:P0219:r002,TG:P0219:r002,TG,P0219,concept:v2:TG:a1c0b4177327ed334656,increases,concept:v2:TG:51d7137bb69e1b0d43af,author_claim,not_reclassified,"Thermogalvanic cells have the ability to convert low-temperature waste heat energy (<200 degrees C) into electrical energy. However, these systems cannot store this electrical energy. Thermocapacitors use analogous mechanisms to convert heat into electrical energy, but crucially can store this electrical energy. Previous work has used polyelectrolyte gels to frustrate the mobility of a redox couple, causing an accumulation of charge imbalance at the two electode:gelled electrolyte interfaces, resulting in stored thermocapacitance. Here we report an investigation into two methods of utilizing nanostructuring to increase the thermocapacitance performance of a [Fe(CN)(6)](3-/4-) containing polyacrylate hydrogel; specifically, nanostructuring the bulk of the hydrogel and modifying the electrode with carbon nanotubes and liquid crystalline graphene oxide. Nanomaterial-enhanced carbon cloth electrodes significantly increased the available electroactive surface area and charging-discharging rates of these hydrogels, but only resulted in a modest increase in thermocapacitance. Conversely nanostructuring of the hydrogels by changing the degree of neutralization of the hydrogels resulted in significant improvement in thermocapacitance, but only when high concentrations (1 M) of ferricyanide/ferrocyanide electrolyte are available. This study indicates how two different aspects of the system can be nanostructured to enhance device performance.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Thermogalvanic cells have the ability to convert low-temperature waste heat energy (<200 degrees C) into electrical energy. However, these systems cannot store this electrical energy. Thermocapacitors use analogous mechanisms to convert heat into electrical energy, but crucially can store this electrical energy. Previous work has used polyelectrolyte gels to frustrate the mobility of a redox couple, causing an accumulation of charge imbalance at the two electode:gelled electrolyte interfaces, resulting in stored thermocapacitance. Here we report an investigation into two methods of utilizing nanostructuring to increase the thermocapacitance performance of a [Fe(CN)(6)](3-/4-) containing polyacrylate hydrogel; specifically, nanostructuring the bulk of the hydrogel and modifying the electrode with carbon nanotubes and liquid crystalline graphene oxide. Nanomaterial-enhanced carbon cloth electrodes significantly increased the available electroactive surface area and charging-discharging rates of these hydrogels, but only resulted in a modest increase in thermocapacitance. Conversely nanostructuring of the hydrogels by changing the degree of neutralization of the hydrogels resulted in significant improvement in thermocapacitance, but only when high concentrations (1 M) of ferricyanide/ferrocyanide electrolyte are available. This study indicates how two different aspects of the system can be nanostructured to enhance device performance.",source_quote_preserved_not_fully_structured,[],,d23504125c226427150e95d8b2dda6201087803e5d4334b9556cb68cb1efb928
TG:P0219:r003,TG:P0219:r003,TG,P0219,concept:v2:TG:a1c0b4177327ed334656,only modest increase,concept:v2:TG:624c46816647b3d209e9,author_claim,not_reclassified,"Thermogalvanic cells have the ability to convert low-temperature waste heat energy (<200 degrees C) into electrical energy. However, these systems cannot store this electrical energy. Thermocapacitors use analogous mechanisms to convert heat into electrical energy, but crucially can store this electrical energy. Previous work has used polyelectrolyte gels to frustrate the mobility of a redox couple, causing an accumulation of charge imbalance at the two electode:gelled electrolyte interfaces, resulting in stored thermocapacitance. Here we report an investigation into two methods of utilizing nanostructuring to increase the thermocapacitance performance of a [Fe(CN)(6)](3-/4-) containing polyacrylate hydrogel; specifically, nanostructuring the bulk of the hydrogel and modifying the electrode with carbon nanotubes and liquid crystalline graphene oxide. Nanomaterial-enhanced carbon cloth electrodes significantly increased the available electroactive surface area and charging-discharging rates of these hydrogels, but only resulted in a modest increase in thermocapacitance. Conversely nanostructuring of the hydrogels by changing the degree of neutralization of the hydrogels resulted in significant improvement in thermocapacitance, but only when high concentrations (1 M) of ferricyanide/ferrocyanide electrolyte are available. This study indicates how two different aspects of the system can be nanostructured to enhance device performance.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Thermogalvanic cells have the ability to convert low-temperature waste heat energy (<200 degrees C) into electrical energy. However, these systems cannot store this electrical energy. Thermocapacitors use analogous mechanisms to convert heat into electrical energy, but crucially can store this electrical energy. Previous work has used polyelectrolyte gels to frustrate the mobility of a redox couple, causing an accumulation of charge imbalance at the two electode:gelled electrolyte interfaces, resulting in stored thermocapacitance. Here we report an investigation into two methods of utilizing nanostructuring to increase the thermocapacitance performance of a [Fe(CN)(6)](3-/4-) containing polyacrylate hydrogel; specifically, nanostructuring the bulk of the hydrogel and modifying the electrode with carbon nanotubes and liquid crystalline graphene oxide. Nanomaterial-enhanced carbon cloth electrodes significantly increased the available electroactive surface area and charging-discharging rates of these hydrogels, but only resulted in a modest increase in thermocapacitance. Conversely nanostructuring of the hydrogels by changing the degree of neutralization of the hydrogels resulted in significant improvement in thermocapacitance, but only when high concentrations (1 M) of ferricyanide/ferrocyanide electrolyte are available. This study indicates how two different aspects of the system can be nanostructured to enhance device performance.",source_quote_preserved_not_fully_structured,[],,d23504125c226427150e95d8b2dda6201087803e5d4334b9556cb68cb1efb928
TG:P0221:r001,TG:P0221:r001,TG,P0221,concept:v2:TG:c2b8051ab9cba999a7fe,induces,concept:v2:TG:fe40944a14adbb490369,author_claim,not_reclassified,"Herein we report a self-powered multimodal temperature and force sensor based on the reverse electrowetting effect and the thermogalvanic effect in a liquid droplet. The deformation of the droplet and the temperature difference across the droplet can induce an alternating pulse voltage and a direct voltage, respectively, which is easy to separate/analyze and can be utilized to sense the external force and temperature simultaneously. In addition, an integral display system that can derive information from external temperature/force concurrently is constructed. Combined with advantages of excellent sensing properties and a simple structure, the droplet sensor has promising applications in a wide range of intelligent electronics.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Herein we report a self-powered multimodal temperature and force sensor based on the reverse electrowetting effect and the thermogalvanic effect in a liquid droplet. The deformation of the droplet and the temperature difference across the droplet can induce an alternating pulse voltage and a direct voltage, respectively, which is easy to separate/analyze and can be utilized to sense the external force and temperature simultaneously. In addition, an integral display system that can derive information from external temperature/force concurrently is constructed. Combined with advantages of excellent sensing properties and a simple structure, the droplet sensor has promising applications in a wide range of intelligent electronics.",source_quote_preserved_not_fully_structured,[],,a244ca3ccdf99a0e88f8e691e39bf3c7ada777630f56af19cf1af2fd348ce8b3
TG:P0221:r002,TG:P0221:r002,TG,P0221,concept:v2:TG:861a2085ef0b00a88bf2,induces,concept:v2:TG:7529c9ec98f7878481fc,author_claim,not_reclassified,"Herein we report a self-powered multimodal temperature and force sensor based on the reverse electrowetting effect and the thermogalvanic effect in a liquid droplet. The deformation of the droplet and the temperature difference across the droplet can induce an alternating pulse voltage and a direct voltage, respectively, which is easy to separate/analyze and can be utilized to sense the external force and temperature simultaneously. In addition, an integral display system that can derive information from external temperature/force concurrently is constructed. Combined with advantages of excellent sensing properties and a simple structure, the droplet sensor has promising applications in a wide range of intelligent electronics.",scope_unreviewed,source_extraction_not_individually_accepted,False,False,,,"Herein we report a self-powered multimodal temperature and force sensor based on the reverse electrowetting effect and the thermogalvanic effect in a liquid droplet. The deformation of the droplet and the temperature difference across the droplet can induce an alternating pulse voltage and a direct voltage, respectively, which is easy to separate/analyze and can be utilized to sense the external force and temperature simultaneously. In addition, an integral display system that can derive information from external temperature/force concurrently is constructed. Combined with advantages of excellent sensing properties and a simple structure, the droplet sensor has promising applications in a wide range of intelligent electronics.",source_quote_preserved_not_fully_structured,[],,a244ca3ccdf99a0e88f8e691e39bf3c7ada777630f56af19cf1af2fd348ce8b3
TG:P0222:r001,TG:P0222:r001,TG,P0222,concept:v2:TG:69ca2351daaf82836d75,concentration dependent,concept:v2:TG:10a1727340418ff2275d,association,as_reported,"The Soret effect results in a concentration gradient when a mixture is exposed to a temperature gradient. It is a balance between diffusion of mass driven by the temperature gradient (thermal diffusion) and mass diffusion acting to remove the concentration gradient. Thus, the Soret effect is measured at steady state. In this work, the Soret effect was studied in a thermogalvanic cell with lithium metal electrodes and a dry polymer electrolyte composed of poly(ethylene oxide) and lithium bis-trifluoromethanesulfonylimide (LiTFSI). The concentration gradient was determined by measuring the voltage of the thermogalvanic cell. This was examined at several different temperature gradients and with four different salt concentrations. The Soret coefficient was found to be similar to that observed in small-molecule mixtures and electrolytes and significantly less than polymeric systems. An explanation for this unexpected result is proffered. The Soret coefficient was found to be concentration dependent, which requires further investigation. Finally, it was demonstrated that the thermogalvanic cells used to measure the Soret coefficient can also be used to generate power. Thus, polymer electrolytes are potentially of interest for waste heat recovery, and thermal diffusion might be used to improve battery efficiency.",ion_mass_transport,astra_supported_as_reported,True,True,,,"The Soret effect results in a concentration gradient when a mixture is exposed to a temperature gradient. It is a balance between diffusion of mass driven by the temperature gradient (thermal diffusion) and mass diffusion acting to remove the concentration gradient. Thus, the Soret effect is measured at steady state. In this work, the Soret effect was studied in a thermogalvanic cell with lithium metal electrodes and a dry polymer electrolyte composed of poly(ethylene oxide) and lithium bis-trifluoromethanesulfonylimide (LiTFSI). The concentration gradient was determined by measuring the voltage of the thermogalvanic cell. This was examined at several different temperature gradients and with four different salt concentrations. The Soret coefficient was found to be similar to that observed in small-molecule mixtures and electrolytes and significantly less than polymeric systems. An explanation for this unexpected result is proffered. The Soret coefficient was found to be concentration dependent, which requires further investigation. Finally, it was demonstrated that the thermogalvanic cells used to measure the Soret coefficient can also be used to generate power. Thus, polymer electrolytes are potentially of interest for waste heat recovery, and thermal diffusion might be used to improve battery efficiency.",source_quote_preserved_not_fully_structured,[],浓度依赖不等于单调增减，association保留原文未指定方向。,a8842f8b3d4a1b4e9bdfd10f6e625f37af90fae2a657c4f3668b6b7ac8954544
